tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,0e1df986db0785f4_score,player_21dfb89a_x,player_21dfb89a_y,player_21dfb89a_move_target,player_21dfb89a_item,player_21dfb89a_score,player_21dfb89a_cut_speed,player_21dfb89a_speed,player_3ac64491_x,player_3ac64491_y,player_3ac64491_move_target,player_3ac64491_item,player_3ac64491_score,player_3ac64491_cut_speed,player_3ac64491_speed,ae60df72f0f16eb6_score,f5a6fb1443bd61ad_message,fc4b0238b79a8356_score
4445,test,False,0,1,,0.0,0,0,2,tomato,1.8666666666666625,1,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,50.6759110854007,125.19516010580742,,tomato,0,0.2,30.0,,,0.0
4446,test,False,0,1,,0.0,0,0,2,tomato,1.8666666666666625,1,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,49.797348557596294,126.08433269014498,,tomato,0,0.2,30.0,,,0.0
4447,test,False,0,1,,0.0,0,0,2,tomato,1.8666666666666625,1,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,48.91878602979189,126.97350527448253,,tomato,0,0.2,30.0,,,0.0
4448,test,False,0,1,,0.0,0,0,2,tomato,1.8666666666666625,1,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,48.040223501987484,127.86267785882009,,tomato,0,0.2,30.0,,,0.0
4449,test,False,0,1,,0.0,0,0,2,tomato,1.8666666666666625,1,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,47.16166097418308,128.75185044315714,,tomato,0,0.2,30.0,,,0.0
4450,test,False,0,1,,0.0,0,0,2,tomato,1.8666666666666625,1,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,46.28309844637867,129.6410230274941,,tomato,0,0.2,30.0,,,0.0
4451,test,False,0,1,,0.0,0,0,2,tomato,1.8666666666666625,1,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,45.40453591857427,130.53019561183106,,tomato,0,0.2,30.0,,,0.0
4452,test,False,0,1,,0.0,0,0,2,tomato,1.8666666666666625,1,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,44.52597339076986,131.41936819616802,,tomato,0,0.2,30.0,,,0.0
4453,test,False,0,1,,0.0,0,0,2,tomato,1.8666666666666625,1,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,43.64741086296546,132.30854078050498,,tomato,0,0.2,30.0,,,0.0
4454,test,False,0,1,,0.0,0,0,2,tomato,1.8666666666666625,1,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,42.768848335161294,133.19771336484195,,tomato,0,0.2,30.0,,,0.0
4455,test,False,0,1,,0.0,0,0,2,tomato,1.8666666666666625,1,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,41.8902858073576,134.08688594917894,,tomato,0,0.2,30.0,,,0.0
4456,test,False,0,1,,0.0,0,0,2,tomato,1.8666666666666625,1,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,41.011723279553905,134.9760585335172,,tomato,0,0.2,30.0,,,0.0
4457,test,False,0,1,,0.0,0,0,2,tomato,1.8666666666666625,1,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,40.132035626992916,135.74187912133758,,tomato,0,0.2,30.0,,,0.0
4458,test,False,0,1,,0.0,0,0,2,tomato,1.8666666666666625,1,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,39.23739988837073,134.86888032684865,,tomato,0,0.2,30.0,,,0.0
4459,test,False,0,1,,0.0,0,0,2,tomato,1.8666666666666625,1,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,38.34276414974855,133.99588153235973,,tomato,0,0.2,30.0,,,0.0
4460,test,False,0,1,,0.0,0,0,2,tomato,1.8666666666666625,1,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,37.44812841112636,133.1228827378708,,tomato,0,0.2,30.0,,,0.0
4461,test,False,0,1,,0.0,0,0,2,tomato,1.8666666666666625,1,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,36.55349267250418,132.2498839433819,,tomato,0,0.2,30.0,,,0.0
4462,test,False,0,1,,0.0,0,0,2,tomato,1.8666666666666625,1,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,35.65885693388199,131.37688514889297,,tomato,0,0.2,30.0,,,0.0
4463,test,False,0,1,,0.0,0,0,2,tomato,1.8666666666666625,1,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,34.76422119525981,130.50388635440405,,tomato,0,0.2,30.0,,,0.0
4464,test,False,0,1,,0.0,0,0,2,tomato,1.8666666666666625,1,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,33.86958545663762,129.63088755991512,,tomato,0,0.2,30.0,,,0.0
4465,test,False,0,1,,0.0,0,0,2,tomato,1.8666666666666625,1,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,32.97494971801544,128.7578887654262,,tomato,0,0.2,30.0,,,0.0
4466,test,False,0,1,,0.0,0,0,2,tomato,1.8666666666666625,1,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,32.08031397939325,127.88488997093728,,tomato,0,0.2,30.0,,,0.0
4467,test,False,0,1,,0.0,0,0,2,tomato,1.8666666666666625,1,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,31.185678240771068,127.01189117644836,,tomato,0,0.2,30.0,,,0.0
4468,test,False,0,1,,0.0,0,0,2,tomato,1.8666666666666625,1,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,30.291042502148883,126.13889238195944,,tomato,0,0.2,30.0,,,0.0
4469,test,False,0,1,,0.0,0,0,2,tomato,1.8666666666666625,1,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,29.3964067635267,125.26589358747052,,tomato,0,0.2,30.0,,,0.0
4470,test,False,0,1,,0.0,0,0,2,tomato,1.8666666666666625,1,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,28.501771024904514,124.3928947929816,,tomato,0,0.2,30.0,,,0.0
4471,test,False,0,1,,0.0,0,0,2,tomato,1.8666666666666625,1,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,27.60713528628233,123.51989599849267,,tomato,0,0.2,30.0,,,0.0
4472,test,False,0,1,,0.0,0,0,2,tomato,1.8666666666666625,1,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,26.712499547660144,122.64689720400375,,tomato,0,0.2,30.0,,,0.0
4473,test,False,0,1,,0.0,0,0,2,tomato,1.8666666666666625,1,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,25.817863809038116,121.77389840951483,,tomato,0,0.2,30.0,,,0.0
4474,test,False,0,1,,0.0,0,0,2,tomato,1.8666666666666625,1,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.923228070416286,120.90089961502531,,tomato,0,0.2,30.0,,,0.0
4475,test,False,0,1,,0.0,0,0,2,tomato,1.8666666666666625,1,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.195661041159017,119.95628844524526,,tomato,0,0.2,30.0,,,0.0
4476,test,False,0,1,,0.0,0,0,2,tomato,1.8666666666666625,1,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.18033429919277,118.70638241238447,,tomato,0,0.2,30.0,,,0.0
4477,test,False,0,1,,0.0,0,0,2,tomato,1.8666666666666625,1,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.16500755722652,117.45647637952368,,tomato,0,0.2,30.0,,,0.0
4478,test,False,0,1,,0.0,0,0,2,tomato,1.8666666666666625,1,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.14968081526027,116.20657034666289,,tomato,0,0.2,30.0,,,0.0
4479,test,False,0,1,,0.0,0,0,2,tomato,1.8666666666666625,1,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.134354073294023,114.9566643138021,,tomato,0,0.2,30.0,,,0.0
4480,test,False,0,1,,0.0,0,0,2,tomato,1.8666666666666625,1,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.119027331327775,113.7067582809413,,tomato,0,0.2,30.0,,,0.0
4481,test,False,0,1,,0.0,0,0,2,tomato,1.8666666666666625,1,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.103700589361527,112.45685224808051,,tomato,0,0.2,30.0,,,0.0
4482,test,False,0,1,,0.0,0,0,2,tomato,1.8666666666666625,1,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.088373847395278,111.20694621521972,,tomato,0,0.2,30.0,,,0.0
4483,test,False,0,1,,0.0,0,0,2,tomato,1.8666666666666625,1,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.073047105428962,109.95704018235892,,tomato,0,0.2,30.0,,,0.0
4484,test,False,0,1,,0.0,0,0,2,tomato,1.8666666666666625,1,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.057720363462533,108.70713414949813,,tomato,0,0.2,30.0,,,0.0
4485,test,False,0,1,,0.0,0,0,2,tomato,1.8666666666666625,1,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0423936214961,107.45722811663734,,tomato,0,0.2,30.0,,,0.0
4486,test,False,0,1,,0.0,0,0,2,tomato,1.8666666666666625,1,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.02706687952967,106.20732208377655,,tomato,0,0.2,30.0,,,0.0
4487,test,False,0,1,,0.0,0,0,2,tomato,1.8666666666666625,1,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.011740137563237,104.95741605091575,,tomato,0,0.2,30.0,,,0.0
4488,test,False,0,1,,0.0,0,0,2,tomato,1.8666666666666625,1,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.002318856512165,103.70747337618279,,tomato,0,0.2,30.0,,,0.0
4489,test,False,0,1,,0.0,0,0,2,tomato,1.8666666666666625,1,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.00213432202101,102.45747338980361,,tomato,0,0.2,30.0,,,0.0
4490,test,False,0,1,,0.0,0,0,2,tomato,1.8666666666666625,1,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.001949787529856,101.20747340342443,,tomato,0,0.2,30.0,,,0.0
4491,test,False,0,1,,0.0,0,0,2,tomato,1.8666666666666625,1,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.001765253038702,99.95747341704525,,tomato,0,0.2,30.0,,,0.0
4492,test,False,0,1,,0.0,0,0,2,tomato,1.8666666666666625,1,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.001580718547547,98.70747343066607,,tomato,0,0.2,30.0,,,0.0
4493,test,False,0,1,,0.0,0,0,2,tomato,1.8666666666666625,1,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.001396184056276,97.45747344428689,,tomato,0,0.2,30.0,,,0.0
4494,test,False,0,1,,0.0,0,0,2,tomato,1.8666666666666625,1,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.001211649564944,96.20747345790771,,tomato,0,0.2,30.0,,,0.0
4495,test,False,0,1,,0.0,0,0,2,tomato,1.8666666666666625,1,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.00102711507361,94.95747347152853,,tomato,0,0.2,30.0,,,0.0
4496,test,False,0,1,,0.0,0,0,2,tomato,1.8666666666666625,1,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.00084258058228,93.70747348514935,,tomato,0,0.2,30.0,,,0.0
4497,test,False,0,1,,0.0,0,0,2,tomato,1.8666666666666625,1,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.000658046090948,92.45747349877017,,tomato,0,0.2,30.0,,,0.0
4498,test,False,0,1,,0.0,0,0,2,tomato,1.8666666666666625,1,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.000473511599616,91.20747351239099,,tomato,0,0.2,30.0,,,0.0
4499,test,False,0,1,,0.0,0,0,2,tomato,1.8666666666666625,1,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.000288977108283,89.95747352601181,,tomato,0,0.2,30.0,,,0.0
4500,test,False,0,1,,0.0,0,0,2,tomato,1.8666666666666625,1,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.00010444261695,88.70747353963263,,tomato,0,0.2,30.0,,,0.0
4501,test,False,0,1,,0.0,0,0,2,tomato,1.8666666666666625,1,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.000027472709935,87.45747354521868,,tomato,0,0.2,30.0,,,0.0
4502,test,False,0,1,,0.0,0,0,2,tomato,1.8666666666666625,1,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.00002525107337,86.20747354522123,,tomato,0,0.2,30.0,,,0.0
4503,test,False,0,1,,0.0,0,0,2,tomato,1.8666666666666625,1,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.000023029436807,84.95747354522379,,tomato,0,0.2,30.0,,,0.0
4504,test,False,0,1,,0.0,0,0,2,tomato,1.8666666666666625,1,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.000020807800244,83.70747354522635,,tomato,0,0.2,30.0,,,0.0
4505,test,False,0,1,,0.0,0,0,2,tomato,1.8666666666666625,1,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.00001858616368,82.45747354522891,,tomato,0,0.2,30.0,,,0.0
4506,test,False,0,1,,0.0,0,0,2,tomato,1.8666666666666625,1,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.000016364527117,81.20747354523147,,tomato,0,0.2,30.0,,,0.0
4507,test,False,0,1,,0.0,0,0,2,tomato,1.8666666666666625,1,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.000014142890553,79.95747354523402,,tomato,0,0.2,30.0,,,0.0
4508,test,False,0,1,,0.0,0,0,2,tomato,1.8666666666666625,1,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.00001192125399,78.70747354523658,,tomato,0,0.2,30.0,,,0.0
4509,test,False,0,1,,0.0,0,0,2,tomato,1.8666666666666625,1,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.000009699617443,77.45747354523914,,tomato,0,0.2,30.0,,,0.0
4510,test,False,0,1,,0.0,0,0,2,tomato,1.8666666666666625,1,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.000007477981057,76.2074735452417,,tomato,0,0.2,30.0,,,0.0
4511,test,False,0,1,,0.0,0,0,2,tomato,1.8666666666666625,1,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.00000525634467,74.95747354524426,,tomato,0,0.2,30.0,,,0.0
4512,test,False,0,1,,0.0,0,0,2,tomato,1.8666666666666625,1,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.000003034708286,73.70747354524681,,tomato,0,0.2,30.0,,,0.0
