tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,8ac2619f554f4c28_score,player_11ec4291_x,player_11ec4291_y,player_11ec4291_move_target,player_11ec4291_item,player_11ec4291_score,player_11ec4291_cut_speed,player_11ec4291_speed,player_b51a209e_x,player_b51a209e_y,player_b51a209e_move_target,player_b51a209e_item,player_b51a209e_score,player_b51a209e_cut_speed,player_b51a209e_speed
2431,0,1,,0,2,tomato,0.7916666666666664,0,0,3,tomato,0.5416666666666666,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,63.954951288347445,48.045048711652555,,,6,1.0,30.0
2432,0,1,,0,2,tomato,0.833333333333333,0,0,3,tomato,0.5416666666666666,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,64.8388347648305,47.161165235169506,,,6,1.0,30.0
2433,0,1,,0,2,tomato,0.8749999999999997,0,0,3,tomato,0.5416666666666666,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,65.72271824131354,46.277281758686456,,,6,1.0,30.0
2434,0,1,,0,2,tomato,0.9166666666666663,0,0,3,tomato,0.5416666666666666,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,66.6066017177966,45.39339828220341,,,6,1.0,30.0
2435,0,1,,0,2,tomato,0.9583333333333329,0,0,3,tomato,0.5416666666666666,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,67.49048519427964,44.50951480572036,,,6,1.0,30.0
2436,0,1,,0,2,tomato,0.9999999999999996,0,0,3,tomato,0.5416666666666666,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,68.37436867076269,43.62563132923731,,,6,1.0,30.0
2437,0,1,,0,2,tomato,1.0416666666666663,1,0,3,tomato,0.5416666666666666,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,69.25825214724574,42.74174785275426,,,6,1.0,30.0
2438,0,1,,0,2,tomato,1.083333333333333,1,0,3,tomato,0.5416666666666666,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,70.14213562372879,41.85786437627121,,,6,1.0,30.0
2439,0,1,,0,2,tomato,1.1249999999999998,1,0,3,tomato,0.5416666666666666,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,71.02601910021184,40.97398089978816,,,6,1.0,30.0
2440,0,1,,0,2,tomato,1.1666666666666665,1,0,3,tomato,0.5416666666666666,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,71.95382555869026,40.19434681531624,,,6,1.0,30.0
2441,0,1,,0,2,tomato,1.2083333333333333,1,0,3,tomato,0.5416666666666666,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,73.20373388513468,40.179208272259245,,,6,1.0,30.0
2442,0,1,,0,2,tomato,1.25,1,0,3,tomato,0.5416666666666666,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,74.45364221157911,40.164069729202254,,,6,1.0,30.0
2443,0,1,,0,2,tomato,1.2916666666666667,1,0,3,tomato,0.5416666666666666,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,75.70355053802353,40.14893118614526,,,6,1.0,30.0
2444,0,1,,0,2,tomato,1.3333333333333335,1,0,3,tomato,0.5416666666666666,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,76.95345886446796,40.13379264308827,,,6,1.0,30.0
2445,0,1,,0,2,tomato,1.3750000000000002,1,0,3,tomato,0.5416666666666666,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,78.20336719091239,40.11865410003128,,,6,1.0,30.0
2446,0,1,,0,2,tomato,1.416666666666667,1,0,3,tomato,0.5416666666666666,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,79.45327551735681,40.10351555697429,,,6,1.0,30.0
2447,0,1,,0,2,tomato,1.4583333333333337,1,0,3,tomato,0.5416666666666666,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,80.70318384380124,40.088377013917295,,,6,1.0,30.0
2448,0,1,,0,2,tomato,1.5000000000000004,1,0,3,tomato,0.5416666666666666,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,81.95309217024567,40.0732384708603,,,6,1.0,30.0
2449,0,1,,0,2,tomato,1.5416666666666672,1,0,3,tomato,0.5416666666666666,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,83.2030004966901,40.05809992780313,,,6,1.0,30.0
2450,0,1,,0,2,tomato,1.583333333333334,1,0,3,tomato,0.5416666666666666,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,84.45290882313452,40.04296138474578,,,6,1.0,30.0
2451,0,1,,0,2,tomato,1.6250000000000007,1,0,3,tomato,0.5416666666666666,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,85.70281714957895,40.027822841688426,,,6,1.0,30.0
2452,0,1,,0,2,tomato,1.6666666666666674,1,0,3,tomato,0.5416666666666666,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,86.95272547602337,40.01268429863107,,,6,1.0,30.0
2453,0,1,,0,2,tomato,1.7083333333333341,1,0,3,tomato,0.5416666666666666,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,88.08721304983902,39.72126494341936,,,6,1.0,30.0
2454,0,1,,0,2,tomato,1.7500000000000009,1,0,3,tomato,0.5416666666666666,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,88.97643152431851,38.84274886237961,,,6,1.0,30.0
2455,0,1,,0,2,tomato,1.7916666666666676,1,0,3,tomato,0.5416666666666666,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,89.865649998798,37.96423278133986,,,6,1.0,30.0
2456,0,1,,0,2,tomato,1.8333333333333344,1,0,3,tomato,0.5416666666666666,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,90.7548684732775,37.08571670030011,,,6,1.0,30.0
2457,0,1,,0,2,tomato,1.875000000000001,1,0,3,tomato,0.5416666666666666,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,91.64408694775699,36.20720061926036,,,6,1.0,30.0
2458,0,1,,0,2,tomato,1.9166666666666679,1,0,3,tomato,0.5416666666666666,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,92.53330542223648,35.328684538220614,,,6,1.0,30.0
2459,0,1,,0,2,tomato,1.9583333333333346,1,0,3,tomato,0.5416666666666666,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,93.42252389671597,34.450168457180865,,,6,1.0,30.0
2460,0,1,,0,2,tomato,2.0000000000000013,2,0,3,tomato,0.5416666666666666,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,94.31174237119546,33.57165237614112,,,6,1.0,30.0
2461,0,1,,0,2,tomato,2.041666666666668,2,0,3,tomato,0.5416666666666666,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,95.20096084567496,32.69313629510137,,,6,1.0,30.0
2462,0,1,,0,2,tomato,2.0833333333333344,2,0,3,tomato,0.5416666666666666,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,96.09017932015445,31.814620214061698,,,6,1.0,30.0
2463,0,1,,0,2,tomato,2.125000000000001,2,0,3,tomato,0.5416666666666666,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,96.97939779463394,30.936104133022305,,,6,1.0,30.0
2464,0,1,,0,2,tomato,2.1666666666666674,2,0,3,tomato,0.5416666666666666,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,97.86861626911343,30.05758805198291,,,6,1.0,30.0
2465,0,1,,0,2,tomato,2.208333333333334,2,0,3,tomato,0.5416666666666666,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,98.75783474359292,29.179071970943518,,,6,1.0,30.0
2466,0,1,,0,2,tomato,2.2500000000000004,2,0,3,tomato,0.5416666666666666,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,99.64705321807241,28.300555889904125,,,6,1.0,30.0
2467,0,1,,0,2,tomato,2.291666666666667,2,0,3,tomato,0.5416666666666666,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,100.5362716925519,27.4220398088646,,,6,1.0,30.0
2468,0,1,,0,2,tomato,2.3333333333333335,2,0,3,tomato,0.5416666666666666,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,101.4254901670314,26.54352372782485,,,6,1.0,30.0
2469,0,1,,0,2,tomato,2.375,2,0,3,tomato,0.5416666666666666,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,102.31470864151089,25.665007646785103,,,6,1.0,30.0
2470,0,1,,0,2,tomato,2.4166666666666665,2,0,3,tomato,0.5416666666666666,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,103.20392711599006,24.786491565745354,,,6,1.0,30.0
2471,0,1,,0,2,tomato,2.458333333333333,2,0,3,tomato,0.5416666666666666,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,104.0,24.0,,,6,1.0,30.0
2472,0,1,,0,2,tomato,2.4999999999999996,2,0,3,tomato,0.5416666666666666,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,104.0,24.0,,plate,6,1.0,30.0
2473,0,1,,0,2,tomato,2.541666666666666,2,0,3,tomato,0.5416666666666666,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,104.0,24.0,,plate,6,1.0,30.0
2474,0,1,,0,2,tomato,2.5833333333333326,2,0,3,tomato,0.5416666666666666,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,104.0,24.0,,plate,6,1.0,30.0
2475,0,1,,0,2,tomato,2.624999999999999,2,0,3,tomato,0.5416666666666666,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,104.0,24.0,,plate,6,1.0,30.0
2476,0,1,,0,2,tomato,2.6666666666666656,2,0,3,tomato,0.5416666666666666,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,104.0,24.0,,plate,6,1.0,30.0
2477,0,1,,0,2,tomato,2.708333333333332,2,0,3,tomato,0.5416666666666666,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,104.0,24.0,,plate,6,1.0,30.0
2478,0,1,,0,2,tomato,2.7499999999999987,2,0,3,tomato,0.5416666666666666,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,104.0,24.0,,plate,6,1.0,30.0
2479,0,1,,0,2,tomato,2.791666666666665,2,0,3,tomato,0.5416666666666666,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,104.0,24.0,,plate,6,1.0,30.0
2480,0,1,,0,2,tomato,2.8333333333333317,2,0,3,tomato,0.5416666666666666,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,104.0,24.0,,plate,6,1.0,30.0
2481,0,1,,0,2,tomato,2.8749999999999982,2,0,3,tomato,0.5416666666666666,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,104.0,24.0,,plate,6,1.0,30.0
2482,0,1,,0,2,tomato,2.9166666666666647,2,0,3,tomato,0.5416666666666666,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,104.0,24.0,,plate,6,1.0,30.0
2483,0,1,,0,2,tomato,2.9583333333333313,2,0,3,tomato,0.5416666666666666,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,104.0,24.0,,plate,6,1.0,30.0
2484,0,1,,0,2,tomato,2.999999999999998,2,0,3,tomato,0.5416666666666666,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,104.0,24.0,,plate,6,1.0,30.0
2485,0,1,,0,2,tomato_cut,3.0416666666666643,3,0,3,tomato,0.5416666666666666,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,104.0,24.0,,plate,6,1.0,30.0
2486,0,1,,0,2,tomato_cut,3.083333333333331,3,0,3,tomato,0.5416666666666666,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,104.0,24.0,,plate,6,1.0,30.0
2487,0,1,,0,2,tomato_cut,3.1249999999999973,3,0,3,tomato,0.5416666666666666,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,104.0,24.0,,plate,6,1.0,30.0
2488,0,1,,0,2,tomato_cut,3.166666666666664,3,0,3,tomato,0.5416666666666666,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,104.0,24.0,,plate,6,1.0,30.0
2489,0,1,,0,2,tomato_cut,3.2083333333333304,3,0,3,tomato,0.5416666666666666,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,104.0,24.0,,plate,6,1.0,30.0
2490,0,1,,0,2,tomato_cut,3.249999999999997,3,0,3,tomato,0.5416666666666666,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,104.0,24.0,,plate,6,1.0,30.0
2491,0,1,,0,2,tomato_cut,3.2916666666666634,3,0,3,tomato,0.5416666666666666,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,104.0,24.0,,plate,6,1.0,30.0
2492,0,1,,0,2,tomato_cut,3.33333333333333,3,0,3,tomato,0.5416666666666666,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,104.0,24.0,,plate,6,1.0,30.0
2493,0,1,,0,2,tomato_cut,3.3749999999999964,3,0,3,tomato,0.5416666666666666,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,104.0,24.0,,plate,6,1.0,30.0
2494,0,1,,0,2,tomato_cut,3.416666666666663,3,0,3,tomato,0.5416666666666666,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,104.0,24.0,,plate,6,1.0,30.0
2495,0,1,,0,2,tomato_cut,3.4583333333333295,3,0,3,tomato,0.5416666666666666,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,104.0,24.0,,plate,6,1.0,30.0
2496,0,1,,0,2,tomato_cut,3.499999999999996,3,0,3,tomato,0.5416666666666666,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,104.0,24.0,,plate,6,1.0,30.0
2497,0,1,,0,2,tomato_cut,3.5416666666666625,3,0,3,tomato,0.5416666666666666,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,104.0,24.0,,plate,6,1.0,30.0
2498,0,1,,0,2,tomato_cut,3.583333333333329,3,0,3,tomato,0.5416666666666666,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,104.0,24.0,,plate,6,1.0,30.0
2499,0,1,,0,2,tomato_cut,3.6249999999999956,3,0,3,tomato,0.5416666666666666,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,104.0,24.0,,plate,6,1.0,30.0
2500,0,1,,0,2,tomato_cut,3.6249999999999956,3,0,3,tomato,0.5416666666666666,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,104.0,24.0,,plate,6,1.0,30.0
2501,0,1,,0,2,tomato_cut,3.6249999999999956,3,0,3,tomato,0.5416666666666666,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,104.0,24.0,,plate,6,1.0,30.0
2502,0,1,,0,2,tomato_cut,3.6249999999999956,3,0,3,tomato,0.5416666666666666,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,0,1.0,30.0,102.74999999999972,24.0,,plate,6,1.0,30.0
2503,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,tomato,0.5416666666666666,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,tomato_cut,0,1.0,30.0,101.49999999999943,24.0,,plate,6,1.0,30.0
2504,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,tomato,0.5416666666666666,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,tomato_cut,0,1.0,30.0,100.24999999999915,24.0,,plate,6,1.0,30.0
2505,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,tomato,0.5416666666666666,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,tomato_cut,0,1.0,30.0,98.99999999999886,24.0,,plate,6,1.0,30.0
2506,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,tomato,0.5416666666666666,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,tomato_cut,0,1.0,30.0,97.74999999999858,24.0,,plate,6,1.0,30.0
2507,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,tomato,0.5416666666666666,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,tomato_cut,0,1.0,30.0,96.4999999999983,24.0,,plate,6,1.0,30.0
2508,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,tomato,0.5416666666666666,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,tomato_cut,0,1.0,30.0,95.24999999999801,24.0,,plate,6,1.0,30.0
2509,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,tomato,0.5416666666666666,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,tomato_cut,0,1.0,30.0,93.99999999999773,24.0,,plate,6,1.0,30.0
