tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,71a6c887fddad270_score,player_3b5600c3_x,player_3b5600c3_y,player_3b5600c3_move_target,player_3b5600c3_item,player_3b5600c3_score,player_3b5600c3_cut_speed,player_3b5600c3_speed,player_b9eb3cb0_x,player_b9eb3cb0_y,player_b9eb3cb0_move_target,player_b9eb3cb0_item,player_b9eb3cb0_score,player_b9eb3cb0_cut_speed,player_b9eb3cb0_speed
1902,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,tomato_salad,2,3,tomato,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,30.0,24.0,72.2500000000037,,,0,1.0,30.0
1903,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,tomato_salad,2,3,tomato,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,30.0,24.0,73.50000000000398,,,0,1.0,30.0
1904,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,tomato_salad,2,3,tomato,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,30.0,24.0,74.75000000000426,,,0,1.0,30.0
1905,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,tomato_salad,2,3,tomato,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,30.0,24.0,76.00000000000455,,,0,1.0,30.0
1906,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,tomato_salad,2,3,tomato,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,30.0,24.0,77.25000000000483,,,0,1.0,30.0
1907,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,tomato_salad,2,3,tomato,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,30.0,24.0,78.50000000000512,,,0,1.0,30.0
1908,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,tomato_salad,2,3,tomato,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,30.0,24.0,79.7500000000054,,,0,1.0,30.0
1909,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,tomato_salad,2,3,tomato,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,30.0,24.0,81.00000000000568,,,0,1.0,30.0
1910,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,tomato_salad,2,3,tomato,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,30.0,24.0,82.25000000000597,,,0,1.0,30.0
1911,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,tomato_salad,2,3,tomato,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,30.0,24.0,83.50000000000625,,,0,1.0,30.0
1912,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,tomato_salad,2,3,tomato,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,30.0,24.0,84.75000000000654,,,0,1.0,30.0
1913,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,tomato_salad,2,3,tomato,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,30.0,24.0,86.00000000000682,,,0,1.0,30.0
1914,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,tomato_salad,2,3,tomato,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,30.0,24.0,87.2500000000071,,,0,1.0,30.0
1915,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,tomato_salad,2,3,tomato,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,30.0,24.0,88.0,,,0,1.0,30.0
1916,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,tomato_salad,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,30.0,24.0,88.0,,plate,0,1.0,30.0
1917,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,tomato_salad,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,30.0,24.0,88.0,,plate,0,1.0,30.0
1918,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,tomato_salad,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,30.0,24.0,88.0,,plate,0,1.0,30.0
1919,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,tomato_salad,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,30.0,24.0,88.0,,plate,0,1.0,30.0
1920,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,tomato_salad,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,30.0,24.0,86.74999999999972,,plate,0,1.0,30.0
1921,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,tomato_salad,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,30.0,24.0,85.49999999999943,,plate,0,1.0,30.0
1922,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,tomato_salad,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,30.0,24.0,84.24999999999915,,plate,0,1.0,30.0
1923,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,tomato_salad,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,30.0,24.0,82.99999999999886,,plate,0,1.0,30.0
1924,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,tomato_salad,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,30.0,24.0,81.74999999999858,,plate,0,1.0,30.0
1925,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,tomato_salad,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,30.0,24.0,80.4999999999983,,plate,0,1.0,30.0
1926,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,tomato_salad,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,30.0,24.0,79.24999999999801,,plate,0,1.0,30.0
1927,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,tomato_salad,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,30.0,24.0,77.99999999999773,,plate,0,1.0,30.0
1928,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,tomato_salad,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,30.0,24.0,76.74999999999744,,plate,0,1.0,30.0
1929,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,tomato_salad,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,30.0,24.0,75.49999999999716,,plate,0,1.0,30.0
1930,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,tomato_salad,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,30.0,24.0,74.24999999999687,,plate,0,1.0,30.0
1931,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,tomato_salad,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,30.0,24.0,72.99999999999659,,plate,0,1.0,30.0
1932,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,tomato_salad,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,30.0,24.0,71.7499999999963,,plate,0,1.0,30.0
1933,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,tomato_salad,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,30.0,24.0,70.49999999999602,,plate,0,1.0,30.0
1934,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,tomato_salad,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,30.0,24.0,69.24999999999574,,plate,0,1.0,30.0
1935,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,tomato_salad,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,30.0,24.0,67.99999999999545,,plate,0,1.0,30.0
1936,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,tomato_salad,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,30.0,24.0,66.74999999999517,,plate,0,1.0,30.0
1937,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,tomato_salad,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,30.0,24.0,65.49999999999488,,plate,0,1.0,30.0
1938,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,tomato_salad,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,30.0,24.0,64.2499999999946,,plate,0,1.0,30.0
1939,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,tomato_salad,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,30.0,24.0,62.999999999994316,,plate,0,1.0,30.0
1940,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,tomato_salad,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,30.0,24.0,61.74999999999403,,plate,0,1.0,30.0
1941,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,tomato_salad,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,30.0,24.0,60.49999999999375,,plate,0,1.0,30.0
1942,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,tomato_salad,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,30.0,24.0,59.24999999999346,,plate,0,1.0,30.0
1943,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,tomato_salad,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,30.0,24.0,57.99999999999318,,plate,0,1.0,30.0
1944,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,tomato_salad,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,30.0,24.0,56.749999999992895,,plate,0,1.0,30.0
1945,0,1,,0,2,None_cut,4.0,3,0,3,tomato_cut,4.0,3,2,2,tomato_salad,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,30.0,24.0,56.0,,plate,0,1.0,30.0
1946,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,30.0,24.0,56.0,,tomato_cut,0,1.0,30.0
1947,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,30.0,24.0,56.0,,tomato_cut,0,1.0,30.0
1948,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,30.0,24.0,56.0,,tomato_cut,0,1.0,30.0
1949,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,30.0,24.0,56.0,,tomato_cut,0,1.0,30.0
1950,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,30.0,24.0,56.0,,tomato_cut,0,1.0,30.0
1951,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,30.0,24.0,56.0,,tomato_cut,0,1.0,30.0
1952,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,30.0,24.0,56.0,,tomato_cut,0,1.0,30.0
1953,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,30.0,24.0,56.0,,tomato_cut,0,1.0,30.0
1954,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,30.0,24.0,56.0,,tomato_cut,0,1.0,30.0
1955,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,30.0,24.0,56.0,,tomato_cut,0,1.0,30.0
1956,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,30.0,24.0,56.0,,tomato_cut,0,1.0,30.0
1957,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,30.0,24.0,56.0,,tomato_cut,0,1.0,30.0
1958,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,30.0,24.0,56.0,,tomato_cut,0,1.0,30.0
1959,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,30.0,24.0,56.0,,tomato_cut,0,1.0,30.0
1960,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,30.0,24.0,56.0,,tomato_cut,0,1.0,30.0
1961,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,30.0,24.0,56.0,,tomato_cut,0,1.0,30.0
1962,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,30.0,24.0,56.0,,tomato_cut,0,1.0,30.0
1963,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,30.0,24.0,56.0,,tomato_cut,0,1.0,30.0
1964,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,30.0,24.0,56.0,,tomato_cut,0,1.0,30.0
1965,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,30.0,24.0,56.0,,tomato_cut,0,1.0,30.0
1966,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,30.0,24.0,56.0,,tomato_cut,0,1.0,30.0
1967,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,30.0,24.0,56.0,,tomato_cut,0,1.0,30.0
1968,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,30.0,24.0,56.0,,tomato_cut,0,1.0,30.0
1969,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,30.0,24.0,56.0,,tomato_cut,0,1.0,30.0
1970,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,30.0,24.0,56.0,,tomato_cut,0,1.0,30.0
1971,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,30.0,24.0,56.0,,tomato_cut,0,1.0,30.0
1972,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,30.0,24.0,56.0,,tomato_cut,0,1.0,30.0
1973,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,30.0,24.0,56.0,,tomato_cut,0,1.0,30.0
1974,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,30.0,24.0,56.0,,tomato_cut,0,1.0,30.0
1975,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,30.0,24.0,56.0,,tomato_cut,0,1.0,30.0
1976,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,tomato,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,30.0,24.0,56.0,,tomato_cut,0,1.0,30.0
