tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,06f8eb61737aa0a4_score,player_684aa9fc_x,player_684aa9fc_y,player_684aa9fc_move_target,player_684aa9fc_item,player_684aa9fc_score,player_684aa9fc_cut_speed,player_684aa9fc_speed,player_9ee7c86c_x,player_9ee7c86c_y,player_9ee7c86c_move_target,player_9ee7c86c_item,player_9ee7c86c_score,player_9ee7c86c_cut_speed,player_9ee7c86c_speed,c9ad4545d6badbaf_score,ce2f9c83027b95b8_message,f02cf34b875345d3_score
3804,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0,0,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,51.50000000000088,,tomato,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0,,,0.0
3805,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0,0,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,51.000000000000625,,tomato,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0,,,0.0
3806,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0,0,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,50.50000000000037,,tomato,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0,,,0.0
3807,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0,0,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,50.000000000000114,,tomato,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0,,,0.0
3808,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0,0,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,49.49999999999986,,tomato,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0,,,0.0
3809,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0,0,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,48.9999999999996,,tomato,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0,,,0.0
3810,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0,0,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,48.499999999999346,,tomato,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0,,,0.0
3811,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0,0,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,47.99999999999909,,tomato,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0,,,0.0
3812,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0,0,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,47.499999999998835,,tomato,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0,,,0.0
3813,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0,0,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,46.99999999999858,,tomato,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0,,,0.0
3814,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0,0,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,46.49999999999832,,tomato,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0,,,0.0
3815,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0,0,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,45.99999999999807,,tomato,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0,,,0.0
3816,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0,0,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,45.49999999999781,,tomato,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0,,,0.0
3817,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0,0,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,44.999999999997556,,tomato,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0,,,0.0
3818,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0,0,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,44.4999999999973,,tomato,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0,,,0.0
3819,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0,0,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,43.999999999997044,,tomato,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0,,,0.0
3820,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0,0,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,43.49999999999679,,tomato,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0,,,0.0
3821,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0,0,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,42.99999999999653,,tomato,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0,,,0.0
3822,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0,0,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,42.49999999999628,,tomato,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0,,,0.0
3823,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0,0,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,41.99999999999602,,tomato,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0,,,0.0
3824,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0,0,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,41.499999999995765,,tomato,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0,,,0.0
3825,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0,0,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.99999999999551,,tomato,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0,,,0.0
3826,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0,0,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.499999999995254,,tomato,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0,,,0.0
3827,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0,0,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,tomato,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0,,,0.0
3828,test,True,0,1,,0,0,0,2,tomato,0.0,0,1,0,,0,0,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0,,,0.0
3829,test,True,0,1,,0,0,0,2,tomato,0.041666666666666664,0,1,0,,0,0,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0,,,0.0
3830,test,True,0,1,,0,0,0,2,tomato,0.08333333333333333,0,1,0,,0,0,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0,,,0.0
3831,test,True,0,1,,0,0,0,2,tomato,0.125,0,1,0,,0,0,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0,,,0.0
3832,test,True,0,1,,0,0,0,2,tomato,0.16666666666666666,0,1,0,,0,0,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0,,,0.0
3833,test,True,0,1,,0,0,0,2,tomato,0.20833333333333331,0,1,0,,0,0,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0,,,0.0
3834,test,True,0,1,,0,0,0,2,tomato,0.24999999999999997,0,1,0,,0,0,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0,,,0.0
3835,test,True,0,1,,0,0,0,2,tomato,0.29166666666666663,0,1,0,,0,0,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0,,,0.0
3836,test,True,0,1,,0,0,0,2,tomato,0.3333333333333333,0,1,0,,0,0,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0,,,0.0
3837,test,True,0,1,,0,0,0,2,tomato,0.375,0,1,0,,0,0,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0,,,0.0
3838,test,True,0,1,,0,0,0,2,tomato,0.4166666666666667,0,1,0,,0,0,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0,,,0.0
3839,test,True,0,1,,0,0,0,2,tomato,0.45833333333333337,0,1,0,,0,0,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0,,,0.0
3840,test,True,0,1,,0,0,0,2,tomato,0.5,0,1,0,,0,0,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0,,,0.0
3841,test,True,0,1,,0,0,0,2,tomato,0.5416666666666666,0,1,0,,0,0,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0,,,0.0
3842,test,True,0,1,,0,0,0,2,tomato,0.5833333333333333,0,1,0,,0,0,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0,,,0.0
3843,test,True,0,1,,0,0,0,2,tomato,0.6249999999999999,0,1,0,,0,0,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0,,,0.0
3844,test,True,0,1,,0,0,0,2,tomato,0.6666666666666665,0,1,0,,0,0,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0,,,0.0
3845,test,True,0,1,,0,0,0,2,tomato,0.7083333333333331,0,1,0,,0,0,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0,,,0.0
3846,test,True,0,1,,0,0,0,2,tomato,0.7499999999999998,0,1,0,,0,0,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0,,,0.0
3847,test,True,0,1,,0,0,0,2,tomato,0.7916666666666664,0,1,0,,0,0,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0,,,0.0
3848,test,True,0,1,,0,0,0,2,tomato,0.833333333333333,0,1,0,,0,0,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0,,,0.0
3849,test,True,0,1,,0,0,0,2,tomato,0.8749999999999997,0,1,0,,0,0,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0,,,0.0
3850,test,True,0,1,,0,0,0,2,tomato,0.9166666666666663,0,1,0,,0,0,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0,,,0.0
3851,test,True,0,1,,0,0,0,2,tomato,0.9583333333333329,0,1,0,,0,0,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0,,,0.0
3852,test,True,0,1,,0,0,0,2,tomato,0.9999999999999996,0,1,0,,0,0,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0,,,0.0
3853,test,True,0,1,,0,0,0,2,tomato,1.0416666666666663,1,1,0,,0,0,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0,,,0.0
3854,test,True,0,1,,0,0,0,2,tomato,1.083333333333333,1,1,0,,0,0,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0,,,0.0
3855,test,True,0,1,,0,0,0,2,tomato,1.1249999999999998,1,1,0,,0,0,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0,,,0.0
3856,test,True,0,1,,0,0,0,2,tomato,1.1666666666666665,1,1,0,,0,0,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0,,,0.0
3857,test,True,0,1,,0,0,0,2,tomato,1.2083333333333333,1,1,0,,0,0,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0,,,0.0
3858,test,True,0,1,,0,0,0,2,tomato,1.25,1,1,0,,0,0,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0,,,0.0
3859,test,True,0,1,,0,0,0,2,tomato,1.2916666666666667,1,1,0,,0,0,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0,,,0.0
3860,test,True,0,1,,0,0,0,2,tomato,1.3333333333333335,1,1,0,,0,0,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0,,,0.0
3861,test,True,0,1,,0,0,0,2,tomato,1.3750000000000002,1,1,0,,0,0,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0,,,0.0
3862,test,True,0,1,,0,0,0,2,tomato,1.416666666666667,1,1,0,,0,0,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0,,,0.0
3863,test,True,0,1,,0,0,0,2,tomato,1.4583333333333337,1,1,0,,0,0,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0,,,0.0
3864,test,True,0,1,,0,0,0,2,tomato,1.5000000000000004,1,1,0,,0,0,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0,,,0.0
3865,test,True,0,1,,0,0,0,2,tomato,1.5416666666666672,1,1,0,,0,0,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0,,,0.0
3866,test,True,0,1,,0,0,0,2,tomato,1.583333333333334,1,1,0,,0,0,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0,,,0.0
3867,test,True,0,1,,0,0,0,2,tomato,1.6250000000000007,1,1,0,,0,0,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0,,,0.0
3868,test,True,0,1,,0,0,0,2,tomato,1.6666666666666674,1,1,0,,0,0,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0,,,0.0
3869,test,True,0,1,,0,0,0,2,tomato,1.7083333333333341,1,1,0,,0,0,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0,,,0.0
3870,test,True,0,1,,0,0,0,2,tomato,1.7500000000000009,1,1,0,,0,0,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0,,,0.0
3871,test,True,0,1,,0,0,0,2,tomato,1.7916666666666676,1,1,0,,0,0,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0,,,0.0
3872,test,True,0,1,,0,0,0,2,tomato,1.8333333333333344,1,1,0,,0,0,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0,,,0.0
3873,test,True,0,1,,0,0,0,2,tomato,1.875000000000001,1,1,0,,0,0,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0,,,0.0
3874,test,True,0,1,,0,0,0,2,tomato,1.9166666666666679,1,1,0,,0,0,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0,,,0.0
3875,test,True,0,1,,0,0,0,2,tomato,1.9583333333333346,1,1,0,,0,0,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,56.0,72.0,,,0,0.2,30.0,,,0.0
