tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,946426d1071eb2d6_score,player_c6efd585_x,player_c6efd585_y,player_c6efd585_move_target,player_c6efd585_item,player_c6efd585_score,player_c6efd585_cut_speed,player_c6efd585_speed,player_b685b6f3_x,player_b685b6f3_y,player_b685b6f3_move_target,player_b685b6f3_item,player_b685b6f3_score,player_b685b6f3_cut_speed,player_b685b6f3_speed
2693,0,1,,0,2,tomato,1.5583333333333302,1,0,3,tomato_cut,3.3999999999999906,3,2,2,tomato,2,3,plate,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,31.499999999998508,,tomato,1,1.0,12.0,26.66901247588821,37.39564020212214,,plate,0,0.2,30.0
2694,0,1,,0,2,tomato,1.5583333333333302,1,0,3,tomato_cut,3.3999999999999906,3,2,2,tomato,2,3,plate,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,31.99999999999841,,tomato,1,1.0,12.0,25.774359634314436,38.268621469426456,,plate,0,0.2,30.0
2695,0,1,,0,2,tomato,1.5583333333333302,1,0,3,tomato_cut,3.3999999999999906,3,2,2,tomato,2,3,plate,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,32.499999999998664,,tomato,1,1.0,12.0,24.879706792740663,39.141602736730775,,plate,0,0.2,30.0
2696,0,1,,0,2,tomato,1.5583333333333302,1,0,3,tomato_cut,3.3999999999999906,3,2,2,tomato,2,3,plate,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,32.99999999999892,,tomato,1,1.0,12.0,24.196070300676382,40.10504567824677,,plate,0,0.2,30.0
2697,0,1,,0,2,tomato,1.5583333333333302,1,0,3,tomato_cut,3.3999999999999906,3,2,2,tomato,2,3,plate,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,33.499999999999176,,tomato,1,1.0,12.0,24.180652248725494,41.35495058809974,,plate,0,0.2,30.0
2698,0,1,,0,2,tomato,1.5583333333333302,1,0,3,tomato_cut,3.3999999999999906,3,2,2,tomato,2,3,plate,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,33.99999999999943,,tomato,1,1.0,12.0,24.165234196774605,42.60485549795271,,plate,0,0.2,30.0
2699,0,1,,0,2,tomato,1.5583333333333302,1,0,3,tomato_cut,3.3999999999999906,3,2,2,tomato,2,3,plate,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,34.49999999999969,,tomato,1,1.0,12.0,24.149816144823717,43.854760407805685,,plate,0,0.2,30.0
2700,0,1,,0,2,tomato,1.5583333333333302,1,0,3,tomato_cut,3.3999999999999906,3,2,2,tomato,2,3,plate,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,34.99999999999994,,tomato,1,1.0,12.0,24.134398092872825,45.10466531765866,,plate,0,0.2,30.0
2701,0,1,,0,2,tomato,1.5583333333333302,1,0,3,tomato_cut,3.3999999999999906,3,2,2,tomato,2,3,plate,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,35.5000000000002,,tomato,1,1.0,12.0,24.118980040921755,46.35457022751163,,plate,0,0.2,30.0
2702,0,1,,0,2,tomato,1.5583333333333302,1,0,3,tomato_cut,3.3999999999999906,3,2,2,tomato,2,3,plate,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,36.000000000000455,,tomato,1,1.0,12.0,24.103561988970686,47.6044751373646,,plate,0,0.2,30.0
2703,0,1,,0,2,tomato,1.5583333333333302,1,0,3,tomato_cut,3.3999999999999906,3,2,2,tomato,2,3,plate,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,36.50000000000071,,tomato,1,1.0,12.0,24.08814393701962,48.854380047217575,,plate,0,0.2,30.0
2704,0,1,,0,2,tomato,1.5583333333333302,1,0,3,tomato_cut,3.3999999999999906,3,2,2,tomato,2,3,plate,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,37.000000000000966,,tomato,1,1.0,12.0,24.07272588506855,50.10428495707055,,plate,0,0.2,30.0
2705,0,1,,0,2,tomato,1.5583333333333302,1,0,3,tomato_cut,3.3999999999999906,3,2,2,tomato,2,3,plate,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,37.50000000000122,,tomato,1,1.0,12.0,24.05730783311748,51.35418986692352,,plate,0,0.2,30.0
2706,0,1,,0,2,tomato,1.5583333333333302,1,0,3,tomato_cut,3.3999999999999906,3,2,2,tomato,2,3,plate,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,38.00000000000148,,tomato,1,1.0,12.0,24.04188978116641,52.60409477677649,,plate,0,0.2,30.0
2707,0,1,,0,2,tomato,1.5583333333333302,1,0,3,tomato_cut,3.3999999999999906,3,2,2,tomato,2,3,plate,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,38.500000000001734,,tomato,1,1.0,12.0,24.026471729215345,53.853999686629464,,plate,0,0.2,30.0
2708,0,1,,0,2,tomato,1.5583333333333302,1,0,3,tomato_cut,3.3999999999999906,3,2,2,tomato,2,3,plate,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,39.00000000000199,,tomato,1,1.0,12.0,24.011053677264275,55.10390459648244,,plate,0,0.2,30.0
2709,0,1,,0,2,tomato,1.5583333333333302,1,0,3,tomato_cut,3.3999999999999906,3,2,2,tomato,2,3,plate,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,39.500000000002245,,tomato,1,1.0,12.0,24.0,56.0,,plate,0,0.2,30.0
2710,0,1,,0,2,tomato,1.5583333333333302,1,0,3,None_cut,3.3999999999999906,3,2,2,tomato,2,3,plate,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,40.0000000000025,,tomato,1,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
2711,0,1,,0,2,tomato,1.5583333333333302,1,0,3,None_cut,3.3999999999999906,3,2,2,tomato,2,3,plate,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,40.50000000000276,,tomato,1,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
2712,0,1,,0,2,tomato,1.5583333333333302,1,0,3,None_cut,3.3999999999999906,3,2,2,tomato,2,3,plate,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,41.00000000000301,,tomato,1,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
2713,0,1,,0,2,tomato,1.5583333333333302,1,0,3,None_cut,3.3999999999999906,3,2,2,tomato,2,3,plate,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,41.50000000000327,,tomato,1,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
2714,0,1,,0,2,tomato,1.5583333333333302,1,0,3,None_cut,3.3999999999999906,3,2,2,tomato,2,3,plate,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,42.000000000003524,,tomato,1,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
2715,0,1,,0,2,tomato,1.5583333333333302,1,0,3,None_cut,3.3999999999999906,3,2,2,tomato,2,3,plate,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,42.50000000000378,,tomato,1,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
2716,0,1,,0,2,tomato,1.5583333333333302,1,0,3,None_cut,3.3999999999999906,3,2,2,tomato,2,3,plate,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,43.000000000004036,,tomato,1,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
2717,0,1,,0,2,tomato,1.5583333333333302,1,0,3,None_cut,3.3999999999999906,3,2,2,tomato,2,3,plate,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,43.50000000000429,,tomato,1,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
2718,0,1,,0,2,tomato,1.5583333333333302,1,0,3,None_cut,3.3999999999999906,3,2,2,tomato,2,3,plate,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,44.00000000000455,,tomato,1,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
2719,0,1,,0,2,tomato,1.5583333333333302,1,0,3,None_cut,3.3999999999999906,3,2,2,tomato,2,3,plate,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,44.5000000000048,,tomato,1,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
2720,0,1,,0,2,tomato,1.5583333333333302,1,0,3,None_cut,3.3999999999999906,3,2,2,tomato,2,3,plate,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,45.00000000000506,,tomato,1,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
2721,0,1,,0,2,tomato,1.5583333333333302,1,0,3,None_cut,3.3999999999999906,3,2,2,tomato,2,3,plate,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,45.500000000005315,,tomato,1,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
2722,0,1,,0,2,tomato,1.5583333333333302,1,0,3,None_cut,3.3999999999999906,3,2,2,tomato,2,3,plate,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,46.00000000000557,,tomato,1,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
2723,0,1,,0,2,tomato,1.5583333333333302,1,0,3,None_cut,3.3999999999999906,3,2,2,tomato,2,3,plate,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,46.50000000000583,,tomato,1,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
2724,0,1,,0,2,tomato,1.5583333333333302,1,0,3,None_cut,3.3999999999999906,3,2,2,tomato,2,3,plate,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,47.00000000000608,,tomato,1,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
2725,0,1,,0,2,tomato,1.5583333333333302,1,0,3,None_cut,3.3999999999999906,3,2,2,tomato,2,3,plate,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,47.50000000000634,,tomato,1,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
2726,0,1,,0,2,tomato,1.5583333333333302,1,0,3,None_cut,3.3999999999999906,3,2,2,tomato,2,3,plate,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,48.000000000006594,,tomato,1,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
2727,0,1,,0,2,tomato,1.5583333333333302,1,0,3,None_cut,3.3999999999999906,3,2,2,tomato,2,3,plate,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,48.50000000000685,,tomato,1,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
2728,0,1,,0,2,tomato,1.5583333333333302,1,0,3,None_cut,3.3999999999999906,3,2,2,tomato,2,3,plate,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,49.000000000007105,,tomato,1,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
2729,0,1,,0,2,tomato,1.5583333333333302,1,0,3,None_cut,3.3999999999999906,3,2,2,tomato,2,3,plate,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,49.50000000000736,,tomato,1,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
2730,0,1,,0,2,tomato,1.5583333333333302,1,0,3,None_cut,3.3999999999999906,3,2,2,tomato,2,3,plate,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,50.00000000000762,,tomato,1,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
2731,0,1,,0,2,tomato,1.5583333333333302,1,0,3,None_cut,3.3999999999999906,3,2,2,tomato,2,3,plate,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,50.50000000000787,,tomato,1,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
2732,0,1,,0,2,tomato,1.5583333333333302,1,0,3,None_cut,3.3999999999999906,3,2,2,tomato,2,3,plate,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,51.00000000000813,,tomato,1,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
2733,0,1,,0,2,tomato,1.5583333333333302,1,0,3,None_cut,3.3999999999999906,3,2,2,tomato,2,3,plate,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,51.500000000008384,,tomato,1,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
2734,0,1,,0,2,tomato,1.5583333333333302,1,0,3,None_cut,3.3999999999999906,3,2,2,tomato,2,3,plate,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,52.00000000000864,,tomato,1,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
2735,0,1,,0,2,tomato,1.5583333333333302,1,0,3,None_cut,3.3999999999999906,3,2,2,tomato,2,3,plate,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,52.500000000008896,,tomato,1,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
2736,0,1,,0,2,tomato,1.5583333333333302,1,0,3,None_cut,3.3999999999999906,3,2,2,tomato,2,3,plate,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,53.00000000000915,,tomato,1,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
2737,0,1,,0,2,tomato,1.5583333333333302,1,0,3,None_cut,3.3999999999999906,3,2,2,tomato,2,3,plate,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,53.50000000000941,,tomato,1,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
2738,0,1,,0,2,tomato,1.5583333333333302,1,0,3,None_cut,3.3999999999999906,3,2,2,tomato,2,3,plate,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,54.00000000000966,,tomato,1,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
2739,0,1,,0,2,tomato,1.5583333333333302,1,0,3,None_cut,3.3999999999999906,3,2,2,tomato,2,3,plate,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,54.50000000000992,,tomato,1,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
2740,0,1,,0,2,tomato,1.5583333333333302,1,0,3,None_cut,3.3999999999999906,3,2,2,tomato,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,55.000000000010175,,tomato,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2741,0,1,,0,2,tomato,1.5583333333333302,1,0,3,None_cut,3.3999999999999906,3,2,2,tomato,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,55.50000000001043,,tomato,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2742,0,1,,0,2,tomato,1.5583333333333302,1,0,3,None_cut,3.3999999999999906,3,2,2,tomato,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,56.00000000001069,,tomato,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2743,0,1,,0,2,tomato,1.5583333333333302,1,0,3,None_cut,3.3999999999999906,3,2,2,tomato,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,56.50000000001094,,tomato,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2744,0,1,,0,2,tomato,1.5583333333333302,1,0,3,None_cut,3.3999999999999906,3,2,2,tomato,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,57.0000000000112,,tomato,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2745,0,1,,0,2,tomato,1.5583333333333302,1,0,3,None_cut,3.3999999999999906,3,2,2,tomato,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,57.500000000011454,,tomato,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2746,0,1,,0,2,tomato,1.5583333333333302,1,0,3,None_cut,3.3999999999999906,3,2,2,tomato,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,58.00000000001171,,tomato,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2747,0,1,,0,2,tomato,1.5583333333333302,1,0,3,None_cut,3.3999999999999906,3,2,2,tomato,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,58.500000000011966,,tomato,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2748,0,1,,0,2,tomato,1.5583333333333302,1,0,3,None_cut,3.3999999999999906,3,2,2,tomato,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,59.00000000001222,,tomato,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2749,0,1,,0,2,tomato,1.5583333333333302,1,0,3,None_cut,3.3999999999999906,3,2,2,tomato,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,59.50000000001248,,tomato,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2750,0,1,,0,2,tomato,1.5583333333333302,1,0,3,None_cut,3.3999999999999906,3,2,2,tomato,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,60.00000000001273,,tomato,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2751,0,1,,0,2,tomato,1.5583333333333302,1,0,3,None_cut,3.3999999999999906,3,2,2,tomato,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,60.50000000001299,,tomato,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2752,0,1,,0,2,tomato,1.5583333333333302,1,0,3,None_cut,3.3999999999999906,3,2,2,tomato,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,61.000000000013245,,tomato,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2753,0,1,,0,2,tomato,1.5583333333333302,1,0,3,None_cut,3.3999999999999906,3,2,2,tomato,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,61.5000000000135,,tomato,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2754,0,1,,0,2,tomato,1.5583333333333302,1,0,3,None_cut,3.3999999999999906,3,2,2,tomato,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,62.000000000013756,,tomato,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2755,0,1,,0,2,tomato,1.5583333333333302,1,0,3,None_cut,3.3999999999999906,3,2,2,tomato,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,62.50000000001401,,tomato,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2756,0,1,,0,2,tomato,1.5583333333333302,1,0,3,None_cut,3.3999999999999906,3,2,2,tomato,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,63.00000000001427,,tomato,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2757,0,1,,0,2,tomato,1.5583333333333302,1,0,3,None_cut,3.3999999999999906,3,2,2,tomato,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,63.50000000001452,,tomato,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2758,0,1,,0,2,tomato,1.5583333333333302,1,0,3,None_cut,3.3999999999999906,3,2,2,tomato,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,64.00000000001478,,tomato,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2759,0,1,,0,2,tomato,1.5583333333333302,1,0,3,None_cut,3.3999999999999906,3,2,2,tomato,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,64.50000000001432,,tomato,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2760,0,1,,0,2,tomato,1.5583333333333302,1,0,3,None_cut,3.3999999999999906,3,2,2,tomato,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,65.00000000001387,,tomato,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2761,0,1,,0,2,tomato,1.5583333333333302,1,0,3,None_cut,3.3999999999999906,3,2,2,tomato,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,65.50000000001342,,tomato,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2762,0,1,,0,2,tomato,1.5583333333333302,1,0,3,None_cut,3.3999999999999906,3,2,2,tomato,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,66.00000000001296,,tomato,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2763,0,1,,0,2,tomato,1.5583333333333302,1,0,3,None_cut,3.3999999999999906,3,2,2,tomato,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,66.5000000000125,,tomato,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2764,0,1,,0,2,tomato,1.5583333333333302,1,0,3,None_cut,3.3999999999999906,3,2,2,tomato,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,67.00000000001205,,tomato,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2765,0,1,,0,2,tomato,1.5583333333333302,1,0,3,None_cut,3.3999999999999906,3,2,2,tomato,2,3,tomato_salad,2,4,tomato,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,67.5000000000116,,tomato,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
