tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,Counter_02_slot_x,Counter_02_slot_y,Counter_02_item,Counter_03_slot_x,Counter_03_slot_y,Counter_03_item,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,CuttingBoard_20_slot_x,CuttingBoard_20_slot_y,CuttingBoard_20_item,CuttingBoard_20_cut_time_accumulated,CuttingBoard_20_cut_stage,Counter_32_slot_x,Counter_32_slot_y,Counter_32_item,Counter_33_slot_x,Counter_33_slot_y,Counter_33_item,Counter_34_slot_x,Counter_34_slot_y,Counter_34_item,Counter_35_slot_x,Counter_35_slot_y,Counter_35_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,e4ebbcd564c6b83f_score,player_23d29ee7_x,player_23d29ee7_y,player_23d29ee7_move_target,player_23d29ee7_item,player_23d29ee7_score,player_23d29ee7_cut_speed,player_23d29ee7_speed,player_2d5d3862_x,player_2d5d3862_y,player_2d5d3862_move_target,player_2d5d3862_item,player_2d5d3862_score,player_2d5d3862_cut_speed,player_2d5d3862_speed
1898,0,1,,0,2,,0,3,,1,0,None_cut,3.9999999999999942,3,2,0,None_cut,3.9999999999999942,3,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,50.99999999999886,,tomato,0,1.0,15.0,72.0,72.0,,tomato_salad,2,0.5,30.0
1899,0,1,,0,2,,0,3,,1,0,None_cut,3.9999999999999942,3,2,0,None_cut,3.9999999999999942,3,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,50.37499999999872,,tomato,0,1.0,15.0,72.88388347648305,71.11611652351695,,tomato_salad,2,0.5,30.0
1900,0,1,,0,2,,0,3,,1,0,None_cut,3.9999999999999942,3,2,0,None_cut,3.9999999999999942,3,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,49.74999999999858,,tomato,0,1.0,15.0,73.7677669529661,70.2322330470339,,tomato_salad,2,0.5,30.0
1901,0,1,,0,2,,0,3,,1,0,None_cut,3.9999999999999942,3,2,0,None_cut,3.9999999999999942,3,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,49.12499999999844,,tomato,0,1.0,15.0,74.65165042944915,69.34834957055085,,tomato_salad,2,0.5,30.0
1902,0,1,,0,2,,0,3,,1,0,None_cut,3.9999999999999942,3,2,0,None_cut,3.9999999999999942,3,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,48.499999999998295,,tomato,0,1.0,15.0,75.5355339059322,68.4644660940678,,tomato_salad,2,0.5,30.0
1903,0,1,,0,2,,0,3,,1,0,None_cut,3.9999999999999942,3,2,0,None_cut,3.9999999999999942,3,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,47.87499999999815,,tomato,0,1.0,15.0,76.41941738241525,67.58058261758475,,tomato_salad,2,0.5,30.0
1904,0,1,,0,2,,0,3,,1,0,None_cut,3.9999999999999942,3,2,0,None_cut,3.9999999999999942,3,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,47.24999999999801,,tomato,0,1.0,15.0,77.3033008588983,66.6966991411017,,tomato_salad,2,0.5,30.0
1905,0,1,,0,2,,0,3,,1,0,None_cut,3.9999999999999942,3,2,0,None_cut,3.9999999999999942,3,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,46.62499999999787,,tomato,0,1.0,15.0,78.18718433538135,65.81281566461865,,tomato_salad,2,0.5,30.0
1906,0,1,,0,2,,0,3,,1,0,None_cut,3.9999999999999942,3,2,0,None_cut,3.9999999999999942,3,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,45.999999999997726,,tomato,0,1.0,15.0,79.0710678118644,64.9289321881356,,tomato_salad,2,0.5,30.0
1907,0,1,,0,2,,0,3,,1,0,None_cut,3.9999999999999942,3,2,0,None_cut,3.9999999999999942,3,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,45.374999999997584,,tomato,0,1.0,15.0,79.95495128834744,64.04504871165256,,tomato_salad,2,0.5,30.0
1908,0,1,,0,2,,0,3,,1,0,None_cut,3.9999999999999942,3,2,0,None_cut,3.9999999999999942,3,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,44.74999999999744,,tomato,0,1.0,15.0,80.8388347648305,63.161165235169506,,tomato_salad,2,0.5,30.0
1909,0,1,,0,2,,0,3,,1,0,None_cut,3.9999999999999942,3,2,0,None_cut,3.9999999999999942,3,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,44.1249999999973,,tomato,0,1.0,15.0,81.72271824131354,62.277281758686456,,tomato_salad,2,0.5,30.0
1910,0,1,,0,2,,0,3,,1,0,None_cut,3.9999999999999942,3,2,0,None_cut,3.9999999999999942,3,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,43.49999999999716,,tomato,0,1.0,15.0,82.6066017177966,61.39339828220341,,tomato_salad,2,0.5,30.0
1911,0,1,,0,2,,0,3,,1,0,None_cut,3.9999999999999942,3,2,0,None_cut,3.9999999999999942,3,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,42.874999999997016,,tomato,0,1.0,15.0,83.49048519427964,60.50951480572036,,tomato_salad,2,0.5,30.0
1912,0,1,,0,2,,0,3,,1,0,None_cut,3.9999999999999942,3,2,0,None_cut,3.9999999999999942,3,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,42.249999999996874,,tomato,0,1.0,15.0,84.37436867076269,59.62563132923731,,tomato_salad,2,0.5,30.0
1913,0,1,,0,2,,0,3,,1,0,None_cut,3.9999999999999942,3,2,0,None_cut,3.9999999999999942,3,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,41.62499999999673,,tomato,0,1.0,15.0,85.25825214724574,58.74174785275426,,tomato_salad,2,0.5,30.0
1914,0,1,,0,2,,0,3,,1,0,None_cut,3.9999999999999942,3,2,0,None_cut,3.9999999999999942,3,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,40.99999999999659,,tomato,0,1.0,15.0,86.14213562372879,57.85786437627121,,tomato_salad,2,0.5,30.0
1915,0,1,,0,2,,0,3,,1,0,None_cut,3.9999999999999942,3,2,0,None_cut,3.9999999999999942,3,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,40.37499999999645,,tomato,0,1.0,15.0,87.02601910021184,56.97398089978816,,tomato_salad,2,0.5,30.0
1916,0,1,,0,2,,0,3,,1,0,None_cut,3.9999999999999942,3,2,0,None_cut,3.9999999999999942,3,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,39.749999999996305,,tomato,0,1.0,15.0,88.0,56.0,,tomato_salad,2,0.5,30.0
1917,0,1,,0,2,,0,3,,1,0,None_cut,3.9999999999999942,3,2,0,None_cut,3.9999999999999942,3,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,39.12499999999616,,tomato,0,1.0,15.0,88.0,56.0,,,3,0.5,30.0
1918,0,1,,0,2,,0,3,,1,0,None_cut,3.9999999999999942,3,2,0,None_cut,3.9999999999999942,3,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,38.49999999999602,,tomato,0,1.0,15.0,88.0,56.0,,,3,0.5,30.0
1919,0,1,,0,2,,0,3,,1,0,None_cut,3.9999999999999942,3,2,0,None_cut,3.9999999999999942,3,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,37.87499999999588,,tomato,0,1.0,15.0,88.0,56.0,,,3,0.5,30.0
1920,0,1,,0,2,,0,3,,1,0,None_cut,3.9999999999999942,3,2,0,None_cut,3.9999999999999942,3,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,37.24999999999574,,tomato,0,1.0,15.0,88.0,56.0,,,3,0.5,30.0
1921,0,1,,0,2,,0,3,,1,0,None_cut,3.9999999999999942,3,2,0,None_cut,3.9999999999999942,3,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,36.624999999995595,,tomato,0,1.0,15.0,88.0,56.0,,,3,0.5,30.0
1922,0,1,,0,2,,0,3,,1,0,None_cut,3.9999999999999942,3,2,0,None_cut,3.9999999999999942,3,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,35.99999999999545,,tomato,0,1.0,15.0,88.0,56.0,,,3,0.5,30.0
1923,0,1,,0,2,,0,3,,1,0,None_cut,3.9999999999999942,3,2,0,None_cut,3.9999999999999942,3,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,35.37499999999531,,tomato,0,1.0,15.0,88.0,56.0,,,3,0.5,30.0
1924,0,1,,0,2,,0,3,,1,0,None_cut,3.9999999999999942,3,2,0,None_cut,3.9999999999999942,3,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,34.74999999999517,,tomato,0,1.0,15.0,88.0,56.0,,,3,0.5,30.0
1925,0,1,,0,2,,0,3,,1,0,None_cut,3.9999999999999942,3,2,0,None_cut,3.9999999999999942,3,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,34.124999999995026,,tomato,0,1.0,15.0,88.0,56.0,,,3,0.5,30.0
1926,0,1,,0,2,,0,3,,1,0,None_cut,3.9999999999999942,3,2,0,None_cut,3.9999999999999942,3,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,33.499999999994884,,tomato,0,1.0,15.0,88.0,56.0,,,3,0.5,30.0
1927,0,1,,0,2,,0,3,,1,0,None_cut,3.9999999999999942,3,2,0,None_cut,3.9999999999999942,3,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,32.87499999999474,,tomato,0,1.0,15.0,88.0,56.0,,,3,0.5,30.0
1928,0,1,,0,2,,0,3,,1,0,None_cut,3.9999999999999942,3,2,0,None_cut,3.9999999999999942,3,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,32.2499999999946,,tomato,0,1.0,15.0,88.0,56.0,,,3,0.5,30.0
1929,0,1,,0,2,,0,3,,1,0,None_cut,3.9999999999999942,3,2,0,None_cut,3.9999999999999942,3,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,31.624999999994458,,tomato,0,1.0,15.0,88.0,56.0,,,3,0.5,30.0
1930,0,1,,0,2,,0,3,,1,0,None_cut,3.9999999999999942,3,2,0,None_cut,3.9999999999999942,3,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,30.999999999994316,,tomato,0,1.0,15.0,88.0,56.0,,,3,0.5,30.0
1931,0,1,,0,2,,0,3,,1,0,None_cut,3.9999999999999942,3,2,0,None_cut,3.9999999999999942,3,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,30.374999999994174,,tomato,0,1.0,15.0,88.0,56.0,,,3,0.5,30.0
1932,0,1,,0,2,,0,3,,1,0,None_cut,3.9999999999999942,3,2,0,None_cut,3.9999999999999942,3,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,29.74999999999403,,tomato,0,1.0,15.0,88.0,56.0,,,3,0.5,30.0
1933,0,1,,0,2,,0,3,,1,0,None_cut,3.9999999999999942,3,2,0,None_cut,3.9999999999999942,3,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,29.12499999999389,,tomato,0,1.0,15.0,88.0,56.0,,,3,0.5,30.0
1934,0,1,,0,2,,0,3,,1,0,None_cut,3.9999999999999942,3,2,0,None_cut,3.9999999999999942,3,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,28.499999999993747,,tomato,0,1.0,15.0,88.0,56.0,,,3,0.5,30.0
1935,0,1,,0,2,,0,3,,1,0,None_cut,3.9999999999999942,3,2,0,None_cut,3.9999999999999942,3,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,27.874999999993605,,tomato,0,1.0,15.0,88.0,56.0,,,3,0.5,30.0
1936,0,1,,0,2,,0,3,,1,0,None_cut,3.9999999999999942,3,2,0,None_cut,3.9999999999999942,3,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,27.249999999993463,,tomato,0,1.0,15.0,88.0,56.0,,,3,0.5,30.0
1937,0,1,,0,2,,0,3,,1,0,None_cut,3.9999999999999942,3,2,0,None_cut,3.9999999999999942,3,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,26.62499999999332,,tomato,0,1.0,15.0,88.0,54.749999999999716,,,3,0.5,30.0
1938,0,1,,0,2,,0,3,,1,0,None_cut,3.9999999999999942,3,2,0,None_cut,3.9999999999999942,3,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,25.99999999999318,,tomato,0,1.0,15.0,88.0,53.49999999999943,,,3,0.5,30.0
1939,0,1,,0,2,,0,3,,1,0,None_cut,3.9999999999999942,3,2,0,None_cut,3.9999999999999942,3,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,25.374999999993037,,tomato,0,1.0,15.0,88.0,52.24999999999915,,,3,0.5,30.0
1940,0,1,,0,2,,0,3,,1,0,None_cut,3.9999999999999942,3,2,0,None_cut,3.9999999999999942,3,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,24.749999999992895,,tomato,0,1.0,15.0,88.0,50.99999999999886,,,3,0.5,30.0
1941,0,1,,0,2,,0,3,,1,0,None_cut,3.9999999999999942,3,2,0,None_cut,3.9999999999999942,3,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,24.0,,tomato,0,1.0,15.0,88.0,49.74999999999858,,,3,0.5,30.0
1942,0,1,,0,2,,0,3,,1,0,None_cut,3.9999999999999942,3,2,0,tomato,0.0,0,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,24.0,,,0,1.0,15.0,88.0,48.499999999998295,,,3,0.5,30.0
1943,0,1,,0,2,,0,3,,1,0,None_cut,3.9999999999999942,3,2,0,tomato,0.041666666666666664,0,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,24.0,,,0,1.0,15.0,88.0,47.24999999999801,,,3,0.5,30.0
1944,0,1,,0,2,,0,3,,1,0,None_cut,3.9999999999999942,3,2,0,tomato,0.08333333333333333,0,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,24.0,,,0,1.0,15.0,88.0,45.999999999997726,,,3,0.5,30.0
1945,0,1,,0,2,,0,3,,1,0,None_cut,3.9999999999999942,3,2,0,tomato,0.125,0,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,24.0,,,0,1.0,15.0,88.0,44.74999999999744,,,3,0.5,30.0
1946,0,1,,0,2,,0,3,,1,0,None_cut,3.9999999999999942,3,2,0,tomato,0.16666666666666666,0,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,24.0,,,0,1.0,15.0,88.0,43.49999999999716,,,3,0.5,30.0
1947,0,1,,0,2,,0,3,,1,0,None_cut,3.9999999999999942,3,2,0,tomato,0.20833333333333331,0,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,24.0,,,0,1.0,15.0,88.0,42.249999999996874,,,3,0.5,30.0
1948,0,1,,0,2,,0,3,,1,0,None_cut,3.9999999999999942,3,2,0,tomato,0.24999999999999997,0,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,24.0,,,0,1.0,15.0,88.0,40.99999999999659,,,3,0.5,30.0
1949,0,1,,0,2,,0,3,,1,0,None_cut,3.9999999999999942,3,2,0,tomato,0.29166666666666663,0,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,24.0,,,0,1.0,15.0,87.6837844334222,39.8798317388366,,,3,0.5,30.0
1950,0,1,,0,2,,0,3,,1,0,None_cut,3.9999999999999942,3,2,0,tomato,0.3333333333333333,0,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,24.0,,,0,1.0,15.0,86.805407859595,38.990475457837135,,,3,0.5,30.0
1951,0,1,,0,2,,0,3,,1,0,None_cut,3.9999999999999942,3,2,0,tomato,0.375,0,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,24.0,,,0,1.0,15.0,85.92703128576778,38.10111917683767,,,3,0.5,30.0
1952,0,1,,0,2,,0,3,,1,0,None_cut,3.9999999999999942,3,2,0,tomato,0.4166666666666667,0,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,24.0,,,0,1.0,15.0,85.04865471194057,37.211762895838206,,,3,0.5,30.0
1953,0,1,,0,2,,0,3,,1,0,None_cut,3.9999999999999942,3,2,0,tomato,0.45833333333333337,0,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,24.0,,,0,1.0,15.0,84.17027813811345,36.32240661483874,,,3,0.5,30.0
1954,0,1,,0,2,,0,3,,1,0,None_cut,3.9999999999999942,3,2,0,tomato,0.5,0,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,24.0,,,0,1.0,15.0,83.29190156428673,35.433050333839276,,,3,0.5,30.0
1955,0,1,,0,2,,0,3,,1,0,None_cut,3.9999999999999942,3,2,0,tomato,0.5416666666666666,0,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,24.0,,,0,1.0,15.0,82.41352499046002,34.54369405283981,,,3,0.5,30.0
1956,0,1,,0,2,,0,3,,1,0,None_cut,3.9999999999999942,3,2,0,tomato,0.5833333333333333,0,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,24.0,,,0,1.0,15.0,81.5351484166333,33.654337771840346,,,3,0.5,30.0
1957,0,1,,0,2,,0,3,,1,0,None_cut,3.9999999999999942,3,2,0,tomato,0.6249999999999999,0,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,24.0,,,0,1.0,15.0,80.65677184280659,32.76498149084088,,,3,0.5,30.0
1958,0,1,,0,2,,0,3,,1,0,None_cut,3.9999999999999942,3,2,0,tomato,0.6666666666666665,0,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,24.0,,,0,1.0,15.0,79.77839526897993,31.875625209841466,,,3,0.5,30.0
1959,0,1,,0,2,,0,3,,1,0,None_cut,3.9999999999999942,3,2,0,tomato,0.7083333333333331,0,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,24.0,,,0,1.0,15.0,78.90001869515356,30.986268928842357,,,3,0.5,30.0
1960,0,1,,0,2,,0,3,,1,0,None_cut,3.9999999999999942,3,2,0,tomato,0.7499999999999998,0,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,24.0,,,0,1.0,15.0,78.0216421213272,30.096912647843247,,,3,0.5,30.0
1961,0,1,,0,2,,0,3,,1,0,None_cut,3.9999999999999942,3,2,0,tomato,0.7916666666666664,0,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,24.0,,,0,1.0,15.0,77.37220617353171,31.164963653044445,,,3,0.5,30.0
1962,0,1,,0,2,,0,3,,1,0,None_cut,3.9999999999999942,3,2,0,tomato,0.833333333333333,0,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,24.0,,,0,1.0,15.0,76.72277022573621,32.233014658245644,,,3,0.5,30.0
1963,0,1,,0,2,,0,3,,1,0,None_cut,3.9999999999999942,3,2,0,tomato,0.8749999999999997,0,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,24.0,,,0,1.0,15.0,76.07333427794072,33.30106566344684,,,3,0.5,30.0
1964,0,1,,0,2,,0,3,,1,0,None_cut,3.9999999999999942,3,2,0,tomato,0.9166666666666663,0,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,24.0,,,0,1.0,15.0,75.42389833014522,34.36911666864804,,,3,0.5,30.0
1965,0,1,,0,2,,0,3,,1,0,None_cut,3.9999999999999942,3,2,0,tomato,0.9583333333333329,0,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,24.0,,,0,1.0,15.0,74.77446238234981,35.43716767384924,,,3,0.5,30.0
1966,0,1,,0,2,,0,3,,1,0,None_cut,3.9999999999999942,3,2,0,tomato,0.9999999999999996,0,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,24.0,,,0,1.0,15.0,74.1250264345552,36.50521867905044,,,3,0.5,30.0
1967,0,1,,0,2,,0,3,,1,0,None_cut,3.9999999999999942,3,2,0,tomato,1.0416666666666663,1,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,24.0,,,0,1.0,15.0,73.47559048676058,37.573269684251635,,,3,0.5,30.0
1968,0,1,,0,2,,0,3,,1,0,None_cut,3.9999999999999942,3,2,0,tomato,1.083333333333333,1,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,24.0,,,0,1.0,15.0,72.82615453896597,38.64132068945283,,,3,0.5,30.0
1969,0,1,,0,2,,0,3,,1,0,None_cut,3.9999999999999942,3,2,0,tomato,1.1249999999999998,1,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,24.0,,,0,1.0,15.0,72.17671859117135,39.70937169465403,,,3,0.5,30.0
