tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,92b6f13137ffc9f5_score,player_34f0a490_x,player_34f0a490_y,player_34f0a490_move_target,player_34f0a490_item,player_34f0a490_score,player_34f0a490_cut_speed,player_34f0a490_speed,player_f07b8e4b_x,player_f07b8e4b_y,player_f07b8e4b_move_target,player_f07b8e4b_item,player_f07b8e4b_score,player_f07b8e4b_cut_speed,player_f07b8e4b_speed
2528,0,1,,0,2,tomato_cut,3.6249999999999956,3,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,40.0,,,2,1.0,30.0,24.0,56.0,,tomato_cut,2,1.0,30.0
2529,0,1,,0,2,tomato_cut,3.666666666666662,3,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,40.0,,,2,1.0,30.0,24.0,56.0,,tomato_cut,2,1.0,30.0
2530,0,1,,0,2,tomato_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,40.0,,,2,1.0,30.0,24.0,56.0,,tomato_cut,2,1.0,30.0
2531,0,1,,0,2,tomato_cut,3.749999999999995,3,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,40.0,,,2,1.0,30.0,24.0,56.0,,tomato_cut,2,1.0,30.0
2532,0,1,,0,2,tomato_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,40.0,,,2,1.0,30.0,24.0,56.0,,tomato_cut,2,1.0,30.0
2533,0,1,,0,2,tomato_cut,3.833333333333328,3,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,40.0,,,2,1.0,30.0,24.0,56.0,,tomato_cut,2,1.0,30.0
2534,0,1,,0,2,tomato_cut,3.8749999999999947,3,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,40.0,,,2,1.0,30.0,24.0,56.0,,tomato_cut,2,1.0,30.0
2535,0,1,,0,2,tomato_cut,3.916666666666661,3,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,40.0,,,2,1.0,30.0,24.0,56.0,,tomato_cut,2,1.0,30.0
2536,0,1,,0,2,tomato_cut,3.9583333333333277,3,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,40.0,,,2,1.0,30.0,24.0,56.0,,tomato_cut,2,1.0,30.0
2537,0,1,,0,2,tomato_cut,3.9999999999999942,3,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,40.0,,,2,1.0,30.0,24.0,56.0,,tomato_cut,2,1.0,30.0
2538,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,40.0,,,2,1.0,30.0,24.0,56.0,,tomato_cut,2,1.0,30.0
2539,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,40.0,,,2,1.0,30.0,24.0,56.0,,tomato_cut,2,1.0,30.0
2540,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,40.0,,,2,1.0,30.0,24.0,56.0,,tomato_cut,2,1.0,30.0
2541,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,40.0,,,2,1.0,30.0,24.0,56.0,,tomato_cut,2,1.0,30.0
2542,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,40.0,,,2,1.0,30.0,24.0,56.0,,tomato_cut,2,1.0,30.0
2543,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,40.0,,,2,1.0,30.0,24.0,56.0,,tomato_cut,2,1.0,30.0
2544,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,40.0,,,2,1.0,30.0,24.0,56.0,,tomato_cut,2,1.0,30.0
2545,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,40.0,,,2,1.0,30.0,24.0,56.0,,tomato_cut,2,1.0,30.0
2546,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,40.0,,,2,1.0,30.0,24.0,56.0,,tomato_cut,2,1.0,30.0
2547,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,40.0,,,2,1.0,30.0,24.0,56.0,,tomato_cut,2,1.0,30.0
2548,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,40.0,,,2,1.0,30.0,24.0,56.0,,tomato_cut,2,1.0,30.0
2549,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,40.0,,,2,1.0,30.0,24.0,56.0,,tomato_cut,2,1.0,30.0
2550,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,40.0,,,2,1.0,30.0,24.0,56.0,,tomato_cut,2,1.0,30.0
2551,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,40.0,,,2,1.0,30.0,24.0,56.0,,tomato_cut,2,1.0,30.0
2552,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,40.0,,,2,1.0,30.0,24.0,56.0,,tomato_cut,2,1.0,30.0
2553,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,40.0,,,2,1.0,30.0,24.0,56.0,,tomato_cut,2,1.0,30.0
2554,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,40.0,,,2,1.0,30.0,24.0,56.0,,tomato_cut,2,1.0,30.0
2555,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,40.0,,,2,1.0,30.0,24.0,56.0,,tomato_cut,2,1.0,30.0
2556,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,40.0,,tomato_cut,2,1.0,30.0,24.0,56.0,,tomato_cut,2,1.0,30.0
2557,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,40.0,,tomato_cut,2,1.0,30.0,24.0,56.0,,tomato_cut,2,1.0,30.0
2558,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,40.0,,tomato_cut,2,1.0,30.0,24.0,56.0,,tomato_cut,2,1.0,30.0
2559,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,40.0,,tomato_cut,2,1.0,30.0,24.0,54.749999999999716,,tomato_cut,2,1.0,30.0
2560,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,40.0,,tomato_cut,2,1.0,30.0,24.0,53.49999999999943,,tomato_cut,2,1.0,30.0
2561,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,40.0,,tomato_cut,2,1.0,30.0,24.0,52.24999999999915,,tomato_cut,2,1.0,30.0
2562,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,40.0,,tomato_cut,2,1.0,30.0,24.0,50.99999999999886,,tomato_cut,2,1.0,30.0
2563,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,40.0,,tomato_cut,2,1.0,30.0,24.0,49.74999999999858,,tomato_cut,2,1.0,30.0
2564,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,40.0,,tomato_cut,2,1.0,30.0,24.0,48.499999999998295,,tomato_cut,2,1.0,30.0
2565,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,40.0,,tomato_cut,2,1.0,30.0,24.0,47.24999999999801,,tomato_cut,2,1.0,30.0
2566,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,40.0,,tomato_cut,2,1.0,30.0,24.0,45.999999999997726,,tomato_cut,2,1.0,30.0
2567,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,40.0,,tomato_cut,2,1.0,30.0,24.0,44.74999999999744,,tomato_cut,2,1.0,30.0
2568,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,40.0,,tomato_cut,2,1.0,30.0,24.0,43.49999999999716,,tomato_cut,2,1.0,30.0
2569,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,40.0,,tomato_cut,2,1.0,30.0,24.0,42.249999999996874,,tomato_cut,2,1.0,30.0
2570,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,40.0,,tomato_cut,2,1.0,30.0,24.0,40.99999999999659,,tomato_cut,2,1.0,30.0
2571,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,40.0,,tomato_cut,2,1.0,30.0,24.0,40.0,,tomato_cut,2,1.0,30.0
2572,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,40.0,,tomato_cut,2,1.0,30.0,24.0,40.0,,tomato_cut,2,1.0,30.0
2573,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,40.0,,tomato_cut,2,1.0,30.0,24.0,40.0,,tomato_cut,2,1.0,30.0
2574,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,40.0,,tomato_cut,2,1.0,30.0,24.0,40.0,,tomato_cut,2,1.0,30.0
2575,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,40.0,,tomato_cut,2,1.0,30.0,24.0,40.0,,tomato_cut,2,1.0,30.0
2576,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,40.0,,tomato_cut,2,1.0,30.0,24.0,40.0,,tomato_cut,2,1.0,30.0
2577,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,40.0,,tomato_cut,2,1.0,30.0,24.0,40.0,,tomato_cut,2,1.0,30.0
2578,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,40.0,,tomato_cut,2,1.0,30.0,24.0,40.0,,tomato_cut,2,1.0,30.0
2579,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,40.0,,tomato_cut,2,1.0,30.0,24.0,40.0,,tomato_cut,2,1.0,30.0
2580,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,40.0,,tomato_cut,2,1.0,30.0,24.0,40.0,,tomato_cut,2,1.0,30.0
2581,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,40.0,,tomato_cut,2,1.0,30.0,24.0,40.0,,tomato_cut,2,1.0,30.0
2582,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,40.0,,tomato_cut,2,1.0,30.0,24.0,40.0,,tomato_cut,2,1.0,30.0
2583,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,40.0,,tomato_cut,2,1.0,30.0,24.0,40.0,,tomato_cut,2,1.0,30.0
2584,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,40.0,,tomato_cut,2,1.0,30.0,24.0,40.0,,tomato_cut,2,1.0,30.0
2585,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,40.0,,tomato_cut,2,1.0,30.0,24.0,40.0,,tomato_cut,2,1.0,30.0
2586,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,40.0,,,2,1.0,30.0,24.0,40.0,,tomato_cut,2,1.0,30.0
2587,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,40.0,,,2,1.0,30.0,24.0,40.0,,tomato_cut,2,1.0,30.0
2588,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,40.0,,,2,1.0,30.0,24.0,40.0,,tomato_cut,2,1.0,30.0
2589,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,40.0,,,2,1.0,30.0,24.0,40.0,,tomato_cut,2,1.0,30.0
2590,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,40.0,,,2,1.0,30.0,24.0,40.0,,tomato_cut,2,1.0,30.0
2591,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,40.0,,,2,1.0,30.0,24.0,40.0,,tomato_cut,2,1.0,30.0
2592,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,40.0,,,2,1.0,30.0,24.0,40.0,,tomato_cut,2,1.0,30.0
2593,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,40.0,,,2,1.0,30.0,24.0,40.0,,tomato_cut,2,1.0,30.0
2594,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,40.0,,,2,1.0,30.0,24.0,40.0,,tomato_cut,2,1.0,30.0
2595,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,40.0,,,2,1.0,30.0,24.0,40.0,,tomato_cut,2,1.0,30.0
2596,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,40.0,,,2,1.0,30.0,24.0,40.0,,tomato_cut,2,1.0,30.0
2597,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,40.0,,,2,1.0,30.0,24.0,40.0,,tomato_cut,2,1.0,30.0
2598,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,40.0,,,2,1.0,30.0,24.0,40.0,,tomato_cut,2,1.0,30.0
2599,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,40.0,,,2,1.0,30.0,24.0,40.0,,tomato_cut,2,1.0,30.0
2600,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,40.0,,,2,1.0,30.0,24.0,40.0,,tomato_cut,2,1.0,30.0
2601,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,40.0,,,2,1.0,30.0,24.0,40.0,,tomato_cut,2,1.0,30.0
2602,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,40.0,,,2,1.0,30.0,24.0,40.0,,tomato_cut,2,1.0,30.0
2603,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,40.0,,,2,1.0,30.0,24.0,40.0,,tomato_cut,2,1.0,30.0
2604,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,40.0,,,2,1.0,30.0,24.0,40.0,,tomato_cut,2,1.0,30.0
2605,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,40.0,,,2,1.0,30.0,24.0,40.0,,tomato_cut,2,1.0,30.0
2606,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,40.0,,,2,1.0,30.0,24.0,40.0,,tomato_cut,2,1.0,30.0
2607,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,40.0,,,2,1.0,30.0,24.0,40.0,,tomato_cut,2,1.0,30.0
