tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,24b1e93135d93a5f_score,player_1ca013c3_x,player_1ca013c3_y,player_1ca013c3_move_target,player_1ca013c3_item,player_1ca013c3_score,player_1ca013c3_cut_speed,player_1ca013c3_speed,player_8a73aa02_x,player_8a73aa02_y,player_8a73aa02_move_target,player_8a73aa02_item,player_8a73aa02_score,player_8a73aa02_cut_speed,player_8a73aa02_speed
1863,0,1,,0,2,None_cut,3.916666666666661,3,0,3,tomato,1.3750000000000002,1,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,1,1.0,30.0,24.0,56.0,,tomato_salad,0,1.0,30.0
1864,0,1,,0,2,None_cut,3.916666666666661,3,0,3,tomato,1.416666666666667,1,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,1,1.0,30.0,24.0,56.0,,tomato_salad,0,1.0,30.0
1865,0,1,,0,2,None_cut,3.916666666666661,3,0,3,tomato,1.4583333333333337,1,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,1,1.0,30.0,24.0,56.0,,tomato_salad,0,1.0,30.0
1866,0,1,,0,2,None_cut,3.916666666666661,3,0,3,tomato,1.5000000000000004,1,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,1,1.0,30.0,24.0,56.0,,tomato_salad,0,1.0,30.0
1867,0,1,,0,2,None_cut,3.916666666666661,3,0,3,tomato,1.5416666666666672,1,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,1,1.0,30.0,24.0,56.0,,tomato_salad,0,1.0,30.0
1868,0,1,,0,2,None_cut,3.916666666666661,3,0,3,tomato,1.583333333333334,1,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,1,1.0,30.0,24.0,56.0,,tomato_salad,0,1.0,30.0
1869,0,1,,0,2,None_cut,3.916666666666661,3,0,3,tomato,1.6250000000000007,1,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,1,1.0,30.0,24.0,56.0,,tomato_salad,0,1.0,30.0
1870,0,1,,0,2,None_cut,3.916666666666661,3,0,3,tomato,1.6666666666666674,1,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,1,1.0,30.0,24.0,56.0,,tomato_salad,0,1.0,30.0
1871,0,1,,0,2,None_cut,3.916666666666661,3,0,3,tomato,1.7083333333333341,1,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,1,1.0,30.0,24.0,56.0,,tomato_salad,0,1.0,30.0
1872,0,1,,0,2,None_cut,3.916666666666661,3,0,3,tomato,1.7500000000000009,1,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,1,1.0,30.0,24.0,56.0,,tomato_salad,0,1.0,30.0
1873,0,1,,0,2,None_cut,3.916666666666661,3,0,3,tomato,1.7916666666666676,1,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,1,1.0,30.0,24.0,56.0,,tomato_salad,0,1.0,30.0
1874,0,1,,0,2,None_cut,3.916666666666661,3,0,3,tomato,1.8333333333333344,1,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,1,1.0,30.0,24.0,56.0,,tomato_salad,0,1.0,30.0
1875,0,1,,0,2,None_cut,3.916666666666661,3,0,3,tomato,1.875000000000001,1,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,1,1.0,30.0,24.0,56.0,,tomato_salad,0,1.0,30.0
1876,0,1,,0,2,None_cut,3.916666666666661,3,0,3,tomato,1.9166666666666679,1,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,1,1.0,30.0,24.0,56.0,,tomato_salad,0,1.0,30.0
1877,0,1,,0,2,None_cut,3.916666666666661,3,0,3,tomato,1.9583333333333346,1,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,1,1.0,30.0,24.0,56.0,,tomato_salad,0,1.0,30.0
1878,0,1,,0,2,None_cut,3.916666666666661,3,0,3,tomato,2.0000000000000013,2,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,1,1.0,30.0,24.0,56.0,,tomato_salad,0,1.0,30.0
1879,0,1,,0,2,None_cut,3.916666666666661,3,0,3,tomato,2.041666666666668,2,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,1,1.0,30.0,24.0,56.0,,tomato_salad,0,1.0,30.0
1880,0,1,,0,2,None_cut,3.916666666666661,3,0,3,tomato,2.0833333333333344,2,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,1,1.0,30.0,24.0,56.0,,tomato_salad,0,1.0,30.0
1881,0,1,,0,2,None_cut,3.916666666666661,3,0,3,tomato,2.125000000000001,2,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,1,1.0,30.0,24.0,56.0,,tomato_salad,0,1.0,30.0
1882,0,1,,0,2,None_cut,3.916666666666661,3,0,3,tomato,2.1666666666666674,2,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,1,1.0,30.0,24.0,56.0,,tomato_salad,0,1.0,30.0
1883,0,1,,0,2,None_cut,3.916666666666661,3,0,3,tomato,2.1666666666666674,2,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,1,1.0,30.0,24.0,56.0,,tomato_salad,0,1.0,30.0
1884,0,1,,0,2,None_cut,3.916666666666661,3,0,3,tomato,2.1666666666666674,2,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,1,1.0,30.0,24.0,57.250000000000284,,tomato_salad,0,1.0,30.0
1885,0,1,,0,2,None_cut,3.916666666666661,3,0,3,tomato,2.1666666666666674,2,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,57.250000000000284,,,1,1.0,30.0,24.0,58.50000000000057,,tomato_salad,0,1.0,30.0
1886,0,1,,0,2,None_cut,3.916666666666661,3,0,3,tomato,2.1666666666666674,2,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,58.50000000000057,,,1,1.0,30.0,24.0,59.75000000000085,,tomato_salad,0,1.0,30.0
1887,0,1,,0,2,None_cut,3.916666666666661,3,0,3,tomato,2.1666666666666674,2,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,59.75000000000085,,,1,1.0,30.0,24.0,61.00000000000114,,tomato_salad,0,1.0,30.0
1888,0,1,,0,2,None_cut,3.916666666666661,3,0,3,tomato,2.1666666666666674,2,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,61.00000000000114,,,1,1.0,30.0,24.0,62.25000000000142,,tomato_salad,0,1.0,30.0
1889,0,1,,0,2,None_cut,3.916666666666661,3,0,3,tomato,2.1666666666666674,2,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,62.25000000000142,,,1,1.0,30.0,24.0,63.500000000001705,,tomato_salad,0,1.0,30.0
1890,0,1,,0,2,None_cut,3.916666666666661,3,0,3,tomato,2.1666666666666674,2,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,63.500000000001705,,,1,1.0,30.0,24.0,64.75000000000199,,tomato_salad,0,1.0,30.0
1891,0,1,,0,2,None_cut,3.916666666666661,3,0,3,tomato,2.1666666666666674,2,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,64.75000000000199,,,1,1.0,30.0,24.0,66.00000000000227,,tomato_salad,0,1.0,30.0
1892,0,1,,0,2,None_cut,3.916666666666661,3,0,3,tomato,2.1666666666666674,2,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,66.00000000000227,,,1,1.0,30.0,24.0,67.25000000000256,,tomato_salad,0,1.0,30.0
1893,0,1,,0,2,None_cut,3.916666666666661,3,0,3,tomato,2.1666666666666674,2,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,67.25000000000256,,,1,1.0,30.0,24.0,68.50000000000284,,tomato_salad,0,1.0,30.0
1894,0,1,,0,2,None_cut,3.916666666666661,3,0,3,tomato,2.1666666666666674,2,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,68.50000000000284,,,1,1.0,30.0,24.0,69.75000000000313,,tomato_salad,0,1.0,30.0
1895,0,1,,0,2,None_cut,3.916666666666661,3,0,3,tomato,2.1666666666666674,2,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,69.75000000000313,,,1,1.0,30.0,24.0,71.00000000000341,,tomato_salad,0,1.0,30.0
1896,0,1,,0,2,None_cut,3.916666666666661,3,0,3,tomato,2.1666666666666674,2,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,71.00000000000341,,,1,1.0,30.0,24.0,72.2500000000037,,tomato_salad,0,1.0,30.0
1897,0,1,,0,2,None_cut,3.916666666666661,3,0,3,tomato,2.1666666666666674,2,2,2,tomato_salad,2,3,,2,4,tomato_salad,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,72.0,,,1,1.0,30.0,24.0,73.50000000000398,,tomato_salad,0,1.0,30.0
1898,0,1,,0,2,None_cut,3.916666666666661,3,0,3,tomato,2.1666666666666674,2,2,2,tomato_salad,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,72.0,,tomato_salad,1,1.0,30.0,24.0,74.75000000000426,,tomato_salad,0,1.0,30.0
1899,0,1,,0,2,None_cut,3.916666666666661,3,0,3,tomato,2.1666666666666674,2,2,2,tomato_salad,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,72.0,,tomato_salad,1,1.0,30.0,24.0,76.00000000000455,,tomato_salad,0,1.0,30.0
1900,0,1,,0,2,None_cut,3.916666666666661,3,0,3,tomato,2.1666666666666674,2,2,2,tomato_salad,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,72.0,,tomato_salad,1,1.0,30.0,24.0,77.25000000000483,,tomato_salad,0,1.0,30.0
1901,0,1,,0,2,None_cut,3.916666666666661,3,0,3,tomato,2.1666666666666674,2,2,2,tomato_salad,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,72.0,,tomato_salad,1,1.0,30.0,24.0,78.50000000000512,,tomato_salad,0,1.0,30.0
1902,0,1,,0,2,None_cut,3.916666666666661,3,0,3,tomato,2.1666666666666674,2,2,2,tomato_salad,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,72.0,,tomato_salad,1,1.0,30.0,24.0,79.7500000000054,,tomato_salad,0,1.0,30.0
1903,0,1,,0,2,None_cut,3.916666666666661,3,0,3,tomato,2.1666666666666674,2,2,2,tomato_salad,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,72.0,,tomato_salad,1,1.0,30.0,24.0,81.00000000000568,,tomato_salad,0,1.0,30.0
1904,0,1,,0,2,None_cut,3.916666666666661,3,0,3,tomato,2.1666666666666674,2,2,2,tomato_salad,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,72.0,,tomato_salad,1,1.0,30.0,24.0,82.25000000000597,,tomato_salad,0,1.0,30.0
1905,0,1,,0,2,None_cut,3.916666666666661,3,0,3,tomato,2.1666666666666674,2,2,2,tomato_salad,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,72.0,,tomato_salad,1,1.0,30.0,24.0,83.50000000000625,,tomato_salad,0,1.0,30.0
1906,0,1,,0,2,None_cut,3.916666666666661,3,0,3,tomato,2.1666666666666674,2,2,2,tomato_salad,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,72.0,,tomato_salad,1,1.0,30.0,24.0,84.75000000000654,,tomato_salad,0,1.0,30.0
1907,0,1,,0,2,None_cut,3.916666666666661,3,0,3,tomato,2.1666666666666674,2,2,2,tomato_salad,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,72.0,,tomato_salad,1,1.0,30.0,24.0,86.00000000000682,,tomato_salad,0,1.0,30.0
1908,0,1,,0,2,None_cut,3.916666666666661,3,0,3,tomato,2.1666666666666674,2,2,2,tomato_salad,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,72.0,,tomato_salad,1,1.0,30.0,24.0,87.2500000000071,,tomato_salad,0,1.0,30.0
1909,0,1,,0,2,None_cut,3.916666666666661,3,0,3,tomato,2.1666666666666674,2,2,2,tomato_salad,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,72.0,,tomato_salad,1,1.0,30.0,24.49189088134284,88.29803951736653,,tomato_salad,0,1.0,30.0
1910,0,1,,0,2,None_cut,3.916666666666661,3,0,3,tomato,2.1666666666666674,2,2,2,tomato_salad,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,72.0,,tomato_salad,1,1.0,30.0,25.37026745516934,89.18739579836529,,tomato_salad,0,1.0,30.0
1911,0,1,,0,2,None_cut,3.916666666666661,3,0,3,tomato,2.1666666666666674,2,2,2,tomato_salad,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,72.0,,tomato_salad,1,1.0,30.0,26.24864402899584,90.07675207936404,,tomato_salad,0,1.0,30.0
1912,0,1,,0,2,None_cut,3.916666666666661,3,0,3,tomato,2.1666666666666674,2,2,2,tomato_salad,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,72.0,,tomato_salad,1,1.0,30.0,27.12702060282234,90.9661083603628,,tomato_salad,0,1.0,30.0
1913,0,1,,0,2,None_cut,3.916666666666661,3,0,3,tomato,2.1666666666666674,2,2,2,tomato_salad,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,72.0,,tomato_salad,1,1.0,30.0,28.00539717664884,91.85546464136155,,tomato_salad,0,1.0,30.0
1914,0,1,,0,2,None_cut,3.916666666666661,3,0,3,tomato,2.1666666666666674,2,2,2,tomato_salad,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,72.0,,tomato_salad,1,1.0,30.0,28.883773750475342,92.7448209223603,,tomato_salad,0,1.0,30.0
1915,0,1,,0,2,None_cut,3.916666666666661,3,0,3,tomato,2.1666666666666674,2,2,2,tomato_salad,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,72.0,,tomato_salad,1,1.0,30.0,29.762150324301842,93.63417720335906,,tomato_salad,0,1.0,30.0
1916,0,1,,0,2,None_cut,3.916666666666661,3,0,3,tomato,2.1666666666666674,2,2,2,tomato_salad,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,72.0,,tomato_salad,1,1.0,30.0,30.640526898128343,94.52353348435781,,tomato_salad,0,1.0,30.0
1917,0,1,,0,2,None_cut,3.916666666666661,3,0,3,tomato,2.1666666666666674,2,2,2,tomato_salad,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,72.0,,tomato_salad,1,1.0,30.0,31.518903471954843,95.41288976535657,,tomato_salad,0,1.0,30.0
1918,0,1,,0,2,None_cut,3.916666666666661,3,0,3,tomato,2.1666666666666674,2,2,2,tomato_salad,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,72.0,,tomato_salad,1,1.0,30.0,32.39728004578134,96.30224604635532,,tomato_salad,0,1.0,30.0
1919,0,1,,0,2,None_cut,3.916666666666661,3,0,3,tomato,2.1666666666666674,2,2,2,tomato_salad,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,72.0,,tomato_salad,1,1.0,30.0,33.275656619607844,97.19160232735408,,tomato_salad,0,1.0,30.0
1920,0,1,,0,2,None_cut,3.916666666666661,3,0,3,tomato,2.1666666666666674,2,2,2,tomato_salad,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,72.0,,tomato_salad,1,1.0,30.0,34.154033193434344,98.08095860835283,,tomato_salad,0,1.0,30.0
1921,0,1,,0,2,None_cut,3.916666666666661,3,0,3,tomato,2.1666666666666674,2,2,2,tomato_salad,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,72.0,,tomato_salad,1,1.0,30.0,35.032409767260845,98.97031488935158,,tomato_salad,0,1.0,30.0
1922,0,1,,0,2,None_cut,3.916666666666661,3,0,3,tomato,2.1666666666666674,2,2,2,tomato_salad,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,72.0,,tomato_salad,1,1.0,30.0,35.910786341087345,99.85967117035034,,tomato_salad,0,1.0,30.0
1923,0,1,,0,2,None_cut,3.916666666666661,3,0,3,tomato,2.1666666666666674,2,2,2,tomato_salad,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,72.0,,tomato_salad,1,1.0,30.0,36.789162914913845,100.7490274513491,,tomato_salad,0,1.0,30.0
1924,0,1,,0,2,None_cut,3.916666666666661,3,0,3,tomato,2.1666666666666674,2,2,2,tomato_salad,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,72.0,,tomato_salad,1,1.0,30.0,37.667539488740346,101.63838373234866,,tomato_salad,0,1.0,30.0
1925,0,1,,0,2,None_cut,3.916666666666661,3,0,3,tomato,2.1666666666666674,2,2,2,tomato_salad,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,72.0,,tomato_salad,1,1.0,30.0,38.545916062566846,102.52774001334835,,tomato_salad,0,1.0,30.0
1926,0,1,,0,2,None_cut,3.916666666666661,3,0,3,tomato,2.1666666666666674,2,2,2,tomato_salad,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,72.0,,tomato_salad,1,1.0,30.0,39.424292636393346,103.41709629434803,,tomato_salad,0,1.0,30.0
1927,0,1,,0,2,None_cut,3.916666666666661,3,0,3,tomato,2.1666666666666674,2,2,2,tomato_salad,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,72.0,,tomato_salad,1,1.0,30.0,40.311608376973936,103.31936371188569,,tomato_salad,0,1.0,30.0
1928,0,1,,0,2,None_cut,3.916666666666661,3,0,3,tomato,2.1666666666666674,2,2,2,tomato_salad,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,72.0,,tomato_salad,1,1.0,30.0,41.205947748575596,102.44606130813175,,tomato_salad,0,1.0,30.0
1929,0,1,,0,2,None_cut,3.916666666666661,3,0,3,tomato,2.1666666666666674,2,2,2,tomato_salad,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,72.0,,tomato_salad,1,1.0,30.0,42.100287120177256,101.5727589043778,,tomato_salad,0,1.0,30.0
1930,0,1,,0,2,None_cut,3.916666666666661,3,0,3,tomato,2.1666666666666674,2,2,2,tomato_salad,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,72.0,,tomato_salad,1,1.0,30.0,42.99462649177892,100.69945650062387,,tomato_salad,0,1.0,30.0
1931,0,1,,0,2,None_cut,3.916666666666661,3,0,3,tomato,2.1666666666666674,2,2,2,tomato_salad,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,72.0,,tomato_salad,1,1.0,30.0,43.88896586338058,99.82615409686993,,tomato_salad,0,1.0,30.0
1932,0,1,,0,2,None_cut,3.916666666666661,3,0,3,tomato,2.1666666666666674,2,2,2,tomato_salad,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,72.0,,tomato_salad,1,1.0,30.0,44.78330523498224,98.95285169311599,,tomato_salad,0,1.0,30.0
1933,0,1,,0,2,None_cut,3.916666666666661,3,0,3,tomato,2.1666666666666674,2,2,2,tomato_salad,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,72.0,,tomato_salad,1,1.0,30.0,45.6776446065839,98.07954928936205,,tomato_salad,0,1.0,30.0
1934,0,1,,0,2,None_cut,3.916666666666661,3,0,3,tomato,2.1666666666666674,2,2,2,tomato_salad,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,72.0,,tomato_salad,1,1.0,30.0,46.57198397818556,97.20624688560811,,tomato_salad,0,1.0,30.0
