tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,50aec0b6f86f30d6_score,player_3cbcc265_x,player_3cbcc265_y,player_3cbcc265_move_target,player_3cbcc265_item,player_3cbcc265_score,player_3cbcc265_cut_speed,player_3cbcc265_speed,player_30583989_x,player_30583989_y,player_30583989_move_target,player_30583989_item,player_30583989_score,player_30583989_cut_speed,player_30583989_speed,136395817750091d_score,7be6824e0d3e4e2b_message,a1fcfd2e58b2d0db_score
2668,train,True,0,1,tomato,1.2916666666666667,1,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,tomato_salad,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,121.54313831077206,38.278381915299555,,,0,1.0,30.0,24.0,40.0,,plate,0,1.0,30.0,,,
2669,train,True,0,1,tomato,1.2916666666666667,1,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,tomato_salad,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,122.43249459177082,37.40000534147284,,,0,1.0,30.0,24.0,40.0,,plate,0,1.0,30.0,,,
2670,train,True,0,1,tomato,1.2916666666666667,1,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,tomato_salad,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,123.32185087276957,36.52162876764613,,,0,1.0,30.0,24.0,40.0,,plate,0,1.0,30.0,,,
2671,train,True,0,1,tomato,1.2916666666666667,1,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,tomato_salad,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,124.21120715376833,35.643252193819414,,,0,1.0,30.0,24.0,40.0,,plate,0,1.0,30.0,,,
2672,train,True,0,1,tomato,1.2916666666666667,1,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,tomato_salad,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,125.10056343476708,34.76487561999271,,,0,1.0,30.0,24.0,40.0,,plate,0,1.0,30.0,,,
2673,train,True,0,1,tomato,1.2916666666666667,1,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,tomato_salad,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,125.98991971576584,33.886499046165994,,,0,1.0,30.0,24.0,40.0,,plate,0,1.0,30.0,,,
2674,train,True,0,1,tomato,1.2916666666666667,1,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,tomato_salad,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,126.87927599676459,33.00812247233928,,,0,1.0,30.0,24.0,40.0,,plate,0,1.0,30.0,,,
2675,train,True,0,1,tomato,1.2916666666666667,1,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,tomato_salad,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,127.76863227776334,32.12974589851257,,,0,1.0,30.0,24.0,40.0,,plate,0,1.0,30.0,,,
2676,train,True,0,1,tomato,1.2916666666666667,1,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,tomato_salad,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,128.6579885587621,31.251369324685733,,,0,1.0,30.0,24.0,40.0,,plate,0,1.0,30.0,,,
2677,train,True,0,1,tomato,1.2916666666666667,1,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,tomato_salad,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,129.54734483976085,30.372992750858877,,,0,1.0,30.0,24.0,40.0,,plate,0,1.0,30.0,,,
2678,train,True,0,1,tomato,1.2916666666666667,1,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,tomato_salad,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,130.4367011207596,29.49461617703202,,,0,1.0,30.0,24.0,40.0,,plate,0,1.0,30.0,,,
2679,train,True,0,1,tomato,1.2916666666666667,1,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,tomato_salad,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,131.32605740175836,28.616239603205166,,,0,1.0,30.0,24.0,40.0,,plate,0,1.0,30.0,,,
2680,train,True,0,1,tomato,1.2916666666666667,1,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,tomato_salad,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,132.21541368275712,27.73786302937831,,,0,1.0,30.0,24.0,40.0,,plate,0,1.0,30.0,,,
2681,train,True,0,1,tomato,1.2916666666666667,1,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,tomato_salad,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,133.10476996375587,26.859486455551455,,,0,1.0,30.0,24.0,40.0,,plate,0,1.0,30.0,,,
2682,train,True,0,1,tomato,1.2916666666666667,1,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,tomato_salad,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,133.99412624475463,25.98110988172474,,,0,1.0,30.0,24.0,40.0,,plate,0,1.0,30.0,,,
2683,train,True,0,1,tomato,1.2916666666666667,1,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,tomato_salad,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,134.88348252575338,25.10273330789824,,,0,1.0,30.0,24.0,40.0,,plate,0,1.0,30.0,,,
2684,train,True,0,1,tomato,1.2916666666666667,1,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,tomato_salad,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,135.77283880675213,24.224356734071804,,,0,1.0,30.0,24.0,40.0,,plate,0,1.0,30.0,,,
2685,train,True,0,1,tomato,1.2916666666666667,1,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,tomato_salad,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,,0,1.0,30.0,24.0,40.0,,plate,0,1.0,30.0,,,
2686,train,True,0,1,tomato,1.2916666666666667,1,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,tomato_salad,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,30.0,24.0,40.0,,plate,0,1.0,30.0,,,
2687,train,True,0,1,tomato,1.2916666666666667,1,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,tomato_salad,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,30.0,24.0,40.0,,plate,0,1.0,30.0,,,
2688,train,True,0,1,tomato,1.2916666666666667,1,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,tomato_salad,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,30.0,24.0,40.0,,plate,0,1.0,30.0,,,
2689,train,True,0,1,tomato,1.2916666666666667,1,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,tomato_salad,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,30.0,24.0,40.0,,plate,0,1.0,30.0,,,
2690,train,True,0,1,tomato,1.2916666666666667,1,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,tomato_salad,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,30.0,24.0,40.0,,plate,0,1.0,30.0,,,
2691,train,True,0,1,tomato,1.2916666666666667,1,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,tomato_salad,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,30.0,24.0,40.0,,plate,0,1.0,30.0,,,
2692,train,True,0,1,tomato,1.2916666666666667,1,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,tomato_salad,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,30.0,24.0,40.0,,plate,0,1.0,30.0,,,
2693,train,True,0,1,tomato,1.2916666666666667,1,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,tomato_salad,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,30.0,24.0,40.0,,plate,0,1.0,30.0,,,
2694,train,True,0,1,tomato,1.2916666666666667,1,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,tomato_salad,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,30.0,24.0,40.0,,plate,0,1.0,30.0,,,
2695,train,True,0,1,tomato,1.2916666666666667,1,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,tomato_salad,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,30.0,24.0,40.0,,plate,0,1.0,30.0,,,
2696,train,True,0,1,tomato,1.2916666666666667,1,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,tomato_salad,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,30.0,24.0,40.0,,plate,0,1.0,30.0,,,
2697,train,True,0,1,tomato,1.2916666666666667,1,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,tomato_salad,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,30.0,24.0,40.0,,plate,0,1.0,30.0,,,
2698,train,True,0,1,tomato,1.2916666666666667,1,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,tomato_salad,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,30.0,24.0,40.0,,plate,0,1.0,30.0,,,
2699,train,True,0,1,tomato,1.2916666666666667,1,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,tomato_salad,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,30.0,24.0,40.0,,plate,0,1.0,30.0,,,
2700,train,True,0,1,tomato,1.2916666666666667,1,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,tomato_salad,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,30.0,24.0,40.0,,plate,0,1.0,30.0,,,
2701,train,True,0,1,tomato,1.2916666666666667,1,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,tomato_salad,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,30.0,24.0,40.0,,plate,0,1.0,30.0,,,
2702,train,True,0,1,tomato,1.2916666666666667,1,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,tomato_salad,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,30.0,24.0,40.0,,plate,0,1.0,30.0,,,
2703,train,True,0,1,tomato,1.2916666666666667,1,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,tomato_salad,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,30.0,24.0,40.0,,plate,0,1.0,30.0,,,
2704,train,True,0,1,tomato,1.2916666666666667,1,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,tomato_salad,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,30.0,24.0,40.0,,plate,0,1.0,30.0,,,
2705,train,True,0,1,tomato,1.2916666666666667,1,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,tomato_salad,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,30.0,24.0,40.0,,plate,0,1.0,30.0,,,
2706,train,True,0,1,tomato,1.2916666666666667,1,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,tomato_salad,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,30.0,24.0,40.0,,plate,0,1.0,30.0,,,
2707,train,True,0,1,tomato,1.2916666666666667,1,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,tomato_salad,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,30.0,24.0,40.0,,plate,0,1.0,30.0,,,
2708,train,True,0,1,tomato,1.2916666666666667,1,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,tomato_salad,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,30.0,24.0,40.0,,plate,0,1.0,30.0,,,
2709,train,True,0,1,tomato,1.2916666666666667,1,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,tomato_salad,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,30.0,24.0,40.0,,plate,0,1.0,30.0,,,
2710,train,True,0,1,tomato,1.2916666666666667,1,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,tomato_salad,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,136.0,24.0,,plate,0,1.0,30.0,24.0,40.0,,plate,0,1.0,30.0,,,
2711,train,True,0,1,tomato,1.2916666666666667,1,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,tomato_salad,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,135.11611652351553,24.88388347648305,,plate,0,1.0,30.0,24.0,40.0,,plate,0,1.0,30.0,,,
2712,train,True,0,1,tomato,1.2916666666666667,1,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,tomato_salad,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,134.23223304703106,25.767766952966443,,plate,0,1.0,30.0,24.0,40.0,,plate,0,1.0,30.0,,,
2713,train,True,0,1,tomato,1.2916666666666667,1,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,tomato_salad,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,133.3483495705466,26.651650429449848,,plate,0,1.0,30.0,24.0,40.0,,plate,0,1.0,30.0,,,
2714,train,True,0,1,tomato,1.2916666666666667,1,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,tomato_salad,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,132.46446609406294,27.535533905933253,,plate,0,1.0,30.0,24.0,40.0,,plate,0,1.0,30.0,,,
2715,train,True,0,1,tomato,1.2916666666666667,1,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,tomato_salad,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,131.5805826175798,28.419417382416658,,plate,0,1.0,30.0,24.0,40.0,,plate,0,1.0,30.0,,,
2716,train,True,0,1,tomato,1.2916666666666667,1,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,tomato_salad,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,130.69669914109667,29.303300858900062,,plate,0,1.0,30.0,24.0,40.0,,plate,0,1.0,30.0,,,
2717,train,True,0,1,tomato,1.2916666666666667,1,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,tomato_salad,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,129.81281566461354,30.187184335383467,,plate,0,1.0,30.0,24.0,40.0,,plate,0,1.0,30.0,,,
2718,train,True,0,1,tomato,1.2916666666666667,1,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,tomato_salad,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,128.9289321881304,31.07106781186687,,plate,0,1.0,30.0,24.0,40.0,,plate,0,1.0,30.0,,,
2719,train,True,0,1,tomato,1.2916666666666667,1,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,tomato_salad,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,128.04504871164727,31.954951288350276,,plate,0,1.0,30.0,24.0,40.0,,plate,0,1.0,30.0,,,
2720,train,True,0,1,tomato,1.2916666666666667,1,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,tomato_salad,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,127.1611652351642,32.838834764833344,,plate,0,1.0,30.0,24.0,40.0,,plate,0,1.0,30.0,,,
2721,train,True,0,1,tomato,1.2916666666666667,1,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,tomato_salad,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,126.27728175868116,33.72271824131639,,plate,0,1.0,30.0,24.0,40.0,,plate,0,1.0,30.0,,,
2722,train,True,0,1,tomato,1.2916666666666667,1,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,tomato_salad,2,5,tomato_salad,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,125.3933982821981,34.60660171779944,,plate,0,1.0,30.0,24.0,40.0,,plate,0,1.0,30.0,,,
2723,train,True,0,1,tomato,1.2916666666666667,1,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,tomato_salad,2,4,tomato_salad,2,5,tomato_salad,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,124.50951480571506,35.4904851942827,,plate,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,
2724,train,True,0,1,tomato,1.2916666666666667,1,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,tomato_salad,2,4,tomato_salad,2,5,tomato_salad,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,123.62563132923201,36.37436867076619,,plate,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,
2725,train,True,0,1,tomato,1.2916666666666667,1,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,tomato_salad,2,4,tomato_salad,2,5,tomato_salad,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,122.74174785274896,37.25825214724968,,plate,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,
2726,train,True,0,1,tomato,1.2916666666666667,1,0,2,tomato_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,tomato_salad,2,4,tomato_salad,2,5,tomato_salad,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,121.85786437626591,38.14213562373317,,plate,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,
