tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,0634ff87155769ba_score,player_3ca64ccc_x,player_3ca64ccc_y,player_3ca64ccc_move_target,player_3ca64ccc_item,player_3ca64ccc_score,player_3ca64ccc_cut_speed,player_3ca64ccc_speed,player_77e84a63_x,player_77e84a63_y,player_77e84a63_move_target,player_77e84a63_item,player_77e84a63_score,player_77e84a63_cut_speed,player_77e84a63_speed
1727,0,1,,0,2,,0,0,0,3,tomato,1.691666666666663,1,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,55.51537769420216,88.47322284806557,,plate,0,0.2,30.0
1728,0,1,,0,2,,0,0,0,3,tomato,1.691666666666663,1,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,56.4026936592241,87.59281192943624,,plate,0,0.2,30.0
1729,0,1,,0,2,,0,0,0,3,tomato,1.691666666666663,1,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,57.286704491737936,86.70905582733658,,plate,0,0.2,30.0
1730,0,1,,0,2,,0,0,0,3,tomato,1.691666666666663,1,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,58.17071532425177,85.82529972523693,,plate,0,0.2,30.0
1731,0,1,,0,2,,0,0,0,3,tomato,1.691666666666663,1,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,59.05472615676561,84.94154362313728,,plate,0,0.2,30.0
1732,0,1,,0,2,,0,0,0,3,tomato,1.691666666666663,1,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,59.93873698927945,84.05778752103762,,plate,0,0.2,30.0
1733,0,1,,0,2,,0,0,0,3,tomato,1.691666666666663,1,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,60.822747821793286,83.17403141893797,,plate,0,0.2,30.0
1734,0,1,,0,2,,0,0,0,3,tomato,1.691666666666663,1,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,61.70675865430712,82.29027531683832,,plate,0,0.2,30.0
1735,0,1,,0,2,,0,0,0,3,tomato,1.691666666666663,1,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,62.59076948682096,81.40651921473867,,plate,0,0.2,30.0
1736,0,1,,0,2,,0,0,0,3,tomato,1.691666666666663,1,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,63.4747803193348,80.52276311263901,,plate,0,0.2,30.0
1737,0,1,,0,2,,0,0,0,3,tomato,1.691666666666663,1,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,64.35879115184892,79.63900701053936,,plate,0,0.2,30.0
1738,0,1,,0,2,,0,0,0,3,tomato,1.691666666666663,1,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,65.24280198436347,78.7552509084397,,plate,0,0.2,30.0
1739,0,1,,0,2,,0,0,0,3,tomato,1.691666666666663,1,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,66.12681281687802,77.87149480634005,,plate,0,0.2,30.0
1740,0,1,,0,2,,0,0,0,3,tomato,1.691666666666663,1,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,67.01082364939256,76.9877387042404,,plate,0,0.2,30.0
1741,0,1,,0,2,,0,0,0,3,tomato,1.691666666666663,1,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,67.89483448190711,76.10398260214075,,plate,0,0.2,30.0
1742,0,1,,0,2,,0,0,0,3,tomato,1.691666666666663,1,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,68.77884531442166,75.2202265000411,,plate,0,0.2,30.0
1743,0,1,,0,2,,0,0,0,3,tomato,1.691666666666663,1,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,69.6628561469362,74.33647039794144,,plate,0,0.2,30.0
1744,0,1,,0,2,,0,0,0,3,tomato,1.691666666666663,1,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,70.54686697945075,73.45271429584179,,plate,0,0.2,30.0
1745,0,1,,0,2,,0,0,0,3,tomato,1.691666666666663,1,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,71.4308778119653,72.56895819374213,,plate,0,0.2,30.0
1746,0,1,,0,2,,0,0,0,3,tomato,1.691666666666663,1,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,72.31481568011074,71.6851291166301,,plate,0,0.2,30.0
1747,0,1,,0,2,,0,0,0,3,tomato,1.691666666666663,1,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,73.19870071198889,70.80124719554357,,plate,0,0.2,30.0
1748,0,1,,0,2,,0,0,0,3,tomato,1.691666666666663,1,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,74.0825857438667,69.91736527445704,,plate,0,0.2,30.0
1749,0,1,,0,2,,0,0,0,3,tomato,1.691666666666663,1,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,74.96647077574448,69.03348335337051,,plate,0,0.2,30.0
1750,0,1,,0,2,,0,0,0,3,tomato,1.691666666666663,1,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,75.85035580762225,68.14960143228399,,plate,0,0.2,30.0
1751,0,1,,0,2,,0,0,0,3,tomato,1.691666666666663,1,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,76.73424083950002,67.26571951119746,,plate,0,0.2,30.0
1752,0,1,,0,2,,0,0,0,3,tomato,1.691666666666663,1,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,77.6181258713778,66.38183759011093,,plate,0,0.2,30.0
1753,0,1,,0,2,,0,0,0,3,tomato,1.691666666666663,1,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,78.50201090325558,65.4979556690244,,plate,0,0.2,30.0
1754,0,1,,0,2,,0,0,0,3,tomato,1.691666666666663,1,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,79.38589593513336,64.61407374793788,,plate,0,0.2,30.0
1755,0,1,,0,2,,0,0,0,3,tomato,1.691666666666663,1,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,80.26978096701113,63.73019182685135,,plate,0,0.2,30.0
1756,0,1,,0,2,,0,0,0,3,tomato,1.691666666666663,1,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,81.15366599888891,62.84630990576483,,plate,0,0.2,30.0
1757,0,1,,0,2,,0,0,0,3,tomato,1.691666666666663,1,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,82.03755103076668,61.9624279846783,,plate,0,0.2,30.0
1758,0,1,,0,2,,0,0,0,3,tomato,1.691666666666663,1,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,82.92143606264446,61.07854606359177,,plate,0,0.2,30.0
1759,0,1,,0,2,,0,0,0,3,tomato,1.691666666666663,1,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,83.80532109452224,60.194664142505246,,plate,0,0.2,30.0
1760,0,1,,0,2,,0,0,0,3,tomato,1.691666666666663,1,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,84.68920612640001,59.31078222141872,,plate,0,0.2,30.0
1761,0,1,,0,2,,0,0,0,3,tomato,1.691666666666663,1,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,85.57309115827779,58.42690030033219,,plate,0,0.2,30.0
1762,0,1,,0,2,,0,0,0,3,tomato,1.691666666666663,1,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,86.45697619015556,57.543018379245666,,plate,0,0.2,30.0
1763,0,1,,0,2,,0,0,0,3,tomato,1.691666666666663,1,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,87.34086122203334,56.65913645815914,,plate,0,0.2,30.0
1764,0,1,,0,2,,0,0,0,3,tomato,1.691666666666663,1,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,88.0,56.0,,plate,0,0.2,30.0
1765,0,1,,0,2,,0,0,0,3,tomato,1.691666666666663,1,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,88.0,56.0,,plate,0,0.2,30.0
1766,0,1,,0,2,,0,0,0,3,tomato,1.691666666666663,1,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,88.0,56.0,,plate,0,0.2,30.0
1767,0,1,,0,2,,0,0,0,3,tomato,1.691666666666663,1,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,88.0,56.0,,plate,0,0.2,30.0
1768,0,1,,0,2,,0,0,0,3,tomato,1.691666666666663,1,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,88.0,56.0,,plate,0,0.2,30.0
1769,0,1,,0,2,,0,0,0,3,tomato,1.691666666666663,1,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,88.0,56.0,,plate,0,0.2,30.0
1770,0,1,,0,2,,0,0,0,3,tomato,1.691666666666663,1,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,88.0,56.0,,plate,0,0.2,30.0
1771,0,1,,0,2,,0,0,0,3,tomato,1.691666666666663,1,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,88.0,56.0,,plate,0,0.2,30.0
1772,0,1,,0,2,,0,0,0,3,tomato,1.691666666666663,1,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,88.0,56.0,,plate,0,0.2,30.0
1773,0,1,,0,2,,0,0,0,3,tomato,1.691666666666663,1,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,88.0,56.0,,plate,0,0.2,30.0
1774,0,1,,0,2,,0,0,0,3,tomato,1.691666666666663,1,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,88.0,56.0,,plate,0,0.2,30.0
1775,0,1,,0,2,,0,0,0,3,tomato,1.691666666666663,1,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,88.0,56.0,,plate,0,0.2,30.0
1776,0,1,,0,2,,0,0,0,3,tomato,1.691666666666663,1,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,88.0,56.0,,plate,0,0.2,30.0
1777,0,1,,0,2,,0,0,0,3,tomato,1.691666666666663,1,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,88.0,56.0,,plate,0,0.2,30.0
1778,0,1,,0,2,,0,0,0,3,tomato,1.691666666666663,1,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,88.0,56.0,,plate,0,0.2,30.0
1779,0,1,,0,2,,0,0,0,3,tomato,1.691666666666663,1,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,88.0,56.0,,plate,0,0.2,30.0
1780,0,1,,0,2,,0,0,0,3,tomato,1.691666666666663,1,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,88.0,56.0,,plate,0,0.2,30.0
1781,0,1,,0,2,,0,0,0,3,tomato,1.691666666666663,1,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,88.0,56.0,,plate,0,0.2,30.0
1782,0,1,,0,2,,0,0,0,3,tomato,1.691666666666663,1,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,88.0,56.0,,plate,0,0.2,30.0
1783,0,1,,0,2,,0,0,0,3,tomato,1.691666666666663,1,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,88.0,56.0,,plate,0,0.2,30.0
1784,0,1,,0,2,,0,0,0,3,tomato,1.691666666666663,1,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,88.0,56.0,,plate,0,0.2,30.0
1785,0,1,,0,2,,0,0,0,3,tomato,1.691666666666663,1,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,88.0,56.0,,plate,0,0.2,30.0
1786,0,1,,0,2,,0,0,0,3,tomato,1.691666666666663,1,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,88.0,56.0,,plate,0,0.2,30.0
1787,0,1,,0,2,,0,0,0,3,tomato,1.691666666666663,1,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,88.0,56.0,,plate,0,0.2,30.0
1788,0,1,,0,2,,0,0,0,3,tomato,1.691666666666663,1,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,88.0,56.0,,plate,0,0.2,30.0
1789,0,1,,0,2,,0,0,0,3,tomato,1.691666666666663,1,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,88.0,56.0,,plate,0,0.2,30.0
1790,0,1,,0,2,,0,0,0,3,tomato,1.691666666666663,1,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,88.0,56.0,,plate,0,0.2,30.0
1791,0,1,,0,2,,0,0,0,3,tomato,1.691666666666663,1,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,88.0,56.0,,plate,0,0.2,30.0
1792,0,1,,0,2,,0,0,0,3,tomato,1.691666666666663,1,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,88.0,56.0,,plate,0,0.2,30.0
1793,0,1,,0,2,,0,0,0,3,tomato,1.691666666666663,1,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,88.0,56.0,,plate,0,0.2,30.0
1794,0,1,,0,2,,0,0,0,3,tomato,1.691666666666663,1,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,88.0,56.0,,plate,0,0.2,30.0
1795,0,1,,0,2,,0,0,0,3,tomato,1.691666666666663,1,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,88.0,56.0,,plate,0,0.2,30.0
1796,0,1,,0,2,,0,0,0,3,tomato,1.691666666666663,1,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,88.0,56.0,,plate,0,0.2,30.0
1797,0,1,,0,2,,0,0,0,3,tomato,1.691666666666663,1,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,88.0,56.0,,plate,0,0.2,30.0
1798,0,1,,0,2,,0,0,0,3,tomato,1.691666666666663,1,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,88.0,56.0,,plate,0,0.2,30.0
1799,0,1,,0,2,,0,0,0,3,tomato,1.691666666666663,1,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,88.0,56.0,,plate,0,0.2,30.0
1800,0,1,,0,2,,0,0,0,3,tomato,1.691666666666663,1,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,88.0,56.0,,plate,0,0.2,30.0
1801,0,1,,0,2,,0,0,0,3,tomato,1.691666666666663,1,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,88.0,56.0,,plate,0,0.2,30.0
1802,0,1,,0,2,,0,0,0,3,tomato,1.691666666666663,1,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,88.0,56.0,,plate,0,0.2,30.0
1803,0,1,,0,2,,0,0,0,3,tomato,1.691666666666663,1,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,88.0,56.0,,plate,0,0.2,30.0
1804,0,1,,0,2,,0,0,0,3,tomato,1.691666666666663,1,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,88.0,56.0,,plate,0,0.2,30.0
1805,0,1,,0,2,,0,0,0,3,tomato,1.691666666666663,1,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,88.0,56.0,,plate,0,0.2,30.0
1806,0,1,,0,2,,0,0,0,3,tomato,1.691666666666663,1,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,88.0,56.0,,plate,0,0.2,30.0
1807,0,1,,0,2,,0,0,0,3,tomato,1.691666666666663,1,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,88.0,56.0,,plate,0,0.2,30.0
1808,0,1,,0,2,,0,0,0,3,tomato,1.691666666666663,1,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,88.0,56.0,,plate,0,0.2,30.0
1809,0,1,,0,2,,0,0,0,3,tomato,1.691666666666663,1,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,88.0,56.0,,plate,0,0.2,30.0
