tick,phase,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,7422774d0143e485_score,player_fcba4d88_x,player_fcba4d88_y,player_fcba4d88_move_target,player_fcba4d88_item,player_fcba4d88_score,player_fcba4d88_cut_speed,player_fcba4d88_speed,player_611faa82_x,player_611faa82_y,player_611faa82_move_target,player_611faa82_item,player_611faa82_score,player_611faa82_cut_speed,player_611faa82_speed,244e3f0ca96309c7_score,a98bb1b9539f772b_message,77eb7591ba6a6def_score
3230,test,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.99917463404145,93.5949672861161,,,0,1.0,30.0,120.65378202977331,39.15675848912626,,,0,1.0,30.0,,,0.0
3231,test,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.99935903323177,92.34496729971703,,,0,1.0,30.0,121.54313831077206,38.278381915299555,,,0,1.0,30.0,,,0.0
3232,test,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.99954343242209,91.09496731331795,,,0,1.0,30.0,122.43249459177082,37.40000534147284,,,0,1.0,30.0,,,0.0
3233,test,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.999727831612404,89.84496732691888,,,0,1.0,30.0,123.32185087276957,36.52162876764613,,,0,1.0,30.0,,,0.0
3234,test,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.99991223080253,88.5949673405198,,,0,1.0,30.0,124.21120715376833,35.643252193819414,,,0,1.0,30.0,,,0.0
3235,test,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.999972748101165,87.34496734487384,,,0,1.0,30.0,125.10056343476708,34.76487561999271,,,0,1.0,30.0,,,0.0
3236,test,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.999974968039176,86.0949673448764,,,0,1.0,30.0,125.98991971576584,33.886499046165994,,,0,1.0,30.0,,,0.0
3237,test,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.99997718797719,84.84496734487895,,,0,1.0,30.0,126.87927599676459,33.00812247233928,,,0,1.0,30.0,,,0.0
3238,test,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.9999794079152,83.59496734488151,,,0,1.0,30.0,127.76863227776334,32.12974589851257,,,0,1.0,30.0,,,0.0
3239,test,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.99998162785321,82.34496734488407,,,0,1.0,30.0,128.6579885587621,31.251369324685733,,,0,1.0,30.0,,,0.0
3240,test,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.99998384779122,81.09496734488663,,,0,1.0,30.0,129.54734483976085,30.372992750858877,,,0,1.0,30.0,,,0.0
3241,test,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.99998606772923,79.84496734488918,,,0,1.0,30.0,130.4367011207596,29.49461617703202,,,0,1.0,30.0,,,0.0
3242,test,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.99998828766692,78.59496734489174,,,0,1.0,30.0,131.32605740175836,28.616239603205166,,,0,1.0,30.0,,,0.0
3243,test,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.99999050760458,77.3449673448943,,,0,1.0,30.0,132.21541368275712,27.73786302937831,,,0,1.0,30.0,,,0.0
3244,test,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.999992727542235,76.09496734489686,,,0,1.0,30.0,133.10476996375587,26.859486455551455,,,0,1.0,30.0,,,0.0
3245,test,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.99999494747989,74.84496734489942,,,0,1.0,30.0,133.99412624475463,25.98110988172474,,,0,1.0,30.0,,,0.0
3246,test,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.99999716741755,73.59496734490197,,,0,1.0,30.0,134.88348252575338,25.10273330789824,,,0,1.0,30.0,,,0.0
3247,test,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.9999993873552,72.34496734490453,,,0,1.0,30.0,135.77283880675213,24.224356734071804,,,0,1.0,30.0,,,0.0
3248,test,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.99999967726611,71.09496734490459,,,0,1.0,30.0,136.0,24.0,,,0,1.0,30.0,,,0.0
3249,test,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.9999997039914,69.8449673449043,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
3250,test,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.99999973071669,68.59496734490402,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
3251,test,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.99999975744198,67.34496734490374,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
3252,test,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.999999784167265,66.09496734490345,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
3253,test,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.999999810892554,64.84496734490317,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
3254,test,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.99999983761784,63.594967344902884,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
3255,test,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.99999986434313,62.3449673449026,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
3256,test,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.99999989106842,61.094967344902315,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
3257,test,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.99999991779371,59.84496734490203,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
3258,test,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.999999944519,58.59496734490175,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
3259,test,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.999999971244286,57.34496734490146,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
3260,test,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.07028117320021,56.1238297591418,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
3261,test,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.94879589030841,55.23460993714927,,,0,1.0,30.0,134.75000000000114,24.0,,plate,0,1.0,30.0,,,0.0
3262,test,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,57.827310607416614,54.345390115156746,,,0,1.0,30.0,133.50000000000227,24.0,,plate,0,1.0,30.0,,,0.0
3263,test,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,58.70582532452482,53.45617029316422,,,0,1.0,30.0,132.2500000000034,24.0,,plate,0,1.0,30.0,,,0.0
3264,test,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,59.58434004163302,52.566950471171694,,,0,1.0,30.0,131.00000000000455,24.0,,plate,0,1.0,30.0,,,0.0
3265,test,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,60.46285475874122,51.67773064917917,,,0,1.0,30.0,129.75000000000568,24.0,,plate,0,1.0,30.0,,,0.0
3266,test,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,61.341369475849426,50.78851082718664,,,0,1.0,30.0,128.50000000000682,24.0,,plate,0,1.0,30.0,,,0.0
3267,test,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,62.21988419295763,49.899291005194115,,,0,1.0,30.0,127.2500000000071,24.0,,plate,0,1.0,30.0,,,0.0
3268,test,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,63.09839891006583,49.01007118320159,,,0,1.0,30.0,126.00000000000682,24.0,,plate,0,1.0,30.0,,,0.0
3269,test,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,63.976913627174035,48.12085136120906,,,0,1.0,30.0,124.75000000000654,24.0,,plate,0,1.0,30.0,,,0.0
3270,test,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,64.85542834428225,47.23163153921654,,,0,1.0,30.0,123.50000000000625,24.0,,plate,0,1.0,30.0,,,0.0
3271,test,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,65.73394306139045,46.34241171722465,,,0,1.0,30.0,122.25000000000597,24.0,,plate,0,1.0,30.0,,,0.0
3272,test,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,66.61245777849865,45.45319189523277,,,0,1.0,30.0,121.00000000000568,24.0,,plate,0,1.0,30.0,,,0.0
3273,test,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,67.49097249560685,44.56397207324089,,,0,1.0,30.0,119.8763439699661,24.30755190613945,,plate,0,1.0,30.0,,,0.0
3274,test,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,68.36948721271506,43.67475225124901,,,0,1.0,30.0,118.9873267412821,25.186271637966456,,plate,0,1.0,30.0,,,0.0
3275,test,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,69.24800192982326,42.78553242925713,,,0,1.0,30.0,118.0983095125981,26.06499136979346,,plate,0,1.0,30.0,,,0.0
3276,test,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,70.12651664693146,41.89631260726525,,,0,1.0,30.0,117.20929228391411,26.943711101620465,,plate,0,1.0,30.0,,,0.0
3277,test,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,71.00503136403967,41.00709278527337,,,0,1.0,30.0,116.32027505523011,27.82243083344747,,plate,0,1.0,30.0,,,0.0
3278,test,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,71.88402341848936,40.11834738380529,,,0,1.0,30.0,115.43125782654612,28.70115056527412,,plate,0,1.0,30.0,,,0.0
3279,test,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,72.76784188383638,39.23439890096692,,,0,1.0,30.0,114.54224059786175,29.57987029710077,,plate,0,1.0,30.0,,,0.0
3280,test,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,73.6516603491834,38.35045041812856,,,0,1.0,30.0,113.6532233691772,30.458590028927418,,plate,0,1.0,30.0,,,0.0
3281,test,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,74.53547881453042,37.4665019352902,,,0,1.0,30.0,112.76420614049265,31.337309760754067,,plate,0,1.0,30.0,,,0.0
3282,test,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,75.41929727987744,36.58255345245183,,,0,1.0,30.0,111.87518891180801,32.2160294925808,,plate,0,1.0,30.0,,,0.0
3283,test,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,76.30311574522446,35.69860496961347,,,0,1.0,30.0,110.98617168312309,33.094749224407806,,plate,0,1.0,30.0,,,0.0
3284,test,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,77.18693421057148,34.81465648677511,,,0,1.0,30.0,110.09715445443817,33.97346895623481,,plate,0,1.0,30.0,,,0.0
3285,test,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,78.0707526759185,33.93070800393674,,,0,1.0,30.0,109.20813722575326,34.852188688061815,,plate,0,1.0,30.0,,,0.0
3286,test,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,78.95457114126552,33.04675952109838,,,0,1.0,30.0,108.31911999706834,35.73090841988882,,plate,0,1.0,30.0,,,0.0
3287,test,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,79.83838960661254,32.16281103826002,,,0,1.0,30.0,107.43010276838343,36.609628151715825,,plate,0,1.0,30.0,,,0.0
3288,test,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,80.72220807195956,31.27886255542179,,,0,1.0,30.0,106.54108553969851,37.48834788354283,,plate,0,1.0,30.0,,,0.0
3289,test,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,81.60602653730658,30.394914072583596,,,0,1.0,30.0,105.6520683110136,38.367067615369834,,plate,0,1.0,30.0,,,0.0
3290,test,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,82.4898450026536,29.510965589745403,,,0,1.0,30.0,104.76305108232869,39.24578734719684,,plate,0,1.0,30.0,,,0.0
3291,test,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,83.37366346800061,28.62701710690721,,,0,1.0,30.0,103.74411162538074,39.81349821690576,,plate,0,1.0,30.0,,,0.0
3292,test,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,84.25748193334763,27.743068624069018,,,0,1.0,30.0,102.49419931818743,39.82830444284919,,plate,0,1.0,30.0,,,0.0
3293,test,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,85.14130039869465,26.859120141230825,,,0,1.0,30.0,101.24428701099411,39.84311066879262,,plate,0,1.0,30.0,,,0.0
3294,test,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,86.02511886404167,25.97517165839238,,,0,1.0,30.0,99.9943747038008,39.85791689473605,,plate,0,1.0,30.0,,,0.0
3295,test,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,86.90893732938869,25.091223175553832,,,0,1.0,30.0,98.74446239660749,39.87272312067948,,plate,0,1.0,30.0,,,0.0
3296,test,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,87.79275579473548,24.207274692715217,,,0,1.0,30.0,97.49455008941418,39.88752934662291,,plate,0,1.0,30.0,,,0.0
3297,test,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,,0,1.0,30.0,96.24463778222086,39.902335572566344,,plate,0,1.0,30.0,,,0.0
3298,test,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,0,1.0,30.0,94.99472547502755,39.917141798509775,,plate,0,1.0,30.0,,,0.0
3299,test,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,0,1.0,30.0,93.74481316783424,39.931948024453206,,plate,0,1.0,30.0,,,0.0
