tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,7980b31b9eceee09_score,player_16647749_x,player_16647749_y,player_16647749_move_target,player_16647749_item,player_16647749_score,player_16647749_cut_speed,player_16647749_speed,player_68e24335_x,player_68e24335_y,player_68e24335_move_target,player_68e24335_item,player_68e24335_score,player_68e24335_cut_speed,player_68e24335_speed
1873,0,1,,0,2,None_cut,3.499999999999996,3,0,3,tomato,0.3833333333333337,0,2,2,tomato_salad,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.32934082696633,39.67230624313689,,,0,1.0,12.0,24.0,76.00000000000455,,,0,0.2,30.0
1874,0,1,,0,2,None_cut,3.499999999999996,3,0,3,tomato,0.3833333333333337,0,2,2,tomato_salad,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,87.88322189730538,39.80662738755749,,,0,1.0,12.0,24.0,77.25000000000483,,,0,0.2,30.0
1875,0,1,,0,2,None_cut,3.499999999999996,3,0,3,tomato,0.3833333333333337,0,2,2,tomato_salad,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,87.38325894869179,39.812714259737824,,,0,1.0,12.0,24.0,78.50000000000512,,,0,0.2,30.0
1876,0,1,,0,2,None_cut,3.499999999999996,3,0,3,tomato,0.3833333333333337,0,2,2,tomato_salad,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,86.8832960000782,39.81880113191816,,,0,1.0,12.0,24.0,79.7500000000054,,,0,0.2,30.0
1877,0,1,,0,2,None_cut,3.499999999999996,3,0,3,tomato,0.3833333333333337,0,2,2,tomato_salad,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,86.38333305146462,39.82488800409849,,,0,1.0,12.0,24.0,81.00000000000568,,,0,0.2,30.0
1878,0,1,,0,2,None_cut,3.499999999999996,3,0,3,tomato,0.3833333333333337,0,2,2,tomato_salad,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,85.88337010285103,39.83097487627882,,,0,1.0,12.0,24.0,82.25000000000597,,,0,0.2,30.0
1879,0,1,,0,2,None_cut,3.499999999999996,3,0,3,tomato,0.3833333333333337,0,2,2,tomato_salad,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,85.38340715423745,39.837061748459156,,,0,1.0,12.0,24.0,83.50000000000625,,,0,0.2,30.0
1880,0,1,,0,2,None_cut,3.499999999999996,3,0,3,tomato,0.3833333333333337,0,2,2,tomato_salad,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,84.88344420562386,39.84314862063949,,,0,1.0,12.0,24.0,84.75000000000654,,,0,0.2,30.0
1881,0,1,,0,2,None_cut,3.499999999999996,3,0,3,tomato,0.3833333333333337,0,2,2,tomato_salad,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,84.38348125701027,39.84923549281982,,,0,1.0,12.0,24.0,86.00000000000682,,,0,0.2,30.0
1882,0,1,,0,2,None_cut,3.499999999999996,3,0,3,tomato,0.3833333333333337,0,2,2,tomato_salad,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,84.88346649059311,39.85307817399681,,,0,1.0,12.0,24.0,87.2500000000071,,,0,0.2,30.0
1883,0,1,,0,2,None_cut,3.499999999999996,3,0,3,tomato,0.3833333333333337,0,2,2,tomato_salad,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,85.38345172417594,39.856920855174124,,,0,1.0,12.0,24.0,88.0,,,0,0.2,30.0
1884,0,1,,0,2,None_cut,3.499999999999996,3,0,3,tomato,0.3833333333333337,0,2,2,tomato_salad,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,85.88343695775878,39.86076353635147,,,0,1.0,12.0,24.0,88.0,,plate,0,0.2,30.0
1885,0,1,,0,2,None_cut,3.499999999999996,3,0,3,tomato,0.3833333333333337,0,2,2,tomato_salad,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,86.38342219134161,39.86460621752881,,,0,1.0,12.0,24.0,88.0,,plate,0,0.2,30.0
1886,0,1,,0,2,None_cut,3.499999999999996,3,0,3,tomato,0.3833333333333337,0,2,2,tomato_salad,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,86.88340742492444,39.868448898706156,,,0,1.0,12.0,24.0,88.0,,plate,0,0.2,30.0
1887,0,1,,0,2,None_cut,3.499999999999996,3,0,3,tomato,0.3833333333333337,0,2,2,tomato_salad,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,87.38339265850728,39.872291579883495,,,0,1.0,12.0,24.0,88.0,,plate,0,0.2,30.0
1888,0,1,,0,2,None_cut,3.499999999999996,3,0,3,tomato,0.3833333333333337,0,2,2,tomato_salad,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,87.88337789209011,39.87613426106084,,,0,1.0,12.0,24.0,88.0,,plate,0,0.2,30.0
1889,0,1,,0,2,None_cut,3.499999999999996,3,0,3,tomato,0.3833333333333337,0,2,2,tomato_salad,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.38336312567294,39.87997694223818,,,0,1.0,12.0,24.0,88.0,,plate,0,0.2,30.0
1890,0,1,,0,2,None_cut,3.499999999999996,3,0,3,tomato,0.3833333333333337,0,2,2,tomato_salad,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.88334835925578,39.883819623415526,,,0,1.0,12.0,24.0,88.0,,plate,0,0.2,30.0
1891,0,1,,0,2,None_cut,3.499999999999996,3,0,3,tomato,0.3833333333333337,0,2,2,tomato_salad,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,89.38333359283861,39.887662304592865,,,0,1.0,12.0,24.0,88.0,,plate,0,0.2,30.0
1892,0,1,,0,2,None_cut,3.499999999999996,3,0,3,tomato,0.3833333333333337,0,2,2,tomato_salad,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,89.88331882642144,39.89150498577021,,,0,1.0,12.0,24.0,88.0,,plate,0,0.2,30.0
1893,0,1,,0,2,None_cut,3.499999999999996,3,0,3,tomato,0.3833333333333337,0,2,2,tomato_salad,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,90.38330406000428,39.89534766694755,,,0,1.0,12.0,24.0,88.0,,plate,0,0.2,30.0
1894,0,1,,0,2,None_cut,3.499999999999996,3,0,3,tomato,0.3833333333333337,0,2,2,tomato_salad,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,90.88328929358711,39.8991903481249,,,0,1.0,12.0,24.0,88.0,,plate,0,0.2,30.0
1895,0,1,,0,2,None_cut,3.499999999999996,3,0,3,tomato,0.3833333333333337,0,2,2,tomato_salad,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,91.38327452716995,39.903033029302236,,,0,1.0,12.0,24.0,88.0,,plate,0,0.2,30.0
1896,0,1,,0,2,None_cut,3.499999999999996,3,0,3,tomato,0.3833333333333337,0,2,2,tomato_salad,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,91.88325976075278,39.90687571047958,,,0,1.0,12.0,24.0,88.0,,plate,0,0.2,30.0
1897,0,1,,0,2,None_cut,3.499999999999996,3,0,3,tomato,0.3833333333333337,0,2,2,tomato_salad,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,92.38324499433561,39.91071839165692,,,0,1.0,12.0,24.0,88.0,,plate,0,0.2,30.0
1898,0,1,,0,2,None_cut,3.499999999999996,3,0,3,tomato,0.3833333333333337,0,2,2,tomato_salad,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,92.88323022791845,39.91456107283426,,,0,1.0,12.0,24.0,88.0,,plate,0,0.2,30.0
1899,0,1,,0,2,None_cut,3.499999999999996,3,0,3,tomato,0.3833333333333337,0,2,2,tomato_salad,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,93.38321546150128,39.91840375401161,,,0,1.0,12.0,24.0,88.0,,plate,0,0.2,30.0
1900,0,1,,0,2,None_cut,3.499999999999996,3,0,3,tomato,0.3833333333333337,0,2,2,tomato_salad,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,93.88320069508411,39.922246435188946,,,0,1.0,12.0,24.0,88.0,,plate,0,0.2,30.0
1901,0,1,,0,2,None_cut,3.499999999999996,3,0,3,tomato,0.3833333333333337,0,2,2,tomato_salad,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,94.38318592866695,39.92608911636629,,,0,1.0,12.0,24.0,88.0,,plate,0,0.2,30.0
1902,0,1,,0,2,None_cut,3.499999999999996,3,0,3,tomato,0.3833333333333337,0,2,2,tomato_salad,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,94.88317116224978,39.92993179754363,,,0,1.0,12.0,24.0,88.0,,plate,0,0.2,30.0
1903,0,1,,0,2,None_cut,3.499999999999996,3,0,3,tomato,0.3833333333333337,0,2,2,tomato_salad,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,95.38315639583261,39.93377447872098,,,0,1.0,12.0,24.0,88.0,,plate,0,0.2,30.0
1904,0,1,,0,2,None_cut,3.499999999999996,3,0,3,tomato,0.3833333333333337,0,2,2,tomato_salad,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,95.88314162941545,39.937617159898316,,,0,1.0,12.0,24.0,88.0,,plate,0,0.2,30.0
1905,0,1,,0,2,None_cut,3.499999999999996,3,0,3,tomato,0.3833333333333337,0,2,2,tomato_salad,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,96.38312686299828,39.94145984107566,,,0,1.0,12.0,24.0,88.0,,plate,0,0.2,30.0
1906,0,1,,0,2,None_cut,3.499999999999996,3,0,3,tomato,0.3833333333333337,0,2,2,tomato_salad,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,96.88311209658112,39.945302522253,,,0,1.0,12.0,24.0,88.0,,plate,0,0.2,30.0
1907,0,1,,0,2,None_cut,3.499999999999996,3,0,3,tomato,0.3833333333333337,0,2,2,tomato_salad,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,97.38309733016395,39.94914520343035,,,0,1.0,12.0,24.0,88.0,,plate,0,0.2,30.0
1908,0,1,,0,2,None_cut,3.499999999999996,3,0,3,tomato,0.3833333333333337,0,2,2,tomato_salad,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,97.88308256374678,39.95298788460769,,,0,1.0,12.0,24.0,88.0,,plate,0,0.2,30.0
1909,0,1,,0,2,None_cut,3.499999999999996,3,0,3,tomato,0.3833333333333337,0,2,2,tomato_salad,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,98.38306779732962,39.95683056578503,,,0,1.0,12.0,24.0,88.0,,plate,0,0.2,30.0
1910,0,1,,0,2,None_cut,3.499999999999996,3,0,3,tomato,0.3833333333333337,0,2,2,tomato_salad,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,98.88305303091245,39.96067324696237,,,0,1.0,12.0,24.0,88.0,,plate,0,0.2,30.0
1911,0,1,,0,2,None_cut,3.499999999999996,3,0,3,tomato,0.3833333333333337,0,2,2,tomato_salad,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,99.38303826449528,39.96451592813972,,,0,1.0,12.0,24.0,88.0,,plate,0,0.2,30.0
1912,0,1,,0,2,None_cut,3.499999999999996,3,0,3,tomato,0.3833333333333337,0,2,2,tomato_salad,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,99.88302349807812,39.96835860931706,,,0,1.0,12.0,24.0,88.0,,plate,0,0.2,30.0
1913,0,1,,0,2,None_cut,3.499999999999996,3,0,3,tomato,0.3833333333333337,0,2,2,tomato_salad,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,100.38300873166095,39.972201290494404,,,0,1.0,12.0,24.0,88.0,,plate,0,0.2,30.0
1914,0,1,,0,2,None_cut,3.499999999999996,3,0,3,tomato,0.3833333333333337,0,2,2,tomato_salad,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,100.88299396524378,39.97604397167174,,,0,1.0,12.0,24.0,88.0,,plate,0,0.2,30.0
1915,0,1,,0,2,None_cut,3.499999999999996,3,0,3,tomato,0.3833333333333337,0,2,2,tomato_salad,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,101.38297919882662,39.97988665284909,,,0,1.0,12.0,24.0,88.0,,plate,0,0.2,30.0
1916,0,1,,0,2,None_cut,3.499999999999996,3,0,3,tomato,0.3833333333333337,0,2,2,tomato_salad,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,101.88296443240945,39.98372933402643,,,0,1.0,12.0,24.0,88.0,,plate,0,0.2,30.0
1917,0,1,,0,2,None_cut,3.499999999999996,3,0,3,tomato,0.3833333333333337,0,2,2,tomato_salad,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,102.38294966599229,39.98757201520377,,,0,1.0,12.0,24.0,88.0,,plate,0,0.2,30.0
1918,0,1,,0,2,None_cut,3.499999999999996,3,0,3,tomato,0.3833333333333337,0,2,2,tomato_salad,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,102.88293489957512,39.99141469638111,,,0,1.0,12.0,24.0,88.0,,plate,0,0.2,30.0
1919,0,1,,0,2,None_cut,3.499999999999996,3,0,3,tomato,0.3833333333333337,0,2,2,tomato_salad,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,103.38292013315795,39.99525737755845,,,0,1.0,12.0,24.0,88.0,,,0,0.2,30.0
1920,0,1,,0,2,None_cut,3.499999999999996,3,0,3,tomato,0.3833333333333337,0,2,2,tomato_salad,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,40.0,,,0,1.0,12.0,24.0,88.0,,,0,0.2,30.0
1921,0,1,,0,2,None_cut,3.499999999999996,3,0,3,tomato,0.3833333333333337,0,2,2,tomato_salad,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,103.50000000000045,40.0,,,0,1.0,12.0,24.0,88.0,,,0,0.2,30.0
1922,0,1,,0,2,None_cut,3.499999999999996,3,0,3,tomato,0.3833333333333337,0,2,2,tomato_salad,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,103.00000000000091,40.0,,,0,1.0,12.0,24.0,88.0,,,0,0.2,30.0
1923,0,1,,0,2,None_cut,3.499999999999996,3,0,3,tomato,0.3833333333333337,0,2,2,tomato_salad,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,102.50000000000136,40.0,,,0,1.0,12.0,24.0,88.0,,,0,0.2,30.0
1924,0,1,,0,2,None_cut,3.499999999999996,3,0,3,tomato,0.3833333333333337,0,2,2,tomato_salad,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,102.00000000000182,40.0,,,0,1.0,12.0,24.0,88.0,,,0,0.2,30.0
1925,0,1,,0,2,None_cut,3.499999999999996,3,0,3,tomato,0.3833333333333337,0,2,2,tomato_salad,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,101.50000000000227,40.0,,,0,1.0,12.0,24.0,88.0,,,0,0.2,30.0
1926,0,1,,0,2,None_cut,3.499999999999996,3,0,3,tomato,0.3833333333333337,0,2,2,tomato_salad,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,101.00000000000273,40.0,,,0,1.0,12.0,24.0,88.0,,,0,0.2,30.0
1927,0,1,,0,2,None_cut,3.499999999999996,3,0,3,tomato,0.3833333333333337,0,2,2,tomato_salad,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,100.50000000000318,40.0,,,0,1.0,12.0,24.0,88.0,,,0,0.2,30.0
1928,0,1,,0,2,None_cut,3.499999999999996,3,0,3,tomato,0.3833333333333337,0,2,2,tomato_salad,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,100.00000000000364,40.0,,,0,1.0,12.0,24.0,88.0,,,0,0.2,30.0
1929,0,1,,0,2,None_cut,3.499999999999996,3,0,3,tomato,0.3833333333333337,0,2,2,tomato_salad,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,99.50000000000409,40.0,,,0,1.0,12.0,24.0,88.0,,,0,0.2,30.0
1930,0,1,,0,2,None_cut,3.499999999999996,3,0,3,tomato,0.3833333333333337,0,2,2,tomato_salad,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,99.00000000000455,40.0,,,0,1.0,12.0,24.0,88.0,,,0,0.2,30.0
1931,0,1,,0,2,None_cut,3.499999999999996,3,0,3,tomato,0.3833333333333337,0,2,2,tomato_salad,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,98.500000000005,40.0,,,0,1.0,12.0,24.0,88.0,,,0,0.2,30.0
1932,0,1,,0,2,None_cut,3.499999999999996,3,0,3,tomato,0.3833333333333337,0,2,2,tomato_salad,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,98.00000000000546,40.0,,,0,1.0,12.0,24.0,88.0,,,0,0.2,30.0
1933,0,1,,0,2,None_cut,3.499999999999996,3,0,3,tomato,0.3833333333333337,0,2,2,tomato_salad,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,97.50000000000591,40.0,,,0,1.0,12.0,24.0,88.0,,,0,0.2,30.0
1934,0,1,,0,2,None_cut,3.499999999999996,3,0,3,tomato,0.3833333333333337,0,2,2,tomato_salad,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,97.00000000000637,40.0,,,0,1.0,12.0,24.0,88.0,,,0,0.2,30.0
1935,0,1,,0,2,None_cut,3.499999999999996,3,0,3,tomato,0.3833333333333337,0,2,2,tomato_salad,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,96.50000000000682,40.0,,,0,1.0,12.0,24.0,88.0,,,0,0.2,30.0
1936,0,1,,0,2,None_cut,3.499999999999996,3,0,3,tomato,0.3833333333333337,0,2,2,tomato_salad,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,96.00000000000728,40.0,,,0,1.0,12.0,24.0,88.0,,,0,0.2,30.0
1937,0,1,,0,2,None_cut,3.499999999999996,3,0,3,tomato,0.3833333333333337,0,2,2,tomato_salad,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,95.50000000000773,40.0,,,0,1.0,12.0,24.0,88.0,,,0,0.2,30.0
1938,0,1,,0,2,None_cut,3.499999999999996,3,0,3,tomato,0.3833333333333337,0,2,2,tomato_salad,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,95.00000000000819,40.0,,,0,1.0,12.0,24.0,88.0,,,0,0.2,30.0
1939,0,1,,0,2,None_cut,3.499999999999996,3,0,3,tomato,0.3833333333333337,0,2,2,tomato_salad,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,94.50000000000864,40.0,,,0,1.0,12.0,24.0,88.0,,,0,0.2,30.0
1940,0,1,,0,2,None_cut,3.499999999999996,3,0,3,tomato,0.3833333333333337,0,2,2,tomato_salad,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,94.0000000000091,40.0,,,0,1.0,12.0,24.0,88.0,,,0,0.2,30.0
1941,0,1,,0,2,None_cut,3.499999999999996,3,0,3,tomato,0.3833333333333337,0,2,2,tomato_salad,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,93.50000000000955,40.0,,,0,1.0,12.0,24.0,88.0,,,0,0.2,30.0
1942,0,1,,0,2,None_cut,3.499999999999996,3,0,3,tomato,0.3833333333333337,0,2,2,tomato_salad,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,93.00000000001,40.0,,,0,1.0,12.0,24.0,88.0,,,0,0.2,30.0
1943,0,1,,0,2,None_cut,3.499999999999996,3,0,3,tomato,0.3833333333333337,0,2,2,tomato_salad,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,92.50000000001046,40.0,,,0,1.0,12.0,24.0,86.74999999999972,,,0,0.2,30.0
1944,0,1,,0,2,None_cut,3.499999999999996,3,0,3,tomato,0.3833333333333337,0,2,2,tomato_salad,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,92.00000000001091,40.0,,,0,1.0,12.0,24.0,85.49999999999943,,,0,0.2,30.0
1945,0,1,,0,2,None_cut,3.499999999999996,3,0,3,tomato,0.3833333333333337,0,2,2,tomato_salad,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,91.50000000001137,40.0,,,0,1.0,12.0,24.0,84.24999999999915,,,0,0.2,30.0
1946,0,1,,0,2,None_cut,3.499999999999996,3,0,3,tomato,0.3833333333333337,0,2,2,tomato_salad,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,91.00000000001182,40.0,,,0,1.0,12.0,24.0,82.99999999999886,,,0,0.2,30.0
