tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,5c6cc64292018795_score,player_c8119b47_x,player_c8119b47_y,player_c8119b47_move_target,player_c8119b47_item,player_c8119b47_score,player_c8119b47_cut_speed,player_c8119b47_speed,player_23aab726_x,player_23aab726_y,player_23aab726_move_target,player_23aab726_item,player_23aab726_score,player_23aab726_cut_speed,player_23aab726_speed,b925d6c53df1acaf_score,498508d6aa209fea_message,b5a647d018e7def4_score
3789,test,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.9999999999999942,3,1,0,tomato_cut,3.833333333333328,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,12.0,73.50000000000398,40.0,,,0,0.2,30.0,,,0.0
3790,test,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.9999999999999942,3,1,0,tomato_cut,3.833333333333328,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,12.0,74.75000000000426,40.0,,,0,0.2,30.0,,,0.0
3791,test,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.9999999999999942,3,1,0,tomato_cut,3.833333333333328,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,12.0,76.00000000000455,40.0,,,0,0.2,30.0,,,0.0
3792,test,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.9999999999999942,3,1,0,tomato_cut,3.833333333333328,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,12.0,77.25000000000483,40.0,,,0,0.2,30.0,,,0.0
3793,test,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.9999999999999942,3,1,0,tomato_cut,3.833333333333328,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,12.0,78.50000000000512,40.0,,,0,0.2,30.0,,,0.0
3794,test,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.9999999999999942,3,1,0,tomato_cut,3.833333333333328,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,12.0,79.7500000000054,40.0,,,0,0.2,30.0,,,0.0
3795,test,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.9999999999999942,3,1,0,tomato_cut,3.833333333333328,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,12.0,81.00000000000568,40.0,,,0,0.2,30.0,,,0.0
3796,test,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.9999999999999942,3,1,0,tomato_cut,3.833333333333328,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,12.0,82.25000000000597,40.0,,,0,0.2,30.0,,,0.0
3797,test,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.9999999999999942,3,1,0,tomato_cut,3.833333333333328,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,12.0,83.50000000000625,40.0,,,0,0.2,30.0,,,0.0
3798,test,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.9999999999999942,3,1,0,tomato_cut,3.833333333333328,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,12.0,84.75000000000654,40.0,,,0,0.2,30.0,,,0.0
3799,test,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.9999999999999942,3,1,0,tomato_cut,3.833333333333328,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,12.0,86.00000000000682,40.0,,,0,0.2,30.0,,,0.0
3800,test,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.9999999999999942,3,1,0,tomato_cut,3.833333333333328,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,12.0,87.2500000000071,40.0,,,0,0.2,30.0,,,0.0
3801,test,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.9999999999999942,3,1,0,tomato_cut,3.833333333333328,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,12.0,88.50000000000739,40.0,,,0,0.2,30.0,,,0.0
3802,test,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.9999999999999942,3,1,0,tomato_cut,3.833333333333328,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,12.0,89.75000000000767,40.0,,,0,0.2,30.0,,,0.0
3803,test,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.9999999999999942,3,1,0,tomato_cut,3.833333333333328,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,12.0,91.00000000000796,40.0,,,0,0.2,30.0,,,0.0
3804,test,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.9999999999999942,3,1,0,tomato_cut,3.833333333333328,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,12.0,92.25000000000824,40.0,,,0,0.2,30.0,,,0.0
3805,test,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.9999999999999942,3,1,0,tomato_cut,3.833333333333328,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,12.0,93.50000000000853,40.0,,,0,0.2,30.0,,,0.0
3806,test,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.9999999999999942,3,1,0,tomato_cut,3.833333333333328,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,12.0,94.75000000000881,40.0,,,0,0.2,30.0,,,0.0
3807,test,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.9999999999999942,3,1,0,tomato_cut,3.833333333333328,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,12.0,96.0000000000091,40.0,,,0,0.2,30.0,,,0.0
3808,test,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.9999999999999942,3,1,0,tomato_cut,3.833333333333328,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,12.0,97.25000000000938,40.0,,,0,0.2,30.0,,,0.0
3809,test,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.9999999999999942,3,1,0,tomato_cut,3.833333333333328,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,12.0,98.50000000000966,40.0,,,0,0.2,30.0,,,0.0
3810,test,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.9999999999999942,3,1,0,tomato_cut,3.833333333333328,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,12.0,99.75000000000995,40.0,,,0,0.2,30.0,,,0.0
3811,test,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.9999999999999942,3,1,0,tomato_cut,3.833333333333328,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,12.0,101.00000000001023,40.0,,,0,0.2,30.0,,,0.0
3812,test,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.9999999999999942,3,1,0,tomato_cut,3.833333333333328,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,12.0,102.25000000001052,40.0,,,0,0.2,30.0,,,0.0
3813,test,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.9999999999999942,3,1,0,tomato_cut,3.833333333333328,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,12.0,103.5000000000108,40.0,,,0,0.2,30.0,,,0.0
3814,test,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.9999999999999942,3,1,0,tomato_cut,3.833333333333328,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,12.0,104.75000000001108,40.0,,,0,0.2,30.0,,,0.0
3815,test,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.9999999999999942,3,1,0,tomato_cut,3.833333333333328,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,12.0,106.00000000001137,40.0,,,0,0.2,30.0,,,0.0
3816,test,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.9999999999999942,3,1,0,tomato_cut,3.833333333333328,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,12.0,107.25000000001165,40.0,,,0,0.2,30.0,,,0.0
3817,test,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.9999999999999942,3,1,0,tomato_cut,3.833333333333328,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,12.0,108.50000000001194,40.0,,,0,0.2,30.0,,,0.0
3818,test,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.9999999999999942,3,1,0,tomato_cut,3.833333333333328,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,12.0,109.75000000001222,40.0,,,0,0.2,30.0,,,0.0
3819,test,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.9999999999999942,3,1,0,tomato_cut,3.833333333333328,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,12.0,111.0000000000125,40.0,,,0,0.2,30.0,,,0.0
3820,test,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.9999999999999942,3,1,0,tomato_cut,3.833333333333328,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,12.0,112.25000000001279,40.0,,,0,0.2,30.0,,,0.0
3821,test,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.9999999999999942,3,1,0,tomato_cut,3.833333333333328,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,12.0,113.50000000001307,40.0,,,0,0.2,30.0,,,0.0
3822,test,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.9999999999999942,3,1,0,tomato_cut,3.833333333333328,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,12.0,114.75000000001336,40.0,,,0,0.2,30.0,,,0.0
3823,test,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.9999999999999942,3,1,0,tomato_cut,3.833333333333328,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,12.0,116.00000000001364,40.0,,,0,0.2,30.0,,,0.0
3824,test,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.9999999999999942,3,1,0,tomato_cut,3.833333333333328,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,12.0,117.25000000001393,40.0,,,0,0.2,30.0,,,0.0
3825,test,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.9999999999999942,3,1,0,tomato_cut,3.833333333333328,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,12.0,118.50000000001421,40.0,,,0,0.2,30.0,,,0.0
3826,test,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.9999999999999942,3,1,0,tomato_cut,3.833333333333328,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,12.0,119.7500000000145,40.0,,,0,0.2,30.0,,,0.0
3827,test,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.9999999999999942,3,1,0,tomato_cut,3.833333333333328,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,12.0,120.65378202977331,39.15675848912626,,,0,0.2,30.0,,,0.0
3828,test,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.9999999999999942,3,1,0,tomato_cut,3.833333333333328,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,12.0,121.54313831077206,38.278381915299555,,,0,0.2,30.0,,,0.0
3829,test,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.9999999999999942,3,1,0,tomato_cut,3.833333333333328,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,12.0,122.43249459177082,37.40000534147284,,,0,0.2,30.0,,,0.0
3830,test,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.9999999999999942,3,1,0,tomato_cut,3.833333333333328,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,12.0,123.32185087276957,36.52162876764613,,,0,0.2,30.0,,,0.0
3831,test,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.9999999999999942,3,1,0,tomato_cut,3.833333333333328,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,12.0,124.21120715376833,35.643252193819414,,,0,0.2,30.0,,,0.0
3832,test,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.9999999999999942,3,1,0,tomato_cut,3.833333333333328,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,12.0,125.10056343476708,34.76487561999271,,,0,0.2,30.0,,,0.0
3833,test,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.9999999999999942,3,1,0,tomato_cut,3.833333333333328,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,12.0,125.98991971576584,33.886499046165994,,,0,0.2,30.0,,,0.0
3834,test,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.9999999999999942,3,1,0,tomato_cut,3.833333333333328,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,12.0,126.87927599676459,33.00812247233928,,,0,0.2,30.0,,,0.0
3835,test,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.9999999999999942,3,1,0,tomato_cut,3.833333333333328,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,12.0,127.76863227776334,32.12974589851257,,,0,0.2,30.0,,,0.0
3836,test,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.9999999999999942,3,1,0,tomato_cut,3.833333333333328,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,12.0,128.6579885587621,31.251369324685733,,,0,0.2,30.0,,,0.0
3837,test,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.9999999999999942,3,1,0,tomato_cut,3.833333333333328,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,12.0,129.54734483976085,30.372992750858877,,,0,0.2,30.0,,,0.0
3838,test,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.9999999999999942,3,1,0,tomato_cut,3.833333333333328,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,12.0,130.4367011207596,29.49461617703202,,,0,0.2,30.0,,,0.0
3839,test,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.9999999999999942,3,1,0,tomato_cut,3.833333333333328,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,12.0,131.32605740175836,28.616239603205166,,,0,0.2,30.0,,,0.0
3840,test,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.9999999999999942,3,1,0,tomato_cut,3.833333333333328,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,12.0,132.21541368275712,27.73786302937831,,,0,0.2,30.0,,,0.0
3841,test,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.9999999999999942,3,1,0,tomato_cut,3.833333333333328,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,12.0,133.10476996375587,26.859486455551455,,,0,0.2,30.0,,,0.0
3842,test,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.9999999999999942,3,1,0,tomato_cut,3.833333333333328,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,12.0,133.99412624475463,25.98110988172474,,,0,0.2,30.0,,,0.0
3843,test,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.9999999999999942,3,1,0,tomato_cut,3.833333333333328,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,12.0,134.88348252575338,25.10273330789824,,,0,0.2,30.0,,,0.0
3844,test,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.9999999999999942,3,1,0,tomato_cut,3.833333333333328,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,12.0,135.77283880675213,24.224356734071804,,,0,0.2,30.0,,,0.0
3845,test,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.9999999999999942,3,1,0,tomato_cut,3.833333333333328,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,12.0,136.0,24.0,,,0,0.2,30.0,,,0.0
3846,test,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.9999999999999942,3,1,0,tomato_cut,3.833333333333328,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
3847,test,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.9999999999999942,3,1,0,tomato_cut,3.833333333333328,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
3848,test,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.9999999999999942,3,1,0,tomato_cut,3.833333333333328,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
3849,test,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.9999999999999942,3,1,0,tomato_cut,3.833333333333328,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
3850,test,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.9999999999999942,3,1,0,tomato_cut,3.833333333333328,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
3851,test,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.9999999999999942,3,1,0,tomato_cut,3.833333333333328,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
