tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,da15a8d490b26cd5_score,player_86c4a5ae_x,player_86c4a5ae_y,player_86c4a5ae_move_target,player_86c4a5ae_item,player_86c4a5ae_score,player_86c4a5ae_cut_speed,player_86c4a5ae_speed,player_0d05f176_x,player_0d05f176_y,player_0d05f176_move_target,player_0d05f176_item,player_0d05f176_score,player_0d05f176_cut_speed,player_0d05f176_speed
2417,0,1,,0,2,None_cut,3.133333333333325,3,0,3,None_cut,3.5583333333333234,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,42.72692662951434,24.634316611677832,,tomato,2,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
2418,0,1,,0,2,None_cut,3.133333333333325,3,0,3,None_cut,3.5583333333333234,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,42.34038994427323,24.951474917516748,,tomato,2,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
2419,0,1,,0,2,None_cut,3.133333333333325,3,0,3,None_cut,3.5583333333333234,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,41.953853259032115,25.268633223355664,,tomato,2,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
2420,0,1,,0,2,None_cut,3.133333333333325,3,0,3,None_cut,3.5583333333333234,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,41.567316573791004,25.58579152919458,,tomato,2,1.0,12.0,72.0,24.0,,tomato,0,0.2,30.0
2421,0,1,,0,2,None_cut,3.133333333333325,3,0,3,None_cut,3.5583333333333234,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,41.18077988854989,25.902949835033496,,tomato,2,1.0,12.0,70.74999999999972,24.0,,tomato,0,0.2,30.0
2422,0,1,,0,2,None_cut,3.133333333333325,3,0,3,None_cut,3.5583333333333234,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.79424320330878,26.220108140872412,,tomato,2,1.0,12.0,69.49999999999943,24.0,,tomato,0,0.2,30.0
2423,0,1,,0,2,None_cut,3.133333333333325,3,0,3,None_cut,3.5583333333333234,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.40770651806767,26.537266446711328,,tomato,2,1.0,12.0,68.24999999999915,24.0,,tomato,0,0.2,30.0
2424,0,1,,0,2,None_cut,3.133333333333325,3,0,3,None_cut,3.5583333333333234,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.02116983282656,26.854424752550244,,tomato,2,1.0,12.0,66.99999999999886,24.0,,tomato,0,0.2,30.0
2425,0,1,,0,2,None_cut,3.133333333333325,3,0,3,None_cut,3.5583333333333234,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,39.634633147585454,27.17158305838916,,tomato,2,1.0,12.0,65.74999999999858,24.0,,tomato,0,0.2,30.0
2426,0,1,,0,2,None_cut,3.133333333333325,3,0,3,None_cut,3.5583333333333234,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,39.24809646234434,27.488741364228076,,tomato,2,1.0,12.0,64.4999999999983,24.0,,tomato,0,0.2,30.0
2427,0,1,,0,2,None_cut,3.133333333333325,3,0,3,None_cut,3.5583333333333234,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,38.86155977710323,27.805899670066992,,tomato,2,1.0,12.0,63.24999999999801,24.0,,tomato,0,0.2,30.0
2428,0,1,,0,2,None_cut,3.133333333333325,3,0,3,None_cut,3.5583333333333234,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,38.47502309186212,28.12305797590591,,tomato,2,1.0,12.0,61.999999999997726,24.0,,tomato,0,0.2,30.0
2429,0,1,,0,2,None_cut,3.133333333333325,3,0,3,None_cut,3.5583333333333234,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,38.08848640662101,28.440216281744824,,tomato,2,1.0,12.0,60.74999999999744,24.0,,tomato,0,0.2,30.0
2430,0,1,,0,2,None_cut,3.133333333333325,3,0,3,None_cut,3.5583333333333234,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,37.611609816627784,28.28992084629769,,tomato,2,1.0,12.0,59.49999999999716,24.0,,tomato,0,0.2,30.0
2431,0,1,,0,2,None_cut,3.133333333333325,3,0,3,None_cut,3.5583333333333234,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,37.13473322663456,28.139625410850556,,tomato,2,1.0,12.0,58.249999999996874,24.0,,tomato,0,0.2,30.0
2432,0,1,,0,2,None_cut,3.133333333333325,3,0,3,None_cut,3.5583333333333234,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,36.657856636641334,27.98932997540342,,tomato,2,1.0,12.0,56.99999999999659,24.0,,tomato,0,0.2,30.0
2433,0,1,,0,2,None_cut,3.133333333333325,3,0,3,None_cut,3.5583333333333234,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,36.18098004664811,27.839034539956547,,tomato,2,1.0,12.0,55.749999999996305,24.0,,tomato,0,0.2,30.0
2434,0,1,,0,2,None_cut,3.133333333333325,3,0,3,None_cut,3.5583333333333234,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,35.704103456654884,27.688739104509672,,tomato,2,1.0,12.0,54.49999999999602,24.0,,tomato,0,0.2,30.0
2435,0,1,,0,2,None_cut,3.133333333333325,3,0,3,None_cut,3.5583333333333234,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,35.22722686666166,27.538443669062794,,tomato,2,1.0,12.0,53.24999999999574,24.0,,tomato,0,0.2,30.0
2436,0,1,,0,2,None_cut,3.133333333333325,3,0,3,None_cut,3.5583333333333234,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,34.750350276668435,27.38814823361592,,tomato,2,1.0,12.0,51.99999999999545,24.0,,tomato,0,0.2,30.0
2437,0,1,,0,2,None_cut,3.133333333333325,3,0,3,None_cut,3.5583333333333234,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,34.27347368667521,27.23785279816904,,tomato,2,1.0,12.0,50.74999999999517,24.0,,tomato,0,0.2,30.0
2438,0,1,,0,2,None_cut,3.133333333333325,3,0,3,None_cut,3.5583333333333234,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,33.796597096681985,27.087557362722166,,tomato,2,1.0,12.0,49.499999999994884,24.0,,tomato,0,0.2,30.0
2439,0,1,,0,2,None_cut,3.133333333333325,3,0,3,None_cut,3.5583333333333234,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,33.31972050668876,26.93726192727529,,tomato,2,1.0,12.0,48.2499999999946,24.0,,tomato,0,0.2,30.0
2440,0,1,,0,2,None_cut,3.133333333333325,3,0,3,None_cut,3.5583333333333234,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,32.842843916695536,26.786966491828416,,tomato,2,1.0,12.0,46.999999999994316,24.0,,tomato,0,0.2,30.0
2441,0,1,,0,2,None_cut,3.133333333333325,3,0,3,None_cut,3.5583333333333234,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,32.36596732670231,26.636671056381537,,tomato,2,1.0,12.0,45.74999999999403,24.0,,tomato,0,0.2,30.0
2442,0,1,,0,2,None_cut,3.133333333333325,3,0,3,None_cut,3.5583333333333234,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,31.889090736709,26.486375620934638,,tomato,2,1.0,12.0,44.49999999999375,24.0,,tomato,0,0.2,30.0
2443,0,1,,0,2,None_cut,3.133333333333325,3,0,3,None_cut,3.5583333333333234,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,31.41221414671542,26.33608018548765,,tomato,2,1.0,12.0,43.24999999999346,24.0,,tomato,0,0.2,30.0
2444,0,1,,0,2,None_cut,3.133333333333325,3,0,3,None_cut,3.5583333333333234,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,30.93533755672184,26.18578475004066,,tomato,2,1.0,12.0,41.99999999999318,24.0,,tomato,0,0.2,30.0
2445,0,1,,0,2,None_cut,3.133333333333325,3,0,3,None_cut,3.5583333333333234,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,30.45846096672826,26.035489314593672,,tomato,2,1.0,12.0,40.749999999992895,24.0,,tomato,0,0.2,30.0
2446,0,1,,0,2,None_cut,3.133333333333325,3,0,3,None_cut,3.5583333333333234,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,29.98158437673468,25.885193879146684,,tomato,2,1.0,12.0,39.70196048263347,24.49189088134284,,tomato,0,0.2,30.0
2447,0,1,,0,2,None_cut,3.133333333333325,3,0,3,None_cut,3.5583333333333234,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,29.5047077867411,25.734898443699695,,tomato,2,1.0,12.0,38.81260420163471,25.37026745516934,,tomato,0,0.2,30.0
2448,0,1,,0,2,None_cut,3.133333333333325,3,0,3,None_cut,3.5583333333333234,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,29.02783119674752,25.584603008252707,,tomato,2,1.0,12.0,37.92324792063596,26.24864402899584,,tomato,0,0.2,30.0
2449,0,1,,0,2,None_cut,3.133333333333325,3,0,3,None_cut,3.5583333333333234,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,28.55095460675394,25.434307572805718,,tomato,2,1.0,12.0,37.033891639637005,27.12702060282234,,tomato,0,0.2,30.0
2450,0,1,,0,2,None_cut,3.133333333333325,3,0,3,None_cut,3.5583333333333234,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,28.07407801676036,25.28401213735873,,tomato,2,1.0,12.0,36.14453535863804,28.00539717664884,,tomato,0,0.2,30.0
2451,0,1,,0,2,None_cut,3.133333333333325,3,0,3,None_cut,3.5583333333333234,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,27.59720142676678,25.133716701911744,,tomato,2,1.0,12.0,35.25517907763907,28.883773750475342,,tomato,0,0.2,30.0
2452,0,1,,0,2,None_cut,3.133333333333325,3,0,3,None_cut,3.5583333333333234,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,27.1203248367732,24.983421266464756,,tomato,2,1.0,12.0,34.36582279664011,29.762150324301842,,tomato,0,0.2,30.0
2453,0,1,,0,2,None_cut,3.133333333333325,3,0,3,None_cut,3.5583333333333234,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,26.64344824677962,24.833125831017767,,tomato,2,1.0,12.0,33.47646651564114,30.640526898128343,,tomato,0,0.2,30.0
2454,0,1,,0,2,None_cut,3.133333333333325,3,0,3,None_cut,3.5583333333333234,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,26.16657165678604,24.68283039557078,,tomato,2,1.0,12.0,32.587110234642175,31.518903471954843,,tomato,0,0.2,30.0
2455,0,1,,0,2,None_cut,3.133333333333325,3,0,3,None_cut,3.5583333333333234,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,25.68969506679246,24.53253496012379,,tomato,2,1.0,12.0,31.697753953643165,32.39728004578134,,tomato,0,0.2,30.0
2456,0,1,,0,2,None_cut,3.133333333333325,3,0,3,None_cut,3.5583333333333234,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,25.21281847679888,24.382239524676802,,tomato,2,1.0,12.0,30.808397672644055,33.275656619607844,,tomato,0,0.2,30.0
2457,0,1,,0,2,None_cut,3.133333333333325,3,0,3,None_cut,3.5583333333333234,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.7359418868053,24.231944089229813,,tomato,2,1.0,12.0,29.919041391644946,34.154033193434344,,tomato,0,0.2,30.0
2458,0,1,,0,2,None_cut,3.133333333333325,3,0,3,None_cut,3.5583333333333234,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.25906529681172,24.08164865378283,,tomato,2,1.0,12.0,29.029685110645836,35.032409767260845,,tomato,0,0.2,30.0
2459,0,1,,0,2,None_cut,3.133333333333325,3,0,3,None_cut,3.5583333333333234,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,tomato,2,1.0,12.0,28.140328829646727,35.910786341087345,,tomato,0,0.2,30.0
2460,0,1,tomato,0,2,None_cut,3.133333333333325,3,0,3,None_cut,3.5583333333333234,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,,2,1.0,12.0,27.250972548647617,36.789162914913845,,tomato,0,0.2,30.0
2461,0,1,tomato,0,2,None_cut,3.133333333333325,3,0,3,None_cut,3.5583333333333234,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,,2,1.0,12.0,26.361616267648508,37.667539488740346,,tomato,0,0.2,30.0
2462,0,1,tomato,0,2,None_cut,3.133333333333325,3,0,3,None_cut,3.5583333333333234,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,,2,1.0,12.0,25.472259986649725,38.54591606256688,,tomato,0,0.2,30.0
2463,0,1,tomato,0,2,None_cut,3.133333333333325,3,0,3,None_cut,3.5583333333333234,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,,2,1.0,12.0,24.58290370565097,39.424292636393595,,tomato,0,0.2,30.0
2464,0,1,tomato,0,2,None_cut,3.133333333333325,3,0,3,None_cut,3.5583333333333234,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,,2,1.0,12.0,24.1833035623608,40.51072931689117,,tomato,0,0.2,30.0
2465,0,1,tomato,0,2,None_cut,3.133333333333325,3,0,3,None_cut,3.5583333333333234,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,,2,1.0,12.0,24.168511812984512,41.76064179548729,,tomato,0,0.2,30.0
2466,0,1,tomato,0,2,None_cut,3.133333333333325,3,0,3,None_cut,3.5583333333333234,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,,2,1.0,12.0,24.153720063608226,43.010554274083404,,tomato,0,0.2,30.0
2467,0,1,tomato,0,2,None_cut,3.133333333333325,3,0,3,None_cut,3.5583333333333234,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,,2,1.0,12.0,24.13892831423194,44.26046675267952,,tomato,0,0.2,30.0
2468,0,1,tomato,0,2,None_cut,3.133333333333325,3,0,3,None_cut,3.5583333333333234,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,,2,1.0,12.0,24.124136564855654,45.510379231275635,,tomato,0,0.2,30.0
2469,0,1,tomato,0,2,None_cut,3.133333333333325,3,0,3,None_cut,3.5583333333333234,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,,2,1.0,12.0,24.109344815479368,46.76029170987175,,tomato,0,0.2,30.0
2470,0,1,tomato,0,2,None_cut,3.133333333333325,3,0,3,None_cut,3.5583333333333234,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,,2,1.0,12.0,24.09455306610308,48.01020418846787,,tomato,0,0.2,30.0
2471,0,1,tomato,0,2,None_cut,3.133333333333325,3,0,3,None_cut,3.5583333333333234,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,,2,1.0,12.0,24.079761316726795,49.26011666706398,,tomato,0,0.2,30.0
2472,0,1,tomato,0,2,None_cut,3.133333333333325,3,0,3,None_cut,3.5583333333333234,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,,2,1.0,12.0,24.06496956735051,50.5100291456601,,tomato,0,0.2,30.0
2473,0,1,tomato,0,2,None_cut,3.133333333333325,3,0,3,None_cut,3.5583333333333234,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,,2,1.0,12.0,24.050177817974223,51.759941624256214,,tomato,0,0.2,30.0
2474,0,1,tomato,0,2,None_cut,3.133333333333325,3,0,3,None_cut,3.5583333333333234,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,,2,1.0,12.0,24.035386068597937,53.00985410285233,,tomato,0,0.2,30.0
2475,0,1,tomato,0,2,None_cut,3.133333333333325,3,0,3,None_cut,3.5583333333333234,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,,2,1.0,12.0,24.02059431922165,54.259766581448446,,tomato,0,0.2,30.0
2476,0,1,tomato,0,2,None_cut,3.133333333333325,3,0,3,None_cut,3.5583333333333234,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,,2,1.0,12.0,24.00580256984539,55.50967906004456,,tomato,0,0.2,30.0
2477,0,1,tomato,0,2,None_cut,3.133333333333325,3,0,3,None_cut,3.5583333333333234,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,,2,1.0,12.0,24.0,56.0,,tomato,0,0.2,30.0
2478,0,1,tomato,0,2,None_cut,3.133333333333325,3,0,3,tomato,0.0,0,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2479,0,1,tomato,0,2,None_cut,3.133333333333325,3,0,3,tomato,0.008333333333333333,0,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2480,0,1,tomato,0,2,None_cut,3.133333333333325,3,0,3,tomato,0.016666666666666666,0,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2481,0,1,tomato,0,2,None_cut,3.133333333333325,3,0,3,tomato,0.025,0,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2482,0,1,tomato,0,2,None_cut,3.133333333333325,3,0,3,tomato,0.03333333333333333,0,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2483,0,1,tomato,0,2,None_cut,3.133333333333325,3,0,3,tomato,0.041666666666666664,0,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2484,0,1,tomato,0,2,None_cut,3.133333333333325,3,0,3,tomato,0.049999999999999996,0,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2485,0,1,tomato,0,2,None_cut,3.133333333333325,3,0,3,tomato,0.05833333333333333,0,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2486,0,1,tomato,0,2,None_cut,3.133333333333325,3,0,3,tomato,0.06666666666666667,0,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2487,0,1,tomato,0,2,None_cut,3.133333333333325,3,0,3,tomato,0.075,0,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2488,0,1,tomato,0,2,None_cut,3.133333333333325,3,0,3,tomato,0.08333333333333333,0,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
