tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,32c24873ef018aaa_score,player_d355bff0_x,player_d355bff0_y,player_d355bff0_move_target,player_d355bff0_item,player_d355bff0_score,player_d355bff0_cut_speed,player_d355bff0_speed,player_6bd76bf8_x,player_6bd76bf8_y,player_6bd76bf8_move_target,player_6bd76bf8_item,player_6bd76bf8_score,player_6bd76bf8_cut_speed,player_6bd76bf8_speed
2382,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,73.50000000000398,,,1,1.0,30.0,24.0,83.50000000000625,,tomato_salad,0,1.0,30.0
2383,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,74.75000000000426,,,1,1.0,30.0,24.0,84.75000000000654,,tomato_salad,0,1.0,30.0
2384,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,76.00000000000455,,,1,1.0,30.0,24.0,86.00000000000682,,tomato_salad,0,1.0,30.0
2385,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,77.25000000000483,,,1,1.0,30.0,24.0,87.2500000000071,,tomato_salad,0,1.0,30.0
2386,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,78.50000000000512,,,1,1.0,30.0,24.49189088134284,88.29803951736653,,tomato_salad,0,1.0,30.0
2387,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,79.7500000000054,,,1,1.0,30.0,25.37026745516934,89.18739579836529,,tomato_salad,0,1.0,30.0
2388,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,81.00000000000568,,,1,1.0,30.0,26.24864402899584,90.07675207936404,,tomato_salad,0,1.0,30.0
2389,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,82.25000000000597,,,1,1.0,30.0,27.12702060282234,90.9661083603628,,tomato_salad,0,1.0,30.0
2390,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,83.50000000000625,,,1,1.0,30.0,28.00539717664884,91.85546464136155,,tomato_salad,0,1.0,30.0
2391,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,84.75000000000654,,,1,1.0,30.0,28.883773750475342,92.7448209223603,,tomato_salad,0,1.0,30.0
2392,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,86.00000000000682,,,1,1.0,30.0,29.762150324301842,93.63417720335906,,tomato_salad,0,1.0,30.0
2393,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,87.2500000000071,,,1,1.0,30.0,30.640526898128343,94.52353348435781,,tomato_salad,0,1.0,30.0
2394,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.49189088134284,88.29803951736653,,,1,1.0,30.0,31.518903471954843,95.41288976535657,,tomato_salad,0,1.0,30.0
2395,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,25.37026745516934,89.18739579836529,,,1,1.0,30.0,32.39728004578134,96.30224604635532,,tomato_salad,0,1.0,30.0
2396,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,26.24864402899584,90.07675207936404,,,1,1.0,30.0,33.275656619607844,97.19160232735408,,tomato_salad,0,1.0,30.0
2397,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,27.12702060282234,90.9661083603628,,,1,1.0,30.0,34.154033193434344,98.08095860835283,,tomato_salad,0,1.0,30.0
2398,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,28.00539717664884,91.85546464136155,,,1,1.0,30.0,35.032409767260845,98.97031488935158,,tomato_salad,0,1.0,30.0
2399,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,28.883773750475342,92.7448209223603,,,1,1.0,30.0,35.910786341087345,99.85967117035034,,tomato_salad,0,1.0,30.0
2400,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,29.762150324301842,93.63417720335906,,,1,1.0,30.0,36.789162914913845,100.7490274513491,,tomato_salad,0,1.0,30.0
2401,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,30.640526898128343,94.52353348435781,,,1,1.0,30.0,37.667539488740346,101.63838373234866,,tomato_salad,0,1.0,30.0
2402,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,31.518903471954843,95.41288976535657,,,1,1.0,30.0,38.545916062566846,102.52774001334835,,tomato_salad,0,1.0,30.0
2403,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,32.39728004578134,96.30224604635532,,,1,1.0,30.0,39.424292636393346,103.41709629434803,,tomato_salad,0,1.0,30.0
2404,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,33.275656619607844,97.19160232735408,,,1,1.0,30.0,40.311608376973936,103.31936371188569,,tomato_salad,0,1.0,30.0
2405,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,34.154033193434344,98.08095860835283,,,1,1.0,30.0,41.205947748575596,102.44606130813175,,tomato_salad,0,1.0,30.0
2406,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,35.032409767260845,98.97031488935158,,,1,1.0,30.0,42.100287120177256,101.5727589043778,,tomato_salad,0,1.0,30.0
2407,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,35.910786341087345,99.85967117035034,,,1,1.0,30.0,42.99462649177892,100.69945650062387,,tomato_salad,0,1.0,30.0
2408,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,36.789162914913845,100.7490274513491,,,1,1.0,30.0,43.88896586338058,99.82615409686993,,tomato_salad,0,1.0,30.0
2409,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,37.667539488740346,101.63838373234866,,,1,1.0,30.0,42.81455270735614,99.18729858099631,,tomato_salad,0,1.0,30.0
2410,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,38.545916062566846,102.52774001334835,,,1,1.0,30.0,41.74013955133171,98.5484430651227,,tomato_salad,0,1.0,30.0
2411,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,39.424292636393346,103.41709629434803,,,1,1.0,30.0,40.665726395307274,97.90958754924908,,tomato_salad,0,1.0,30.0
2412,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.311608376973936,103.31936371188569,,,1,1.0,30.0,39.591313239283494,97.27073203337547,,tomato_salad,0,1.0,30.0
2413,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,41.205947748575596,102.44606130813175,,,1,1.0,30.0,38.51690008325973,96.63187651750185,,tomato_salad,0,1.0,30.0
2414,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,42.100287120177256,101.5727589043778,,,1,1.0,30.0,37.442486927235954,95.99302100162824,,tomato_salad,0,1.0,30.0
2415,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,42.99462649177892,100.69945650062387,,,1,1.0,30.0,36.36807377121219,95.35416548575462,,tomato_salad,0,1.0,30.0
2416,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,43.88896586338058,99.82615409686993,,,1,1.0,30.0,35.29366061518842,94.715309969881,,tomato_salad,0,1.0,30.0
2417,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,44.78330523498224,98.95285169311599,,,1,1.0,30.0,34.21924745916465,94.07645445400739,,tomato_salad,0,1.0,30.0
2418,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,45.6776446065839,98.07954928936205,,,1,1.0,30.0,33.14483430314088,93.43759893813377,,tomato_salad,0,1.0,30.0
2419,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,46.57198397818556,97.20624688560811,,,1,1.0,30.0,32.07042114711711,92.79874342226016,,tomato_salad,0,1.0,30.0
2420,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,47.46632334978722,96.33294448185417,,,1,1.0,30.0,30.99600799109305,92.15988790638654,,tomato_salad,0,1.0,30.0
2421,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,48.36066272138888,95.45964207810023,,,1,1.0,30.0,29.921594835068973,91.52103239051293,,tomato_salad,0,1.0,30.0
2422,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,49.25500209299054,94.58633967434629,,,1,1.0,30.0,28.847181679044894,90.88217687463931,,tomato_salad,0,1.0,30.0
2423,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,50.1493414645922,93.71303727059235,,,1,1.0,30.0,27.772768523020815,90.2433213587657,,tomato_salad,0,1.0,30.0
2424,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,51.04368083619386,92.83973486683841,,,1,1.0,30.0,26.698355366996736,89.60446584289208,,tomato_salad,0,1.0,30.0
2425,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,51.93802020779552,91.96643246308447,,,1,1.0,30.0,25.62394221097295,88.96561032701847,,tomato_salad,0,1.0,30.0
2426,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,52.83235957939718,91.09313005933035,,,1,1.0,30.0,24.549529054949225,88.32675481114433,,tomato_salad,0,1.0,30.0
2427,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,53.72669895099884,90.21982765557541,,,1,1.0,30.0,24.184841267515235,87.27849377445997,,tomato_salad,0,1.0,30.0
2428,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,54.6210383226005,89.3465252518205,,,1,1.0,30.0,24.169719706401562,86.02858524245127,,tomato_salad,0,1.0,30.0
2429,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,55.51537769420216,88.47322284806557,,,1,1.0,30.0,24.15459814528789,84.77867671044257,,tomato_salad,0,1.0,30.0
2430,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.4026936592241,87.59281192943624,,,1,1.0,30.0,24.139476584174215,83.52876817843386,,tomato_salad,0,1.0,30.0
2431,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,57.286704491737936,86.70905582733658,,,1,1.0,30.0,24.12435502306054,82.27885964642516,,tomato_salad,0,1.0,30.0
2432,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,58.17071532425177,85.82529972523693,,,1,1.0,30.0,24.109233461946868,81.02895111441646,,tomato_salad,0,1.0,30.0
2433,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,59.05472615676561,84.94154362313728,,,1,1.0,30.0,24.094111900833195,79.77904258240775,,tomato_salad,0,1.0,30.0
2434,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,59.93873698927945,84.05778752103762,,,1,1.0,30.0,24.07899033971952,78.52913405039905,,tomato_salad,0,1.0,30.0
2435,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,60.822747821793286,83.17403141893797,,,1,1.0,30.0,24.063868778605848,77.27922551839035,,tomato_salad,0,1.0,30.0
2436,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,61.70675865430712,82.29027531683832,,,1,1.0,30.0,24.048747217492206,76.02931698638164,,tomato_salad,0,1.0,30.0
2437,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,62.59076948682096,81.40651921473867,,,1,1.0,30.0,24.033625656378714,74.77940845437294,,tomato_salad,0,1.0,30.0
2438,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,63.4747803193348,80.52276311263901,,,1,1.0,30.0,24.018504095265225,73.52949992236424,,tomato_salad,0,1.0,30.0
2439,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,64.35879115184892,79.63900701053936,,,1,1.0,30.0,24.003382534151736,72.27959139035553,,tomato_salad,0,1.0,30.0
2440,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,65.24280198436347,78.7552509084397,,,1,1.0,30.0,24.002157173183495,71.02959780508844,,tomato_salad,0,1.0,30.0
2441,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,66.12681281687802,77.87149480634005,,,1,1.0,30.0,24.00197776276382,69.7795978179632,,tomato_salad,0,1.0,30.0
2442,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,67.01082364939256,76.9877387042404,,,1,1.0,30.0,24.001798352344142,68.52959783083794,,tomato_salad,0,1.0,30.0
2443,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,67.89483448190711,76.10398260214075,,,1,1.0,30.0,24.001618941924466,67.2795978437127,,tomato_salad,0,1.0,30.0
2444,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,68.77884531442166,75.2202265000411,,,1,1.0,30.0,24.001439531504758,66.02959785658744,,tomato_salad,0,1.0,30.0
2445,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,69.6628561469362,74.33647039794144,,,1,1.0,30.0,24.001260121084904,64.7795978694622,,tomato_salad,0,1.0,30.0
2446,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,70.54686697945075,73.45271429584179,,,1,1.0,30.0,24.00108071066505,63.529597882337214,,tomato_salad,0,1.0,30.0
2447,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,71.4308778119653,72.56895819374213,,,1,1.0,30.0,24.000901300245197,62.279597895212675,,tomato_salad,0,1.0,30.0
2448,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.31481568011074,71.6851291166301,,,1,1.0,30.0,24.000721889825343,61.029597908088135,,tomato_salad,0,1.0,30.0
2449,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,73.19870071198889,70.80124719554357,,,1,1.0,30.0,24.00054247940549,59.779597920963596,,tomato_salad,0,1.0,30.0
2450,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,74.0825857438667,69.91736527445704,,,1,1.0,30.0,24.000363068985635,58.52959793383906,,tomato_salad,0,1.0,30.0
2451,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,74.96647077574448,69.03348335337051,,,1,1.0,30.0,24.00018365856578,57.27959794671452,,tomato_salad,0,1.0,30.0
2452,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,75.85035580762225,68.14960143228399,,,1,1.0,30.0,24.00002729479957,56.02959795791641,,tomato_salad,0,1.0,30.0
2453,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,76.73424083950002,67.26571951119746,,,1,1.0,30.0,24.00002516633079,54.779597957918256,,tomato_salad,0,1.0,30.0
2454,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,77.6181258713778,66.38183759011093,,,1,1.0,30.0,24.00002303786201,53.5295979579201,,tomato_salad,0,1.0,30.0
2455,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,78.50201090325558,65.4979556690244,,,1,1.0,30.0,24.000020909393232,52.27959795792195,,tomato_salad,0,1.0,30.0
2456,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,79.38589593513336,64.61407374793788,,,1,1.0,30.0,24.000018780924453,51.0295979579238,,tomato_salad,0,1.0,30.0
2457,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,80.26978096701113,63.73019182685135,,,1,1.0,30.0,24.000016652455674,49.779597957925645,,tomato_salad,0,1.0,30.0
2458,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,81.15366599888891,62.84630990576483,,,1,1.0,30.0,24.000014523986895,48.52959795792749,,tomato_salad,0,1.0,30.0
