tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,4bb04f9aee2f46d7_score,player_e9c39da9_x,player_e9c39da9_y,player_e9c39da9_move_target,player_e9c39da9_item,player_e9c39da9_score,player_e9c39da9_cut_speed,player_e9c39da9_speed,player_608e742f_x,player_608e742f_y,player_608e742f_move_target,player_608e742f_item,player_608e742f_score,player_608e742f_cut_speed,player_608e742f_speed
2233,0,1,,0,2,tomato,1.0166666666666655,1,0,3,tomato,2.508333333333327,2,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,50.6966991411017,93.3033008588983,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2234,0,1,,0,2,tomato,1.0249999999999988,1,0,3,tomato,2.508333333333327,2,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,50.343145750508484,93.65685424949152,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2235,0,1,,0,2,tomato,1.033333333333332,1,0,3,tomato,2.508333333333327,2,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,49.989592359915264,94.01040764008474,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2236,0,1,,0,2,tomato,1.0416666666666654,1,0,3,tomato,2.508333333333327,2,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,49.636038969322044,94.36396103067796,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2237,0,1,,0,2,tomato,1.0499999999999987,1,0,3,tomato,2.508333333333327,2,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,49.282485578728824,94.71751442127118,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2238,0,1,,0,2,tomato,1.058333333333332,1,0,3,tomato,2.508333333333327,2,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,48.928932188135605,95.0710678118644,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2239,0,1,,0,2,tomato,1.0666666666666653,1,0,3,tomato,2.508333333333327,2,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,48.575378797542385,95.42462120245762,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2240,0,1,,0,2,tomato,1.0749999999999986,1,0,3,tomato,2.508333333333327,2,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,48.221825406949165,95.77817459305084,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2241,0,1,,0,2,tomato,1.083333333333332,1,0,3,tomato,2.508333333333327,2,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,47.868272016355945,96.13172798364405,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2242,0,1,,0,2,tomato,1.0916666666666652,1,0,3,tomato,2.508333333333327,2,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,47.514718625762725,96.48528137423727,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2243,0,1,,0,2,tomato,1.0999999999999985,1,0,3,tomato,2.508333333333327,2,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,47.161165235169506,96.8388347648305,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2244,0,1,,0,2,tomato,1.1083333333333318,1,0,3,tomato,2.508333333333327,2,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,46.807611844576286,97.19238815542371,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2245,0,1,,0,2,tomato,1.1166666666666651,1,0,3,tomato,2.508333333333327,2,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,46.454058453983066,97.54594154601693,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2246,0,1,,0,2,tomato,1.1249999999999984,1,0,3,tomato,2.508333333333327,2,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,46.100505063389846,97.89949493661015,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2247,0,1,,0,2,tomato,1.1333333333333317,1,0,3,tomato,2.508333333333327,2,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,45.74695167279663,98.25304832720337,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2248,0,1,,0,2,tomato,1.141666666666665,1,0,3,tomato,2.508333333333327,2,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,45.39339828220341,98.6066017177966,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2249,0,1,,0,2,tomato,1.1499999999999984,1,0,3,tomato,2.508333333333327,2,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,45.03984489161019,98.96015510838981,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2250,0,1,,0,2,tomato,1.1583333333333317,1,0,3,tomato,2.508333333333327,2,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,44.68629150101697,99.31370849898303,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2251,0,1,,0,2,tomato,1.166666666666665,1,0,3,tomato,2.508333333333327,2,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,44.33273811042375,99.66726188957625,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2252,0,1,,0,2,tomato,1.1749999999999983,1,0,3,tomato,2.508333333333327,2,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,43.97918471983053,100.02081528016947,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2253,0,1,,0,2,tomato,1.1833333333333316,1,0,3,tomato,2.508333333333327,2,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,43.62563132923731,100.37436867076269,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2254,0,1,,0,2,tomato,1.1916666666666649,1,0,3,tomato,2.508333333333327,2,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,43.27207793864409,100.72792206135591,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2255,0,1,,0,2,tomato,1.1999999999999982,1,0,3,tomato,2.508333333333327,2,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,42.91852454805087,101.08147545194913,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2256,0,1,,0,2,tomato,1.2083333333333315,1,0,3,tomato,2.508333333333327,2,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,42.56497115745765,101.43502884254235,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2257,0,1,,0,2,tomato,1.2166666666666648,1,0,3,tomato,2.508333333333327,2,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,42.21141776686443,101.78858223313557,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2258,0,1,,0,2,tomato,1.224999999999998,1,0,3,tomato,2.508333333333327,2,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,41.85786437627121,102.14213562372879,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2259,0,1,,0,2,tomato,1.2333333333333314,1,0,3,tomato,2.508333333333327,2,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,41.50431098567799,102.49568901432201,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2260,0,1,,0,2,tomato,1.2416666666666647,1,0,3,tomato,2.508333333333327,2,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,41.15075759508477,102.84924240491523,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2261,0,1,,0,2,tomato,1.249999999999998,1,0,3,tomato,2.508333333333327,2,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.79720420449155,103.20279579550845,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2262,0,1,,0,2,tomato,1.2583333333333313,1,0,3,tomato,2.508333333333327,2,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.44365081389833,103.55634918610167,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2263,0,1,,0,2,tomato,1.2666666666666646,1,0,3,tomato,2.508333333333327,2,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.088738108376525,103.69207586119096,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2264,0,1,,0,2,tomato,1.274999999999998,1,0,3,tomato,2.508333333333327,2,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,39.7307998309169,103.34296242757794,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2265,0,1,,0,2,tomato,1.2833333333333312,1,0,3,tomato,2.508333333333327,2,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,39.37286155345728,102.99384899396493,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2266,0,1,,0,2,tomato,1.2916666666666645,1,0,3,tomato,2.508333333333327,2,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,39.01492327599765,102.64473556035192,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2267,0,1,,0,2,tomato,1.2999999999999978,1,0,3,tomato,2.508333333333327,2,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,38.65698499853803,102.2956221267389,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2268,0,1,,0,2,tomato,1.3083333333333311,1,0,3,tomato,2.508333333333327,2,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,38.299046721078405,101.94650869312589,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2269,0,1,,0,2,tomato,1.3166666666666644,1,0,3,tomato,2.508333333333327,2,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,37.94110844361878,101.59739525951288,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2270,0,1,,0,2,tomato,1.3249999999999977,1,0,3,tomato,2.508333333333327,2,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,37.58317016615916,101.24828182589987,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2271,0,1,,0,2,tomato,1.333333333333331,1,0,3,tomato,2.508333333333327,2,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,37.22523188869953,100.89916839228685,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2272,0,1,,0,2,tomato,1.3416666666666643,1,0,3,tomato,2.508333333333327,2,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,36.86729361123991,100.55005495867384,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2273,0,1,,0,2,tomato,1.3499999999999976,1,0,3,tomato,2.508333333333327,2,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,36.509355333780285,100.20094152506083,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2274,0,1,,0,2,tomato,1.358333333333331,1,0,3,tomato,2.508333333333327,2,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,36.15141705632066,99.85182809144781,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2275,0,1,,0,2,tomato,1.3666666666666643,1,0,3,tomato,2.508333333333327,2,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,35.79347877886104,99.5027146578348,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2276,0,1,,0,2,tomato,1.3749999999999976,1,0,3,tomato,2.508333333333327,2,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,35.43554050140141,99.15360122422179,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2277,0,1,,0,2,tomato,1.3833333333333309,1,0,3,tomato,2.508333333333327,2,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,35.07760222394179,98.80448779060877,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2278,0,1,,0,2,tomato,1.3916666666666642,1,0,3,tomato,2.508333333333327,2,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,34.719663946482164,98.45537435699576,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2279,0,1,,0,2,tomato,1.3999999999999975,1,0,3,tomato,2.508333333333327,2,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,34.36172566902254,98.10626092338275,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2280,0,1,,0,2,tomato,1.4083333333333308,1,0,3,tomato,2.508333333333327,2,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,34.003787391562916,97.75714748976974,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2281,0,1,,0,2,tomato,1.416666666666664,1,0,3,tomato,2.508333333333327,2,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,33.64584911410329,97.40803405615672,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2282,0,1,,0,2,tomato,1.4249999999999974,1,0,3,tomato,2.508333333333327,2,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,33.28791083664367,97.05892062254371,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2283,0,1,,0,2,tomato,1.4333333333333307,1,0,3,tomato,2.508333333333327,2,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,32.929972559184044,96.7098071889307,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2284,0,1,,0,2,tomato,1.441666666666664,1,0,3,tomato,2.508333333333327,2,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,32.57203428172442,96.36069375531768,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2285,0,1,,0,2,tomato,1.4499999999999973,1,0,3,tomato,2.508333333333327,2,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,32.214096004264796,96.01158032170467,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2286,0,1,,0,2,tomato,1.4583333333333306,1,0,3,tomato,2.508333333333327,2,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,31.856157726805172,95.66246688809166,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2287,0,1,,0,2,tomato,1.466666666666664,1,0,3,tomato,2.508333333333327,2,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,31.498219449345697,95.31335345447864,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2288,0,1,,0,2,tomato,1.4749999999999972,1,0,3,tomato,2.508333333333327,2,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,31.14028117188643,94.96424002086563,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2289,0,1,,0,2,tomato,1.4833333333333305,1,0,3,tomato,2.508333333333327,2,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,30.78234289442716,94.61512658725262,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2290,0,1,,0,2,tomato,1.4916666666666638,1,0,3,tomato,2.508333333333327,2,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,30.42440461696789,94.2660131536396,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2291,0,1,,0,2,tomato,1.4999999999999971,1,0,3,tomato,2.508333333333327,2,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,30.066466339508622,93.91689972002659,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2292,0,1,,0,2,tomato,1.5083333333333304,1,0,3,tomato,2.508333333333327,2,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,29.708528062049353,93.56778628641358,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2293,0,1,,0,2,tomato,1.5166666666666637,1,0,3,tomato,2.508333333333327,2,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,29.350589784590085,93.21867285280057,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2294,0,1,,0,2,tomato,1.524999999999997,1,0,3,tomato,2.508333333333327,2,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,28.992651507130816,92.86955941918755,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2295,0,1,,0,2,tomato,1.5333333333333303,1,0,3,tomato,2.508333333333327,2,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,28.634713229671547,92.52044598557454,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2296,0,1,,0,2,tomato,1.5416666666666636,1,0,3,tomato,2.508333333333327,2,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,28.27677495221228,92.17133255196153,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2297,0,1,,0,2,tomato,1.549999999999997,1,0,3,tomato,2.508333333333327,2,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,27.91883667475301,91.82221911834851,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2298,0,1,,0,2,tomato,1.5583333333333302,1,0,3,tomato,2.508333333333327,2,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,27.56089839729374,91.4731056847355,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2299,0,1,,0,2,tomato,1.5666666666666635,1,0,3,tomato,2.508333333333327,2,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,27.202960119834472,91.12399225112249,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2300,0,1,,0,2,tomato,1.5749999999999968,1,0,3,tomato,2.508333333333327,2,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,26.845021842375203,90.77487881750947,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2301,0,1,,0,2,tomato,1.5833333333333302,1,0,3,tomato,2.508333333333327,2,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,26.487083564915935,90.42576538389646,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2302,0,1,,0,2,tomato,1.5916666666666635,1,0,3,tomato,2.508333333333327,2,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,26.129145287456666,90.07665195028288,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2303,0,1,,0,2,tomato,1.5999999999999968,1,0,3,tomato,2.508333333333327,2,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,25.771207009997397,89.72753851666906,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2304,0,1,,0,2,tomato,1.60833333333333,1,0,3,tomato,2.508333333333327,2,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,25.41326873253813,89.37842508305523,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2305,0,1,,0,2,tomato,1.6166666666666634,1,0,3,tomato,2.508333333333327,2,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,25.05533045507886,89.02931164944141,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2306,0,1,,0,2,tomato,1.6249999999999967,1,0,3,tomato,2.508333333333327,2,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.69739217761959,88.68019821582759,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2307,0,1,,0,2,tomato,1.63333333333333,1,0,3,tomato,2.508333333333327,2,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.339453900160322,88.33108478221376,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2308,0,1,,0,2,tomato,1.6416666666666633,1,0,3,tomato,2.508333333333327,2,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.19609432257185,87.88995376539297,,,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
