tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,4ef0e2ff9575d094_score,player_fe6776fc_x,player_fe6776fc_y,player_fe6776fc_move_target,player_fe6776fc_item,player_fe6776fc_score,player_fe6776fc_cut_speed,player_fe6776fc_speed,player_079e3cc8_x,player_079e3cc8_y,player_079e3cc8_move_target,player_079e3cc8_item,player_079e3cc8_score,player_079e3cc8_cut_speed,player_079e3cc8_speed
2296,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.3499999999999943,2,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,12.0,24.0,68.50000000000284,,tomato_salad,0,0.2,30.0
2297,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.3499999999999943,2,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,12.0,24.0,69.75000000000313,,tomato_salad,0,0.2,30.0
2298,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.3499999999999943,2,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,12.0,24.0,71.00000000000341,,tomato_salad,0,0.2,30.0
2299,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.3499999999999943,2,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,12.0,24.0,72.2500000000037,,tomato_salad,0,0.2,30.0
2300,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.3499999999999943,2,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,12.0,24.0,73.50000000000398,,tomato_salad,0,0.2,30.0
2301,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.3499999999999943,2,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,12.0,24.0,74.75000000000426,,tomato_salad,0,0.2,30.0
2302,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.3499999999999943,2,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,12.0,24.0,76.00000000000455,,tomato_salad,0,0.2,30.0
2303,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.3499999999999943,2,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,12.0,24.0,77.25000000000483,,tomato_salad,0,0.2,30.0
2304,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.3499999999999943,2,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,12.0,24.0,78.50000000000512,,tomato_salad,0,0.2,30.0
2305,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.3499999999999943,2,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,12.0,24.0,79.7500000000054,,tomato_salad,0,0.2,30.0
2306,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.3499999999999943,2,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,12.0,24.0,81.00000000000568,,tomato_salad,0,0.2,30.0
2307,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.3499999999999943,2,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,12.0,24.0,82.25000000000597,,tomato_salad,0,0.2,30.0
2308,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.3499999999999943,2,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,12.0,24.0,83.50000000000625,,tomato_salad,0,0.2,30.0
2309,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.3499999999999943,2,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,12.0,24.0,84.75000000000654,,tomato_salad,0,0.2,30.0
2310,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.3499999999999943,2,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,12.0,24.0,86.00000000000682,,tomato_salad,0,0.2,30.0
2311,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.3499999999999943,2,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,12.0,24.0,87.2500000000071,,tomato_salad,0,0.2,30.0
2312,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.3499999999999943,2,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,12.0,24.49189088134284,88.29803951736653,,tomato_salad,0,0.2,30.0
2313,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.3499999999999943,2,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,12.0,25.37026745516934,89.18739579836529,,tomato_salad,0,0.2,30.0
2314,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.3499999999999943,2,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,12.0,26.24864402899584,90.07675207936404,,tomato_salad,0,0.2,30.0
2315,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.3499999999999943,2,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,12.0,27.12702060282234,90.9661083603628,,tomato_salad,0,0.2,30.0
2316,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.3499999999999943,2,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,12.0,28.00539717664884,91.85546464136155,,tomato_salad,0,0.2,30.0
2317,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.3499999999999943,2,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,12.0,28.883773750475342,92.7448209223603,,tomato_salad,0,0.2,30.0
2318,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.3499999999999943,2,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,12.0,29.762150324301842,93.63417720335906,,tomato_salad,0,0.2,30.0
2319,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.3499999999999943,2,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,12.0,30.640526898128343,94.52353348435781,,tomato_salad,0,0.2,30.0
2320,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.3499999999999943,2,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,12.0,31.518903471954843,95.41288976535657,,tomato_salad,0,0.2,30.0
2321,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.3499999999999943,2,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,12.0,32.39728004578134,96.30224604635532,,tomato_salad,0,0.2,30.0
2322,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.3499999999999943,2,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,12.0,33.275656619607844,97.19160232735408,,tomato_salad,0,0.2,30.0
2323,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.3499999999999943,2,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,12.0,34.154033193434344,98.08095860835283,,tomato_salad,0,0.2,30.0
2324,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.3499999999999943,2,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,12.0,35.032409767260845,98.97031488935158,,tomato_salad,0,0.2,30.0
2325,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.3499999999999943,2,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,12.0,35.910786341087345,99.85967117035034,,tomato_salad,0,0.2,30.0
2326,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.3499999999999943,2,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,12.0,36.789162914913845,100.7490274513491,,tomato_salad,0,0.2,30.0
2327,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.3499999999999943,2,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,12.0,37.667539488740346,101.63838373234866,,tomato_salad,0,0.2,30.0
2328,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.3499999999999943,2,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,12.0,38.545916062566846,102.52774001334835,,tomato_salad,0,0.2,30.0
2329,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.3499999999999943,2,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,12.0,39.424292636393346,103.41709629434803,,tomato_salad,0,0.2,30.0
2330,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.3499999999999943,2,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,12.0,40.311608376973936,103.31936371188569,,tomato_salad,0,0.2,30.0
2331,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.3499999999999943,2,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,12.0,41.205947748575596,102.44606130813175,,tomato_salad,0,0.2,30.0
2332,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.3499999999999943,2,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,12.0,42.100287120177256,101.5727589043778,,tomato_salad,0,0.2,30.0
2333,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.3499999999999943,2,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,12.0,42.99462649177892,100.69945650062387,,tomato_salad,0,0.2,30.0
2334,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.3499999999999943,2,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,12.0,43.88896586338058,99.82615409686993,,tomato_salad,0,0.2,30.0
2335,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.3499999999999943,2,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,12.0,44.78330523498224,98.95285169311599,,tomato_salad,0,0.2,30.0
2336,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.3499999999999943,2,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,12.0,45.6776446065839,98.07954928936205,,tomato_salad,0,0.2,30.0
2337,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.3499999999999943,2,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,12.0,46.57198397818556,97.20624688560811,,tomato_salad,0,0.2,30.0
2338,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.3499999999999943,2,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,12.0,47.46632334978722,96.33294448185417,,tomato_salad,0,0.2,30.0
2339,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.3499999999999943,2,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,12.0,48.36066272138888,95.45964207810023,,tomato_salad,0,0.2,30.0
2340,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.3499999999999943,2,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,12.0,49.25500209299054,94.58633967434629,,tomato_salad,0,0.2,30.0
2341,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.3499999999999943,2,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,12.0,50.1493414645922,93.71303727059235,,tomato_salad,0,0.2,30.0
2342,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.3499999999999943,2,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,12.0,51.04368083619386,92.83973486683841,,tomato_salad,0,0.2,30.0
2343,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.3499999999999943,2,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,12.0,51.93802020779552,91.96643246308447,,tomato_salad,0,0.2,30.0
2344,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.3499999999999943,2,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,12.0,52.83235957939718,91.09313005933035,,tomato_salad,0,0.2,30.0
2345,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.3499999999999943,2,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,12.0,53.72669895099884,90.21982765557541,,tomato_salad,0,0.2,30.0
2346,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.3499999999999943,2,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,12.0,54.6210383226005,89.3465252518205,,tomato_salad,0,0.2,30.0
2347,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.3499999999999943,2,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,12.0,55.51537769420216,88.47322284806557,,tomato_salad,0,0.2,30.0
2348,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.3499999999999943,2,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,12.0,56.65150548636595,88.1835990844659,,tomato_salad,0,0.2,30.0
2349,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.3499999999999943,2,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,12.0,57.901416064676624,88.16864762211576,,tomato_salad,0,0.2,30.0
2350,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.3499999999999943,2,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,12.0,59.1513266429873,88.15369615976631,,tomato_salad,0,0.2,30.0
2351,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.3499999999999943,2,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,12.0,60.401237221297976,88.13874469741687,,tomato_salad,0,0.2,30.0
2352,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.3499999999999943,2,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,12.0,61.65114779960865,88.12379323506742,,tomato_salad,0,0.2,30.0
2353,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.3499999999999943,2,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,12.0,62.90105837791933,88.10884177271798,,tomato_salad,0,0.2,30.0
2354,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.3499999999999943,2,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,12.0,64.15096895623,88.09389031036855,,tomato_salad,0,0.2,30.0
2355,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.3499999999999943,2,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,12.0,65.40087953454068,88.0789388480191,,tomato_salad,0,0.2,30.0
2356,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.3499999999999943,2,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,12.0,66.65079011285135,88.06398738566966,,tomato_salad,0,0.2,30.0
2357,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.3499999999999943,2,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,12.0,67.90070069116203,88.04903592332022,,tomato_salad,0,0.2,30.0
2358,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.3499999999999943,2,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,12.0,69.1506112694727,88.03408446097079,,tomato_salad,0,0.2,30.0
2359,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.3499999999999943,2,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,12.0,70.40052184778338,88.01913299862134,,tomato_salad,0,0.2,30.0
2360,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.3499999999999943,2,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,12.0,71.65043242609406,88.0041815362719,,tomato_salad,0,0.2,30.0
2361,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.3499999999999943,2,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,12.0,72.58298750109228,87.22934741362964,,tomato_salad,0,0.2,30.0
2362,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.3499999999999943,2,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,12.0,73.4722668256388,86.35089292822018,,tomato_salad,0,0.2,30.0
2363,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.3499999999999943,2,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,12.0,74.36154615018532,85.47243844281071,,tomato_salad,0,0.2,30.0
2364,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.3499999999999943,2,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,12.0,75.25082547473184,84.59398395740125,,tomato_salad,0,0.2,30.0
2365,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.3499999999999943,2,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,12.0,76.14010479927836,83.71552947199179,,tomato_salad,0,0.2,30.0
2366,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.3499999999999943,2,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,12.0,77.02938412382488,82.83707498658232,,tomato_salad,0,0.2,30.0
2367,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.3499999999999943,2,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,87.64644660940678,56.35355339059322,,,1,1.0,12.0,77.9186634483714,81.95862050117286,,tomato_salad,0,0.2,30.0
2368,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.3499999999999943,2,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,87.29289321881356,56.70710678118644,,,1,1.0,12.0,78.80794277291793,81.0801660157634,,tomato_salad,0,0.2,30.0
2369,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.3499999999999943,2,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,86.93933982822034,57.06066017177966,,,1,1.0,12.0,79.69722209746445,80.20171153035393,,tomato_salad,0,0.2,30.0
2370,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.3499999999999943,2,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,86.58578643762712,57.41421356237288,,,1,1.0,12.0,80.58650142201097,79.32325704494447,,tomato_salad,0,0.2,30.0
2371,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.3499999999999943,2,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,86.2322330470339,57.7677669529661,,,1,1.0,12.0,81.47578074655749,78.4448025595352,,tomato_salad,0,0.2,30.0
2372,0,1,,0,2,None_cut,4.0,3,0,3,tomato,2.3499999999999943,2,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,85.87867965644068,58.12132034355932,,,1,1.0,12.0,82.36506007110401,77.56634807412608,,tomato_salad,0,0.2,30.0
