tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,48a96592a1750d8d_score,player_9ebd007b_x,player_9ebd007b_y,player_9ebd007b_move_target,player_9ebd007b_item,player_9ebd007b_score,player_9ebd007b_cut_speed,player_9ebd007b_speed,player_77ab5154_x,player_77ab5154_y,player_77ab5154_move_target,player_77ab5154_item,player_77ab5154_score,player_77ab5154_cut_speed,player_77ab5154_speed,01304ecabf9e47c6_score,3a68c4ad4a729eba_message,4b49eaba26ec38e3_score
4342,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,40.0,24.0,,tomato_salad,0,1.0,30.0,136.0,24.0,,plate,1,1.0,30.0,,,1.0
4343,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,40.0,24.0,,tomato_salad,0,1.0,30.0,136.0,24.0,,plate,1,1.0,30.0,,,1.0
4344,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,40.0,24.0,,tomato_salad,0,1.0,30.0,136.0,24.0,,plate,1,1.0,30.0,,,1.0
4345,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,40.0,24.0,,tomato_salad,0,1.0,30.0,136.0,24.0,,plate,1,1.0,30.0,,,1.0
4346,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,40.0,24.0,,tomato_salad,0,1.0,30.0,136.0,24.0,,plate,1,1.0,30.0,,,1.0
4347,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,40.0,24.0,,tomato_salad,0,1.0,30.0,136.0,24.0,,plate,1,1.0,30.0,,,1.0
4348,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,40.0,24.0,,tomato_salad,0,1.0,30.0,136.0,24.0,,plate,1,1.0,30.0,,,1.0
4349,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,40.0,24.0,,tomato_salad,0,1.0,30.0,136.0,24.0,,plate,1,1.0,30.0,,,1.0
4350,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,40.0,24.0,,tomato_salad,0,1.0,30.0,136.0,24.0,,plate,1,1.0,30.0,,,1.0
4351,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,40.0,24.0,,tomato_salad,0,1.0,30.0,136.0,24.0,,plate,1,1.0,30.0,,,1.0
4352,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,40.0,24.0,,tomato_salad,0,1.0,30.0,136.0,24.0,,plate,1,1.0,30.0,,,1.0
4353,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,40.0,24.0,,tomato_salad,0,1.0,30.0,136.0,24.0,,plate,1,1.0,30.0,,,1.0
4354,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,40.0,24.0,,tomato_salad,0,1.0,30.0,136.0,24.0,,plate,1,1.0,30.0,,,1.0
4355,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,40.0,24.0,,tomato_salad,0,1.0,30.0,136.0,24.0,,plate,1,1.0,30.0,,,1.0
4356,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,40.0,24.0,,tomato_salad,0,1.0,30.0,136.0,24.0,,plate,1,1.0,30.0,,,1.0
4357,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,40.0,24.0,,tomato_salad,0,1.0,30.0,135.11611652351553,24.88388347648305,,plate,1,1.0,30.0,,,1.0
4358,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,40.0,24.0,,tomato_salad,0,1.0,30.0,134.23223304703106,25.767766952966443,,plate,1,1.0,30.0,,,1.0
4359,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,40.0,24.0,,tomato_salad,0,1.0,30.0,133.3483495705466,26.651650429449848,,plate,1,1.0,30.0,,,1.0
4360,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,40.0,24.0,,tomato_salad,0,1.0,30.0,132.46446609406294,27.535533905933253,,plate,1,1.0,30.0,,,1.0
4361,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,40.0,24.0,,tomato_salad,0,1.0,30.0,131.5805826175798,28.419417382416658,,plate,1,1.0,30.0,,,1.0
4362,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,40.0,24.0,,tomato_salad,0,1.0,30.0,130.69669914109667,29.303300858900062,,plate,1,1.0,30.0,,,1.0
4363,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,40.0,24.0,,tomato_salad,0,1.0,30.0,129.81281566461354,30.187184335383467,,plate,1,1.0,30.0,,,1.0
4364,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,40.0,24.0,,tomato_salad,0,1.0,30.0,128.9289321881304,31.07106781186687,,plate,1,1.0,30.0,,,1.0
4365,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,40.0,24.0,,tomato_salad,0,1.0,30.0,128.04504871164727,31.954951288350276,,plate,1,1.0,30.0,,,1.0
4366,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,40.0,24.0,,tomato_salad,0,1.0,30.0,127.1611652351642,32.838834764833344,,plate,1,1.0,30.0,,,1.0
4367,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,40.0,24.0,,tomato_salad,0,1.0,30.0,126.27728175868116,33.72271824131639,,plate,1,1.0,30.0,,,1.0
4368,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,40.0,24.0,,tomato_salad,0,1.0,30.0,125.3933982821981,34.60660171779944,,plate,1,1.0,30.0,,,1.0
4369,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,40.0,24.0,,tomato_salad,0,1.0,30.0,124.50951480571506,35.4904851942827,,plate,1,1.0,30.0,,,1.0
4370,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,40.0,24.0,,tomato_salad,0,1.0,30.0,123.62563132923201,36.37436867076619,,plate,1,1.0,30.0,,,1.0
4371,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,40.0,24.0,,tomato_salad,0,1.0,30.0,122.74174785274896,37.25825214724968,,plate,1,1.0,30.0,,,1.0
4372,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,40.0,24.0,,tomato_salad,0,1.0,30.0,121.85786437626591,38.14213562373317,,plate,1,1.0,30.0,,,1.0
4373,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,40.0,24.0,,tomato_salad,0,1.0,30.0,120.97398089978286,39.02601910021666,,plate,1,1.0,30.0,,,1.0
4374,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,41.250000000000284,24.0,,tomato_salad,0,1.0,30.0,120.04617444130444,39.805653184688964,,plate,1,1.0,30.0,,,1.0
4375,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,42.50000000000057,24.0,,tomato_salad,0,1.0,30.0,118.79626611486002,39.820791727745956,,plate,1,1.0,30.0,,,1.0
4376,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,43.75000000000085,24.0,,tomato_salad,0,1.0,30.0,117.54635778841559,39.83593027080295,,plate,1,1.0,30.0,,,1.0
4377,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,45.00000000000114,24.0,,tomato_salad,0,1.0,30.0,116.29644946197116,39.85106881385981,,plate,1,1.0,30.0,,,1.0
4378,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,46.25000000000142,24.0,,tomato_salad,0,1.0,30.0,115.04654113552674,39.866207356916455,,plate,1,1.0,30.0,,,1.0
4379,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,47.500000000001705,24.0,,tomato_salad,0,1.0,30.0,113.79663280908231,39.8813458999731,,plate,1,1.0,30.0,,,1.0
4380,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,48.75000000000199,24.0,,tomato_salad,0,1.0,30.0,112.54672448263788,39.896484443029735,,plate,1,1.0,30.0,,,1.0
4381,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,50.000000000002274,24.0,,tomato_salad,0,1.0,30.0,111.29681615619346,39.91162298608638,,plate,1,1.0,30.0,,,1.0
4382,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,51.25000000000256,24.0,,tomato_salad,0,1.0,30.0,110.04690782974903,39.92676152914302,,plate,1,1.0,30.0,,,1.0
4383,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,52.50000000000284,24.0,,tomato_salad,0,1.0,30.0,108.7969995033046,39.94190007219966,,plate,1,1.0,30.0,,,1.0
4384,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,53.750000000003126,24.0,,tomato_salad,0,1.0,30.0,107.54709117686018,39.9570386152563,,plate,1,1.0,30.0,,,1.0
4385,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.00000000000341,24.0,,tomato_salad,0,1.0,30.0,106.29718285041575,39.972177158312945,,plate,1,1.0,30.0,,,1.0
4386,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.250000000003695,24.0,,tomato_salad,0,1.0,30.0,105.04727452397132,39.98731570136958,,plate,1,1.0,30.0,,,1.0
4387,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,57.50000000000398,24.0,,tomato_salad,0,1.0,30.0,103.79733686634414,39.99766893490247,,plate,1,1.0,30.0,,,1.0
4388,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,58.75000000000426,24.0,,tomato_salad,0,1.0,30.0,102.54733687995359,39.997853385697375,,plate,1,1.0,30.0,,,1.0
4389,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,60.00000000000455,24.0,,tomato_salad,0,1.0,30.0,101.29733689356304,39.99803783649228,,plate,1,1.0,30.0,,,1.0
4390,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,61.25000000000483,24.0,,tomato_salad,0,1.0,30.0,100.0473369071725,39.998222287287184,,plate,1,1.0,30.0,,,1.0
4391,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,62.500000000005116,24.0,,tomato_salad,0,1.0,30.0,98.79733692078194,39.99840673808209,,plate,1,1.0,30.0,,,1.0
4392,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,63.7500000000054,24.0,,tomato_salad,0,1.0,30.0,97.5473369343914,39.99859118887699,,plate,1,1.0,30.0,,,1.0
4393,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,65.00000000000568,24.0,,tomato_salad,0,1.0,30.0,96.29733694800085,39.9987756396719,,plate,1,1.0,30.0,,,1.0
4394,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,66.25000000000597,24.0,,tomato_salad,0,1.0,30.0,95.0473369616103,39.9989600904668,,plate,1,1.0,30.0,,,1.0
4395,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,67.50000000000625,24.0,,tomato_salad,0,1.0,30.0,93.79733697521975,39.99914454126161,,plate,1,1.0,30.0,,,1.0
4396,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,68.75000000000654,24.0,,tomato_salad,0,1.0,30.0,92.5473369888292,39.99932899205616,,plate,1,1.0,30.0,,,1.0
4397,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,70.00000000000682,24.0,,tomato_salad,0,1.0,30.0,91.29733700243865,39.999513442850706,,plate,1,1.0,30.0,,,1.0
4398,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,71.2500000000071,24.0,,tomato_salad,0,1.0,30.0,90.0473370160481,39.999697893645255,,plate,1,1.0,30.0,,,1.0
4399,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,71.80000000000723,24.0,,tomato_salad,0,1.0,30.0,88.79733702965756,39.999882344439804,,plate,1,1.0,30.0,,,1.0
4400,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,71.80000000000723,24.0,,tomato_salad,0,1.0,30.0,87.54733703619142,39.99997204937522,,plate,1,1.0,30.0,,,1.0
4401,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,71.80000000000723,24.0,,tomato_salad,0,1.0,30.0,86.29733703619398,39.99997429659456,,plate,1,1.0,30.0,,,1.0
4402,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,71.80000000000723,24.0,,tomato_salad,0,1.0,30.0,85.04733703619654,39.99997654381421,,plate,1,1.0,30.0,,,1.0
4403,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,71.80000000000723,24.0,,tomato_salad,0,1.0,30.0,83.7973370361991,39.99997879103387,,plate,1,1.0,30.0,,,1.0
4404,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,71.80000000000723,24.0,,tomato_salad,0,1.0,30.0,82.54733703620165,39.99998103825352,,plate,1,1.0,30.0,,,1.0
4405,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,71.80000000000723,24.0,,tomato_salad,0,1.0,30.0,81.29733703620421,39.99998328547318,,plate,1,1.0,30.0,,,1.0
4406,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,tomato,2,6,plate,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,71.80000000000723,24.0,,tomato_salad,0,1.0,30.0,80.04733703620677,39.99998553269283,,plate,1,1.0,30.0,,,1.0
