tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,a55adf9930812be6_score,player_5c57d099_x,player_5c57d099_y,player_5c57d099_move_target,player_5c57d099_item,player_5c57d099_score,player_5c57d099_cut_speed,player_5c57d099_speed,player_a5712458_x,player_a5712458_y,player_a5712458_move_target,player_a5712458_item,player_a5712458_score,player_a5712458_cut_speed,player_a5712458_speed,eae3106c493fd2ac_score,f130fd912a54fe60_message,de08e3510d72aeb5_score
3292,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,127.2500000000071,24.0,,plate,0,1.0,30.0,,,0.0
3293,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,126.00000000000682,24.0,,plate,0,1.0,30.0,,,0.0
3294,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,124.75000000000654,24.0,,plate,0,1.0,30.0,,,0.0
3295,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,123.50000000000625,24.0,,plate,0,1.0,30.0,,,0.0
3296,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,122.25000000000597,24.0,,plate,0,1.0,30.0,,,0.0
3297,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,121.00000000000568,24.0,,plate,0,1.0,30.0,,,0.0
3298,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,119.7500000000054,24.0,,plate,0,1.0,30.0,,,0.0
3299,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,118.50000000000512,24.0,,plate,0,1.0,30.0,,,0.0
3300,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,117.25000000000483,24.0,,plate,0,1.0,30.0,,,0.0
3301,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,116.00000000000455,24.0,,plate,0,1.0,30.0,,,0.0
3302,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,114.75000000000426,24.0,,plate,0,1.0,30.0,,,0.0
3303,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,113.50000000000398,24.0,,plate,0,1.0,30.0,,,0.0
3304,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,112.2500000000037,24.0,,plate,0,1.0,30.0,,,0.0
3305,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,111.00000000000341,24.0,,plate,0,1.0,30.0,,,0.0
3306,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,109.75000000000313,24.0,,plate,0,1.0,30.0,,,0.0
3307,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,108.50000000000284,24.0,,plate,0,1.0,30.0,,,0.0
3308,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,107.25000000000256,24.0,,plate,0,1.0,30.0,,,0.0
3309,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,106.00000000000227,24.0,,plate,0,1.0,30.0,,,0.0
3310,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,104.75000000000199,24.0,,plate,0,1.0,30.0,,,0.0
3311,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,103.5000000000017,24.0,,plate,0,1.0,30.0,,,0.0
3312,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,102.25000000000142,24.0,,plate,0,1.0,30.0,,,0.0
3313,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,101.00000000000114,24.0,,plate,0,1.0,30.0,,,0.0
3314,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,99.75000000000085,24.0,,plate,0,1.0,30.0,,,0.0
3315,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,98.50000000000057,24.0,,plate,0,1.0,30.0,,,0.0
3316,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,97.25000000000028,24.0,,plate,0,1.0,30.0,,,0.0
3317,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,96.0,24.0,,plate,0,1.0,30.0,,,0.0
3318,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,94.74999999999972,24.0,,plate,0,1.0,30.0,,,0.0
3319,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,93.49999999999943,24.0,,plate,0,1.0,30.0,,,0.0
3320,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,92.24999999999915,24.0,,plate,0,1.0,30.0,,,0.0
3321,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,90.99999999999886,24.0,,plate,0,1.0,30.0,,,0.0
3322,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,89.74999999999858,24.0,,plate,0,1.0,30.0,,,0.0
3323,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,88.4999999999983,24.0,,plate,0,1.0,30.0,,,0.0
3324,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,87.24999999999801,24.0,,plate,0,1.0,30.0,,,0.0
3325,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,85.99999999999773,24.0,,plate,0,1.0,30.0,,,0.0
3326,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,84.74999999999744,24.0,,plate,0,1.0,30.0,,,0.0
3327,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,83.49999999999716,24.0,,plate,0,1.0,30.0,,,0.0
3328,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,82.24999999999687,24.0,,plate,0,1.0,30.0,,,0.0
3329,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,80.99999999999659,24.0,,plate,0,1.0,30.0,,,0.0
3330,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,79.7499999999963,24.0,,plate,0,1.0,30.0,,,0.0
3331,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,78.49999999999602,24.0,,plate,0,1.0,30.0,,,0.0
3332,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,77.24999999999574,24.0,,plate,0,1.0,30.0,,,0.0
3333,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,75.99999999999545,24.0,,plate,0,1.0,30.0,,,0.0
3334,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,74.74999999999517,24.0,,plate,0,1.0,30.0,,,0.0
3335,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,73.49999999999488,24.0,,plate,0,1.0,30.0,,,0.0
3336,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,72.2499999999946,24.0,,plate,0,1.0,30.0,,,0.0
3337,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,71.34621797023578,24.84324151087344,,plate,0,1.0,30.0,,,0.0
3338,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,70.45686168923703,25.72161808469994,,plate,0,1.0,30.0,,,0.0
3339,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,69.56750540823828,26.59999465852644,,plate,0,1.0,30.0,,,0.0
3340,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,68.67814912723952,27.47837123235294,,plate,0,1.0,30.0,,,0.0
3341,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,67.78879284624077,28.356747806179442,,plate,0,1.0,30.0,,,0.0
3342,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,66.89943656524201,29.235124380005942,,plate,0,1.0,30.0,,,0.0
3343,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,66.01008028424326,30.113500953832443,,plate,0,1.0,30.0,,,0.0
3344,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,65.1207240032445,30.991877527658943,,plate,0,1.0,30.0,,,0.0
3345,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,64.23136772224575,31.870254101485443,,plate,0,1.0,30.0,,,0.0
3346,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,63.34201144124647,32.748630675311944,,plate,0,1.0,30.0,,,0.0
3347,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,62.452655160247005,33.627007249138444,,plate,0,1.0,30.0,,,0.0
3348,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,61.56329887924754,34.505383822964944,,plate,0,1.0,30.0,,,0.0
3349,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,60.673942598248075,35.383760396791445,,plate,0,1.0,30.0,,,0.0
3350,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,59.78458631724861,36.262136970617945,,plate,0,1.0,30.0,,,0.0
3351,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,58.895230036249146,37.140513544444445,,plate,0,1.0,30.0,,,0.0
3352,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,58.00587375524984,38.018890118270946,,plate,0,1.0,30.0,,,0.0
3353,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,57.11651747425088,38.897266692097446,,plate,0,1.0,30.0,,,0.0
3354,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,56.22716119325191,39.77564326592395,,plate,0,1.0,30.0,,,0.0
3355,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,56.0,40.0,,plate,0,1.0,30.0,,,0.0
3356,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,0.0
3357,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,0.0
3358,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,0.0
3359,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,0.0
3360,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,0.0
3361,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,0.0
