tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,8dd78ea1e074590f_score,player_e0c98d00_x,player_e0c98d00_y,player_e0c98d00_move_target,player_e0c98d00_item,player_e0c98d00_score,player_e0c98d00_cut_speed,player_e0c98d00_speed,player_b067fff1_x,player_b067fff1_y,player_b067fff1_move_target,player_b067fff1_item,player_b067fff1_score,player_b067fff1_cut_speed,player_b067fff1_speed
2259,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.408333333333324,3,2,2,tomato,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,81.04524255996989,39.888496343961926,,plate,1,1.0,12.0,88.0,50.99999999999886,,,1,0.2,30.0
2260,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.408333333333324,3,2,2,tomato,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,80.54528054638365,39.89465953881524,,plate,1,1.0,12.0,88.0,49.74999999999858,,,1,0.2,30.0
2261,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.408333333333324,3,2,2,tomato,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,80.04531853279741,39.900822733668555,,plate,1,1.0,12.0,88.0,48.499999999998295,,,1,0.2,30.0
2262,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.408333333333324,3,2,2,tomato,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,79.54535651921117,39.90698592852187,,plate,1,1.0,12.0,88.0,47.24999999999801,,,1,0.2,30.0
2263,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.408333333333324,3,2,2,tomato,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,79.04539450562493,39.913149123375185,,plate,1,1.0,12.0,88.0,45.999999999997726,,,1,0.2,30.0
2264,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.408333333333324,3,2,2,tomato,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,78.54543249203869,39.91931231822871,,plate,1,1.0,12.0,88.0,44.74999999999744,,,1,0.2,30.0
2265,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.408333333333324,3,2,2,tomato,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,78.04547047845244,39.92547551308238,,plate,1,1.0,12.0,88.0,43.49999999999716,,,1,0.2,30.0
2266,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.408333333333324,3,2,2,tomato,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,77.5455084648662,39.93163870793605,,plate,1,1.0,12.0,88.0,42.249999999996874,,,1,0.2,30.0
2267,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.408333333333324,3,2,2,tomato,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,77.04554645127996,39.93780190278972,,plate,1,1.0,12.0,88.0,40.99999999999659,,,1,0.2,30.0
2268,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.408333333333324,3,2,2,tomato,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,76.54558443769372,39.94396509764339,,plate,1,1.0,12.0,88.3162155665778,39.8798317388366,,,1,0.2,30.0
2269,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.408333333333324,3,2,2,tomato,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,76.04562242410748,39.95012829249706,,plate,1,1.0,12.0,89.194592140405,38.990475457837135,,,1,0.2,30.0
2270,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.408333333333324,3,2,2,tomato,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,75.54566041052124,39.95629148735073,,plate,1,1.0,12.0,90.07296871423222,38.10111917683767,,,1,0.2,30.0
2271,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.408333333333324,3,2,2,tomato,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,75.045698396935,39.9624546822044,,plate,1,1.0,12.0,90.95134528805943,37.211762895838206,,,1,0.2,30.0
2272,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.408333333333324,3,2,2,tomato,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,74.54573638334875,39.96861787705807,,plate,1,1.0,12.0,91.82972186188655,36.32240661483874,,,1,0.2,30.0
2273,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.408333333333324,3,2,2,tomato,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,74.04577436976251,39.97478107191174,,plate,1,1.0,12.0,92.70809843571327,35.433050333839276,,,1,0.2,30.0
2274,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.408333333333324,3,2,2,tomato,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,73.54581235617627,39.98094426676541,,plate,1,1.0,12.0,93.58647500953998,34.54369405283981,,,1,0.2,30.0
2275,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.408333333333324,3,2,2,tomato,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,73.04585034259003,39.98710746161908,,plate,1,1.0,12.0,94.4648515833667,33.654337771840346,,,1,0.2,30.0
2276,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.408333333333324,3,2,2,tomato,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.54588832900379,39.99327065647275,,plate,1,1.0,12.0,95.34322815719341,32.76498149084088,,,1,0.2,30.0
2277,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.408333333333324,3,2,2,tomato,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.08921341235464,40.10301158955734,,plate,1,1.0,12.0,96.22160473102007,31.875625209841466,,,1,0.2,30.0
2278,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.408333333333324,3,2,2,tomato,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,71.73354172189204,40.4544339118474,,plate,1,1.0,12.0,97.09998130484644,30.986268928842357,,,1,0.2,30.0
2279,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.408333333333324,3,2,2,tomato,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,71.3778700314304,40.805856234137465,,plate,1,1.0,12.0,97.9783578786728,30.096912647843247,,,1,0.2,30.0
2280,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.408333333333324,3,2,2,tomato,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,71.02219834096886,41.15727855642753,,plate,1,1.0,12.0,98.85673445249915,29.207556366844138,,,1,0.2,30.0
2281,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.408333333333324,3,2,2,tomato,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,70.66652665050732,41.50870087871759,,plate,1,1.0,12.0,99.73511102632551,28.318200085845028,,,1,0.2,30.0
2282,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.408333333333324,3,2,2,tomato,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,70.31085496004577,41.86012320100765,,plate,1,1.0,12.0,100.61348760015187,27.42884380484592,,,1,0.2,30.0
2283,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.408333333333324,3,2,2,tomato,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,69.95518326958423,42.211545523297715,,plate,1,1.0,12.0,101.49186417397823,26.53948752384681,,,1,0.2,30.0
2284,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.408333333333324,3,2,2,tomato,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,69.59951157912269,42.56296784558778,,plate,1,1.0,12.0,102.3702407478046,25.6501312428477,,,1,0.2,30.0
2285,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.408333333333324,3,2,2,tomato,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,69.24383988866114,42.91439016787784,,plate,1,1.0,12.0,103.24861732163096,24.76077496184859,,,1,0.2,30.0
2286,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.408333333333324,3,2,2,tomato,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,68.88816819819961,43.2658124901679,,plate,1,1.0,12.0,104.0,24.0,,,1,0.2,30.0
2287,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.408333333333324,3,2,2,tomato,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,68.53249650773806,43.617234812457966,,plate,1,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
2288,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.408333333333324,3,2,2,tomato,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,68.17682481727653,43.96865713474803,,plate,1,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
2289,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.408333333333324,3,2,2,tomato,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,67.82115312681498,44.32007945703809,,plate,1,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
2290,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.408333333333324,3,2,2,tomato,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,67.46548143635344,44.67150177932815,,plate,1,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
2291,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.408333333333324,3,2,2,tomato,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,67.1098097458919,45.022924101618216,,plate,1,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
2292,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.408333333333324,3,2,2,tomato,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,66.75413805543036,45.37434642390828,,plate,1,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
2293,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.408333333333324,3,2,2,tomato,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,66.39846636496881,45.72576874619834,,plate,1,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
2294,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.408333333333324,3,2,2,tomato,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,66.04279467450726,46.0771910684884,,plate,1,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
2295,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.408333333333324,3,2,2,tomato,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,65.68712298404573,46.428613390778466,,plate,1,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
2296,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.408333333333324,3,2,2,tomato,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,65.33145129358418,46.78003571306853,,plate,1,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
2297,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.408333333333324,3,2,2,tomato,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,64.97577960312265,47.13145803535859,,plate,1,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
2298,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.408333333333324,3,2,2,tomato,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,64.6201079126611,47.482880357648654,,plate,1,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
2299,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.408333333333324,3,2,2,tomato,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,64.26443622219956,47.834302679938716,,plate,1,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
2300,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.408333333333324,3,2,2,tomato,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,63.90876453173793,48.18572500222878,,plate,1,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
2301,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.408333333333324,3,2,2,tomato,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,63.55309284127604,48.53714732451884,,plate,1,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
2302,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.408333333333324,3,2,2,tomato,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,63.19742115081415,48.888569646809195,,plate,1,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
2303,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.408333333333324,3,2,2,tomato,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,62.84174946035226,49.23999196909963,,plate,1,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
2304,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.408333333333324,3,2,2,tomato,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,62.48607776989037,49.59141429139006,,plate,1,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
2305,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.408333333333324,3,2,2,tomato,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,62.13040607942848,49.942836613680484,,plate,1,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
2306,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.408333333333324,3,2,2,tomato,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,61.77473438896659,50.294258935970916,,plate,1,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
2307,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.408333333333324,3,2,2,tomato,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,61.4190626985047,50.64568125826135,,plate,1,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
2308,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.408333333333324,3,2,2,tomato,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,61.063391008042814,50.99710358055177,,plate,1,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
2309,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.408333333333324,3,2,2,tomato,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,60.707719317580924,51.348525902842205,,plate,1,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
2310,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.408333333333324,3,2,2,tomato,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,60.352047627119035,51.69994822513263,,plate,1,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
2311,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.408333333333324,3,2,2,tomato,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,59.996375936657145,52.05137054742306,,plate,1,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
2312,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.408333333333324,3,2,2,tomato,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,59.640704246195256,52.402792869713494,,plate,1,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
2313,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.408333333333324,3,2,2,tomato,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,59.285032555733366,52.75421519200392,,plate,1,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
2314,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.408333333333324,3,2,2,tomato,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,58.92936086527148,53.10563751429435,,plate,1,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
2315,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.408333333333324,3,2,2,tomato,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,58.57368917480959,53.45705983658478,,plate,1,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
2316,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.408333333333324,3,2,2,tomato,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,58.2180174843477,53.80848215887521,,plate,1,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
2317,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.408333333333324,3,2,2,tomato,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,57.86234579388581,54.15990448116564,,plate,1,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
2318,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.408333333333324,3,2,2,tomato,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,57.50667410342392,54.51132680345607,,plate,1,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
2319,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.408333333333324,3,2,2,tomato,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,57.15100241296203,54.8627491257465,,plate,1,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
2320,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.408333333333324,3,2,2,tomato,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.79533072250014,55.21417144803693,,plate,1,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
2321,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.408333333333324,3,2,2,tomato,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.43965903203825,55.56559377032736,,plate,1,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
2322,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.408333333333324,3,2,2,tomato,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,56.0,,plate,1,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
2323,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.408333333333324,3,2,2,tomato,2,3,plate,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,56.0,,,1,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
2324,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.408333333333324,3,2,2,tomato,2,3,plate,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,56.0,,,1,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
2325,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.408333333333324,3,2,2,tomato,2,3,plate,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,56.0,,,1,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
2326,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.408333333333324,3,2,2,tomato,2,3,plate,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,56.0,,,1,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
2327,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.408333333333324,3,2,2,tomato,2,3,plate,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,56.0,,,1,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
2328,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.408333333333324,3,2,2,tomato,2,3,plate,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,56.0,,,1,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
2329,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.408333333333324,3,2,2,tomato,2,3,plate,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,56.0,,,1,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
2330,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.408333333333324,3,2,2,tomato,2,3,plate,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,56.0,,,1,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
2331,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.408333333333324,3,2,2,tomato,2,3,plate,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,56.0,,,1,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
2332,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.408333333333324,3,2,2,tomato,2,3,plate,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,56.0,,,1,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
2333,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.408333333333324,3,2,2,tomato,2,3,plate,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,56.0,,,1,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
