tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,b5685b71e628c2dc_score,player_92d89e55_x,player_92d89e55_y,player_92d89e55_move_target,player_92d89e55_item,player_92d89e55_score,player_92d89e55_cut_speed,player_92d89e55_speed,player_35695cb1_x,player_35695cb1_y,player_35695cb1_move_target,player_35695cb1_item,player_35695cb1_score,player_35695cb1_cut_speed,player_35695cb1_speed
1927,0,1,,0,2,tomato,2.5166666666666604,2,0,3,tomato,1.4083333333333308,1,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,46.25000000000142,,,0,0.2,30.0
1928,0,1,,0,2,tomato,2.5166666666666604,2,0,3,tomato,1.4083333333333308,1,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,47.500000000001705,,,0,0.2,30.0
1929,0,1,,0,2,tomato,2.5166666666666604,2,0,3,tomato,1.4083333333333308,1,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,48.75000000000199,,,0,0.2,30.0
1930,0,1,,0,2,tomato,2.5166666666666604,2,0,3,tomato,1.4083333333333308,1,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,50.000000000002274,,,0,0.2,30.0
1931,0,1,,0,2,tomato,2.5166666666666604,2,0,3,tomato,1.4083333333333308,1,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,51.25000000000256,,,0,0.2,30.0
1932,0,1,,0,2,tomato,2.5166666666666604,2,0,3,tomato,1.4083333333333308,1,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,52.50000000000284,,,0,0.2,30.0
1933,0,1,,0,2,tomato,2.5166666666666604,2,0,3,tomato,1.4083333333333308,1,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,53.750000000003126,,,0,0.2,30.0
1934,0,1,,0,2,tomato,2.5166666666666604,2,0,3,tomato,1.4083333333333308,1,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,55.00000000000341,,,0,0.2,30.0
1935,0,1,,0,2,tomato,2.5166666666666604,2,0,3,tomato,1.4083333333333308,1,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,56.250000000003695,,,0,0.2,30.0
1936,0,1,,0,2,tomato,2.5166666666666604,2,0,3,tomato,1.4083333333333308,1,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,57.50000000000398,,,0,0.2,30.0
1937,0,1,,0,2,tomato,2.5166666666666604,2,0,3,tomato,1.4083333333333308,1,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,58.75000000000426,,,0,0.2,30.0
1938,0,1,,0,2,tomato,2.5166666666666604,2,0,3,tomato,1.4083333333333308,1,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,60.00000000000455,,,0,0.2,30.0
1939,0,1,,0,2,tomato,2.5166666666666604,2,0,3,tomato,1.4083333333333308,1,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,61.25000000000483,,,0,0.2,30.0
1940,0,1,,0,2,tomato,2.5166666666666604,2,0,3,tomato,1.4083333333333308,1,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,62.500000000005116,,,0,0.2,30.0
1941,0,1,,0,2,tomato,2.5166666666666604,2,0,3,tomato,1.4083333333333308,1,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,63.7500000000054,,,0,0.2,30.0
1942,0,1,,0,2,tomato,2.5166666666666604,2,0,3,tomato,1.4083333333333308,1,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,65.00000000000568,,,0,0.2,30.0
1943,0,1,,0,2,tomato,2.5166666666666604,2,0,3,tomato,1.4083333333333308,1,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,66.25000000000597,,,0,0.2,30.0
1944,0,1,,0,2,tomato,2.5166666666666604,2,0,3,tomato,1.4083333333333308,1,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,67.50000000000625,,,0,0.2,30.0
1945,0,1,,0,2,tomato,2.5166666666666604,2,0,3,tomato,1.4083333333333308,1,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,68.75000000000654,,,0,0.2,30.0
1946,0,1,,0,2,tomato,2.5166666666666604,2,0,3,tomato,1.4083333333333308,1,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,70.00000000000682,,,0,0.2,30.0
1947,0,1,,0,2,tomato,2.5166666666666604,2,0,3,tomato,1.4083333333333308,1,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,71.2500000000071,,,0,0.2,30.0
1948,0,1,,0,2,tomato,2.5166666666666604,2,0,3,tomato,1.4083333333333308,1,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,72.0,,,0,0.2,30.0
1949,0,1,,0,2,tomato,2.5166666666666604,2,0,3,tomato,1.4083333333333308,1,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,72.0,,plate,0,0.2,30.0
1950,0,1,,0,2,tomato,2.5166666666666604,2,0,3,tomato,1.4083333333333308,1,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,72.0,,plate,0,0.2,30.0
1951,0,1,,0,2,tomato,2.5166666666666604,2,0,3,tomato,1.4083333333333308,1,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,72.0,,plate,0,0.2,30.0
1952,0,1,,0,2,tomato,2.5166666666666604,2,0,3,tomato,1.4083333333333308,1,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,72.0,,plate,0,0.2,30.0
1953,0,1,,0,2,tomato,2.5166666666666604,2,0,3,tomato,1.4083333333333308,1,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,72.0,,plate,0,0.2,30.0
1954,0,1,,0,2,tomato,2.5166666666666604,2,0,3,tomato,1.4083333333333308,1,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,72.0,,plate,0,0.2,30.0
1955,0,1,,0,2,tomato,2.5166666666666604,2,0,3,tomato,1.4083333333333308,1,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,72.0,,plate,0,0.2,30.0
1956,0,1,,0,2,tomato,2.5166666666666604,2,0,3,tomato,1.4083333333333308,1,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,72.0,,plate,0,0.2,30.0
1957,0,1,,0,2,tomato,2.5166666666666604,2,0,3,tomato,1.4083333333333308,1,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,72.0,,plate,0,0.2,30.0
1958,0,1,,0,2,tomato,2.5166666666666604,2,0,3,tomato,1.4083333333333308,1,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,72.0,,plate,0,0.2,30.0
1959,0,1,,0,2,tomato,2.5166666666666604,2,0,3,tomato,1.4083333333333308,1,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,72.0,,plate,0,0.2,30.0
1960,0,1,,0,2,tomato,2.5166666666666604,2,0,3,tomato,1.4083333333333308,1,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,72.0,,plate,0,0.2,30.0
1961,0,1,,0,2,tomato,2.5166666666666604,2,0,3,tomato,1.4083333333333308,1,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,72.0,,plate,0,0.2,30.0
1962,0,1,,0,2,tomato,2.5166666666666604,2,0,3,tomato,1.4083333333333308,1,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,72.0,,plate,0,0.2,30.0
1963,0,1,,0,2,tomato,2.5166666666666604,2,0,3,tomato,1.4083333333333308,1,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,72.0,,plate,0,0.2,30.0
1964,0,1,,0,2,tomato,2.5166666666666604,2,0,3,tomato,1.4083333333333308,1,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,72.0,,plate,0,0.2,30.0
1965,0,1,,0,2,tomato,2.5166666666666604,2,0,3,tomato,1.4083333333333308,1,2,2,tomato,2,3,tomato,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,72.0,,plate,0,0.2,30.0
1966,0,1,,0,2,tomato,2.5166666666666604,2,0,3,tomato,1.4083333333333308,1,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,72.0,,,0,0.2,30.0
1967,0,1,,0,2,tomato,2.5166666666666604,2,0,3,tomato,1.4083333333333308,1,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,72.0,,,0,0.2,30.0
1968,0,1,,0,2,tomato,2.5166666666666604,2,0,3,tomato,1.4083333333333308,1,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,72.0,,,0,0.2,30.0
1969,0,1,,0,2,tomato,2.5166666666666604,2,0,3,tomato,1.4083333333333308,1,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,72.0,,,0,0.2,30.0
1970,0,1,,0,2,tomato,2.5166666666666604,2,0,3,tomato,1.4083333333333308,1,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,72.0,,,0,0.2,30.0
1971,0,1,,0,2,tomato,2.5166666666666604,2,0,3,tomato,1.4083333333333308,1,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,72.0,,,0,0.2,30.0
1972,0,1,,0,2,tomato,2.5166666666666604,2,0,3,tomato,1.4083333333333308,1,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,72.0,,,0,0.2,30.0
1973,0,1,,0,2,tomato,2.5166666666666604,2,0,3,tomato,1.4083333333333308,1,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,72.0,,,0,0.2,30.0
1974,0,1,,0,2,tomato,2.5166666666666604,2,0,3,tomato,1.4083333333333308,1,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,72.0,,,0,0.2,30.0
1975,0,1,,0,2,tomato,2.5166666666666604,2,0,3,tomato,1.4083333333333308,1,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,72.0,,,0,0.2,30.0
1976,0,1,,0,2,tomato,2.5166666666666604,2,0,3,tomato,1.4083333333333308,1,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,72.0,,,0,0.2,30.0
1977,0,1,,0,2,tomato,2.5166666666666604,2,0,3,tomato,1.4083333333333308,1,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,72.0,,,0,0.2,30.0
1978,0,1,,0,2,tomato,2.5166666666666604,2,0,3,tomato,1.4083333333333308,1,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,72.0,,,0,0.2,30.0
1979,0,1,,0,2,tomato,2.5166666666666604,2,0,3,tomato,1.4083333333333308,1,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,70.74999999999972,,,0,0.2,30.0
1980,0,1,,0,2,tomato,2.5166666666666604,2,0,3,tomato,1.4083333333333308,1,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,69.49999999999943,,,0,0.2,30.0
1981,0,1,,0,2,tomato,2.5166666666666604,2,0,3,tomato,1.4083333333333308,1,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,68.24999999999915,,,0,0.2,30.0
1982,0,1,,0,2,tomato,2.5166666666666604,2,0,3,tomato,1.4083333333333308,1,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,66.99999999999886,,,0,0.2,30.0
1983,0,1,,0,2,tomato,2.5166666666666604,2,0,3,tomato,1.4083333333333308,1,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,65.74999999999858,,,0,0.2,30.0
1984,0,1,,0,2,tomato,2.5166666666666604,2,0,3,tomato,1.4083333333333308,1,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,64.4999999999983,,,0,0.2,30.0
1985,0,1,,0,2,tomato,2.5166666666666604,2,0,3,tomato,1.4083333333333308,1,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,63.24999999999801,,,0,0.2,30.0
1986,0,1,,0,2,tomato,2.5166666666666604,2,0,3,tomato,1.4083333333333308,1,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,61.999999999997726,,,0,0.2,30.0
1987,0,1,,0,2,tomato,2.5166666666666604,2,0,3,tomato,1.4083333333333308,1,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,60.74999999999744,,,0,0.2,30.0
1988,0,1,,0,2,tomato,2.5166666666666604,2,0,3,tomato,1.4083333333333308,1,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,59.49999999999716,,,0,0.2,30.0
1989,0,1,,0,2,tomato,2.5166666666666604,2,0,3,tomato,1.4083333333333308,1,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,58.249999999996874,,,0,0.2,30.0
1990,0,1,,0,2,tomato,2.5166666666666604,2,0,3,tomato,1.4083333333333308,1,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,56.99999999999659,,,0,0.2,30.0
1991,0,1,,0,2,tomato,2.5166666666666604,2,0,3,tomato,1.4083333333333308,1,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,55.749999999996305,,,0,0.2,30.0
1992,0,1,,0,2,tomato,2.5166666666666604,2,0,3,tomato,1.4083333333333308,1,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,54.49999999999602,,,0,0.2,30.0
1993,0,1,,0,2,tomato,2.5166666666666604,2,0,3,tomato,1.4083333333333308,1,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,53.24999999999574,,,0,0.2,30.0
1994,0,1,,0,2,tomato,2.5166666666666604,2,0,3,tomato,1.4083333333333308,1,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,51.99999999999545,,,0,0.2,30.0
1995,0,1,,0,2,tomato,2.5166666666666604,2,0,3,tomato,1.4083333333333308,1,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,50.74999999999517,,,0,0.2,30.0
1996,0,1,,0,2,tomato,2.5166666666666604,2,0,3,tomato,1.4083333333333308,1,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,49.499999999994884,,,0,0.2,30.0
1997,0,1,,0,2,tomato,2.5166666666666604,2,0,3,tomato,1.4083333333333308,1,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,48.2499999999946,,,0,0.2,30.0
1998,0,1,,0,2,tomato,2.5166666666666604,2,0,3,tomato,1.4083333333333308,1,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,46.999999999994316,,,0,0.2,30.0
1999,0,1,,0,2,tomato,2.5166666666666604,2,0,3,tomato,1.4083333333333308,1,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,45.74999999999403,,,0,0.2,30.0
2000,0,1,,0,2,tomato,2.5166666666666604,2,0,3,tomato,1.4083333333333308,1,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,44.49999999999375,,,0,0.2,30.0
2001,0,1,,0,2,tomato,2.5166666666666604,2,0,3,tomato,1.4083333333333308,1,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,43.24999999999346,,,0,0.2,30.0
2002,0,1,,0,2,tomato,2.5166666666666604,2,0,3,tomato,1.4083333333333308,1,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,41.99999999999318,,,0,0.2,30.0
2003,0,1,,0,2,tomato,2.5166666666666604,2,0,3,tomato,1.4083333333333308,1,2,2,tomato,2,3,tomato,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,24.0,40.749999999992895,,,0,0.2,30.0
