tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,0c0e359429cff7c1_score,player_4fd0ffda_x,player_4fd0ffda_y,player_4fd0ffda_move_target,player_4fd0ffda_item,player_4fd0ffda_score,player_4fd0ffda_cut_speed,player_4fd0ffda_speed,player_e59062fc_x,player_e59062fc_y,player_e59062fc_move_target,player_e59062fc_item,player_e59062fc_score,player_e59062fc_cut_speed,player_e59062fc_speed
2318,0,1,,0,2,None_cut,3.2666666666666635,3,0,3,tomato,2.4083333333333274,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,72.0,,,0,1.0,12.0,24.0,56.0,,,2,0.2,30.0
2319,0,1,,0,2,None_cut,3.2666666666666635,3,0,3,tomato,2.4166666666666607,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,72.0,,,0,1.0,12.0,24.0,56.0,,,2,0.2,30.0
2320,0,1,,0,2,None_cut,3.2666666666666635,3,0,3,tomato,2.424999999999994,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,72.0,,,0,1.0,12.0,24.0,56.0,,,2,0.2,30.0
2321,0,1,,0,2,None_cut,3.2666666666666635,3,0,3,tomato,2.4333333333333274,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,72.0,,,0,1.0,12.0,24.0,56.0,,,2,0.2,30.0
2322,0,1,,0,2,None_cut,3.2666666666666635,3,0,3,tomato,2.4416666666666607,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,72.0,,,0,1.0,12.0,24.0,56.0,,,2,0.2,30.0
2323,0,1,,0,2,None_cut,3.2666666666666635,3,0,3,tomato,2.449999999999994,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,72.0,,,0,1.0,12.0,24.0,56.0,,,2,0.2,30.0
2324,0,1,,0,2,None_cut,3.2666666666666635,3,0,3,tomato,2.4583333333333273,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,72.0,,,0,1.0,12.0,24.0,56.0,,,2,0.2,30.0
2325,0,1,,0,2,None_cut,3.2666666666666635,3,0,3,tomato,2.4666666666666606,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,72.0,,,0,1.0,12.0,24.0,56.0,,,2,0.2,30.0
2326,0,1,,0,2,None_cut,3.2666666666666635,3,0,3,tomato,2.474999999999994,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,72.0,,,0,1.0,12.0,24.0,56.0,,,2,0.2,30.0
2327,0,1,,0,2,None_cut,3.2666666666666635,3,0,3,tomato,2.483333333333327,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,72.0,,,0,1.0,12.0,24.0,56.0,,,2,0.2,30.0
2328,0,1,,0,2,None_cut,3.2666666666666635,3,0,3,tomato,2.4916666666666605,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,72.0,,,0,1.0,12.0,24.0,56.0,,,2,0.2,30.0
2329,0,1,,0,2,None_cut,3.2666666666666635,3,0,3,tomato,2.499999999999994,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,72.0,,,0,1.0,12.0,24.0,56.0,,,2,0.2,30.0
2330,0,1,,0,2,None_cut,3.2666666666666635,3,0,3,tomato,2.508333333333327,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,72.0,,,0,1.0,12.0,24.0,56.0,,,2,0.2,30.0
2331,0,1,,0,2,None_cut,3.2666666666666635,3,0,3,tomato,2.5166666666666604,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,72.0,,,0,1.0,12.0,24.0,56.0,,,2,0.2,30.0
2332,0,1,,0,2,None_cut,3.2666666666666635,3,0,3,tomato,2.5249999999999937,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,72.0,,,0,1.0,12.0,24.0,56.0,,,2,0.2,30.0
2333,0,1,,0,2,None_cut,3.2666666666666635,3,0,3,tomato,2.533333333333327,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,72.0,,,0,1.0,12.0,24.0,56.0,,,2,0.2,30.0
2334,0,1,,0,2,None_cut,3.2666666666666635,3,0,3,tomato,2.5416666666666603,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,72.0,,,0,1.0,12.0,24.0,56.0,,,2,0.2,30.0
2335,0,1,,0,2,None_cut,3.2666666666666635,3,0,3,tomato,2.5499999999999936,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,72.0,,,0,1.0,12.0,24.0,56.0,,,2,0.2,30.0
2336,0,1,,0,2,None_cut,3.2666666666666635,3,0,3,tomato,2.558333333333327,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,72.0,,,0,1.0,12.0,24.0,56.0,,,2,0.2,30.0
2337,0,1,,0,2,None_cut,3.2666666666666635,3,0,3,tomato,2.56666666666666,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,72.0,,,0,1.0,12.0,24.0,56.0,,,2,0.2,30.0
2338,0,1,,0,2,None_cut,3.2666666666666635,3,0,3,tomato,2.5749999999999935,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,72.0,,,0,1.0,12.0,24.0,56.0,,,2,0.2,30.0
2339,0,1,,0,2,None_cut,3.2666666666666635,3,0,3,tomato,2.583333333333327,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,72.0,,,0,1.0,12.0,24.0,56.0,,,2,0.2,30.0
2340,0,1,,0,2,None_cut,3.2666666666666635,3,0,3,tomato,2.59166666666666,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,72.0,,,0,1.0,12.0,24.0,56.0,,,2,0.2,30.0
2341,0,1,,0,2,None_cut,3.2666666666666635,3,0,3,tomato,2.5999999999999934,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,72.0,,,0,1.0,12.0,24.0,56.0,,,2,0.2,30.0
2342,0,1,,0,2,None_cut,3.2666666666666635,3,0,3,tomato,2.6083333333333267,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,72.0,,,0,1.0,12.0,24.0,56.0,,,2,0.2,30.0
2343,0,1,,0,2,None_cut,3.2666666666666635,3,0,3,tomato,2.61666666666666,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,72.0,,,0,1.0,12.0,24.0,56.0,,,2,0.2,30.0
2344,0,1,,0,2,None_cut,3.2666666666666635,3,0,3,tomato,2.6249999999999933,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,72.0,,,0,1.0,12.0,24.0,56.0,,,2,0.2,30.0
2345,0,1,,0,2,None_cut,3.2666666666666635,3,0,3,tomato,2.6333333333333266,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,72.0,,,0,1.0,12.0,24.0,56.0,,,2,0.2,30.0
2346,0,1,,0,2,None_cut,3.2666666666666635,3,0,3,tomato,2.64166666666666,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,72.0,,,0,1.0,12.0,24.0,56.0,,,2,0.2,30.0
2347,0,1,,0,2,None_cut,3.2666666666666635,3,0,3,tomato,2.6499999999999932,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,72.0,,,0,1.0,12.0,24.0,56.0,,,2,0.2,30.0
2348,0,1,,0,2,None_cut,3.2666666666666635,3,0,3,tomato,2.6583333333333266,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,72.0,,,0,1.0,12.0,24.0,56.0,,,2,0.2,30.0
2349,0,1,,0,2,None_cut,3.2666666666666635,3,0,3,tomato,2.66666666666666,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,72.0,,,0,1.0,12.0,24.0,56.0,,,2,0.2,30.0
2350,0,1,,0,2,None_cut,3.2666666666666635,3,0,3,tomato,2.674999999999993,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,72.0,,,0,1.0,12.0,24.0,56.0,,,2,0.2,30.0
2351,0,1,,0,2,None_cut,3.2666666666666635,3,0,3,tomato,2.6833333333333265,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,72.0,,,0,1.0,12.0,24.0,56.0,,,2,0.2,30.0
2352,0,1,,0,2,None_cut,3.2666666666666635,3,0,3,tomato,2.6916666666666598,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,72.0,,,0,1.0,12.0,24.0,56.0,,,2,0.2,30.0
2353,0,1,,0,2,None_cut,3.2666666666666635,3,0,3,tomato,2.699999999999993,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,72.0,,,0,1.0,12.0,24.0,56.0,,,2,0.2,30.0
2354,0,1,,0,2,None_cut,3.2666666666666635,3,0,3,tomato,2.7083333333333264,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,72.0,,,0,1.0,12.0,24.0,56.0,,,2,0.2,30.0
2355,0,1,,0,2,None_cut,3.2666666666666635,3,0,3,tomato,2.7166666666666597,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,72.0,,,0,1.0,12.0,24.0,56.0,,,2,0.2,30.0
2356,0,1,,0,2,None_cut,3.2666666666666635,3,0,3,tomato,2.724999999999993,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,72.0,,,0,1.0,12.0,24.0,56.0,,,2,0.2,30.0
2357,0,1,,0,2,None_cut,3.2666666666666635,3,0,3,tomato,2.7333333333333263,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,72.0,,,0,1.0,12.0,24.0,56.0,,,2,0.2,30.0
2358,0,1,,0,2,None_cut,3.2666666666666635,3,0,3,tomato,2.7416666666666596,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,72.0,,,0,1.0,12.0,24.0,56.0,,,2,0.2,30.0
2359,0,1,,0,2,None_cut,3.2666666666666635,3,0,3,tomato,2.749999999999993,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,72.0,,,0,1.0,12.0,24.0,56.0,,,2,0.2,30.0
2360,0,1,,0,2,None_cut,3.2666666666666635,3,0,3,tomato,2.758333333333326,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,72.0,,,0,1.0,12.0,24.0,56.0,,,2,0.2,30.0
2361,0,1,,0,2,None_cut,3.2666666666666635,3,0,3,tomato,2.7666666666666595,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,72.0,,,0,1.0,12.0,24.0,56.0,,,2,0.2,30.0
2362,0,1,,0,2,None_cut,3.2666666666666635,3,0,3,tomato,2.774999999999993,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,72.0,,,0,1.0,12.0,24.0,56.0,,,2,0.2,30.0
2363,0,1,,0,2,None_cut,3.2666666666666635,3,0,3,tomato,2.783333333333326,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,72.0,,,0,1.0,12.0,24.0,56.0,,,2,0.2,30.0
2364,0,1,,0,2,None_cut,3.2666666666666635,3,0,3,tomato,2.7916666666666594,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,72.0,,,0,1.0,12.0,24.0,56.0,,,2,0.2,30.0
2365,0,1,,0,2,None_cut,3.2666666666666635,3,0,3,tomato,2.7999999999999927,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,72.0,,,0,1.0,12.0,24.0,56.0,,,2,0.2,30.0
2366,0,1,,0,2,None_cut,3.2666666666666635,3,0,3,tomato,2.808333333333326,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,72.0,,,0,1.0,12.0,24.0,56.0,,,2,0.2,30.0
2367,0,1,,0,2,None_cut,3.2666666666666635,3,0,3,tomato,2.8166666666666593,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,72.0,,,0,1.0,12.0,24.0,56.0,,,2,0.2,30.0
2368,0,1,,0,2,None_cut,3.2666666666666635,3,0,3,tomato,2.8249999999999926,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,72.0,,,0,1.0,12.0,24.0,56.0,,,2,0.2,30.0
2369,0,1,,0,2,None_cut,3.2666666666666635,3,0,3,tomato,2.833333333333326,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,72.0,,,0,1.0,12.0,24.0,56.0,,,2,0.2,30.0
2370,0,1,,0,2,None_cut,3.2666666666666635,3,0,3,tomato,2.8416666666666592,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,72.0,,,0,1.0,12.0,24.0,56.0,,,2,0.2,30.0
2371,0,1,,0,2,None_cut,3.2666666666666635,3,0,3,tomato,2.8499999999999925,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,72.0,,,0,1.0,12.0,24.0,56.0,,,2,0.2,30.0
2372,0,1,,0,2,None_cut,3.2666666666666635,3,0,3,tomato,2.858333333333326,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,72.0,,,0,1.0,12.0,24.0,56.0,,,2,0.2,30.0
2373,0,1,,0,2,None_cut,3.2666666666666635,3,0,3,tomato,2.866666666666659,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,72.0,,,0,1.0,12.0,24.0,56.0,,,2,0.2,30.0
2374,0,1,,0,2,None_cut,3.2666666666666635,3,0,3,tomato,2.8749999999999925,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,72.0,,,0,1.0,12.0,24.0,56.0,,,2,0.2,30.0
2375,0,1,,0,2,None_cut,3.2666666666666635,3,0,3,tomato,2.8833333333333258,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,72.0,,,0,1.0,12.0,24.0,56.0,,,2,0.2,30.0
2376,0,1,,0,2,None_cut,3.2666666666666635,3,0,3,tomato,2.891666666666659,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,72.0,,,0,1.0,12.0,24.0,56.0,,,2,0.2,30.0
2377,0,1,,0,2,None_cut,3.2666666666666635,3,0,3,tomato,2.8999999999999924,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,72.0,,,0,1.0,12.0,24.0,56.0,,,2,0.2,30.0
2378,0,1,,0,2,None_cut,3.2666666666666635,3,0,3,tomato,2.9083333333333257,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,72.0,,,0,1.0,12.0,24.0,56.0,,,2,0.2,30.0
2379,0,1,,0,2,None_cut,3.2666666666666635,3,0,3,tomato,2.916666666666659,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,72.0,,,0,1.0,12.0,24.0,56.0,,,2,0.2,30.0
2380,0,1,,0,2,None_cut,3.2666666666666635,3,0,3,tomato,2.9249999999999923,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,72.0,,,0,1.0,12.0,24.0,56.0,,,2,0.2,30.0
2381,0,1,,0,2,None_cut,3.2666666666666635,3,0,3,tomato,2.9333333333333256,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,72.0,,,0,1.0,12.0,24.0,56.0,,,2,0.2,30.0
2382,0,1,,0,2,None_cut,3.2666666666666635,3,0,3,tomato,2.9333333333333256,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,72.0,,,0,1.0,12.0,24.0,56.0,,,2,0.2,30.0
2383,0,1,,0,2,None_cut,3.2666666666666635,3,0,3,tomato,2.9333333333333256,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,72.0,,,0,1.0,12.0,24.0,56.0,,,2,0.2,30.0
2384,0,1,,0,2,None_cut,3.2666666666666635,3,0,3,tomato,2.9333333333333256,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,72.0,,,0,1.0,12.0,24.0,56.0,,,2,0.2,30.0
2385,0,1,,0,2,None_cut,3.2666666666666635,3,0,3,tomato,2.9333333333333256,2,2,2,plate,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,72.0,,,0,1.0,12.0,24.0,56.0,,tomato,2,0.2,30.0
2386,0,1,,0,2,None_cut,3.2666666666666635,3,0,3,tomato,2.9333333333333256,2,2,2,plate,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,72.0,,,0,1.0,12.0,24.0,56.0,,tomato,2,0.2,30.0
2387,0,1,,0,2,None_cut,3.2666666666666635,3,0,3,tomato,2.9333333333333256,2,2,2,plate,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,72.0,,,0,1.0,12.0,24.0,56.0,,tomato,2,0.2,30.0
2388,0,1,,0,2,None_cut,3.2666666666666635,3,0,3,tomato,2.9333333333333256,2,2,2,plate,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,72.0,,,0,1.0,12.0,24.0,56.0,,tomato,2,0.2,30.0
2389,0,1,,0,2,None_cut,3.2666666666666635,3,0,3,tomato,2.9333333333333256,2,2,2,plate,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,72.0,,,0,1.0,12.0,24.0,56.0,,tomato,2,0.2,30.0
2390,0,1,,0,2,None_cut,3.2666666666666635,3,0,3,tomato,2.9333333333333256,2,2,2,plate,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,72.0,,,0,1.0,12.0,24.0,56.0,,tomato,2,0.2,30.0
2391,0,1,,0,2,None_cut,3.2666666666666635,3,0,3,tomato,2.9333333333333256,2,2,2,plate,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,72.0,,,0,1.0,12.0,24.0,56.0,,tomato,2,0.2,30.0
2392,0,1,,0,2,None_cut,3.2666666666666635,3,0,3,tomato,2.9333333333333256,2,2,2,plate,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,72.0,,,0,1.0,12.0,24.0,56.0,,tomato,2,0.2,30.0
2393,0,1,,0,2,None_cut,3.2666666666666635,3,0,3,tomato,2.9333333333333256,2,2,2,plate,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,71.50000000000045,,,0,1.0,12.0,24.0,56.0,,tomato,2,0.2,30.0
2394,0,1,,0,2,None_cut,3.2666666666666635,3,0,3,tomato,2.9333333333333256,2,2,2,plate,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,71.00000000000091,,,0,1.0,12.0,24.0,56.0,,tomato,2,0.2,30.0
2395,0,1,,0,2,None_cut,3.2666666666666635,3,0,3,tomato,2.9333333333333256,2,2,2,plate,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,70.50000000000136,,,0,1.0,12.0,24.0,56.0,,tomato,2,0.2,30.0
2396,0,1,,0,2,None_cut,3.2666666666666635,3,0,3,tomato,2.9333333333333256,2,2,2,plate,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,70.00000000000182,,,0,1.0,12.0,24.0,56.0,,tomato,2,0.2,30.0
