tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,c82f189268653992_score,player_19c5fd5d_x,player_19c5fd5d_y,player_19c5fd5d_move_target,player_19c5fd5d_item,player_19c5fd5d_score,player_19c5fd5d_cut_speed,player_19c5fd5d_speed,player_d3358bc7_x,player_d3358bc7_y,player_d3358bc7_move_target,player_d3358bc7_item,player_d3358bc7_score,player_d3358bc7_cut_speed,player_d3358bc7_speed,87a2bc1a11ec9190_score,3b78bb4cf1e58ade_message,44d79bb7c4757767_score
4401,test,True,0,1,tomato_cut,3.833333333333328,3,0,2,None_cut,3.9583333333333277,3,1,0,tomato_cut,3.3749999999999964,3,2,2,tomato_cut,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.18750000000186,24.0,,plate,0,1.0,30.0,84.00965790004494,24.000006526905896,,tomato_salad,0,1.0,30.0,,,0.0
4402,test,True,0,1,tomato_cut,3.833333333333328,3,0,2,None_cut,3.9583333333333277,3,1,0,tomato_cut,3.3749999999999964,3,2,2,tomato_cut,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.18750000000186,24.0,,plate,0,1.0,30.0,85.2596579000438,24.00000448231118,,tomato_salad,0,1.0,30.0,,,0.0
4403,test,True,0,1,tomato_cut,3.833333333333328,3,0,2,None_cut,3.9583333333333277,3,1,0,tomato_cut,3.3749999999999964,3,2,2,tomato_cut,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.18750000000186,24.0,,plate,0,1.0,30.0,86.50965790004267,24.000002437716464,,tomato_salad,0,1.0,30.0,,,0.0
4404,test,True,0,1,tomato_cut,3.833333333333328,3,0,2,None_cut,3.9583333333333277,3,1,0,tomato_cut,3.3749999999999964,3,2,2,tomato_cut,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.18750000000186,24.0,,plate,0,1.0,30.0,87.75965790004153,24.00000039312175,,tomato_salad,0,1.0,30.0,,,0.0
4405,test,True,0,1,tomato_cut,3.833333333333328,3,0,2,None_cut,3.9583333333333277,3,1,0,tomato_cut,3.3749999999999964,3,2,2,tomato_cut,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.18750000000186,24.0,,plate,0,1.0,30.0,88.66318848734892,24.843496331797116,,tomato_salad,0,1.0,30.0,,,0.0
4406,test,True,0,1,tomato_cut,3.833333333333328,3,0,2,None_cut,3.9583333333333277,3,1,0,tomato_cut,3.3749999999999964,3,2,2,tomato_cut,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.18750000000186,24.0,,plate,0,1.0,30.0,89.5522828491275,25.722138019775404,,tomato_salad,0,1.0,30.0,,,0.0
4407,test,True,0,1,tomato_cut,3.833333333333328,3,0,2,None_cut,3.9583333333333277,3,1,0,tomato_cut,3.3749999999999964,3,2,2,tomato_cut,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.18750000000186,24.0,,plate,0,1.0,30.0,90.44137721090607,26.60077970775369,,tomato_salad,0,1.0,30.0,,,0.0
4408,test,True,0,1,tomato_cut,3.833333333333328,3,0,2,None_cut,3.9583333333333277,3,1,0,tomato_cut,3.3749999999999964,3,2,2,tomato_cut,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.18750000000186,24.0,,plate,0,1.0,30.0,91.33047157268464,27.47942139573198,,tomato_salad,0,1.0,30.0,,,0.0
4409,test,True,0,1,tomato_cut,3.833333333333328,3,0,2,None_cut,3.9583333333333277,3,1,0,tomato_cut,3.3749999999999964,3,2,2,tomato_cut,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.18750000000186,24.0,,plate,0,1.0,30.0,92.21956593446322,28.358063083710267,,tomato_salad,0,1.0,30.0,,,0.0
4410,test,True,0,1,tomato_cut,3.833333333333328,3,0,2,None_cut,3.9583333333333277,3,1,0,tomato_cut,3.3749999999999964,3,2,2,tomato_cut,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.18750000000186,24.0,,plate,0,1.0,30.0,93.1086602962418,29.236704771688554,,tomato_salad,0,1.0,30.0,,,0.0
4411,test,True,0,1,tomato_cut,3.833333333333328,3,0,2,None_cut,3.9583333333333277,3,1,0,tomato_cut,3.3749999999999964,3,2,2,tomato_cut,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.18750000000186,24.0,,plate,0,1.0,30.0,93.99775465802037,30.115346459666497,,tomato_salad,0,1.0,30.0,,,0.0
4412,test,True,0,1,tomato_cut,3.833333333333328,3,0,2,None_cut,3.9583333333333277,3,1,0,tomato_cut,3.3749999999999964,3,2,2,tomato_cut,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.18750000000186,24.0,,plate,0,1.0,30.0,94.88684901979894,30.99398814764443,,tomato_salad,0,1.0,30.0,,,0.0
4413,test,True,0,1,tomato_cut,3.833333333333328,3,0,2,None_cut,3.9583333333333277,3,1,0,tomato_cut,3.3749999999999964,3,2,2,tomato_cut,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.18750000000186,24.0,,plate,0,1.0,30.0,95.77594338157752,31.872629835622362,,tomato_salad,0,1.0,30.0,,,0.0
4414,test,True,0,1,tomato_cut,3.833333333333328,3,0,2,None_cut,3.9583333333333277,3,1,0,tomato_cut,3.3749999999999964,3,2,2,tomato_cut,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.18750000000186,24.0,,plate,0,1.0,30.0,96.6650377433561,32.751271523600295,,tomato_salad,0,1.0,30.0,,,0.0
4415,test,True,0,1,tomato_cut,3.833333333333328,3,0,2,None_cut,3.9583333333333277,3,1,0,tomato_cut,3.3749999999999964,3,2,2,tomato_cut,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,102.93750000000158,24.0,,plate,0,1.0,30.0,97.55413210513467,33.62991321157823,,tomato_salad,0,1.0,30.0,,,0.0
4416,test,True,0,1,tomato_cut,3.833333333333328,3,0,2,None_cut,3.9583333333333277,3,1,0,tomato_cut,3.3749999999999964,3,2,2,tomato_cut,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,101.6875000000013,24.0,,plate,0,1.0,30.0,98.44322646691325,34.50855489955616,,tomato_salad,0,1.0,30.0,,,0.0
4417,test,True,0,1,tomato_cut,3.833333333333328,3,0,2,None_cut,3.9583333333333277,3,1,0,tomato_cut,3.3749999999999964,3,2,2,tomato_cut,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,100.43750000000101,24.0,,plate,0,1.0,30.0,99.33232082869182,35.38719658753409,,tomato_salad,0,1.0,30.0,,,0.0
4418,test,True,0,1,tomato_cut,3.833333333333328,3,0,2,None_cut,3.9583333333333277,3,1,0,tomato_cut,3.3749999999999964,3,2,2,tomato_cut,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,99.18750000000072,24.0,,plate,0,1.0,30.0,100.2214151904704,36.265838275512024,,tomato_salad,0,1.0,30.0,,,0.0
4419,test,True,0,1,tomato_cut,3.833333333333328,3,0,2,None_cut,3.9583333333333277,3,1,0,tomato_cut,3.3749999999999964,3,2,2,tomato_cut,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,97.93750000000044,24.0,,plate,0,1.0,30.0,101.11050955224897,37.14447996348996,,tomato_salad,0,1.0,30.0,,,0.0
4420,test,True,0,1,tomato_cut,3.833333333333328,3,0,2,None_cut,3.9583333333333277,3,1,0,tomato_cut,3.3749999999999964,3,2,2,tomato_cut,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,96.68750000000016,24.0,,plate,0,1.0,30.0,101.99960391402755,38.02312165146789,,tomato_salad,0,1.0,30.0,,,0.0
4421,test,True,0,1,tomato_cut,3.833333333333328,3,0,2,None_cut,3.9583333333333277,3,1,0,tomato_cut,3.3749999999999964,3,2,2,tomato_cut,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,95.43749999999987,24.0,,plate,0,1.0,30.0,102.88869827580635,38.90176333944582,,tomato_salad,0,1.0,30.0,,,0.0
4422,test,True,0,1,tomato_cut,3.833333333333328,3,0,2,None_cut,3.9583333333333277,3,1,0,tomato_cut,3.3749999999999964,3,2,2,tomato_cut,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,94.18749999999959,24.0,,plate,0,1.0,30.0,103.77779263758588,39.780405027423754,,tomato_salad,0,1.0,30.0,,,0.0
4423,test,True,0,1,tomato_cut,3.833333333333328,3,0,2,None_cut,3.9583333333333277,3,1,0,tomato_cut,3.3749999999999964,3,2,2,tomato_cut,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,92.9374999999993,24.0,,plate,0,1.0,30.0,104.0,40.0,,tomato_salad,0,1.0,30.0,,,0.0
4424,test,True,0,1,tomato_cut,3.833333333333328,3,0,2,None_cut,3.9583333333333277,3,1,0,tomato_cut,3.3749999999999964,3,2,2,tomato_cut,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,91.68749999999902,24.0,,plate,0,1.0,30.0,104.0,40.0,,,1,1.0,30.0,,,1.0
4425,test,True,0,1,tomato_cut,3.833333333333328,3,0,2,None_cut,3.9583333333333277,3,1,0,tomato_cut,3.3749999999999964,3,2,2,tomato_cut,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,90.43749999999874,24.0,,plate,0,1.0,30.0,104.0,40.0,,,1,1.0,30.0,,,1.0
4426,test,True,0,1,tomato_cut,3.833333333333328,3,0,2,None_cut,3.9583333333333277,3,1,0,tomato_cut,3.3749999999999964,3,2,2,tomato_cut,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,89.18749999999845,24.0,,plate,0,1.0,30.0,104.0,40.0,,,1,1.0,30.0,,,1.0
4427,test,True,0,1,tomato_cut,3.833333333333328,3,0,2,None_cut,3.9583333333333277,3,1,0,tomato_cut,3.3749999999999964,3,2,2,tomato_cut,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,87.93749999999817,24.0,,plate,0,1.0,30.0,104.0,40.0,,,1,1.0,30.0,,,1.0
4428,test,True,0,1,tomato_cut,3.833333333333328,3,0,2,None_cut,3.9583333333333277,3,1,0,tomato_cut,3.3749999999999964,3,2,2,tomato_cut,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,86.68749999999788,24.0,,plate,0,1.0,30.0,104.0,40.0,,,1,1.0,30.0,,,1.0
4429,test,True,0,1,tomato_cut,3.833333333333328,3,0,2,None_cut,3.9583333333333277,3,1,0,tomato_cut,3.3749999999999964,3,2,2,tomato_cut,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,85.4374999999976,24.0,,plate,0,1.0,30.0,104.0,40.0,,,1,1.0,30.0,,,1.0
4430,test,True,0,1,tomato_cut,3.833333333333328,3,0,2,None_cut,3.9583333333333277,3,1,0,tomato_cut,3.3749999999999964,3,2,2,tomato_cut,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,84.18749999999731,24.0,,plate,0,1.0,30.0,104.0,40.0,,,1,1.0,30.0,,,1.0
4431,test,True,0,1,tomato_cut,3.833333333333328,3,0,2,None_cut,3.9583333333333277,3,1,0,tomato_cut,3.3749999999999964,3,2,2,tomato_cut,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,82.93749999999703,24.0,,plate,0,1.0,30.0,104.0,40.0,,,1,1.0,30.0,,,1.0
4432,test,True,0,1,tomato_cut,3.833333333333328,3,0,2,None_cut,3.9583333333333277,3,1,0,tomato_cut,3.3749999999999964,3,2,2,tomato_cut,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,81.68749999999675,24.0,,plate,0,1.0,30.0,104.0,40.0,,,1,1.0,30.0,,,1.0
4433,test,True,0,1,tomato_cut,3.833333333333328,3,0,2,None_cut,3.9583333333333277,3,1,0,tomato_cut,3.3749999999999964,3,2,2,tomato_cut,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,80.43749999999646,24.0,,plate,0,1.0,30.0,104.0,40.0,,,1,1.0,30.0,,,1.0
4434,test,True,0,1,tomato_cut,3.833333333333328,3,0,2,None_cut,3.9583333333333277,3,1,0,tomato_cut,3.3749999999999964,3,2,2,tomato_cut,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,79.18749999999618,24.0,,plate,0,1.0,30.0,104.0,40.0,,,1,1.0,30.0,,,1.0
4435,test,True,0,1,tomato_cut,3.833333333333328,3,0,2,None_cut,3.9583333333333277,3,1,0,tomato_cut,3.3749999999999964,3,2,2,tomato_cut,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,77.9374999999959,24.0,,plate,0,1.0,30.0,104.0,40.0,,,1,1.0,30.0,,,1.0
4436,test,True,0,1,tomato_cut,3.833333333333328,3,0,2,None_cut,3.9583333333333277,3,1,0,tomato_cut,3.3749999999999964,3,2,2,tomato_cut,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,76.68749999999561,24.0,,plate,0,1.0,30.0,104.0,40.0,,,1,1.0,30.0,,,1.0
4437,test,True,0,1,tomato_cut,3.833333333333328,3,0,2,None_cut,3.9583333333333277,3,1,0,tomato_cut,3.3749999999999964,3,2,2,tomato_cut,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,75.43749999999532,24.0,,plate,0,1.0,30.0,104.0,40.0,,,1,1.0,30.0,,,1.0
4438,test,True,0,1,tomato_cut,3.833333333333328,3,0,2,None_cut,3.9583333333333277,3,1,0,tomato_cut,3.3749999999999964,3,2,2,tomato_cut,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,74.18749999999504,24.0,,plate,0,1.0,30.0,104.0,40.0,,,1,1.0,30.0,,,1.0
4439,test,True,0,1,tomato_cut,3.833333333333328,3,0,2,None_cut,3.9583333333333277,3,1,0,tomato_cut,3.3749999999999964,3,2,2,tomato_cut,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,72.93749999999476,24.0,,plate,0,1.0,30.0,104.0,40.0,,,1,1.0,30.0,,,1.0
4440,test,True,0,1,tomato_cut,3.833333333333328,3,0,2,None_cut,3.9583333333333277,3,1,0,tomato_cut,3.3749999999999964,3,2,2,tomato_cut,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,71.8353639247851,24.360134395268865,,plate,0,1.0,30.0,104.0,40.0,,,1,1.0,30.0,,,1.0
4441,test,True,0,1,tomato_cut,3.833333333333328,3,0,2,None_cut,3.9583333333333277,3,1,0,tomato_cut,3.3749999999999964,3,2,2,tomato_cut,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,70.94600764378634,25.238510969095366,,plate,0,1.0,30.0,104.0,40.0,,,1,1.0,30.0,,,1.0
4442,test,True,0,1,tomato_cut,3.833333333333328,3,0,2,None_cut,3.9583333333333277,3,1,0,tomato_cut,3.3749999999999964,3,2,2,tomato_cut,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,70.05665136278759,26.116887542921866,,plate,0,1.0,30.0,104.0,40.0,,,1,1.0,30.0,,,1.0
4443,test,True,0,1,tomato_cut,3.833333333333328,3,0,2,None_cut,3.9583333333333277,3,1,0,tomato_cut,3.3749999999999964,3,2,2,tomato_cut,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,69.16729508178884,26.995264116748366,,plate,0,1.0,30.0,104.0,40.0,,,1,1.0,30.0,,,1.0
4444,test,True,0,1,tomato_cut,3.833333333333328,3,0,2,None_cut,3.9583333333333277,3,1,0,tomato_cut,3.3749999999999964,3,2,2,tomato_cut,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,68.27793880079008,27.873640690574867,,plate,0,1.0,30.0,104.0,40.0,,,1,1.0,30.0,,,1.0
4445,test,True,0,1,tomato_cut,3.833333333333328,3,0,2,None_cut,3.9583333333333277,3,1,0,tomato_cut,3.3749999999999964,3,2,2,tomato_cut,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,67.38858251979133,28.752017264401367,,plate,0,1.0,30.0,102.74999999999972,40.0,,,1,1.0,30.0,,,1.0
4446,test,True,0,1,tomato_cut,3.833333333333328,3,0,2,None_cut,3.9583333333333277,3,1,0,tomato_cut,3.3749999999999964,3,2,2,tomato_cut,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,66.49922623879257,29.630393838227867,,plate,0,1.0,30.0,101.49999999999943,40.0,,,1,1.0,30.0,,,1.0
4447,test,True,0,1,tomato_cut,3.833333333333328,3,0,2,None_cut,3.9583333333333277,3,1,0,tomato_cut,3.3749999999999964,3,2,2,tomato_cut,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,65.60986995779382,30.508770412054368,,plate,0,1.0,30.0,100.24999999999915,40.0,,,1,1.0,30.0,,,1.0
4448,test,True,0,1,tomato_cut,3.833333333333328,3,0,2,None_cut,3.9583333333333277,3,1,0,tomato_cut,3.3749999999999964,3,2,2,tomato_cut,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,64.72051367679506,31.387146985880868,,plate,0,1.0,30.0,98.99999999999886,40.0,,,1,1.0,30.0,,,1.0
4449,test,True,0,1,tomato_cut,3.833333333333328,3,0,2,None_cut,3.9583333333333277,3,1,0,tomato_cut,3.3749999999999964,3,2,2,tomato_cut,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,63.831157395796176,32.26552355970737,,plate,0,1.0,30.0,97.74999999999858,40.0,,,1,1.0,30.0,,,1.0
4450,test,True,0,1,tomato_cut,3.833333333333328,3,0,2,None_cut,3.9583333333333277,3,1,0,tomato_cut,3.3749999999999964,3,2,2,tomato_cut,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,62.94180111479671,33.14390013353387,,plate,0,1.0,30.0,96.4999999999983,40.0,,,1,1.0,30.0,,,1.0
4451,test,True,0,1,tomato_cut,3.833333333333328,3,0,2,None_cut,3.9583333333333277,3,1,0,tomato_cut,3.3749999999999964,3,2,2,tomato_cut,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,62.052444833797246,34.02227670736037,,plate,0,1.0,30.0,95.24999999999801,40.0,,,1,1.0,30.0,,,1.0
4452,test,True,0,1,tomato_cut,3.833333333333328,3,0,2,None_cut,3.9583333333333277,3,1,0,tomato_cut,3.3749999999999964,3,2,2,tomato_cut,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,61.16308855279778,34.90065328118687,,plate,0,1.0,30.0,93.99999999999773,40.0,,,1,1.0,30.0,,,1.0
4453,test,True,0,1,tomato_cut,3.833333333333328,3,0,2,None_cut,3.9583333333333277,3,1,0,tomato_cut,3.3749999999999964,3,2,2,tomato_cut,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,60.273732271798316,35.77902985501337,,plate,0,1.0,30.0,92.74999999999744,40.0,,,1,1.0,30.0,,,1.0
4454,test,True,0,1,tomato_cut,3.833333333333328,3,0,2,None_cut,3.9583333333333277,3,1,0,tomato_cut,3.3749999999999964,3,2,2,tomato_cut,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,59.38437599079885,36.65740642883987,,plate,0,1.0,30.0,91.49999999999716,40.0,,,1,1.0,30.0,,,1.0
4455,test,True,0,1,tomato_cut,3.833333333333328,3,0,2,None_cut,3.9583333333333277,3,1,0,tomato_cut,3.3749999999999964,3,2,2,tomato_cut,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,58.49501970979939,37.53578300266637,,plate,0,1.0,30.0,90.24999999999687,40.0,,,1,1.0,30.0,,,1.0
4456,test,True,0,1,tomato_cut,3.833333333333328,3,0,2,None_cut,3.9583333333333277,3,1,0,tomato_cut,3.3749999999999964,3,2,2,tomato_cut,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,57.605663428800305,38.41415957649287,,plate,0,1.0,30.0,88.99999999999659,40.0,,,1,1.0,30.0,,,1.0
4457,test,True,0,1,tomato_cut,3.833333333333328,3,0,2,None_cut,3.9583333333333277,3,1,0,tomato_cut,3.3749999999999964,3,2,2,tomato_cut,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.71630714780134,39.29253615031937,,plate,0,1.0,30.0,87.7499999999963,40.0,,,1,1.0,30.0,,,1.0
4458,test,True,0,1,tomato_cut,3.833333333333328,3,0,2,None_cut,3.9583333333333277,3,1,0,tomato_cut,3.3749999999999964,3,2,2,tomato_cut,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,plate,0,1.0,30.0,86.49999999999602,40.0,,,1,1.0,30.0,,,1.0
