tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,79f5e1dff47e8b1c_score,player_3b89b82a_x,player_3b89b82a_y,player_3b89b82a_move_target,player_3b89b82a_item,player_3b89b82a_score,player_3b89b82a_cut_speed,player_3b89b82a_speed,player_2febf0c7_x,player_2febf0c7_y,player_2febf0c7_move_target,player_2febf0c7_item,player_2febf0c7_score,player_2febf0c7_cut_speed,player_2febf0c7_speed,c5818d4a7e2abb0a_score,547e4f1829948d66_message,3a0bb9bd3cf223ae_score
3259,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,62.25000000000142,40.0,,,0,1.0,30.0,,,0.0
3260,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,63.500000000001705,40.0,,,0,1.0,30.0,,,0.0
3261,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,64.75000000000199,40.0,,,0,1.0,30.0,,,0.0
3262,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,66.00000000000227,40.0,,,0,1.0,30.0,,,0.0
3263,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,67.25000000000256,40.0,,,0,1.0,30.0,,,0.0
3264,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,68.50000000000284,40.0,,,0,1.0,30.0,,,0.0
3265,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,69.75000000000313,40.0,,,0,1.0,30.0,,,0.0
3266,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,71.00000000000341,40.0,,,0,1.0,30.0,,,0.0
3267,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,72.12016826116314,39.68378443342246,,,0,1.0,30.0,,,0.0
3268,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,73.0095245421619,38.80540785959596,,,0,1.0,30.0,,,0.0
3269,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,73.89888082316065,37.92703128576946,,,0,1.0,30.0,,,0.0
3270,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,74.7882371041594,37.04865471194296,,,0,1.0,30.0,,,0.0
3271,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,75.67759338515816,36.17027813811646,,,0,1.0,30.0,,,0.0
3272,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,76.56694966615692,35.29190156428996,,,0,1.0,30.0,,,0.0
3273,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,77.45630594715567,34.41352499046346,,,0,1.0,30.0,,,0.0
3274,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,78.34566222815442,33.53514841663696,,,0,1.0,30.0,,,0.0
3275,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,79.23501850915318,32.65677184281046,,,0,1.0,30.0,,,0.0
3276,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,80.12437479015193,31.778395268983957,,,0,1.0,30.0,,,0.0
3277,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,81.01373107115069,30.900018695157552,,,0,1.0,30.0,,,0.0
3278,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,81.90308735214953,30.021642121331407,,,0,1.0,30.0,,,0.0
3279,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,82.79244363314886,29.143265547505262,,,0,1.0,30.0,,,0.0
3280,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,83.68179991414819,28.264888973679117,,,0,1.0,30.0,,,0.0
3281,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,84.57115619514751,27.386512399852972,,,0,1.0,30.0,,,0.0
3282,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,85.46051247614683,26.508135826026827,,,0,1.0,30.0,,,0.0
3283,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,86.34986875714615,25.62975925220068,,,0,1.0,30.0,,,0.0
3284,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,87.23922503814548,24.751382678374537,,,0,1.0,30.0,,,0.0
3285,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,88.0,24.0,,,0,1.0,30.0,,,0.0
3286,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0,,,0.0
3287,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0,,,0.0
3288,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0,,,0.0
3289,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0,,,0.0
3290,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0,,,0.0
3291,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0,,,0.0
3292,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0,,,0.0
3293,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0,,,0.0
3294,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0,,,0.0
3295,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0,,,0.0
3296,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0,,,0.0
3297,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0,,,0.0
3298,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0,,,0.0
3299,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0,,,0.0
3300,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0,,,0.0
3301,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0,,,0.0
3302,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0,,,0.0
3303,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0,,,0.0
3304,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0,,,0.0
3305,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0,,,0.0
3306,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0,,,0.0
3307,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0,,,0.0
3308,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0,,,0.0
3309,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0,,,0.0
3310,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0,,,0.0
3311,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0,,,0.0
3312,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0,,,0.0
3313,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0,,,0.0
3314,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0,,,0.0
3315,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0,,,0.0
3316,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0,,,0.0
3317,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0,,,0.0
3318,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0,,,0.0
3319,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0,,,0.0
3320,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0,,,0.0
3321,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0,,,0.0
3322,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0,,,0.0
3323,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0,,,0.0
3324,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0,,,0.0
3325,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0,,,0.0
3326,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0,,,0.0
3327,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0,,,0.0
3328,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0,,,0.0
3329,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0,,,0.0
3330,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0,,,0.0
3331,test,True,0,1,,0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0,,,0.0
