tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,fe7a490244ff7e17_score,player_24763d68_x,player_24763d68_y,player_24763d68_move_target,player_24763d68_item,player_24763d68_score,player_24763d68_cut_speed,player_24763d68_speed,player_74c605ec_x,player_74c605ec_y,player_74c605ec_move_target,player_74c605ec_item,player_74c605ec_score,player_74c605ec_cut_speed,player_74c605ec_speed,e9d894f944af1252_score,5feccff63b778a45_message,63cee6eccd3244c3_score
2732,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.7916666666666616,3,1,0,tomato_cut,3.833333333333328,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,61.24999999998664,,tomato_salad,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,
2733,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.7916666666666616,3,1,0,tomato_cut,3.8749999999999947,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,59.99999999998636,,tomato_salad,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,
2734,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.7916666666666616,3,1,0,tomato_cut,3.916666666666661,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,58.74999999998607,,tomato_salad,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,
2735,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.7916666666666616,3,1,0,tomato_cut,3.9583333333333277,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,57.49999999998579,,tomato_salad,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,
2736,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.7916666666666616,3,1,0,tomato_cut,3.9999999999999942,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.0,56.249999999985505,,tomato_salad,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,
2737,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.7916666666666616,3,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,56.84324151087374,55.34621797022669,,tomato_salad,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,
2738,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.7916666666666616,3,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,57.721618084700445,54.456861689227935,,tomato_salad,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,
2739,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.7916666666666616,3,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,58.59999465852716,53.56750540822918,,tomato_salad,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,
2740,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.7916666666666616,3,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,59.47837123235387,52.67814912723043,,tomato_salad,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,
2741,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.7916666666666616,3,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,60.356747806180586,51.78879284623167,,tomato_salad,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,
2742,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.7916666666666616,3,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,61.23512438000729,50.89943656523292,,tomato_salad,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,
2743,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.7916666666666616,3,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,62.113500953834006,50.010080284234164,,tomato_salad,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,
2744,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.7916666666666616,3,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,62.99187752766072,49.12072400323541,,tomato_salad,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,
2745,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.7916666666666616,3,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,63.87025410148743,48.231367722236655,,tomato_salad,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,
2746,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.7916666666666616,3,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,64.74863067531457,47.3420114412379,,tomato_salad,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,
2747,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.7916666666666616,3,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,65.62700724914178,46.452655160239146,,tomato_salad,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,
2748,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.7916666666666616,3,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,66.505383822969,45.56329887924039,,tomato_salad,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,
2749,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.7916666666666616,3,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,67.3837603967962,44.67394259824164,,tomato_salad,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,
2750,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.7916666666666616,3,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,68.26213697062342,43.784586317242386,,tomato_salad,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,
2751,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.7916666666666616,3,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,69.14051354445063,42.89523003624292,,tomato_salad,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,
2752,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.7916666666666616,3,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,70.01889011827784,42.00587375524346,,tomato_salad,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,
2753,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.7916666666666616,3,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,70.8972666921046,41.11651747424399,,tomato_salad,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,
2754,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.7916666666666616,3,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,71.77564326593131,40.22716119324453,,tomato_salad,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,
2755,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.7916666666666616,3,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,73.01069430833665,40.177386862603996,,tomato_salad,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,
2756,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.7916666666666616,3,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,74.26060678693277,40.16259511322842,,tomato_salad,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,
2757,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.7916666666666616,3,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,75.51051926552888,40.147803363852844,,tomato_salad,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,
2758,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.7916666666666616,3,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,76.760431744125,40.13301161447727,,tomato_salad,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,
2759,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.7916666666666616,3,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,78.01034422272112,40.11821986510169,,tomato_salad,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,
2760,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.7916666666666616,3,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,79.26025670131723,40.10342811572612,,tomato_salad,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,
2761,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.7916666666666616,3,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,80.51016917991335,40.08863636635045,,tomato_salad,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,
2762,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.7916666666666616,3,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,81.76008165850946,40.07384461697452,,tomato_salad,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,
2763,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.7916666666666616,3,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,83.00999413710558,40.05905286759859,,tomato_salad,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,
2764,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.7916666666666616,3,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,84.2599066157017,40.04426111822266,,tomato_salad,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,
2765,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.7916666666666616,3,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,85.50981909429781,40.029469368846726,,tomato_salad,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,
2766,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.7916666666666616,3,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,86.75973157289393,40.014677619470795,,tomato_salad,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,
2767,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.7916666666666616,3,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,88.0,40.0,,tomato_salad,0,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,
2768,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.7916666666666616,3,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,40.0,,,1,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,
2769,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.7916666666666616,3,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,40.0,,,1,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,
2770,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.7916666666666616,3,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,40.0,,,1,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,
2771,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.7916666666666616,3,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,40.0,,,1,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,
2772,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.7916666666666616,3,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,40.0,,,1,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,
2773,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.7916666666666616,3,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,40.0,,,1,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,
2774,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.7916666666666616,3,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,40.0,,,1,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,
2775,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.7916666666666616,3,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,40.0,,,1,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,
2776,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.7916666666666616,3,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,40.0,,,1,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,
2777,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.7916666666666616,3,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,40.0,,,1,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,
2778,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.7916666666666616,3,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,40.0,,,1,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,
2779,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.7916666666666616,3,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,40.0,,,1,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,
2780,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.7916666666666616,3,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,40.0,,,1,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,
2781,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.7916666666666616,3,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,40.0,,,1,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,
2782,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.7916666666666616,3,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,40.0,,,1,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,
2783,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.7916666666666616,3,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,40.0,,,1,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,
2784,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.7916666666666616,3,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,40.0,,,1,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,
2785,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.7916666666666616,3,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,40.0,,,1,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,
2786,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.7916666666666616,3,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,40.0,,,1,1.0,30.0,24.0,25.24999999999993,,,0,1.0,30.0,,,
2787,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.7916666666666616,3,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,40.0,,,1,1.0,30.0,24.0,26.499999999999858,,,0,1.0,30.0,,,
2788,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.7916666666666616,3,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,40.0,,,1,1.0,30.0,24.0,27.749999999999787,,,0,1.0,30.0,,,
2789,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.7916666666666616,3,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,40.0,,,1,1.0,30.0,24.0,28.999999999999716,,,0,1.0,30.0,,,
2790,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.7916666666666616,3,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,40.0,,,1,1.0,30.0,24.0,30.249999999999645,,,0,1.0,30.0,,,
2791,train,True,0,1,tomato_cut,4.0,3,0,2,tomato_cut,3.7916666666666616,3,1,0,tomato_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,tomato,2,5,,2,6,tomato,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,88.0,40.0,,,1,1.0,30.0,24.0,31.499999999999574,,,0,1.0,30.0,,,
