tick,phase,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,f64a774e7451b963_score,player_6802fa12_x,player_6802fa12_y,player_6802fa12_move_target,player_6802fa12_item,player_6802fa12_score,player_6802fa12_cut_speed,player_6802fa12_speed,player_a40385ef_x,player_a40385ef_y,player_a40385ef_move_target,player_a40385ef_item,player_a40385ef_score,player_a40385ef_cut_speed,player_a40385ef_speed,555536673d956bcb_score,aba2c72017348bf6_message,b54f26a8f8e32ba2_score
3482,test,0,1,,0,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.0,24.0,,tomato,0,1.0,30.0,125.25000000002075,24.0,,,0,1.0,30.0,,,0.0
3483,test,0,1,,0,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.0,24.0,,tomato,0,1.0,30.0,126.50000000002103,24.0,,,0,1.0,30.0,,,0.0
3484,test,0,1,,0,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.0,24.0,,tomato,0,1.0,30.0,127.75000000002132,24.0,,,0,1.0,30.0,,,0.0
3485,test,0,1,,0,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.0,24.0,,tomato,0,1.0,30.0,129.00000000002046,24.0,,,0,1.0,30.0,,,0.0
3486,test,0,1,,0,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.0,24.0,,tomato,0,1.0,30.0,130.25000000001933,24.0,,,0,1.0,30.0,,,0.0
3487,test,0,1,,0,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.0,24.0,,tomato,0,1.0,30.0,131.5000000000182,24.0,,,0,1.0,30.0,,,0.0
3488,test,0,1,,0,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.0,24.0,,tomato,0,1.0,30.0,132.75000000001705,24.0,,,0,1.0,30.0,,,0.0
3489,test,0,1,,0,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.0,24.0,,tomato,0,1.0,30.0,134.00000000001592,24.0,,,0,1.0,30.0,,,0.0
3490,test,0,1,,0,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.0,24.0,,tomato,0,1.0,30.0,135.25000000001478,24.0,,,0,1.0,30.0,,,0.0
3491,test,0,1,,0,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.0,24.0,,tomato,0,1.0,30.0,136.0,24.0,,,0,1.0,30.0,,,0.0
3492,test,0,1,,0,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.0,24.0,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
3493,test,0,1,,0,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.0,24.0,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
3494,test,0,1,,0,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.0,24.0,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
3495,test,0,1,,0,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.0,24.0,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
3496,test,0,1,,0,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.0,24.0,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
3497,test,0,1,,0,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.0,24.0,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
3498,test,0,1,,0,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.0,24.0,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
3499,test,0,1,,0,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,103.11611652351695,24.88388347648305,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
3500,test,0,1,,0,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,102.2322330470339,25.7677669529661,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
3501,test,0,1,,0,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,101.34834957055085,26.65165042944915,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
3502,test,0,1,,0,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,100.4644660940678,27.535533905932198,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
3503,test,0,1,,0,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,99.58058261758475,28.419417382415247,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
3504,test,0,1,,0,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,98.6966991411017,29.303300858898297,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
3505,test,0,1,,0,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,97.81281566461865,30.187184335381346,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
3506,test,0,1,,0,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,96.9289321881356,31.071067811864395,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
3507,test,0,1,,0,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,96.04504871165256,31.954951288347445,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
3508,test,0,1,,0,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,95.1611652351695,32.838834764830494,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
3509,test,0,1,,0,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,94.27728175868646,33.722718241313544,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
3510,test,0,1,,0,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,93.3933982822034,34.60660171779659,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
3511,test,0,1,,0,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,92.50951480572036,35.49048519427964,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
3512,test,0,1,,0,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,91.62563132923731,36.37436867076269,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
3513,test,0,1,,0,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,90.74174785275426,37.25825214724574,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
3514,test,0,1,,0,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,89.85786437627121,38.14213562372879,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
3515,test,0,1,,0,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.97398089978816,39.02601910021184,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
3516,test,0,1,,0,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.04617444130974,39.80565318468376,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
3517,test,0,1,,0,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,86.79626611486532,39.820791727740755,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
3518,test,0,1,,0,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,85.54635778842089,39.835930270797746,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
3519,test,0,1,,0,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,84.29644946197647,39.85106881385474,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
3520,test,0,1,,0,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,83.04654113553204,39.86620735691173,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
3521,test,0,1,,0,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,81.79663280908761,39.88134589996872,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
3522,test,0,1,,0,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,80.54672448264319,39.89648444302571,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
3523,test,0,1,,0,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,79.29681615619876,39.911622986082705,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
3524,test,0,1,,0,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,78.04690782975433,39.9267615291397,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
3525,test,0,1,,0,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,76.7969995033099,39.94190007219687,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
3526,test,0,1,,0,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,75.54709117686548,39.95703861525422,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
3527,test,0,1,,0,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,74.29718285042105,39.972177158311574,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
3528,test,0,1,,0,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,73.04727452397663,39.98731570136893,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
3529,test,0,1,,0,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,71.91278695016098,40.27873505658064,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
3530,test,0,1,,0,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,71.02356847568149,41.15725113762039,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
3531,test,0,1,,0,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,70.134350001202,42.03576721866014,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
3532,test,0,1,,0,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,69.2451315267225,42.91428329969989,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
3533,test,0,1,,0,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,68.35591305224301,43.79279938073964,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
3534,test,0,1,,0,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,67.46669457776352,44.671315461779386,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
3535,test,0,1,,0,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,66.57747610328403,45.549831542819135,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
3536,test,0,1,,0,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,65.68825762880454,46.42834762385888,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
3537,test,0,1,,0,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,64.79903915432504,47.30686370489863,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
3538,test,0,1,,0,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,63.90982067984555,48.18537978593838,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
3539,test,0,1,,0,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,63.02060220536606,49.06389586697813,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
3540,test,0,1,,0,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,62.13138373088657,49.94241194801788,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
3541,test,0,1,,0,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,61.24216525640708,50.82092802905757,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
3542,test,0,1,,0,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,60.352946781927585,51.69944411009722,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
3543,test,0,1,,0,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,59.46372830744809,52.57796019113686,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
3544,test,0,1,,0,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,58.5745098329686,53.4564762721765,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
3545,test,0,1,,0,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,57.68529135848911,54.334992353216144,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
3546,test,0,1,,0,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.79607288400962,55.213508434255786,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
3547,test,0,1,,0,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.18667543741918,56.21087141545678,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
3548,test,0,1,,0,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.17189767509299,57.46078405950064,,tomato,0,1.0,30.0,134.75000000000114,24.0,,plate,0,1.0,30.0,,,0.0
3549,test,0,1,,0,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.1571199127668,58.7106967035445,,tomato,0,1.0,30.0,133.50000000000227,24.0,,plate,0,1.0,30.0,,,0.0
