tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,38c5da1520ede5a5_score,player_94cd5f4a_x,player_94cd5f4a_y,player_94cd5f4a_move_target,player_94cd5f4a_item,player_94cd5f4a_score,player_94cd5f4a_cut_speed,player_94cd5f4a_speed,player_5e8f8884_x,player_5e8f8884_y,player_5e8f8884_move_target,player_5e8f8884_item,player_5e8f8884_score,player_5e8f8884_cut_speed,player_5e8f8884_speed
1874,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.058099927803205,51.203000496683615,,tomato,0,1.0,30.0,56.0,40.0,,plate,2,1.0,30.0
1875,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.042961384745865,52.45290882312733,,tomato,0,1.0,30.0,56.0,40.0,,plate,2,1.0,30.0
1876,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.027822841688526,53.70281714957105,,tomato,0,1.0,30.0,56.0,40.0,,plate,2,1.0,30.0
1877,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.01268429863118,54.95272547601476,,tomato,0,1.0,30.0,56.0,40.0,,plate,2,1.0,30.0
1878,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.00233106509781,56.20266313364169,,tomato,0,1.0,30.0,56.0,40.0,,plate,2,1.0,30.0
1879,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.00214661430291,57.45266312003295,,tomato,0,1.0,30.0,56.0,40.0,,plate,2,1.0,30.0
1880,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.001962163508004,58.70266310642421,,tomato,0,1.0,30.0,56.0,40.0,,plate,2,1.0,30.0
1881,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0017777127131,59.95266309281547,,tomato,0,1.0,30.0,56.0,40.0,,plate,2,1.0,30.0
1882,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.001593261918195,61.20266307920673,,tomato,0,1.0,30.0,56.0,40.0,,,2,1.0,30.0
1883,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.00140881112329,62.45266306559799,,tomato,0,1.0,30.0,56.0,40.0,,,2,1.0,30.0
1884,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.001224360328386,63.70266305198925,,tomato,0,1.0,30.0,56.0,40.0,,,2,1.0,30.0
1885,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.00103990953348,64.95266303837997,,tomato,0,1.0,30.0,56.0,40.0,,,2,1.0,30.0
1886,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.00085545873858,66.20266302477052,,tomato,0,1.0,30.0,56.0,40.0,,,2,1.0,30.0
1887,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.00067100794384,67.45266301116106,,tomato,0,1.0,30.0,56.0,40.0,,,2,1.0,30.0
1888,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.000486557149294,68.70266299755161,,tomato,0,1.0,30.0,56.0,40.0,,,2,1.0,30.0
1889,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.000302106354745,69.95266298394216,,tomato,0,1.0,30.0,56.0,40.0,,,2,1.0,30.0
1890,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.000117655560196,71.20266297033271,,tomato,0,1.0,30.0,56.0,40.0,,,2,1.0,30.0
1891,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.00002795062478,72.45266296379884,,tomato,0,1.0,30.0,56.0,40.0,,,2,1.0,30.0
1892,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.00002570340544,73.70266296379629,,tomato,0,1.0,30.0,56.0,40.0,,,2,1.0,30.0
1893,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.00002345618579,74.95266296379373,,tomato,0,1.0,30.0,56.0,40.0,,,2,1.0,30.0
1894,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.00002120896613,76.20266296379117,,tomato,0,1.0,30.0,56.0,40.0,,,2,1.0,30.0
1895,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.00001896174648,77.45266296378861,,tomato,0,1.0,30.0,56.0,40.0,,,2,1.0,30.0
1896,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.00001671452682,78.70266296378605,,tomato,0,1.0,30.0,56.0,40.0,,,2,1.0,30.0
1897,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.00001446730717,79.9526629637835,,tomato,0,1.0,30.0,56.0,40.0,,,2,1.0,30.0
1898,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.00001222008751,81.20266296378094,,tomato,0,1.0,30.0,56.0,40.0,,,2,1.0,30.0
1899,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.00000997286786,82.45266296377838,,tomato,0,1.0,30.0,56.0,40.0,,,2,1.0,30.0
1900,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0000077256482,83.70266296377582,,tomato,0,1.0,30.0,56.0,40.0,,,2,1.0,30.0
1901,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.00000547842855,84.95266296377326,,tomato,0,1.0,30.0,56.0,40.0,,,2,1.0,30.0
1902,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.00000323120889,86.2026629637707,,tomato,0,1.0,30.0,56.0,40.0,,,2,1.0,30.0
1903,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.00000098398924,87.45266296376815,,tomato,0,1.0,30.0,56.0,40.0,,,2,1.0,30.0
1904,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,55.367516586920146,88.44294749693103,,tomato,0,1.0,30.0,56.0,40.0,,,2,1.0,30.0
1905,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,54.48906690935405,89.33223157076935,,tomato,0,1.0,30.0,56.0,41.250000000000284,,,2,1.0,30.0
1906,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,53.610617231787955,90.22151564460768,,tomato,0,1.0,30.0,56.0,42.50000000000057,,,2,1.0,30.0
1907,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,52.73216755422186,91.110799718446,,tomato,0,1.0,30.0,56.0,43.75000000000085,,,2,1.0,30.0
1908,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,51.853717876655764,92.00008379228433,,tomato,0,1.0,30.0,56.0,45.00000000000114,,,2,1.0,30.0
1909,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,50.97526819908967,92.88936786612265,,tomato,0,1.0,30.0,56.0,46.25000000000142,,,2,1.0,30.0
1910,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,50.09681852152357,93.77865193996098,,tomato,0,1.0,30.0,56.0,47.500000000001705,,,2,1.0,30.0
1911,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,49.21836884395748,94.66793601379959,,tomato,0,1.0,30.0,56.0,48.75000000000199,,,2,1.0,30.0
1912,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,48.33991916639138,95.55722008763848,,tomato,0,1.0,30.0,56.0,50.000000000002274,,,2,1.0,30.0
1913,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,47.46146948882529,96.44650416147736,,tomato,0,1.0,30.0,56.0,51.25000000000256,,,2,1.0,30.0
1914,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,46.58301981125919,97.33578823531624,,tomato,0,1.0,30.0,56.0,52.50000000000284,,,2,1.0,30.0
1915,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,45.704570133693096,98.22507230915512,,tomato,0,1.0,30.0,56.0,53.750000000003126,,,2,1.0,30.0
1916,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,44.826120456127,99.114356382994,,tomato,0,1.0,30.0,56.0,55.00000000000341,,,2,1.0,30.0
1917,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,43.947670778560905,100.00364045683288,,tomato,0,1.0,30.0,56.0,56.0,,,2,1.0,30.0
1918,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,43.06922110099481,100.89292453067176,,tomato,0,1.0,30.0,56.0,56.0,,tomato_cut,2,1.0,30.0
1919,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,42.190771423428714,101.78220860451064,,tomato,0,1.0,30.0,56.0,56.0,,tomato_cut,2,1.0,30.0
1920,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,41.31232174586262,102.67149267834952,,tomato,0,1.0,30.0,56.0,56.0,,tomato_cut,2,1.0,30.0
1921,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.43387206829652,103.5607767521884,,tomato,0,1.0,30.0,56.0,56.0,,tomato_cut,2,1.0,30.0
1922,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,39.54352418770865,103.16367876323476,,tomato,0,1.0,30.0,56.0,56.0,,tomato_cut,2,1.0,30.0
1923,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,38.64877560189354,102.29079562776882,,tomato,0,1.0,30.0,56.0,56.0,,tomato_cut,2,1.0,30.0
1924,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,37.75402701607843,101.41791249230288,,tomato,0,1.0,30.0,56.0,56.0,,tomato_cut,2,1.0,30.0
1925,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,36.85927843026332,100.54502935683693,,tomato,0,1.0,30.0,56.0,56.0,,tomato_cut,2,1.0,30.0
1926,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,35.964529844448215,99.672146221371,,tomato,0,1.0,30.0,56.0,56.0,,tomato_cut,2,1.0,30.0
1927,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,35.06978125863311,98.79926308590505,,tomato,0,1.0,30.0,56.0,56.0,,tomato_cut,2,1.0,30.0
1928,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,34.175032672818,97.92637995043911,,tomato,0,1.0,30.0,56.0,56.0,,tomato_cut,2,1.0,30.0
1929,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,33.28028408700289,97.05349681497317,,tomato,0,1.0,30.0,56.0,56.0,,tomato_cut,2,1.0,30.0
1930,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,32.38553550118778,96.18061367950723,,tomato,0,1.0,30.0,56.0,56.0,,tomato_cut,2,1.0,30.0
1931,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,31.49078691537247,95.30773054404129,,tomato,0,1.0,30.0,56.0,56.0,,tomato_cut,2,1.0,30.0
1932,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,30.59603832955706,94.43484740857535,,tomato,0,1.0,30.0,56.0,56.0,,tomato_cut,2,1.0,30.0
1933,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,29.701289743741953,93.56196427310941,,tomato,0,1.0,30.0,56.0,56.0,,tomato_cut,2,1.0,30.0
1934,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,28.806541157926844,92.68908113764347,,tomato,0,1.0,30.0,56.0,56.0,,tomato_cut,2,1.0,30.0
1935,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,27.911792572111736,91.81619800217753,,tomato,0,1.0,30.0,56.0,56.0,,tomato_cut,2,1.0,30.0
1936,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,27.017043986296628,90.94331486671159,,tomato,0,1.0,30.0,56.0,56.0,,tomato_cut,2,1.0,30.0
1937,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,26.12229540048152,90.07043173124565,,tomato,0,1.0,30.0,56.0,56.0,,tomato_cut,2,1.0,30.0
1938,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,25.22754681466641,89.19754859577915,,tomato,0,1.0,30.0,56.0,56.0,,tomato_cut,2,1.0,30.0
1939,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.332798228851303,88.32466546031239,,tomato,0,1.0,30.0,56.0,56.0,,tomato_cut,2,1.0,30.0
1940,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.185557339184108,87.13131287274356,,tomato,0,1.0,30.0,56.0,56.0,,tomato_cut,2,1.0,30.0
1941,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.170229572366544,85.88140685245085,,tomato,0,1.0,30.0,56.0,54.749999999999716,,tomato_cut,2,1.0,30.0
1942,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.15490180554898,84.63150083215814,,tomato,0,1.0,30.0,56.0,53.49999999999943,,tomato_cut,2,1.0,30.0
1943,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.139574038731418,83.38159481186543,,tomato,0,1.0,30.0,56.0,52.24999999999915,,tomato_cut,2,1.0,30.0
1944,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.124246271913854,82.13168879157271,,tomato,0,1.0,30.0,56.0,50.99999999999886,,tomato_cut,2,1.0,30.0
1945,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.10891850509629,80.88178277128,,tomato,0,1.0,30.0,56.0,49.74999999999858,,tomato_cut,2,1.0,30.0
1946,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.093590738278728,79.63187675098729,,tomato,0,1.0,30.0,56.0,48.499999999998295,,tomato_cut,2,1.0,30.0
