tick,phase,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,5c6af976d5df4f21_score,player_9bf1fe26_x,player_9bf1fe26_y,player_9bf1fe26_move_target,player_9bf1fe26_item,player_9bf1fe26_score,player_9bf1fe26_cut_speed,player_9bf1fe26_speed,player_715af18a_x,player_715af18a_y,player_715af18a_move_target,player_715af18a_item,player_715af18a_score,player_715af18a_cut_speed,player_715af18a_speed,802de297769fc4fc_score,6e02d9e57cb4abaa_message,ad67b11d2b6b7b1d_score
5632,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,3,1.0,30.0,65.99999999999318,24.0,,plate,3,1.0,30.0,,,6.0
5633,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,3,1.0,30.0,64.7499999999929,24.0,,plate,3,1.0,30.0,,,6.0
5634,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,3,1.0,30.0,63.49999999999261,24.0,,plate,3,1.0,30.0,,,6.0
5635,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,3,1.0,30.0,62.249999999992326,24.0,,plate,3,1.0,30.0,,,6.0
5636,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,3,1.0,30.0,60.99999999999204,24.0,,plate,3,1.0,30.0,,,6.0
5637,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,3,1.0,30.0,59.74999999999176,24.0,,plate,3,1.0,30.0,,,6.0
5638,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,3,1.0,30.0,58.49999999999147,24.0,,plate,3,1.0,30.0,,,6.0
5639,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,3,1.0,30.0,57.24999999999119,24.0,,plate,3,1.0,30.0,,,6.0
5640,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,135.11611652351553,24.88388347648305,,plate,3,1.0,30.0,55.999999999990905,24.0,,plate,3,1.0,30.0,,,6.0
5641,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,134.23223304703106,25.767766952966443,,plate,3,1.0,30.0,54.74999999999062,24.0,,plate,3,1.0,30.0,,,6.0
5642,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,133.3483495705466,26.651650429449848,,plate,3,1.0,30.0,53.49999999999034,24.0,,plate,3,1.0,30.0,,,6.0
5643,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,132.46446609406294,27.535533905933253,,plate,3,1.0,30.0,52.24999999999005,24.0,,plate,3,1.0,30.0,,,6.0
5644,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,131.5805826175798,28.419417382416658,,plate,3,1.0,30.0,50.99999999998977,24.0,,plate,3,1.0,30.0,,,6.0
5645,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,130.69669914109667,29.303300858900062,,plate,3,1.0,30.0,49.749999999989484,24.0,,plate,3,1.0,30.0,,,6.0
5646,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,129.81281566461354,30.187184335383467,,plate,3,1.0,30.0,48.4999999999892,24.0,,plate,3,1.0,30.0,,,6.0
5647,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,128.9289321881304,31.07106781186687,,plate,3,1.0,30.0,47.249999999988916,24.0,,plate,3,1.0,30.0,,,6.0
5648,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,128.04504871164727,31.954951288350276,,plate,3,1.0,30.0,45.99999999998863,24.0,,plate,3,1.0,30.0,,,6.0
5649,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,127.1611652351642,32.838834764833344,,plate,3,1.0,30.0,44.74999999998835,24.0,,plate,3,1.0,30.0,,,6.0
5650,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,126.27728175868116,33.72271824131639,,plate,3,1.0,30.0,43.49999999998806,24.0,,plate,3,1.0,30.0,,,6.0
5651,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,125.3933982821981,34.60660171779944,,plate,3,1.0,30.0,42.24999999998778,24.0,,plate,3,1.0,30.0,,,6.0
5652,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,124.50951480571506,35.4904851942827,,plate,3,1.0,30.0,40.999999999987494,24.0,,plate,3,1.0,30.0,,,6.0
5653,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,123.62563132923201,36.37436867076619,,plate,3,1.0,30.0,39.74999999998721,24.0,,plate,3,1.0,30.0,,,6.0
5654,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,122.74174785274896,37.25825214724968,,plate,3,1.0,30.0,38.499999999986926,24.0,,plate,3,1.0,30.0,,,6.0
5655,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,121.85786437626591,38.14213562373317,,plate,3,1.0,30.0,37.24999999998664,24.0,,plate,3,1.0,30.0,,,6.0
5656,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,120.97398089978286,39.02601910021666,,plate,3,1.0,30.0,35.99999999998636,24.0,,plate,3,1.0,30.0,,,6.0
5657,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,120.04617444130444,39.805653184688964,,plate,3,1.0,30.0,34.74999999998607,24.0,,plate,3,1.0,30.0,,,6.0
5658,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,118.79626611486002,39.820791727745956,,plate,3,1.0,30.0,33.49999999998579,24.0,,plate,3,1.0,30.0,,,6.0
5659,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,117.54635778841559,39.83593027080295,,plate,3,1.0,30.0,32.249999999985505,24.0,,plate,3,1.0,30.0,,,6.0
5660,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,116.29644946197116,39.85106881385981,,plate,3,1.0,30.0,30.99999999998551,24.0,,plate,3,1.0,30.0,,,6.0
5661,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,115.04654113552674,39.866207356916455,,plate,3,1.0,30.0,29.74999999998558,24.0,,plate,3,1.0,30.0,,,6.0
5662,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,113.79663280908231,39.8813458999731,,plate,3,1.0,30.0,28.49999999998565,24.0,,plate,3,1.0,30.0,,,6.0
5663,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,112.54672448263788,39.896484443029735,,plate,3,1.0,30.0,27.24999999998572,24.0,,plate,3,1.0,30.0,,,6.0
5664,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,111.29681615619346,39.91162298608638,,plate,3,1.0,30.0,25.999999999985793,24.0,,plate,3,1.0,30.0,,,6.0
5665,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,110.04690782974903,39.92676152914302,,plate,3,1.0,30.0,24.749999999985864,24.0,,plate,3,1.0,30.0,,,6.0
5666,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,108.7969995033046,39.94190007219966,,plate,3,1.0,30.0,24.0,24.0,,plate,3,1.0,30.0,,,6.0
5667,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,107.54709117686018,39.9570386152563,,plate,3,1.0,30.0,24.0,24.0,,plate,3,1.0,30.0,,,6.0
5668,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,106.29718285041575,39.972177158312945,,plate,3,1.0,30.0,24.0,24.0,,plate,3,1.0,30.0,,,6.0
5669,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,105.04727452397132,39.98731570136958,,plate,3,1.0,30.0,24.0,24.0,,plate,3,1.0,30.0,,,6.0
5670,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,103.79733686634414,39.99766893490247,,plate,3,1.0,30.0,24.0,24.0,,plate,3,1.0,30.0,,,6.0
5671,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,102.54733687995359,39.997853385697375,,plate,3,1.0,30.0,24.0,24.0,,plate,3,1.0,30.0,,,6.0
5672,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,101.29733689356304,39.99803783649228,,plate,3,1.0,30.0,24.0,24.0,,plate,3,1.0,30.0,,,6.0
5673,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,100.0473369071725,39.998222287287184,,plate,3,1.0,30.0,24.0,24.0,,plate,3,1.0,30.0,,,6.0
5674,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,98.79733692078194,39.99840673808209,,plate,3,1.0,30.0,24.0,24.0,,plate,3,1.0,30.0,,,6.0
5675,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,97.5473369343914,39.99859118887699,,plate,3,1.0,30.0,24.0,24.0,,plate,3,1.0,30.0,,,6.0
5676,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,96.29733694800085,39.9987756396719,,plate,3,1.0,30.0,24.0,24.0,,plate,3,1.0,30.0,,,6.0
5677,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,95.0473369616103,39.9989600904668,,plate,3,1.0,30.0,24.0,24.0,,plate,3,1.0,30.0,,,6.0
5678,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,93.79733697521975,39.99914454126161,,plate,3,1.0,30.0,24.0,24.0,,plate,3,1.0,30.0,,,6.0
5679,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,92.5473369888292,39.99932899205616,,plate,3,1.0,30.0,24.0,24.0,,plate,3,1.0,30.0,,,6.0
5680,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,91.29733700243865,39.999513442850706,,plate,3,1.0,30.0,24.0,24.0,,plate,3,1.0,30.0,,,6.0
5681,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,90.0473370160481,39.999697893645255,,plate,3,1.0,30.0,24.0,24.0,,plate,3,1.0,30.0,,,6.0
5682,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.79733702965756,39.999882344439804,,plate,3,1.0,30.0,24.0,24.0,,plate,3,1.0,30.0,,,6.0
5683,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,87.54733703619142,39.99997204937522,,plate,3,1.0,30.0,24.0,24.0,,plate,3,1.0,30.0,,,6.0
5684,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,86.29733703619398,39.99997429659456,,plate,3,1.0,30.0,24.0,24.0,,plate,3,1.0,30.0,,,6.0
5685,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,85.04733703619654,39.99997654381421,,plate,3,1.0,30.0,24.0,25.24999999999993,,plate,3,1.0,30.0,,,6.0
5686,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,83.7973370361991,39.99997879103387,,plate,3,1.0,30.0,24.0,26.499999999999858,,plate,3,1.0,30.0,,,6.0
5687,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,82.54733703620165,39.99998103825352,,plate,3,1.0,30.0,24.0,27.749999999999787,,plate,3,1.0,30.0,,,6.0
5688,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,81.29733703620421,39.99998328547318,,plate,3,1.0,30.0,24.0,28.999999999999716,,plate,3,1.0,30.0,,,6.0
5689,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,80.04733703620677,39.99998553269283,,plate,3,1.0,30.0,24.0,30.249999999999645,,plate,3,1.0,30.0,,,6.0
5690,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,78.79733703620933,39.99998777991249,,plate,3,1.0,30.0,24.0,31.499999999999574,,plate,3,1.0,30.0,,,6.0
5691,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,77.54733703621189,39.99999002713214,,plate,3,1.0,30.0,24.0,32.749999999999716,,plate,3,1.0,30.0,,,6.0
5692,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,76.29733703621444,39.9999922743518,,plate,3,1.0,30.0,24.0,34.0,,plate,3,1.0,30.0,,,6.0
5693,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,75.047337036217,39.99999452157145,,plate,3,1.0,30.0,24.0,35.250000000000284,,plate,3,1.0,30.0,,,6.0
5694,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,73.79733703621956,39.99999676879111,,plate,3,1.0,30.0,24.0,36.50000000000057,,plate,3,1.0,30.0,,,6.0
5695,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,72.54733703622212,39.99999901601076,,plate,3,1.0,30.0,24.0,37.75000000000085,,plate,3,1.0,30.0,,,6.0
