tick,phase,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,947d7d0737477ea3_score,player_0a559482_x,player_0a559482_y,player_0a559482_move_target,player_0a559482_item,player_0a559482_score,player_0a559482_cut_speed,player_0a559482_speed,player_9b58ae71_x,player_9b58ae71_y,player_9b58ae71_move_target,player_9b58ae71_item,player_9b58ae71_score,player_9b58ae71_cut_speed,player_9b58ae71_speed,e8f40e788d6acbef_score,c47944516502ca09_message,986bc17019c2c7ed_score
4850,test,0,1,tomato,1.083333333333333,1,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,plate,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,40.0,,tomato_cut,0,1.0,30.0,,,0.0
4851,test,0,1,tomato,1.083333333333333,1,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,plate,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,40.0,,tomato_cut,0,1.0,30.0,,,0.0
4852,test,0,1,tomato,1.083333333333333,1,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,plate,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,40.0,,tomato_cut,0,1.0,30.0,,,0.0
4853,test,0,1,tomato,1.083333333333333,1,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,plate,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,40.0,,tomato_cut,0,1.0,30.0,,,0.0
4854,test,0,1,tomato,1.083333333333333,1,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,plate,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,40.0,,tomato_cut,0,1.0,30.0,,,0.0
4855,test,0,1,tomato,1.083333333333333,1,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,plate,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,41.250000000000284,,tomato_cut,0,1.0,30.0,,,0.0
4856,test,0,1,tomato,1.083333333333333,1,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,plate,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,42.50000000000057,,tomato_cut,0,1.0,30.0,,,0.0
4857,test,0,1,tomato,1.083333333333333,1,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,plate,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,43.75000000000085,,tomato_cut,0,1.0,30.0,,,0.0
4858,test,0,1,tomato,1.083333333333333,1,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,plate,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,45.00000000000114,,tomato_cut,0,1.0,30.0,,,0.0
4859,test,0,1,tomato,1.083333333333333,1,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,plate,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,46.25000000000142,,tomato_cut,0,1.0,30.0,,,0.0
4860,test,0,1,tomato,1.083333333333333,1,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,plate,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,47.500000000001705,,tomato_cut,0,1.0,30.0,,,0.0
4861,test,0,1,tomato,1.083333333333333,1,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,plate,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,48.75000000000199,,tomato_cut,0,1.0,30.0,,,0.0
4862,test,0,1,tomato,1.083333333333333,1,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,plate,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,50.000000000002274,,tomato_cut,0,1.0,30.0,,,0.0
4863,test,0,1,tomato,1.083333333333333,1,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,plate,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,51.25000000000256,,tomato_cut,0,1.0,30.0,,,0.0
4864,test,0,1,tomato,1.083333333333333,1,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,plate,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,52.50000000000284,,tomato_cut,0,1.0,30.0,,,0.0
4865,test,0,1,tomato,1.083333333333333,1,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,plate,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,53.750000000003126,,tomato_cut,0,1.0,30.0,,,0.0
4866,test,0,1,tomato,1.083333333333333,1,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,plate,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,55.00000000000341,,tomato_cut,0,1.0,30.0,,,0.0
4867,test,0,1,tomato,1.083333333333333,1,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,plate,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,56.250000000003695,,tomato_cut,0,1.0,30.0,,,0.0
4868,test,0,1,tomato,1.083333333333333,1,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,plate,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,57.50000000000398,,tomato_cut,0,1.0,30.0,,,0.0
4869,test,0,1,tomato,1.083333333333333,1,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,plate,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,58.75000000000426,,tomato_cut,0,1.0,30.0,,,0.0
4870,test,0,1,tomato,1.083333333333333,1,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,plate,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,60.00000000000455,,tomato_cut,0,1.0,30.0,,,0.0
4871,test,0,1,tomato,1.083333333333333,1,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,plate,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,61.25000000000483,,tomato_cut,0,1.0,30.0,,,0.0
4872,test,0,1,tomato,1.083333333333333,1,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,plate,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,62.500000000005116,,tomato_cut,0,1.0,30.0,,,0.0
4873,test,0,1,tomato,1.083333333333333,1,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,plate,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,63.7500000000054,,tomato_cut,0,1.0,30.0,,,0.0
4874,test,0,1,tomato,1.083333333333333,1,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,plate,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,65.00000000000568,,tomato_cut,0,1.0,30.0,,,0.0
4875,test,0,1,tomato,1.083333333333333,1,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,plate,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,66.25000000000597,,tomato_cut,0,1.0,30.0,,,0.0
4876,test,0,1,tomato,1.083333333333333,1,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,plate,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,67.50000000000625,,tomato_cut,0,1.0,30.0,,,0.0
4877,test,0,1,tomato,1.083333333333333,1,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,plate,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,68.75000000000654,,tomato_cut,0,1.0,30.0,,,0.0
4878,test,0,1,tomato,1.083333333333333,1,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,plate,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,70.00000000000682,,tomato_cut,0,1.0,30.0,,,0.0
4879,test,0,1,tomato,1.083333333333333,1,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,plate,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,71.2500000000071,,tomato_cut,0,1.0,30.0,,,0.0
4880,test,0,1,tomato,1.083333333333333,1,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,plate,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,72.50000000000739,,tomato_cut,0,1.0,30.0,,,0.0
4881,test,0,1,tomato,1.083333333333333,1,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,plate,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,73.75000000000767,,tomato_cut,0,1.0,30.0,,,0.0
4882,test,0,1,tomato,1.083333333333333,1,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,plate,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,75.00000000000796,,tomato_cut,0,1.0,30.0,,,0.0
4883,test,0,1,tomato,1.083333333333333,1,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,plate,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,76.25000000000824,,tomato_cut,0,1.0,30.0,,,0.0
4884,test,0,1,tomato,1.083333333333333,1,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,plate,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,77.50000000000853,,tomato_cut,0,1.0,30.0,,,0.0
4885,test,0,1,tomato,1.083333333333333,1,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,plate,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,78.75000000000881,,tomato_cut,0,1.0,30.0,,,0.0
4886,test,0,1,tomato,1.083333333333333,1,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,plate,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,80.0000000000091,,tomato_cut,0,1.0,30.0,,,0.0
4887,test,0,1,tomato,1.083333333333333,1,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,plate,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,81.25000000000938,,tomato_cut,0,1.0,30.0,,,0.0
4888,test,0,1,tomato,1.083333333333333,1,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,plate,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,82.50000000000966,,tomato_cut,0,1.0,30.0,,,0.0
4889,test,0,1,tomato,1.083333333333333,1,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,plate,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,83.75000000000995,,tomato_cut,0,1.0,30.0,,,0.0
4890,test,0,1,tomato,1.083333333333333,1,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,plate,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,85.00000000001023,,tomato_cut,0,1.0,30.0,,,0.0
4891,test,0,1,tomato,1.083333333333333,1,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,plate,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,86.25000000001052,,tomato_cut,0,1.0,30.0,,,0.0
4892,test,0,1,tomato,1.083333333333333,1,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,plate,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,87.5000000000108,,tomato_cut,0,1.0,30.0,,,0.0
4893,test,0,1,tomato,1.083333333333333,1,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,plate,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,88.75000000001108,,tomato_cut,0,1.0,30.0,,,0.0
4894,test,0,1,tomato,1.083333333333333,1,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,plate,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,90.00000000001137,,tomato_cut,0,1.0,30.0,,,0.0
4895,test,0,1,tomato,1.083333333333333,1,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,plate,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,91.25000000001165,,tomato_cut,0,1.0,30.0,,,0.0
4896,test,0,1,tomato,1.083333333333333,1,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,plate,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,92.50000000001194,,tomato_cut,0,1.0,30.0,,,0.0
4897,test,0,1,tomato,1.083333333333333,1,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,plate,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,93.75000000001222,,tomato_cut,0,1.0,30.0,,,0.0
4898,test,0,1,tomato,1.083333333333333,1,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,plate,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,95.0000000000125,,tomato_cut,0,1.0,30.0,,,0.0
4899,test,0,1,tomato,1.083333333333333,1,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,plate,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,96.25000000001279,,tomato_cut,0,1.0,30.0,,,0.0
4900,test,0,1,tomato,1.083333333333333,1,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,plate,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,97.50000000001307,,tomato_cut,0,1.0,30.0,,,0.0
4901,test,0,1,tomato,1.083333333333333,1,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,plate,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,98.75000000001336,,tomato_cut,0,1.0,30.0,,,0.0
4902,test,0,1,tomato,1.083333333333333,1,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,plate,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,100.00000000001364,,tomato_cut,0,1.0,30.0,,,0.0
4903,test,0,1,tomato,1.083333333333333,1,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,plate,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,101.25000000001393,,tomato_cut,0,1.0,30.0,,,0.0
4904,test,0,1,tomato,1.083333333333333,1,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,plate,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,102.50000000001421,,tomato_cut,0,1.0,30.0,,,0.0
4905,test,0,1,tomato,1.083333333333333,1,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,plate,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,103.7500000000145,,tomato_cut,0,1.0,30.0,,,0.0
4906,test,0,1,tomato,1.083333333333333,1,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,plate,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,105.00000000001478,,tomato_cut,0,1.0,30.0,,,0.0
4907,test,0,1,tomato,1.083333333333333,1,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,plate,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,106.25000000001506,,tomato_cut,0,1.0,30.0,,,0.0
4908,test,0,1,tomato,1.083333333333333,1,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,plate,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,107.50000000001535,,tomato_cut,0,1.0,30.0,,,0.0
4909,test,0,1,tomato,1.083333333333333,1,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,plate,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,108.75000000001563,,tomato_cut,0,1.0,30.0,,,0.0
4910,test,0,1,tomato,1.083333333333333,1,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,plate,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,110.00000000001592,,tomato_cut,0,1.0,30.0,,,0.0
4911,test,0,1,tomato,1.083333333333333,1,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,plate,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,111.2500000000162,,tomato_cut,0,1.0,30.0,,,0.0
4912,test,0,1,tomato,1.083333333333333,1,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,plate,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,112.50000000001648,,tomato_cut,0,1.0,30.0,,,0.0
4913,test,0,1,tomato,1.083333333333333,1,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,plate,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,113.75000000001677,,tomato_cut,0,1.0,30.0,,,0.0
4914,test,0,1,tomato,1.083333333333333,1,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,plate,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,115.00000000001705,,tomato_cut,0,1.0,30.0,,,0.0
