tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,dd57d9e990b0702f_score,player_84b39e31_x,player_84b39e31_y,player_84b39e31_move_target,player_84b39e31_item,player_84b39e31_score,player_84b39e31_cut_speed,player_84b39e31_speed,player_1cc0d12f_x,player_1cc0d12f_y,player_1cc0d12f_move_target,player_1cc0d12f_item,player_1cc0d12f_score,player_1cc0d12f_cut_speed,player_1cc0d12f_speed
2645,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.166666666666664,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,29.701289743741953,93.56196427310941,,tomato,0,1.0,30.0,62.25000000000142,56.0,,tomato_salad,4,1.0,30.0
2646,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.166666666666664,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,28.806541157926844,92.68908113764347,,tomato,0,1.0,30.0,63.500000000001705,56.0,,tomato_salad,4,1.0,30.0
2647,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.166666666666664,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,27.911792572111736,91.81619800217753,,tomato,0,1.0,30.0,64.75000000000199,56.0,,tomato_salad,4,1.0,30.0
2648,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.166666666666664,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,27.017043986296628,90.94331486671159,,tomato,0,1.0,30.0,66.00000000000227,56.0,,tomato_salad,4,1.0,30.0
2649,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.166666666666664,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,26.12229540048152,90.07043173124565,,tomato,0,1.0,30.0,67.25000000000256,56.0,,tomato_salad,4,1.0,30.0
2650,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.166666666666664,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,25.22754681466641,89.19754859577915,,tomato,0,1.0,30.0,68.50000000000284,56.0,,tomato_salad,4,1.0,30.0
2651,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.166666666666664,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.332798228851303,88.32466546031239,,tomato,0,1.0,30.0,69.75000000000313,56.0,,tomato_salad,4,1.0,30.0
2652,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.166666666666664,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.185557339184108,87.13131287274356,,tomato,0,1.0,30.0,71.00000000000341,56.0,,tomato_salad,4,1.0,30.0
2653,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.166666666666664,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.170229572366544,85.88140685245085,,tomato,0,1.0,30.0,72.2500000000037,56.0,,tomato_salad,4,1.0,30.0
2654,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.166666666666664,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.15490180554898,84.63150083215814,,tomato,0,1.0,30.0,73.50000000000398,56.0,,tomato_salad,4,1.0,30.0
2655,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.166666666666664,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.139574038731418,83.38159481186543,,tomato,0,1.0,30.0,74.75000000000426,56.0,,tomato_salad,4,1.0,30.0
2656,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.166666666666664,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.124246271913854,82.13168879157271,,tomato,0,1.0,30.0,76.00000000000455,56.0,,tomato_salad,4,1.0,30.0
2657,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.166666666666664,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.10891850509629,80.88178277128,,tomato,0,1.0,30.0,77.25000000000483,56.0,,tomato_salad,4,1.0,30.0
2658,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.166666666666664,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.093590738278728,79.63187675098729,,tomato,0,1.0,30.0,78.50000000000512,56.0,,tomato_salad,4,1.0,30.0
2659,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.166666666666664,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.07826297146128,78.38197073069458,,tomato,0,1.0,30.0,79.7500000000054,56.0,,tomato_salad,4,1.0,30.0
2660,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.166666666666664,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0629352046439,77.13206471040186,,tomato,0,1.0,30.0,81.00000000000568,56.0,,tomato_salad,4,1.0,30.0
2661,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.166666666666664,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.047607437826514,75.88215869010915,,tomato,0,1.0,30.0,82.25000000000597,56.0,,tomato_salad,4,1.0,30.0
2662,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.166666666666664,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.03227967100913,74.63225266981644,,tomato,0,1.0,30.0,83.50000000000625,56.0,,tomato_salad,4,1.0,30.0
2663,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.166666666666664,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.01695190419175,73.38234664952373,,tomato,0,1.0,30.0,84.75000000000654,56.0,,tomato_salad,4,1.0,30.0
2664,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.166666666666664,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.002381300124206,72.13243593092655,,tomato,0,1.0,30.0,86.00000000000682,56.0,,tomato_salad,4,1.0,30.0
2665,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.166666666666664,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.00219678830363,70.88243594454453,,tomato,0,1.0,30.0,87.2500000000071,56.0,,tomato_salad,4,1.0,30.0
2666,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.166666666666664,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.00201227648305,69.6324359581625,,tomato,0,1.0,30.0,88.0,56.0,,tomato_salad,4,1.0,30.0
2667,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.166666666666664,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.001827764662472,68.38243597178048,,tomato,0,1.0,30.0,88.0,56.0,,,5,1.0,30.0
2668,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.166666666666664,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.001643252841895,67.13243598539846,,tomato,0,1.0,30.0,88.0,56.0,,,5,1.0,30.0
2669,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.166666666666664,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.001458741021317,65.88243599901644,,tomato,0,1.0,30.0,88.0,56.0,,,5,1.0,30.0
2670,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.166666666666664,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.00127422920074,64.63243601263441,,tomato,0,1.0,30.0,88.0,56.0,,,5,1.0,30.0
2671,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.166666666666664,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.00108971738016,63.38243602625239,,tomato,0,1.0,30.0,88.0,56.0,,,5,1.0,30.0
2672,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.166666666666664,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.000905205559626,62.13243603987037,,tomato,0,1.0,30.0,88.0,56.0,,,5,1.0,30.0
2673,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.166666666666664,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.000720693739225,60.88243605348835,,tomato,0,1.0,30.0,88.0,56.0,,,5,1.0,30.0
2674,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.166666666666664,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.000536181918825,59.632436067106326,,tomato,0,1.0,30.0,88.0,56.0,,,5,1.0,30.0
2675,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.166666666666664,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.000351670098425,58.382436080724304,,tomato,0,1.0,30.0,88.0,56.0,,,5,1.0,30.0
2676,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.166666666666664,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.000167158278025,57.13243609434228,,tomato,0,1.0,30.0,88.0,56.0,,,5,1.0,30.0
2677,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.166666666666664,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,tomato,0,1.0,30.0,88.0,56.0,,,5,1.0,30.0
2678,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,0,1.0,30.0,88.0,56.0,,,5,1.0,30.0
2679,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.041666666666666664,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,0,1.0,30.0,88.0,56.0,,,5,1.0,30.0
2680,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.08333333333333333,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,0,1.0,30.0,88.0,56.0,,,5,1.0,30.0
2681,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.125,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,0,1.0,30.0,88.0,56.0,,,5,1.0,30.0
2682,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.16666666666666666,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,0,1.0,30.0,88.0,56.0,,,5,1.0,30.0
2683,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.20833333333333331,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,0,1.0,30.0,88.0,56.0,,,5,1.0,30.0
2684,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.24999999999999997,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,0,1.0,30.0,88.0,56.0,,,5,1.0,30.0
2685,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.29166666666666663,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,0,1.0,30.0,88.0,56.0,,,5,1.0,30.0
2686,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.3333333333333333,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,0,1.0,30.0,88.0,56.0,,,5,1.0,30.0
2687,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.375,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,0,1.0,30.0,88.0,56.0,,,5,1.0,30.0
2688,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.4166666666666667,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,0,1.0,30.0,88.0,56.0,,,5,1.0,30.0
2689,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.45833333333333337,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,0,1.0,30.0,88.0,56.0,,,5,1.0,30.0
2690,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.5,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,0,1.0,30.0,88.0,56.0,,,5,1.0,30.0
2691,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.5416666666666666,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,0,1.0,30.0,88.0,56.0,,,5,1.0,30.0
2692,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.5833333333333333,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,0,1.0,30.0,88.0,56.0,,,5,1.0,30.0
2693,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.6249999999999999,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,0,1.0,30.0,88.0,56.0,,,5,1.0,30.0
2694,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.6666666666666665,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,0,1.0,30.0,88.0,56.0,,,5,1.0,30.0
2695,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.7083333333333331,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,0,1.0,30.0,88.0,56.0,,,5,1.0,30.0
2696,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.7499999999999998,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,0,1.0,30.0,88.0,56.0,,,5,1.0,30.0
2697,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.7916666666666664,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,0,1.0,30.0,88.0,56.0,,,5,1.0,30.0
2698,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.833333333333333,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,0,1.0,30.0,88.0,56.0,,,5,1.0,30.0
2699,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.8749999999999997,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,0,1.0,30.0,88.0,56.0,,,5,1.0,30.0
2700,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.9166666666666663,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,0,1.0,30.0,88.0,56.0,,,5,1.0,30.0
2701,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.9583333333333329,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,0,1.0,30.0,88.0,56.0,,,5,1.0,30.0
2702,0,1,,0,2,None_cut,4.0,3,0,3,tomato,0.9999999999999996,0,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,0,1.0,30.0,88.0,54.749999999999716,,,5,1.0,30.0
2703,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.0416666666666663,1,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,0,1.0,30.0,88.0,53.49999999999943,,,5,1.0,30.0
2704,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.083333333333333,1,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,0,1.0,30.0,88.0,52.24999999999915,,,5,1.0,30.0
2705,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.1249999999999998,1,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,0,1.0,30.0,88.0,50.99999999999886,,,5,1.0,30.0
2706,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.1666666666666665,1,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,0,1.0,30.0,88.0,49.74999999999858,,,5,1.0,30.0
2707,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.2083333333333333,1,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,0,1.0,30.0,88.0,48.499999999998295,,,5,1.0,30.0
2708,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.25,1,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,0,1.0,30.0,88.0,47.24999999999801,,,5,1.0,30.0
2709,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.2916666666666667,1,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,0,1.0,30.0,88.0,45.999999999997726,,,5,1.0,30.0
2710,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.3333333333333335,1,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,0,1.0,30.0,88.0,44.74999999999744,,,5,1.0,30.0
2711,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.3750000000000002,1,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,0,1.0,30.0,88.0,43.49999999999716,,,5,1.0,30.0
2712,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.416666666666667,1,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,0,1.0,30.0,88.0,42.249999999996874,,,5,1.0,30.0
2713,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.4583333333333337,1,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,0,1.0,30.0,88.0,40.99999999999659,,,5,1.0,30.0
2714,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.5000000000000004,1,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,0,1.0,30.0,88.3162155665778,39.8798317388366,,,5,1.0,30.0
2715,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.5416666666666672,1,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,0,1.0,30.0,89.194592140405,38.990475457837135,,,5,1.0,30.0
2716,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.583333333333334,1,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,0,1.0,30.0,90.07296871423222,38.10111917683767,,,5,1.0,30.0
2717,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.6250000000000007,1,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,0,1.0,30.0,90.95134528805943,37.211762895838206,,,5,1.0,30.0
2718,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.6666666666666674,1,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,0,1.0,30.0,91.82972186188655,36.32240661483874,,,5,1.0,30.0
2719,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.7083333333333341,1,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,0,1.0,30.0,92.70809843571327,35.433050333839276,,,5,1.0,30.0
2720,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.7500000000000009,1,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,0,1.0,30.0,93.58647500953998,34.54369405283981,,,5,1.0,30.0
2721,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.7916666666666676,1,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,0,1.0,30.0,94.4648515833667,33.654337771840346,,,5,1.0,30.0
2722,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.8333333333333344,1,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,0,1.0,30.0,95.34322815719341,32.76498149084088,,,5,1.0,30.0
2723,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.875000000000001,1,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,0,1.0,30.0,96.22160473102007,31.875625209841466,,,5,1.0,30.0
