tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,a5566e6fb8ad63aa_score,player_dc663fe2_x,player_dc663fe2_y,player_dc663fe2_move_target,player_dc663fe2_item,player_dc663fe2_score,player_dc663fe2_cut_speed,player_dc663fe2_speed,player_3962110a_x,player_3962110a_y,player_3962110a_move_target,player_3962110a_item,player_3962110a_score,player_3962110a_cut_speed,player_3962110a_speed
2186,0,1,,0,2,,0.0,0,0,3,tomato,1.1499999999999984,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,54.50000000000742,,,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
2187,0,1,,0,2,,0.0,0,0,3,tomato,1.1499999999999984,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,55.000000000007674,,,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
2188,0,1,,0,2,,0.0,0,0,3,tomato,1.1499999999999984,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,55.50000000000793,,,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
2189,0,1,,0,2,,0.0,0,0,3,tomato,1.1499999999999984,1,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
2190,0,1,,0,2,,0.0,0,0,3,tomato,1.1499999999999984,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,plate,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
2191,0,1,,0,2,,0.0,0,0,3,tomato,1.1499999999999984,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,plate,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
2192,0,1,,0,2,,0.0,0,0,3,tomato,1.1499999999999984,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,plate,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
2193,0,1,,0,2,,0.0,0,0,3,tomato,1.1499999999999984,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,plate,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
2194,0,1,,0,2,,0.0,0,0,3,tomato,1.1499999999999984,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,plate,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
2195,0,1,,0,2,,0.0,0,0,3,tomato,1.1499999999999984,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,plate,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
2196,0,1,,0,2,,0.0,0,0,3,tomato,1.1499999999999984,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,plate,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
2197,0,1,,0,2,,0.0,0,0,3,tomato,1.1499999999999984,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,plate,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
2198,0,1,,0,2,,0.0,0,0,3,tomato,1.1499999999999984,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,plate,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
2199,0,1,,0,2,,0.0,0,0,3,tomato,1.1499999999999984,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,plate,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
2200,0,1,,0,2,,0.0,0,0,3,tomato,1.1499999999999984,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,plate,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
2201,0,1,,0,2,,0.0,0,0,3,tomato,1.1499999999999984,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,plate,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
2202,0,1,,0,2,,0.0,0,0,3,tomato,1.1499999999999984,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,plate,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
2203,0,1,,0,2,,0.0,0,0,3,tomato,1.1499999999999984,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,plate,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
2204,0,1,,0,2,,0.0,0,0,3,tomato,1.1499999999999984,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,plate,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
2205,0,1,,0,2,,0.0,0,0,3,tomato,1.1499999999999984,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,plate,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
2206,0,1,,0,2,,0.0,0,0,3,tomato,1.1499999999999984,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,plate,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
2207,0,1,,0,2,,0.0,0,0,3,tomato,1.1499999999999984,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,plate,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
2208,0,1,,0,2,,0.0,0,0,3,tomato,1.1499999999999984,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,plate,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
2209,0,1,,0,2,,0.0,0,0,3,tomato,1.1499999999999984,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,plate,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
2210,0,1,,0,2,,0.0,0,0,3,tomato,1.1499999999999984,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,plate,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
2211,0,1,,0,2,,0.0,0,0,3,tomato,1.1499999999999984,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,plate,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
2212,0,1,,0,2,,0.0,0,0,3,tomato,1.1499999999999984,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,plate,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
2213,0,1,,0,2,,0.0,0,0,3,tomato,1.1499999999999984,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,plate,0,1.0,12.0,56.0,56.0,,,0,0.2,30.0
2214,0,1,,0,2,,0.0,0,0,3,tomato,1.1499999999999984,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,plate,0,1.0,12.0,56.0,57.250000000000284,,,0,0.2,30.0
2215,0,1,,0,2,,0.0,0,0,3,tomato,1.1499999999999984,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,plate,0,1.0,12.0,56.0,58.50000000000057,,,0,0.2,30.0
2216,0,1,,0,2,,0.0,0,0,3,tomato,1.1499999999999984,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,plate,0,1.0,12.0,56.0,59.75000000000085,,,0,0.2,30.0
2217,0,1,,0,2,,0.0,0,0,3,tomato,1.1499999999999984,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,plate,0,1.0,12.0,56.0,61.00000000000114,,,0,0.2,30.0
2218,0,1,,0,2,,0.0,0,0,3,tomato,1.1499999999999984,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,plate,0,1.0,12.0,56.0,62.25000000000142,,,0,0.2,30.0
2219,0,1,,0,2,,0.0,0,0,3,tomato,1.1499999999999984,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,plate,0,1.0,12.0,56.0,63.500000000001705,,,0,0.2,30.0
2220,0,1,,0,2,,0.0,0,0,3,tomato,1.1499999999999984,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,plate,0,1.0,12.0,56.0,64.75000000000199,,,0,0.2,30.0
2221,0,1,,0,2,,0.0,0,0,3,tomato,1.1499999999999984,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,plate,0,1.0,12.0,56.0,66.00000000000227,,,0,0.2,30.0
2222,0,1,,0,2,,0.0,0,0,3,tomato,1.1499999999999984,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,plate,0,1.0,12.0,56.0,67.25000000000256,,,0,0.2,30.0
2223,0,1,,0,2,,0.0,0,0,3,tomato,1.1499999999999984,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,plate,0,1.0,12.0,56.0,68.50000000000284,,,0,0.2,30.0
2224,0,1,,0,2,,0.0,0,0,3,tomato,1.1499999999999984,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,plate,0,1.0,12.0,56.0,69.75000000000313,,,0,0.2,30.0
2225,0,1,,0,2,,0.0,0,0,3,tomato,1.1499999999999984,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.0,,plate,0,1.0,12.0,56.0,71.00000000000341,,,0,0.2,30.0
2226,0,1,,0,2,,0.0,0,0,3,tomato,1.1499999999999984,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.35355339059322,55.64644660940678,,plate,0,1.0,12.0,56.0,72.2500000000037,,,0,0.2,30.0
2227,0,1,,0,2,,0.0,0,0,3,tomato,1.1499999999999984,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.70710678118644,55.29289321881356,,plate,0,1.0,12.0,56.0,73.50000000000398,,,0,0.2,30.0
2228,0,1,,0,2,,0.0,0,0,3,tomato,1.1499999999999984,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,57.06066017177966,54.93933982822034,,plate,0,1.0,12.0,56.0,74.75000000000426,,,0,0.2,30.0
2229,0,1,,0,2,,0.0,0,0,3,tomato,1.1499999999999984,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,57.41421356237288,54.58578643762712,,plate,0,1.0,12.0,56.0,76.00000000000455,,,0,0.2,30.0
2230,0,1,,0,2,,0.0,0,0,3,tomato,1.1499999999999984,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,57.7677669529661,54.2322330470339,,plate,0,1.0,12.0,56.0,77.25000000000483,,,0,0.2,30.0
2231,0,1,,0,2,,0.0,0,0,3,tomato,1.1499999999999984,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,58.12132034355932,53.87867965644068,,plate,0,1.0,12.0,56.0,78.50000000000512,,,0,0.2,30.0
2232,0,1,,0,2,,0.0,0,0,3,tomato,1.1499999999999984,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,58.47487373415254,53.52512626584746,,plate,0,1.0,12.0,56.0,79.7500000000054,,,0,0.2,30.0
2233,0,1,,0,2,,0.0,0,0,3,tomato,1.1499999999999984,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,58.82842712474576,53.17157287525424,,plate,0,1.0,12.0,56.0,81.00000000000568,,,0,0.2,30.0
2234,0,1,,0,2,,0.0,0,0,3,tomato,1.1499999999999984,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,59.18198051533898,52.81801948466102,,plate,0,1.0,12.0,56.0,82.25000000000597,,,0,0.2,30.0
2235,0,1,,0,2,,0.0,0,0,3,tomato,1.1499999999999984,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,59.5355339059322,52.4644660940678,,plate,0,1.0,12.0,56.0,83.50000000000625,,,0,0.2,30.0
2236,0,1,,0,2,,0.0,0,0,3,tomato,1.1499999999999984,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,59.88908729652542,52.11091270347458,,plate,0,1.0,12.0,56.0,84.75000000000654,,,0,0.2,30.0
2237,0,1,,0,2,,0.0,0,0,3,tomato,1.1499999999999984,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,60.24264068711864,51.75735931288136,,plate,0,1.0,12.0,56.0,86.00000000000682,,,0,0.2,30.0
2238,0,1,,0,2,,0.0,0,0,3,tomato,1.1499999999999984,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,60.59619407771186,51.40380592228814,,plate,0,1.0,12.0,56.0,87.2500000000071,,,0,0.2,30.0
2239,0,1,,0,2,,0.0,0,0,3,tomato,1.1499999999999984,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,60.94974746830508,51.05025253169492,,plate,0,1.0,12.0,55.50810911865716,88.29803951736653,,,0,0.2,30.0
2240,0,1,,0,2,,0.0,0,0,3,tomato,1.1499999999999984,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,61.3033008588983,50.6966991411017,,plate,0,1.0,12.0,54.62973254483066,89.18739579836529,,,0,0.2,30.0
2241,0,1,,0,2,,0.0,0,0,3,tomato,1.1499999999999984,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,61.656854249491516,50.343145750508484,,plate,0,1.0,12.0,53.75135597100416,90.07675207936404,,,0,0.2,30.0
2242,0,1,,0,2,,0.0,0,0,3,tomato,1.1499999999999984,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,62.010407640084736,49.989592359915264,,plate,0,1.0,12.0,52.87297939717766,90.9661083603628,,,0,0.2,30.0
2243,0,1,,0,2,,0.0,0,0,3,tomato,1.1499999999999984,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,62.363961030677956,49.636038969322044,,plate,0,1.0,12.0,51.99460282335116,91.85546464136155,,,0,0.2,30.0
2244,0,1,,0,2,,0.0,0,0,3,tomato,1.1499999999999984,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,62.717514421271176,49.282485578728824,,plate,0,1.0,12.0,51.11622624952466,92.7448209223603,,,0,0.2,30.0
2245,0,1,,0,2,,0.0,0,0,3,tomato,1.1499999999999984,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,63.071067811864395,48.928932188135605,,plate,0,1.0,12.0,50.23784967569816,93.63417720335906,,,0,0.2,30.0
2246,0,1,,0,2,,0.0,0,0,3,tomato,1.1499999999999984,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,63.424621202457615,48.575378797542385,,plate,0,1.0,12.0,49.35947310187166,94.52353348435781,,,0,0.2,30.0
2247,0,1,,0,2,,0.0,0,0,3,tomato,1.1499999999999984,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,63.778174593050835,48.221825406949165,,plate,0,1.0,12.0,48.48109652804516,95.41288976535657,,,0,0.2,30.0
2248,0,1,,0,2,,0.0,0,0,3,tomato,1.1499999999999984,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,64.13172798364405,47.868272016355945,,plate,0,1.0,12.0,47.60271995421866,96.30224604635532,,,0,0.2,30.0
2249,0,1,,0,2,,0.0,0,0,3,tomato,1.1499999999999984,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,64.48528137423727,47.514718625762725,,plate,0,1.0,12.0,46.724343380392156,97.19160232735408,,,0,0.2,30.0
2250,0,1,,0,2,,0.0,0,0,3,tomato,1.1499999999999984,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,64.8388347648305,47.161165235169506,,plate,0,1.0,12.0,45.845966806565656,98.08095860835283,,,0,0.2,30.0
2251,0,1,,0,2,,0.0,0,0,3,tomato,1.1499999999999984,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,65.19238815542371,46.807611844576286,,plate,0,1.0,12.0,44.967590232739155,98.97031488935158,,,0,0.2,30.0
2252,0,1,,0,2,,0.0,0,0,3,tomato,1.1499999999999984,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,65.54594154601693,46.454058453983066,,plate,0,1.0,12.0,44.089213658912655,99.85967117035034,,,0,0.2,30.0
2253,0,1,,0,2,,0.0,0,0,3,tomato,1.1499999999999984,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,65.89949493661015,46.100505063389846,,plate,0,1.0,12.0,43.210837085086155,100.7490274513491,,,0,0.2,30.0
2254,0,1,,0,2,,0.0,0,0,3,tomato,1.1499999999999984,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,66.25304832720337,45.74695167279663,,plate,0,1.0,12.0,42.332460511259654,101.63838373234866,,,0,0.2,30.0
2255,0,1,,0,2,,0.0,0,0,3,tomato,1.1499999999999984,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,66.6066017177966,45.39339828220341,,plate,0,1.0,12.0,41.454083937433154,102.52774001334835,,,0,0.2,30.0
2256,0,1,,0,2,,0.0,0,0,3,tomato,1.1499999999999984,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,66.96015510838981,45.03984489161019,,plate,0,1.0,12.0,40.575707363606654,103.41709629434803,,,0,0.2,30.0
2257,0,1,,0,2,,0.0,0,0,3,tomato,1.1499999999999984,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,67.31370849898303,44.68629150101697,,plate,0,1.0,12.0,39.688391623026064,103.31936371188569,,,0,0.2,30.0
2258,0,1,,0,2,,0.0,0,0,3,tomato,1.1499999999999984,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,67.66726188957625,44.33273811042375,,plate,0,1.0,12.0,38.794052251424404,102.44606130813175,,,0,0.2,30.0
2259,0,1,,0,2,,0.0,0,0,3,tomato,1.1499999999999984,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,68.02081528016947,43.97918471983053,,plate,0,1.0,12.0,37.899712879822744,101.5727589043778,,,0,0.2,30.0
2260,0,1,,0,2,,0.0,0,0,3,tomato,1.1499999999999984,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,68.37436867076269,43.62563132923731,,plate,0,1.0,12.0,37.00537350822108,100.69945650062387,,,0,0.2,30.0
2261,0,1,,0,2,,0.0,0,0,3,tomato,1.1499999999999984,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,68.72792206135591,43.27207793864409,,plate,0,1.0,12.0,36.11103413661942,99.82615409686993,,,0,0.2,30.0
2262,0,1,,0,2,,0.0,0,0,3,tomato,1.1499999999999984,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,69.08147545194913,42.91852454805087,,plate,0,1.0,12.0,35.21669476501776,98.95285169311599,,,0,0.2,30.0
2263,0,1,,0,2,,0.0,0,0,3,tomato,1.1499999999999984,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,69.43502884254235,42.56497115745765,,plate,0,1.0,12.0,34.3223553934161,98.07954928936205,,,0,0.2,30.0
2264,0,1,,0,2,,0.0,0,0,3,tomato,1.1499999999999984,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,69.78858223313557,42.21141776686443,,plate,0,1.0,12.0,33.42801602181444,97.20624688560811,,,0,0.2,30.0
2265,0,1,,0,2,,0.0,0,0,3,tomato,1.1499999999999984,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,70.14213562372879,41.85786437627121,,plate,0,1.0,12.0,32.53367665021278,96.33294448185417,,,0,0.2,30.0
2266,0,1,,0,2,,0.0,0,0,3,tomato,1.1499999999999984,1,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,70.49568901432201,41.50431098567799,,plate,0,1.0,12.0,31.639337278611123,95.45964207810023,,,0,0.2,30.0
