tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,Counter_02_slot_x,Counter_02_slot_y,Counter_02_item,Counter_03_slot_x,Counter_03_slot_y,Counter_03_item,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,CuttingBoard_20_slot_x,CuttingBoard_20_slot_y,CuttingBoard_20_item,CuttingBoard_20_cut_time_accumulated,CuttingBoard_20_cut_stage,Counter_32_slot_x,Counter_32_slot_y,Counter_32_item,Counter_33_slot_x,Counter_33_slot_y,Counter_33_item,Counter_34_slot_x,Counter_34_slot_y,Counter_34_item,Counter_35_slot_x,Counter_35_slot_y,Counter_35_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,f3eceb87f86e08fd_score,player_1783a60d_x,player_1783a60d_y,player_1783a60d_move_target,player_1783a60d_item,player_1783a60d_score,player_1783a60d_cut_speed,player_1783a60d_speed,player_85d26b77_x,player_85d26b77_y,player_85d26b77_move_target,player_85d26b77_item,player_85d26b77_score,player_85d26b77_cut_speed,player_85d26b77_speed
2300,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,60.122967299358024,99.82801563924053,,plate,2,1.0,30.0,40.0,39.49999999999261,,tomato,2,1.0,30.0
2301,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,59.24432226466128,100.71710669363347,,plate,2,1.0,30.0,40.0,38.249999999992326,,tomato,2,1.0,30.0
2302,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,58.36567722996453,101.60619774802639,,plate,2,1.0,30.0,40.0,36.99999999999204,,tomato,2,1.0,30.0
2303,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,57.48703219526779,102.49528880241931,,plate,2,1.0,30.0,40.0,35.74999999999176,,tomato,2,1.0,30.0
2304,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,56.60838716057104,103.38437985681225,,plate,2,1.0,30.0,40.0,34.49999999999147,,tomato,2,1.0,30.0
2305,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,55.721245367684595,103.33958551490551,,plate,2,1.0,30.0,40.0,33.24999999999119,,tomato,2,1.0,30.0
2306,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,54.82656871376211,102.46662865175179,,plate,2,1.0,30.0,40.0,31.99999999999091,,tomato,2,1.0,30.0
2307,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,53.93189205983962,101.59367178859807,,plate,2,1.0,30.0,40.0,30.74999999999098,,tomato,2,1.0,30.0
2308,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,53.03721540591713,100.72071492544458,,plate,2,1.0,30.0,40.0,29.49999999999105,,tomato,2,1.0,30.0
2309,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,52.14253875199464,99.84775806229163,,plate,2,1.0,30.0,40.0,28.24999999999112,,tomato,2,1.0,30.0
2310,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,51.247862098072154,98.9748011991387,,plate,2,1.0,30.0,40.0,26.999999999991193,,tomato,2,1.0,30.0
2311,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,50.353185444149666,98.10184433598576,,plate,2,1.0,30.0,40.0,25.749999999991264,,tomato,2,1.0,30.0
2312,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,49.45850879022718,97.22888747283281,,plate,2,1.0,30.0,40.0,24.499999999991335,,tomato,2,1.0,30.0
2313,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,tomato,3,3,tomato,3,4,,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,48.56383213630469,96.35593060967987,,plate,2,1.0,30.0,40.0,24.0,,tomato,2,1.0,30.0
2314,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,0.0,0,3,2,tomato,3,3,tomato,3,4,,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,47.6691554823822,95.48297374652694,,plate,2,1.0,30.0,40.0,24.0,,,2,1.0,30.0
2315,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,0.041666666666666664,0,3,2,tomato,3,3,tomato,3,4,,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,46.77447882845971,94.61001688337399,,plate,2,1.0,30.0,40.0,24.0,,,2,1.0,30.0
2316,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,0.08333333333333333,0,3,2,tomato,3,3,tomato,3,4,,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,45.879802174537225,93.73706002022105,,plate,2,1.0,30.0,40.0,24.0,,,2,1.0,30.0
2317,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,0.125,0,3,2,tomato,3,3,tomato,3,4,,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,44.98512552061474,92.86410315706812,,plate,2,1.0,30.0,40.0,24.0,,,2,1.0,30.0
2318,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,0.16666666666666666,0,3,2,tomato,3,3,tomato,3,4,,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,44.09044886669225,91.99114629391516,,plate,2,1.0,30.0,40.0,24.0,,,2,1.0,30.0
2319,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,0.20833333333333331,0,3,2,tomato,3,3,tomato,3,4,,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,43.19577221276976,91.11818943076223,,plate,2,1.0,30.0,40.0,24.0,,,2,1.0,30.0
2320,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,0.24999999999999997,0,3,2,tomato,3,3,tomato,3,4,,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,42.30109555884727,90.24523256760929,,plate,2,1.0,30.0,40.0,24.0,,,2,1.0,30.0
2321,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,0.29166666666666663,0,3,2,tomato,3,3,tomato,3,4,,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,41.406418904924784,89.37227570445636,,plate,2,1.0,30.0,40.0,24.0,,,2,1.0,30.0
2322,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,0.3333333333333333,0,3,2,tomato,3,3,tomato,3,4,,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.511742251002296,88.4993188413034,,plate,2,1.0,30.0,40.0,24.0,,,2,1.0,30.0
2323,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,0.375,0,3,2,tomato,3,3,tomato,3,4,,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.18864142782075,87.3813450376095,,plate,2,1.0,30.0,40.0,24.0,,,2,1.0,30.0
2324,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,0.4166666666666667,0,3,2,tomato,3,3,tomato,3,4,,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.1733122058074,86.13143903516278,,plate,2,1.0,30.0,40.0,24.0,,,2,1.0,30.0
2325,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,0.45833333333333337,0,3,2,tomato,3,3,tomato,3,4,,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.15798298379405,84.88153303271606,,plate,2,1.0,30.0,40.0,24.0,,,2,1.0,30.0
2326,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,0.5,0,3,2,tomato,3,3,tomato,3,4,,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.1426537617807,83.63162703026934,,plate,2,1.0,30.0,40.0,24.0,,,2,1.0,30.0
2327,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,0.5416666666666666,0,3,2,tomato,3,3,tomato,3,4,,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.12732453976735,82.38172102782262,,plate,2,1.0,30.0,40.0,24.0,,,2,1.0,30.0
2328,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,0.5833333333333333,0,3,2,tomato,3,3,tomato,3,4,,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.111995317754,81.1318150253759,,plate,2,1.0,30.0,40.0,24.0,,,2,1.0,30.0
2329,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,0.6249999999999999,0,3,2,tomato,3,3,tomato,3,4,,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.09666609574065,79.88190902292918,,plate,2,1.0,30.0,40.0,24.0,,,2,1.0,30.0
2330,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,0.6666666666666665,0,3,2,tomato,3,3,tomato,3,4,,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0813368737273,78.63200302048246,,plate,2,1.0,30.0,40.0,24.0,,,2,1.0,30.0
2331,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,0.7083333333333331,0,3,2,tomato,3,3,tomato,3,4,,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.06600765171416,77.38209701803574,,plate,2,1.0,30.0,40.0,24.0,,,2,1.0,30.0
2332,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,0.7499999999999998,0,3,2,tomato,3,3,tomato,3,4,,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.050678429701165,76.13219101558902,,plate,2,1.0,30.0,40.0,24.0,,,2,1.0,30.0
2333,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,0.7916666666666664,0,3,2,tomato,3,3,tomato,3,4,,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.03534920768817,74.8822850131423,,plate,2,1.0,30.0,40.0,24.0,,,2,1.0,30.0
2334,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,0.833333333333333,0,3,2,tomato,3,3,tomato,3,4,,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.02001998567518,73.63237901069557,,plate,2,1.0,30.0,40.0,24.0,,,2,1.0,30.0
2335,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,0.8749999999999997,0,3,2,tomato,3,3,tomato,3,4,,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.00469076366218,72.38247300824885,,plate,2,1.0,30.0,40.0,24.0,,,2,1.0,30.0
2336,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,0.9166666666666663,0,3,2,tomato,3,3,tomato,3,4,,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.002234489738036,71.13248711946558,,plate,2,1.0,30.0,40.0,24.0,,,2,1.0,30.0
2337,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,0.9583333333333329,0,3,2,tomato,3,3,tomato,3,4,,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.00204991253545,69.8824871330935,,plate,2,1.0,30.0,40.0,24.0,,,2,1.0,30.0
2338,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,0.9999999999999996,0,3,2,tomato,3,3,tomato,3,4,,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.00186533533286,68.63248714672143,,plate,2,1.0,30.0,40.0,24.0,,,2,1.0,30.0
2339,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.0416666666666663,1,3,2,tomato,3,3,tomato,3,4,,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.00168075813027,67.38248716034936,,plate,2,1.0,30.0,40.0,24.0,,,2,1.0,30.0
2340,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.083333333333333,1,3,2,tomato,3,3,tomato,3,4,,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.00149618092768,66.13248717397728,,plate,2,1.0,30.0,40.0,24.0,,,2,1.0,30.0
2341,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.1249999999999998,1,3,2,tomato,3,3,tomato,3,4,,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.00131160372509,64.88248718760521,,plate,2,1.0,30.0,40.0,24.0,,,2,1.0,30.0
2342,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.1666666666666665,1,3,2,tomato,3,3,tomato,3,4,,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.001127026522504,63.63248720123292,,plate,2,1.0,30.0,40.0,24.0,,,2,1.0,30.0
2343,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.2083333333333333,1,3,2,tomato,3,3,tomato,3,4,,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.000942449319915,62.382487214860134,,plate,2,1.0,30.0,40.0,24.0,,,2,1.0,30.0
2344,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.25,1,3,2,tomato,3,3,tomato,3,4,,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.000757872117326,61.13248722848735,,plate,2,1.0,30.0,40.0,24.0,,,2,1.0,30.0
2345,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.2916666666666667,1,3,2,tomato,3,3,tomato,3,4,,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.00057329491474,59.882487242114564,,plate,2,1.0,30.0,40.0,24.0,,,2,1.0,30.0
2346,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.3333333333333335,1,3,2,tomato,3,3,tomato,3,4,,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0003887177118,58.63248725574178,,plate,2,1.0,30.0,40.0,24.0,,,2,1.0,30.0
2347,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.3750000000000002,1,3,2,tomato,3,3,tomato,3,4,,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.000204140508856,57.382487269368994,,plate,2,1.0,30.0,40.0,24.0,,,2,1.0,30.0
2348,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.416666666666667,1,3,2,tomato,3,3,tomato,3,4,,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.00002868105078,56.13248728231494,,plate,2,1.0,30.0,40.0,24.0,,,2,1.0,30.0
2349,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.4583333333333337,1,3,2,tomato,3,3,tomato,3,4,,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.00002645874524,54.88248728231679,,plate,2,1.0,30.0,40.0,24.0,,,2,1.0,30.0
2350,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.5000000000000004,1,3,2,tomato,3,3,tomato,3,4,,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0000242364397,53.632487282318635,,plate,2,1.0,30.0,40.0,24.0,,,2,1.0,30.0
2351,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.5416666666666672,1,3,2,tomato,3,3,tomato,3,4,,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.00002201413416,52.38248728232048,,plate,2,1.0,30.0,40.0,24.0,,,2,1.0,30.0
2352,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.583333333333334,1,3,2,tomato,3,3,tomato,3,4,,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.00001979182862,51.13248728232233,,plate,2,1.0,30.0,40.0,24.0,,,2,1.0,30.0
2353,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.6250000000000007,1,3,2,tomato,3,3,tomato,3,4,,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.00001756952308,49.88248728232418,,plate,2,1.0,30.0,40.0,24.0,,,2,1.0,30.0
2354,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.6250000000000007,1,3,2,tomato,3,3,tomato,3,4,,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.00001534721754,48.632487282326025,,plate,2,1.0,30.0,40.0,24.0,,,2,1.0,30.0
2355,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.6250000000000007,1,3,2,tomato,3,3,tomato,3,4,,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.000013124912,47.38248728232787,,plate,2,1.0,30.0,40.0,24.0,,,2,1.0,30.0
2356,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.6250000000000007,1,3,2,tomato,3,3,tomato,3,4,,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.000010902606626,46.13248728232972,,plate,2,1.0,30.0,40.0,25.24999999999993,,,2,1.0,30.0
2357,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.6250000000000007,1,3,2,tomato,3,3,tomato,3,4,,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.00000868030144,44.88248728233157,,plate,2,1.0,30.0,40.0,26.499999999999858,,,2,1.0,30.0
2358,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.6250000000000007,1,3,2,tomato,3,3,tomato,3,4,,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.00000645799626,43.632487282333415,,plate,2,1.0,30.0,40.0,27.749999999999787,,,2,1.0,30.0
2359,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.6250000000000007,1,3,2,tomato,3,3,tomato,3,4,,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.00000423569107,42.38248728233526,,plate,2,1.0,30.0,40.0,28.999999999999716,,,2,1.0,30.0
2360,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.6250000000000007,1,3,2,tomato,3,3,tomato,3,4,,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.00000201338589,41.13248728233711,,plate,2,1.0,30.0,40.0,30.249999999999645,,,2,1.0,30.0
2361,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.6250000000000007,1,3,2,tomato,3,3,tomato,3,4,,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,39.7803718018292,39.97268219400973,,plate,2,1.0,30.0,40.0,31.499999999999574,,,2,1.0,30.0
2362,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.6250000000000007,1,3,2,tomato,3,3,tomato,3,4,,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,38.901857622518,39.08346184069466,,plate,2,1.0,30.0,40.0,32.749999999999716,,,2,1.0,30.0
2363,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.6250000000000007,1,3,2,tomato,3,3,tomato,3,4,,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,38.023343443206805,38.19424148737959,,plate,2,1.0,30.0,40.0,34.0,,,2,1.0,30.0
2364,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.6250000000000007,1,3,2,tomato,3,3,tomato,3,4,,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,37.14482926389561,37.305021134064525,,plate,2,1.0,30.0,40.0,35.250000000000284,,,2,1.0,30.0
2365,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.6250000000000007,1,3,2,tomato,3,3,tomato,3,4,,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,36.26631508458441,36.41580078074946,,plate,2,1.0,30.0,40.0,36.50000000000057,,,2,1.0,30.0
2366,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.6250000000000007,1,3,2,tomato,3,3,tomato,3,4,,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,35.38780090527322,35.52658042743439,,plate,2,1.0,30.0,40.0,37.75000000000085,,,2,1.0,30.0
2367,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.6250000000000007,1,3,2,tomato,3,3,tomato,3,4,,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,34.50928672596202,34.63736007411932,,plate,2,1.0,30.0,40.0,39.00000000000114,,,2,1.0,30.0
2368,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.6250000000000007,1,3,2,tomato,3,3,tomato,3,4,,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,33.630772546650824,33.748139720804254,,plate,2,1.0,30.0,40.0,40.25000000000142,,,2,1.0,30.0
2369,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.6250000000000007,1,3,2,tomato,3,3,tomato,3,4,,3,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,32.75225836733968,32.858919367489186,,plate,2,1.0,30.0,40.0,41.500000000001705,,,2,1.0,30.0
