tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,16e6308e6634ac21_score,player_a0a0d685_x,player_a0a0d685_y,player_a0a0d685_move_target,player_a0a0d685_item,player_a0a0d685_score,player_a0a0d685_cut_speed,player_a0a0d685_speed,player_6964e58f_x,player_6964e58f_y,player_6964e58f_move_target,player_6964e58f_item,player_6964e58f_score,player_6964e58f_cut_speed,player_6964e58f_speed,1a1c19f0da9e459a_score,d9250aac8048fcf1_message,7119c405534163aa_score
4458,test,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.00000018910761,64.84496734490581,,tomato,0,0.2,30.0,,,0.0
4459,test,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.00000016238232,63.59496734490553,,tomato,0,0.2,30.0,,,0.0
4460,test,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.000000135657032,62.34496734490524,,tomato,0,0.2,30.0,,,0.0
4461,test,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.000000108931744,61.09496734490496,,tomato,0,0.2,30.0,,,0.0
4462,test,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.000000082206455,59.844967344904674,,tomato,0,0.2,30.0,,,0.0
4463,test,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.000000055481166,58.59496734490439,,tomato,0,0.2,30.0,,,0.0
4464,test,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.000000028755878,57.344967344904106,,tomato,0,0.2,30.0,,,0.0
4465,test,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.000000004142723,56.09496734490382,,tomato,0,0.2,30.0,,,0.0
4466,test,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.000000003820848,54.84496734490354,,tomato,0,0.2,30.0,,,0.0
4467,test,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.000000003498972,53.59496734490325,,tomato,0,0.2,30.0,,,0.0
4468,test,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.000000003177096,52.34496734490297,,tomato,0,0.2,30.0,,,0.0
4469,test,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.000000002855383,51.094967344902685,,tomato,0,0.2,30.0,,,0.0
4470,test,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.000000002533685,49.8449673449024,,tomato,0,0.2,30.0,,,0.0
4471,test,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.000000002211987,48.594967344902116,,tomato,0,0.2,30.0,,,0.0
4472,test,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.00000000189029,47.34496734490183,,tomato,0,0.2,30.0,,,0.0
4473,test,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.00000000156859,46.09496734490155,,tomato,0,0.2,30.0,,,0.0
4474,test,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.000000001246892,44.844967344901264,,tomato,0,0.2,30.0,,,0.0
4475,test,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.000000000925194,43.59496734490098,,tomato,0,0.2,30.0,,,0.0
4476,test,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.000000000603496,42.344967344900695,,tomato,0,0.2,30.0,,,0.0
4477,test,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.000000000281798,41.09496734490041,,tomato,0,0.2,30.0,,,0.0
4478,test,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,40.0,,tomato,0,0.2,30.0,,,0.0
4479,test,False,0,1,,0.0,0,0,2,tomato,0.0,0,1,0,,0.0,0,2,2,,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,0.0
4480,test,False,0,1,,0.0,0,0,2,tomato,0.008333333333333333,0,1,0,,0.0,0,2,2,,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,0.0
4481,test,False,0,1,,0.0,0,0,2,tomato,0.016666666666666666,0,1,0,,0.0,0,2,2,,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,0.0
4482,test,False,0,1,,0.0,0,0,2,tomato,0.025,0,1,0,,0.0,0,2,2,,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,0.0
4483,test,False,0,1,,0.0,0,0,2,tomato,0.03333333333333333,0,1,0,,0.0,0,2,2,,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,0.0
4484,test,False,0,1,,0.0,0,0,2,tomato,0.041666666666666664,0,1,0,,0.0,0,2,2,,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,0.0
4485,test,False,0,1,,0.0,0,0,2,tomato,0.049999999999999996,0,1,0,,0.0,0,2,2,,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,0.0
4486,test,False,0,1,,0.0,0,0,2,tomato,0.05833333333333333,0,1,0,,0.0,0,2,2,,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,0.0
4487,test,False,0,1,,0.0,0,0,2,tomato,0.06666666666666667,0,1,0,,0.0,0,2,2,,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,0.0
4488,test,False,0,1,,0.0,0,0,2,tomato,0.075,0,1,0,,0.0,0,2,2,,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,0.0
4489,test,False,0,1,,0.0,0,0,2,tomato,0.08333333333333333,0,1,0,,0.0,0,2,2,,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,0.0
4490,test,False,0,1,,0.0,0,0,2,tomato,0.09166666666666666,0,1,0,,0.0,0,2,2,,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,0.0
4491,test,False,0,1,,0.0,0,0,2,tomato,0.09999999999999999,0,1,0,,0.0,0,2,2,,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,0.0
4492,test,False,0,1,,0.0,0,0,2,tomato,0.10833333333333332,0,1,0,,0.0,0,2,2,,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,0.0
4493,test,False,0,1,,0.0,0,0,2,tomato,0.11666666666666665,0,1,0,,0.0,0,2,2,,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,0.0
4494,test,False,0,1,,0.0,0,0,2,tomato,0.12499999999999999,0,1,0,,0.0,0,2,2,,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,0.0
4495,test,False,0,1,,0.0,0,0,2,tomato,0.13333333333333333,0,1,0,,0.0,0,2,2,,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,0.0
4496,test,False,0,1,,0.0,0,0,2,tomato,0.14166666666666666,0,1,0,,0.0,0,2,2,,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,0.0
4497,test,False,0,1,,0.0,0,0,2,tomato,0.15,0,1,0,,0.0,0,2,2,,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,0.0
4498,test,False,0,1,,0.0,0,0,2,tomato,0.15833333333333333,0,1,0,,0.0,0,2,2,,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,0.0
4499,test,False,0,1,,0.0,0,0,2,tomato,0.16666666666666666,0,1,0,,0.0,0,2,2,,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,0.0
4500,test,False,0,1,,0.0,0,0,2,tomato,0.175,0,1,0,,0.0,0,2,2,,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,0.0
4501,test,False,0,1,,0.0,0,0,2,tomato,0.18333333333333332,0,1,0,,0.0,0,2,2,,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,0.0
4502,test,False,0,1,,0.0,0,0,2,tomato,0.19166666666666665,0,1,0,,0.0,0,2,2,,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,0.0
4503,test,False,0,1,,0.0,0,0,2,tomato,0.19999999999999998,0,1,0,,0.0,0,2,2,,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,0.0
4504,test,False,0,1,,0.0,0,0,2,tomato,0.20833333333333331,0,1,0,,0.0,0,2,2,,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,0.0
4505,test,False,0,1,,0.0,0,0,2,tomato,0.21666666666666665,0,1,0,,0.0,0,2,2,,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,0.0
4506,test,False,0,1,,0.0,0,0,2,tomato,0.22499999999999998,0,1,0,,0.0,0,2,2,,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,0.0
4507,test,False,0,1,,0.0,0,0,2,tomato,0.2333333333333333,0,1,0,,0.0,0,2,2,,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,0.0
4508,test,False,0,1,,0.0,0,0,2,tomato,0.24166666666666664,0,1,0,,0.0,0,2,2,,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,0.0
4509,test,False,0,1,,0.0,0,0,2,tomato,0.24999999999999997,0,1,0,,0.0,0,2,2,,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,0.0
4510,test,False,0,1,,0.0,0,0,2,tomato,0.2583333333333333,0,1,0,,0.0,0,2,2,,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,0.0
4511,test,False,0,1,,0.0,0,0,2,tomato,0.26666666666666666,0,1,0,,0.0,0,2,2,,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,0.0
4512,test,False,0,1,,0.0,0,0,2,tomato,0.275,0,1,0,,0.0,0,2,2,,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,0.0
4513,test,False,0,1,,0.0,0,0,2,tomato,0.2833333333333334,0,1,0,,0.0,0,2,2,,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,0.0
4514,test,False,0,1,,0.0,0,0,2,tomato,0.29166666666666674,0,1,0,,0.0,0,2,2,,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,0.0
4515,test,False,0,1,,0.0,0,0,2,tomato,0.3000000000000001,0,1,0,,0.0,0,2,2,,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,0.0
4516,test,False,0,1,,0.0,0,0,2,tomato,0.30833333333333346,0,1,0,,0.0,0,2,2,,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,0.0
4517,test,False,0,1,,0.0,0,0,2,tomato,0.3166666666666668,0,1,0,,0.0,0,2,2,,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,0.0
4518,test,False,0,1,,0.0,0,0,2,tomato,0.3250000000000002,0,1,0,,0.0,0,2,2,,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,0.0
4519,test,False,0,1,,0.0,0,0,2,tomato,0.33333333333333354,0,1,0,,0.0,0,2,2,,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,0.0
4520,test,False,0,1,,0.0,0,0,2,tomato,0.3416666666666669,0,1,0,,0.0,0,2,2,,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,0.0
4521,test,False,0,1,,0.0,0,0,2,tomato,0.35000000000000026,0,1,0,,0.0,0,2,2,,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,0.0
4522,test,False,0,1,,0.0,0,0,2,tomato,0.3583333333333336,0,1,0,,0.0,0,2,2,,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,0.0
4523,test,False,0,1,,0.0,0,0,2,tomato,0.366666666666667,0,1,0,,0.0,0,2,2,,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,0.0
4524,test,False,0,1,,0.0,0,0,2,tomato,0.37500000000000033,0,1,0,,0.0,0,2,2,,2,3,tomato,2,4,tomato,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0,,,0.0
