tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,Counter_02_slot_x,Counter_02_slot_y,Counter_02_item,Counter_03_slot_x,Counter_03_slot_y,Counter_03_item,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,CuttingBoard_20_slot_x,CuttingBoard_20_slot_y,CuttingBoard_20_item,CuttingBoard_20_cut_time_accumulated,CuttingBoard_20_cut_stage,Counter_32_slot_x,Counter_32_slot_y,Counter_32_item,Counter_33_slot_x,Counter_33_slot_y,Counter_33_item,Counter_34_slot_x,Counter_34_slot_y,Counter_34_item,Counter_35_slot_x,Counter_35_slot_y,Counter_35_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,f1f4e889aab6ef78_score,player_67639441_x,player_67639441_y,player_67639441_move_target,player_67639441_item,player_67639441_score,player_67639441_cut_speed,player_67639441_speed,player_c9271255_x,player_c9271255_y,player_c9271255_move_target,player_c9271255_item,player_c9271255_score,player_c9271255_cut_speed,player_c9271255_speed
1240,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,0.791666666666667,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,39.999994521570585,84.95266296379265,,,0,1.0,15.0,72.0,40.0,,plate,0,0.5,30.0
1241,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,0.791666666666667,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,39.99999564518059,85.57766296379208,,,0,1.0,15.0,72.0,40.0,,plate,0,0.5,30.0
1242,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,0.791666666666667,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,39.999996768790595,86.20266296379151,,,0,1.0,15.0,72.0,40.0,,plate,0,0.5,30.0
1243,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,0.791666666666667,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,39.9999978924006,86.82766296379094,,,0,1.0,15.0,72.0,40.0,,plate,0,0.5,30.0
1244,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,0.791666666666667,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,39.999999016010605,87.45266296379037,,,0,1.0,15.0,72.0,40.0,,plate,0,0.5,30.0
1245,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,0.791666666666667,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.19325857429706,87.99830546003449,,,0,1.0,15.0,72.0,40.0,,plate,0,0.5,30.0
1246,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,0.791666666666667,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.63248341308082,88.44294749695365,,,0,1.0,15.0,72.0,40.0,,plate,0,0.5,30.0
1247,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,0.791666666666667,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,41.07170825186458,88.88758953387281,,,0,1.0,15.0,72.0,40.0,,plate,0,0.5,30.0
1248,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,0.791666666666667,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,41.51093309064834,89.33223157079198,,,0,1.0,15.0,72.0,40.0,,plate,0,0.5,30.0
1249,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,0.791666666666667,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,41.950157929432095,89.77687360771114,,,0,1.0,15.0,72.0,40.0,,plate,0,0.5,30.0
1250,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,0.791666666666667,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,42.38938276821585,90.2215156446303,,,0,1.0,15.0,72.0,40.0,,plate,0,0.5,30.0
1251,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,0.791666666666667,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,42.82860760699961,90.66615768154946,,,0,1.0,15.0,72.0,40.0,,plate,0,0.5,30.0
1252,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,0.791666666666667,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,43.26783244578337,91.11079971846863,,,0,1.0,15.0,72.0,40.0,,plate,0,0.5,30.0
1253,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,0.791666666666667,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,43.70705728456713,91.55544175538779,,,0,1.0,15.0,72.0,40.0,,plate,0,0.5,30.0
1254,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,0.791666666666667,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,44.146282123350886,92.00008379230695,,,0,1.0,15.0,72.0,40.0,,plate,0,0.5,30.0
1255,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,0.791666666666667,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,44.585506962134644,92.44472582922612,,,0,1.0,15.0,72.0,40.0,,plate,0,0.5,30.0
1256,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,0.791666666666667,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,45.0247318009184,92.88936786614528,,,0,1.0,15.0,72.0,40.0,,plate,0,0.5,30.0
1257,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,0.791666666666667,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,45.46395663970216,93.33400990306444,,,0,1.0,15.0,72.0,40.0,,plate,0,0.5,30.0
1258,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,0.791666666666667,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,45.90318147848592,93.7786519399836,,,0,1.0,15.0,72.0,40.0,,plate,0,0.5,30.0
1259,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,0.791666666666667,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,46.34240631726968,94.22329397690277,,,0,1.0,15.0,72.0,40.0,,plate,0,0.5,30.0
1260,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,0.791666666666667,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,46.781631156053045,94.66793601382193,,,0,1.0,15.0,72.0,41.250000000000284,,plate,0,0.5,30.0
1261,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,0.791666666666667,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,47.22085599483637,95.11257805074109,,,0,1.0,15.0,72.0,42.50000000000057,,plate,0,0.5,30.0
1262,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,0.791666666666667,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,47.66008083361969,95.55722008766026,,,0,1.0,15.0,72.0,43.75000000000085,,plate,0,0.5,30.0
1263,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,0.791666666666667,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,48.09930567240302,96.00186212457942,,,0,1.0,15.0,72.0,45.00000000000114,,plate,0,0.5,30.0
1264,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,0.791666666666667,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,48.53853051118634,96.44650416149858,,,0,1.0,15.0,72.0,46.25000000000142,,plate,0,0.5,30.0
1265,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,0.791666666666667,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,48.97775534996966,96.89114619841774,,,0,1.0,15.0,72.0,47.500000000001705,,plate,0,0.5,30.0
1266,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,0.791666666666667,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,49.41698018875299,97.3357882353369,,,0,1.0,15.0,72.0,48.75000000000199,,plate,0,0.5,30.0
1267,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,0.791666666666667,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,49.85620502753631,97.78043027225607,,,0,1.0,15.0,72.0,50.000000000002274,,plate,0,0.5,30.0
1268,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,0.791666666666667,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,50.29542986631963,98.22507230917523,,,0,1.0,15.0,72.0,51.25000000000256,,plate,0,0.5,30.0
1269,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,0.791666666666667,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,50.734654705102955,98.6697143460944,,,0,1.0,15.0,72.0,52.50000000000284,,plate,0,0.5,30.0
1270,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,0.791666666666667,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,51.17387954388628,99.11435638301356,,,0,1.0,15.0,72.0,53.750000000003126,,plate,0,0.5,30.0
1271,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,0.791666666666667,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,51.613104382669604,99.55899841993272,,,0,1.0,15.0,72.0,55.00000000000341,,plate,0,0.5,30.0
1272,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,0.791666666666667,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,52.05232922145293,100.00364045685188,,,0,1.0,15.0,72.0,56.250000000003695,,plate,0,0.5,30.0
1273,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,0.791666666666667,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,52.491554060236254,100.44828249377105,,,0,1.0,15.0,72.0,57.50000000000398,,plate,0,0.5,30.0
1274,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,0.791666666666667,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,52.93077889901957,100.89292453069021,,,0,1.0,15.0,72.0,58.75000000000426,,plate,0,0.5,30.0
1275,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,0.791666666666667,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,53.3700037378029,101.33756656760937,,,0,1.0,15.0,72.0,60.00000000000455,,plate,0,0.5,30.0
1276,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,0.791666666666667,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,53.80922857658622,101.78220860452853,,,0,1.0,15.0,72.0,61.25000000000483,,plate,0,0.5,30.0
1277,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,0.791666666666667,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,54.248453415369546,102.2268506414477,,,0,1.0,15.0,72.0,62.500000000005116,,plate,0,0.5,30.0
1278,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,0.791666666666667,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,54.68767825415287,102.67149267836686,,,0,1.0,15.0,72.0,63.7500000000054,,plate,0,0.5,30.0
1279,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,0.791666666666667,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,55.12690309293619,103.11613471528602,,,0,1.0,15.0,72.0,65.00000000000568,,plate,0,0.5,30.0
1280,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,0.791666666666667,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,55.566127931719514,103.56077675220519,,,0,1.0,15.0,72.0,66.25000000000597,,plate,0,0.5,30.0
1281,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,0.791666666666667,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.00910151939982,103.60012033098437,,,0,1.0,15.0,72.0,67.50000000000625,,plate,0,0.5,30.0
1282,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,0.791666666666667,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.45647581230702,103.1636787632514,,,0,1.0,15.0,72.0,68.75000000000654,,plate,0,0.5,30.0
1283,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,0.791666666666667,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.90385010521422,102.72723719551843,,,0,1.0,15.0,72.0,70.00000000000682,,plate,0,0.5,30.0
1284,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,0.791666666666667,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,57.35122439812142,102.29079562778546,,,0,1.0,15.0,72.0,71.2500000000071,,plate,0,0.5,30.0
1285,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,0.791666666666667,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,57.798598691028616,101.85435406005249,,,0,1.0,15.0,72.0,72.50000000000739,,plate,0,0.5,30.0
1286,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,0.791666666666667,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,58.245972983935815,101.41791249231952,,,0,1.0,15.0,72.0,73.75000000000767,,plate,0,0.5,30.0
1287,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,0.791666666666667,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,58.693347276843014,100.98147092458655,,,0,1.0,15.0,72.0,75.00000000000796,,plate,0,0.5,30.0
1288,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,0.791666666666667,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,59.14072156975021,100.54502935685358,,,0,1.0,15.0,72.0,76.25000000000824,,plate,0,0.5,30.0
1289,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,0.791666666666667,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,59.58809586265741,100.1085877891206,,,0,1.0,15.0,72.0,77.50000000000853,,plate,0,0.5,30.0
1290,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,0.791666666666667,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,60.03547015556461,99.672146221387,,,0,1.0,15.0,72.0,78.75000000000881,,plate,0,0.5,30.0
1291,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,0.791666666666667,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,60.48284444847181,99.23570465365326,,,0,1.0,15.0,72.0,80.0000000000091,,plate,0,0.5,30.0
1292,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,0.791666666666667,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,60.93021874137901,98.79926308591952,,,0,1.0,15.0,72.0,81.25000000000938,,plate,0,0.5,30.0
1293,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,0.791666666666667,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,61.37759303428621,98.36282151818578,,,0,1.0,15.0,72.0,82.50000000000966,,plate,0,0.5,30.0
1294,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,0.791666666666667,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,61.824967327193406,97.92637995045204,,,0,1.0,15.0,72.0,83.75000000000995,,plate,0,0.5,30.0
1295,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,0.791666666666667,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,62.272341620100605,97.48993838271832,,,0,1.0,15.0,72.0,85.00000000001023,,plate,0,0.5,30.0
1296,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,0.791666666666667,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,62.7197159130078,97.05349681498458,,,0,1.0,15.0,72.0,86.25000000001052,,plate,0,0.5,30.0
1297,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,0.791666666666667,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,63.167090205915,96.61705524725085,,,0,1.0,15.0,72.0,87.5000000000108,,plate,0,0.5,30.0
1298,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,0.791666666666667,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,63.6144644988222,96.18061367951711,,,0,1.0,15.0,71.33243380389132,88.47591077356992,,plate,0,0.5,30.0
1299,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,0.791666666666667,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,64.0618387917293,95.74417211178347,,,0,1.0,15.0,70.45405723006411,89.36526705456868,,plate,0,0.5,30.0
1300,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,0.791666666666667,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,64.50921308463579,95.30773054405043,,,0,1.0,15.0,69.5756806562369,90.25462333556743,,plate,0,0.5,30.0
1301,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,0.791666666666667,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,64.95658737754228,94.87128897631739,,,0,1.0,15.0,68.69730408240969,91.14397961656618,,plate,0,0.5,30.0
1302,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,0.791666666666667,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,65.40396167044877,94.43484740858435,,,0,1.0,15.0,67.81892750858248,92.03333589756494,,plate,0,0.5,30.0
1303,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,0.791666666666667,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,65.85133596335525,93.9984058408513,,,0,1.0,15.0,66.94055093475527,92.9226921785637,,plate,0,0.5,30.0
1304,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,0.791666666666667,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,66.29871025626174,93.56196427311826,,,0,1.0,15.0,66.06217436092805,93.81204845956245,,plate,0,0.5,30.0
1305,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,0.791666666666667,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,66.74608454916823,93.12552270538522,,,0,1.0,15.0,65.18379778710087,94.7014047405612,,plate,0,0.5,30.0
1306,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,0.791666666666667,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,67.19345884207472,92.68908113765218,,,0,1.0,15.0,64.30542121327487,95.59076102155996,,plate,0,0.5,30.0
1307,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,0.791666666666667,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,67.64083313498121,92.25263956991914,,,0,1.0,15.0,63.42704463944854,96.48011730255871,,plate,0,0.5,30.0
1308,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,0.791666666666667,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,68.0882074278877,91.8161980021861,,,0,1.0,15.0,62.54866806562204,97.36947358355746,,plate,0,0.5,30.0
1309,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,0.791666666666667,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,68.53558172079418,91.37975643445306,,,0,1.0,15.0,61.67029149179554,98.25882986455622,,plate,0,0.5,30.0
1310,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,0.791666666666667,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,68.98295601370067,90.94331486672002,,,0,1.0,15.0,60.79191491796904,99.14818614555497,,plate,0,0.5,30.0
1311,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,0.791666666666667,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,69.43033030660716,90.50687329898697,,,0,1.0,15.0,59.91353834414254,100.03754242655411,,plate,0,0.5,30.0
1312,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,0.791666666666667,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,69.87770459951365,90.07043173125393,,,0,1.0,15.0,59.03516177031604,100.92689870755379,,plate,0,0.5,30.0
