tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,7a335c8fbe53d146_score,player_50da8fdf_x,player_50da8fdf_y,player_50da8fdf_move_target,player_50da8fdf_item,player_50da8fdf_score,player_50da8fdf_cut_speed,player_50da8fdf_speed,player_5a841498_x,player_5a841498_y,player_5a841498_move_target,player_5a841498_item,player_5a841498_score,player_5a841498_cut_speed,player_5a841498_speed
1694,0,1,,0,2,tomato_cut,3.1333333333333306,3,0,3,tomato,0.49166666666666736,0,2,2,plate,2,3,tomato,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,40.0,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
1695,0,1,,0,2,tomato_cut,3.1333333333333306,3,0,3,tomato,0.49166666666666736,0,2,2,plate,2,3,tomato,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,40.0,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
1696,0,1,,0,2,tomato_cut,3.1333333333333306,3,0,3,tomato,0.49166666666666736,0,2,2,plate,2,3,tomato,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,40.0,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
1697,0,1,,0,2,tomato_cut,3.1333333333333306,3,0,3,tomato,0.49166666666666736,0,2,2,plate,2,3,tomato,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,40.0,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
1698,0,1,,0,2,tomato_cut,3.1333333333333306,3,0,3,tomato,0.49166666666666736,0,2,2,plate,2,3,tomato,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,40.0,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
1699,0,1,,0,2,tomato_cut,3.1333333333333306,3,0,3,tomato,0.49166666666666736,0,2,2,plate,2,3,tomato,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,40.0,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
1700,0,1,,0,2,tomato_cut,3.1333333333333306,3,0,3,tomato,0.49166666666666736,0,2,2,plate,2,3,tomato,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,40.0,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
1701,0,1,,0,2,tomato_cut,3.1333333333333306,3,0,3,tomato,0.49166666666666736,0,2,2,plate,2,3,tomato,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,40.0,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
1702,0,1,,0,2,tomato_cut,3.1333333333333306,3,0,3,tomato,0.49166666666666736,0,2,2,plate,2,3,tomato,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,40.0,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
1703,0,1,,0,2,tomato_cut,3.1333333333333306,3,0,3,tomato,0.49166666666666736,0,2,2,plate,2,3,tomato,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,40.0,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
1704,0,1,,0,2,tomato_cut,3.1333333333333306,3,0,3,tomato,0.49166666666666736,0,2,2,plate,2,3,tomato,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,40.0,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
1705,0,1,,0,2,tomato_cut,3.1333333333333306,3,0,3,tomato,0.49166666666666736,0,2,2,plate,2,3,tomato,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,40.0,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
1706,0,1,,0,2,tomato_cut,3.1333333333333306,3,0,3,tomato,0.49166666666666736,0,2,2,plate,2,3,tomato,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,40.0,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
1707,0,1,,0,2,tomato_cut,3.1333333333333306,3,0,3,tomato,0.49166666666666736,0,2,2,plate,2,3,tomato,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,40.0,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
1708,0,1,,0,2,tomato_cut,3.1333333333333306,3,0,3,tomato,0.49166666666666736,0,2,2,plate,2,3,tomato,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,40.0,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
1709,0,1,,0,2,tomato_cut,3.1333333333333306,3,0,3,tomato,0.49166666666666736,0,2,2,plate,2,3,tomato,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,40.0,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
1710,0,1,,0,2,tomato_cut,3.1333333333333306,3,0,3,tomato,0.49166666666666736,0,2,2,plate,2,3,tomato,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,40.0,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
1711,0,1,,0,2,tomato_cut,3.1333333333333306,3,0,3,tomato,0.49166666666666736,0,2,2,plate,2,3,tomato,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,40.0,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
1712,0,1,,0,2,tomato_cut,3.1333333333333306,3,0,3,tomato,0.49166666666666736,0,2,2,plate,2,3,tomato,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,40.0,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
1713,0,1,,0,2,tomato_cut,3.1333333333333306,3,0,3,tomato,0.49166666666666736,0,2,2,plate,2,3,tomato,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,40.0,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
1714,0,1,,0,2,tomato_cut,3.1333333333333306,3,0,3,tomato,0.49166666666666736,0,2,2,plate,2,3,tomato,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,40.0,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
1715,0,1,,0,2,tomato_cut,3.1333333333333306,3,0,3,tomato,0.49166666666666736,0,2,2,plate,2,3,tomato,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,40.0,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
1716,0,1,,0,2,tomato_cut,3.1333333333333306,3,0,3,tomato,0.49166666666666736,0,2,2,plate,2,3,tomato,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,40.0,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
1717,0,1,,0,2,tomato_cut,3.1333333333333306,3,0,3,tomato,0.49166666666666736,0,2,2,plate,2,3,tomato,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,40.0,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
1718,0,1,,0,2,tomato_cut,3.1333333333333306,3,0,3,tomato,0.49166666666666736,0,2,2,plate,2,3,tomato,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,40.0,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
1719,0,1,,0,2,tomato_cut,3.1333333333333306,3,0,3,tomato,0.49166666666666736,0,2,2,plate,2,3,tomato,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,40.0,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
1720,0,1,,0,2,tomato_cut,3.1333333333333306,3,0,3,tomato,0.49166666666666736,0,2,2,plate,2,3,tomato,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,40.0,,,0,1.0,12.0,24.0,40.0,,plate,0,0.2,30.0
1721,0,1,,0,2,tomato_cut,3.1333333333333306,3,0,3,tomato,0.49166666666666736,0,2,2,plate,2,3,tomato,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,40.0,,,0,1.0,12.0,24.0,41.250000000000284,,plate,0,0.2,30.0
1722,0,1,,0,2,tomato_cut,3.1333333333333306,3,0,3,tomato,0.49166666666666736,0,2,2,plate,2,3,tomato,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,40.0,,,0,1.0,12.0,24.0,42.50000000000057,,plate,0,0.2,30.0
1723,0,1,,0,2,tomato_cut,3.1333333333333306,3,0,3,tomato,0.49166666666666736,0,2,2,plate,2,3,tomato,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,40.500000000000256,,,0,1.0,12.0,24.0,43.75000000000085,,plate,0,0.2,30.0
1724,0,1,,0,2,tomato_cut,3.1333333333333306,3,0,3,tomato,0.49166666666666736,0,2,2,plate,2,3,tomato,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,41.00000000000051,,,0,1.0,12.0,24.0,45.00000000000114,,plate,0,0.2,30.0
1725,0,1,,0,2,tomato_cut,3.1333333333333306,3,0,3,tomato,0.49166666666666736,0,2,2,plate,2,3,tomato,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,41.50000000000077,,,0,1.0,12.0,24.0,46.25000000000142,,plate,0,0.2,30.0
1726,0,1,,0,2,tomato_cut,3.1333333333333306,3,0,3,tomato,0.49166666666666736,0,2,2,plate,2,3,tomato,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,42.00000000000102,,,0,1.0,12.0,24.0,47.500000000001705,,plate,0,0.2,30.0
1727,0,1,,0,2,tomato_cut,3.1333333333333306,3,0,3,tomato,0.49166666666666736,0,2,2,plate,2,3,tomato,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,42.50000000000128,,,0,1.0,12.0,24.0,48.75000000000199,,plate,0,0.2,30.0
1728,0,1,,0,2,tomato_cut,3.1333333333333306,3,0,3,tomato,0.49166666666666736,0,2,2,plate,2,3,tomato,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,43.000000000001535,,,0,1.0,12.0,24.0,50.000000000002274,,plate,0,0.2,30.0
1729,0,1,,0,2,tomato_cut,3.1333333333333306,3,0,3,tomato,0.49166666666666736,0,2,2,plate,2,3,tomato,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,43.50000000000179,,,0,1.0,12.0,24.0,51.25000000000256,,plate,0,0.2,30.0
1730,0,1,,0,2,tomato_cut,3.1333333333333306,3,0,3,tomato,0.49166666666666736,0,2,2,plate,2,3,tomato,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,44.000000000002046,,,0,1.0,12.0,24.0,52.50000000000284,,plate,0,0.2,30.0
1731,0,1,,0,2,tomato_cut,3.1333333333333306,3,0,3,tomato,0.49166666666666736,0,2,2,plate,2,3,tomato,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,44.5000000000023,,,0,1.0,12.0,24.0,53.750000000003126,,plate,0,0.2,30.0
1732,0,1,,0,2,tomato_cut,3.1333333333333306,3,0,3,tomato,0.49166666666666736,0,2,2,plate,2,3,tomato,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,45.00000000000256,,,0,1.0,12.0,24.0,55.00000000000341,,plate,0,0.2,30.0
1733,0,1,,0,2,tomato_cut,3.1333333333333306,3,0,3,tomato,0.49166666666666736,0,2,2,plate,2,3,tomato,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,45.500000000002814,,,0,1.0,12.0,24.0,56.0,,plate,0,0.2,30.0
1734,0,1,,0,2,tomato_cut,3.1333333333333306,3,0,3,tomato,0.49166666666666736,0,2,2,plate,2,3,tomato,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,46.00000000000307,,,0,1.0,12.0,24.0,56.0,,plate,0,0.2,30.0
1735,0,1,,0,2,tomato_cut,3.1333333333333306,3,0,3,tomato,0.49166666666666736,0,2,2,plate,2,3,tomato,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,46.500000000003325,,,0,1.0,12.0,24.0,56.0,,plate,0,0.2,30.0
1736,0,1,,0,2,tomato_cut,3.1333333333333306,3,0,3,tomato,0.49166666666666736,0,2,2,plate,2,3,tomato,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,47.00000000000358,,,0,1.0,12.0,24.0,56.0,,plate,0,0.2,30.0
1737,0,1,,0,2,tomato_cut,3.1333333333333306,3,0,3,tomato,0.49166666666666736,0,2,2,plate,2,3,tomato,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,47.50000000000384,,,0,1.0,12.0,24.0,56.0,,plate,0,0.2,30.0
1738,0,1,,0,2,tomato_cut,3.1333333333333306,3,0,3,tomato,0.49166666666666736,0,2,2,plate,2,3,tomato,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,48.00000000000409,,,0,1.0,12.0,24.0,56.0,,plate,0,0.2,30.0
1739,0,1,,0,2,tomato_cut,3.1333333333333306,3,0,3,tomato,0.49166666666666736,0,2,2,plate,2,3,tomato,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,48.50000000000435,,,0,1.0,12.0,24.0,56.0,,plate,0,0.2,30.0
1740,0,1,,0,2,tomato_cut,3.1333333333333306,3,0,3,tomato,0.49166666666666736,0,2,2,plate,2,3,tomato,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,49.000000000004604,,,0,1.0,12.0,24.0,56.0,,plate,0,0.2,30.0
1741,0,1,,0,2,tomato_cut,3.1333333333333306,3,0,3,tomato,0.49166666666666736,0,2,2,plate,2,3,tomato,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,49.50000000000486,,,0,1.0,12.0,24.0,56.0,,plate,0,0.2,30.0
1742,0,1,,0,2,tomato_cut,3.1333333333333306,3,0,3,tomato,0.49166666666666736,0,2,2,plate,2,3,tomato,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,50.000000000005116,,,0,1.0,12.0,24.0,56.0,,plate,0,0.2,30.0
1743,0,1,,0,2,tomato_cut,3.1333333333333306,3,0,3,tomato,0.49166666666666736,0,2,2,plate,2,3,tomato,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,50.50000000000537,,,0,1.0,12.0,24.0,56.0,,plate,0,0.2,30.0
1744,0,1,,0,2,tomato_cut,3.1333333333333306,3,0,3,tomato,0.49166666666666736,0,2,2,plate,2,3,tomato,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,51.00000000000563,,,0,1.0,12.0,24.0,56.0,,plate,0,0.2,30.0
1745,0,1,,0,2,tomato_cut,3.1333333333333306,3,0,3,tomato,0.49166666666666736,0,2,2,plate,2,3,tomato,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,51.50000000000588,,,0,1.0,12.0,24.0,56.0,,plate,0,0.2,30.0
1746,0,1,,0,2,tomato_cut,3.1333333333333306,3,0,3,tomato,0.49166666666666736,0,2,2,plate,2,3,tomato,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,52.00000000000614,,,0,1.0,12.0,24.0,56.0,,plate,0,0.2,30.0
1747,0,1,,0,2,tomato_cut,3.1333333333333306,3,0,3,tomato,0.49166666666666736,0,2,2,plate,2,3,tomato,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,52.500000000006395,,,0,1.0,12.0,24.0,56.0,,plate,0,0.2,30.0
1748,0,1,,0,2,tomato_cut,3.1333333333333306,3,0,3,tomato,0.49166666666666736,0,2,2,plate,2,3,tomato,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,53.00000000000665,,,0,1.0,12.0,24.0,56.0,,plate,0,0.2,30.0
1749,0,1,,0,2,tomato_cut,3.1333333333333306,3,0,3,tomato,0.49166666666666736,0,2,2,plate,2,3,tomato,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,53.50000000000691,,,0,1.0,12.0,24.0,56.0,,plate,0,0.2,30.0
1750,0,1,,0,2,tomato_cut,3.1333333333333306,3,0,3,tomato,0.49166666666666736,0,2,2,plate,2,3,tomato,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,54.00000000000716,,,0,1.0,12.0,24.0,56.0,,plate,0,0.2,30.0
1751,0,1,,0,2,tomato_cut,3.1333333333333306,3,0,3,tomato,0.49166666666666736,0,2,2,plate,2,3,tomato,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,54.50000000000742,,,0,1.0,12.0,24.0,56.0,,plate,0,0.2,30.0
1752,0,1,,0,2,tomato_cut,3.1333333333333306,3,0,3,tomato,0.49166666666666736,0,2,2,plate,2,3,tomato,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,55.000000000007674,,,0,1.0,12.0,24.0,56.0,,plate,0,0.2,30.0
1753,0,1,,0,2,tomato_cut,3.1333333333333306,3,0,3,tomato,0.49166666666666736,0,2,2,plate,2,3,tomato,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,55.50000000000793,,,0,1.0,12.0,24.0,56.0,,plate,0,0.2,30.0
1754,0,1,,0,2,tomato_cut,3.1333333333333306,3,0,3,tomato,0.49166666666666736,0,2,2,plate,2,3,tomato,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.000000000008185,,,0,1.0,12.0,24.0,56.0,,plate,0,0.2,30.0
1755,0,1,,0,2,tomato_cut,3.1333333333333306,3,0,3,tomato,0.49166666666666736,0,2,2,plate,2,3,tomato,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,56.50000000000844,,,0,1.0,12.0,24.0,56.0,,plate,0,0.2,30.0
1756,0,1,,0,2,tomato_cut,3.1333333333333306,3,0,3,tomato,0.49166666666666736,0,2,2,plate,2,3,tomato,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,57.0000000000087,,,0,1.0,12.0,24.0,56.0,,plate,0,0.2,30.0
1757,0,1,,0,2,tomato_cut,3.1333333333333306,3,0,3,tomato,0.49166666666666736,0,2,2,plate,2,3,tomato,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,57.50000000000895,,,0,1.0,12.0,24.0,56.0,,plate,0,0.2,30.0
1758,0,1,,0,2,tomato_cut,3.1333333333333306,3,0,3,tomato,0.49166666666666736,0,2,2,plate,2,3,tomato,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,58.00000000000921,,,0,1.0,12.0,24.0,56.0,,plate,0,0.2,30.0
1759,0,1,,0,2,tomato_cut,3.1333333333333306,3,0,3,tomato,0.49166666666666736,0,2,2,plate,2,3,tomato,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,58.500000000009464,,,0,1.0,12.0,24.0,56.0,,plate,0,0.2,30.0
1760,0,1,,0,2,tomato_cut,3.1333333333333306,3,0,3,tomato,0.49166666666666736,0,2,2,plate,2,3,tomato,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,59.00000000000972,,,0,1.0,12.0,24.0,56.0,,plate,0,0.2,30.0
1761,0,1,,0,2,tomato_cut,3.1333333333333306,3,0,3,tomato,0.49166666666666736,0,2,2,plate,2,3,tomato,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,59.500000000009976,,,0,1.0,12.0,24.0,56.0,,plate,0,0.2,30.0
1762,0,1,,0,2,tomato_cut,3.1333333333333306,3,0,3,tomato,0.49166666666666736,0,2,2,plate,2,3,tomato,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,60.00000000001023,,,0,1.0,12.0,24.0,56.0,,plate,0,0.2,30.0
1763,0,1,,0,2,tomato_cut,3.1333333333333306,3,0,3,tomato,0.49166666666666736,0,2,2,plate,2,3,tomato,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,60.50000000001049,,,0,1.0,12.0,24.0,56.0,,plate,0,0.2,30.0
1764,0,1,,0,2,tomato_cut,3.1333333333333306,3,0,3,tomato,0.49166666666666736,0,2,2,plate,2,3,tomato,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,61.00000000001074,,,0,1.0,12.0,24.0,56.0,,plate,0,0.2,30.0
1765,0,1,,0,2,tomato_cut,3.1333333333333306,3,0,3,tomato,0.49166666666666736,0,2,2,plate,2,3,tomato,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,61.500000000011,,,0,1.0,12.0,24.0,56.0,,plate,0,0.2,30.0
1766,0,1,,0,2,tomato_cut,3.1333333333333306,3,0,3,tomato,0.49166666666666736,0,2,2,plate,2,3,tomato,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,62.000000000011255,,,0,1.0,12.0,24.0,56.0,,plate,0,0.2,30.0
1767,0,1,,0,2,tomato_cut,3.1333333333333306,3,0,3,tomato,0.49166666666666736,0,2,2,plate,2,3,tomato,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,62.50000000001151,,,0,1.0,12.0,24.0,56.0,,plate,0,0.2,30.0
1768,0,1,,0,2,tomato_cut,3.1333333333333306,3,0,3,tomato,0.49166666666666736,0,2,2,plate,2,3,tomato,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,56.0,63.00000000001177,,,0,1.0,12.0,24.0,56.0,,plate,0,0.2,30.0
