tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,9a8d629aa3207a8f_score,player_945af0b9_x,player_945af0b9_y,player_945af0b9_move_target,player_945af0b9_item,player_945af0b9_score,player_945af0b9_cut_speed,player_945af0b9_speed,player_6eeb7cd3_x,player_6eeb7cd3_y,player_6eeb7cd3_move_target,player_6eeb7cd3_item,player_6eeb7cd3_score,player_6eeb7cd3_cut_speed,player_6eeb7cd3_speed,ac57742dc811c886_score,8cafcad6322094f3_message,38facfaf745f6a2c_score
3345,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.19166666666666665,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,83.40380592228814,28.596194077711857,,tomato,0,1.0,12.0,77.25701856623918,24.000018288866848,,,0,0.2,30.0,,,0.0
3346,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.19166666666666665,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,83.05025253169492,28.949747468305077,,tomato,0,1.0,12.0,77.25701856623918,24.000018288866848,,,0,0.2,30.0,,,0.0
3347,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.19166666666666665,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,82.6966991411017,29.303300858898297,,tomato,0,1.0,12.0,77.25701856623918,24.000018288866848,,,0,0.2,30.0,,,0.0
3348,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.19166666666666665,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,82.34314575050848,29.656854249491516,,tomato,0,1.0,12.0,77.25701856623918,24.000018288866848,,,0,0.2,30.0,,,0.0
3349,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.19166666666666665,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,81.98959235991526,30.010407640084736,,tomato,0,1.0,12.0,77.25701856623918,24.000018288866848,,,0,0.2,30.0,,,0.0
3350,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.19166666666666665,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,81.63603896932204,30.363961030677956,,tomato,0,1.0,12.0,77.25701856623918,24.000018288866848,,,0,0.2,30.0,,,0.0
3351,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.19166666666666665,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,81.28248557872882,30.717514421271176,,tomato,0,1.0,12.0,77.25701856623918,24.000018288866848,,,0,0.2,30.0,,,0.0
3352,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.19166666666666665,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,80.9289321881356,31.071067811864395,,tomato,0,1.0,12.0,77.25701856623918,24.000018288866848,,,0,0.2,30.0,,,0.0
3353,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.19166666666666665,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,80.57537879754238,31.424621202457615,,tomato,0,1.0,12.0,77.25701856623918,24.000018288866848,,,0,0.2,30.0,,,0.0
3354,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.19166666666666665,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,80.22182540694916,31.778174593050835,,tomato,0,1.0,12.0,77.25701856623918,24.000018288866848,,,0,0.2,30.0,,,0.0
3355,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.19166666666666665,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,79.86827201635595,32.131727983644055,,tomato,0,1.0,12.0,77.25701856623918,24.000018288866848,,,0,0.2,30.0,,,0.0
3356,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.19166666666666665,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,79.51471862576273,32.485281374237275,,tomato,0,1.0,12.0,78.50701856623805,24.000016160865073,,,0,0.2,30.0,,,0.0
3357,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.19166666666666665,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,79.1611652351695,32.838834764830494,,tomato,0,1.0,12.0,79.75701856623691,24.000014032863298,,,0,0.2,30.0,,,0.0
3358,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.19166666666666665,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,78.80761184457629,33.192388155423714,,tomato,0,1.0,12.0,81.00701856623577,24.000011904861523,,,0,0.2,30.0,,,0.0
3359,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.19166666666666665,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,78.45405845398307,33.545941546016934,,tomato,0,1.0,12.0,82.25701856623463,24.00000977685975,,,0,0.2,30.0,,,0.0
3360,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.19166666666666665,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,78.10050506338985,33.899494936610154,,tomato,0,1.0,12.0,83.5070185662335,24.000007648857974,,,0,0.2,30.0,,,0.0
3361,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.19166666666666665,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,77.74695167279663,34.25304832720337,,tomato,0,1.0,12.0,84.75701856623236,24.0000055208562,,,0,0.2,30.0,,,0.0
3362,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.19166666666666665,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,77.3933982822034,34.60660171779659,,tomato,0,1.0,12.0,86.00701856623122,24.000003392854424,,,0,0.2,30.0,,,0.0
3363,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.19166666666666665,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,77.03984489161019,34.96015510838981,,tomato,0,1.0,12.0,87.25701856623009,24.00000126485265,,,0,0.2,30.0,,,0.0
3364,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.19166666666666665,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,76.68629150101697,35.31370849898303,,tomato,0,1.0,12.0,88.50701856622975,24.00000031432988,,,0,0.2,30.0,,,0.0
3365,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.19166666666666665,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,76.33273811042375,35.66726188957625,,tomato,0,1.0,12.0,89.75701856623003,24.00000028896919,,,0,0.2,30.0,,,0.0
3366,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.19166666666666665,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,75.97918471983053,36.02081528016947,,tomato,0,1.0,12.0,91.00701856623031,24.0000002636085,,,0,0.2,30.0,,,0.0
3367,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.19166666666666665,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,75.62563132923731,36.37436867076269,,tomato,0,1.0,12.0,92.2570185662306,24.000000238247807,,,0,0.2,30.0,,,0.0
3368,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.19166666666666665,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,75.27207793864409,36.72792206135591,,tomato,0,1.0,12.0,93.50701856623088,24.000000212887116,,,0,0.2,30.0,,,0.0
3369,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.19166666666666665,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,74.91852454805087,37.08147545194913,,tomato,0,1.0,12.0,94.75701856623117,24.000000187526425,,,0,0.2,30.0,,,0.0
3370,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.19166666666666665,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,74.56497115745765,37.43502884254235,,tomato,0,1.0,12.0,96.00701856623145,24.000000162165733,,,0,0.2,30.0,,,0.0
3371,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.19166666666666665,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,74.21141776686443,37.78858223313557,,tomato,0,1.0,12.0,97.25701856623174,24.000000136805042,,,0,0.2,30.0,,,0.0
3372,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.19166666666666665,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,73.85786437627121,38.14213562372879,,tomato,0,1.0,12.0,98.50701856623202,24.00000011144435,,,0,0.2,30.0,,,0.0
3373,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.19166666666666665,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,73.50431098567799,38.49568901432201,,tomato,0,1.0,12.0,99.7570185662323,24.00000008608366,,,0,0.2,30.0,,,0.0
3374,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.19166666666666665,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,73.15075759508477,38.84924240491523,,tomato,0,1.0,12.0,101.00701856623259,24.000000060722968,,,0,0.2,30.0,,,0.0
3375,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.19166666666666665,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,72.79720420449155,39.20279579550845,,tomato,0,1.0,12.0,102.25701856623287,24.000000035362323,,,0,0.2,30.0,,,0.0
3376,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.19166666666666665,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,72.44365081389833,39.55634918610167,,tomato,0,1.0,12.0,103.50701856623316,24.00000001000181,,,0,0.2,30.0,,,0.0
3377,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.19166666666666665,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,72.04471075017727,39.80221161601552,,tomato,0,1.0,12.0,104.75701856623344,24.00000000368551,,,0,0.2,30.0,,,0.0
3378,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.19166666666666665,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,71.54474873659103,39.808374810868834,,tomato,0,1.0,12.0,106.00701856623373,24.000000003383175,,,0,0.2,30.0,,,0.0
3379,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.19166666666666665,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,71.04478672300479,39.81453800572215,,tomato,0,1.0,12.0,107.25701856623401,24.00000000308084,,,0,0.2,30.0,,,0.0
3380,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.19166666666666665,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,70.54482470941855,39.82070120057546,,tomato,0,1.0,12.0,108.5070185662343,24.000000002778503,,,0,0.2,30.0,,,0.0
3381,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.19166666666666665,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,70.04486269583231,39.82686439542878,,tomato,0,1.0,12.0,109.75701856623458,24.000000002476167,,,0,0.2,30.0,,,0.0
3382,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.19166666666666665,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,69.54490068224607,39.83302759028209,,tomato,0,1.0,12.0,111.00701856623486,24.00000000217384,,,0,0.2,30.0,,,0.0
3383,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.19166666666666665,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,69.04493866865982,39.83919078513541,,tomato,0,1.0,12.0,112.25701856623515,24.000000001871683,,,0,0.2,30.0,,,0.0
3384,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.19166666666666665,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,68.54497665507358,39.84535397998872,,tomato,0,1.0,12.0,113.50701856623543,24.000000001569525,,,0,0.2,30.0,,,0.0
3385,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.19166666666666665,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,68.04501464148734,39.85151717484204,,tomato,0,1.0,12.0,114.75701856623571,24.000000001267367,,,0,0.2,30.0,,,0.0
3386,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.19166666666666665,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,67.5450526279011,39.85768036969535,,tomato,0,1.0,12.0,116.007018566236,24.00000000096521,,,0,0.2,30.0,,,0.0
3387,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.19166666666666665,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,67.04509061431486,39.86384356454867,,tomato,0,1.0,12.0,117.25701856623628,24.00000000066305,,,0,0.2,30.0,,,0.0
3388,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.19166666666666665,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,66.54512860072862,39.87000675940198,,tomato,0,1.0,12.0,118.50701856623657,24.00000000036089,,,0,0.2,30.0,,,0.0
3389,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.19166666666666665,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,66.04516658714238,39.876169954255296,,tomato,0,1.0,12.0,119.75701856623685,24.000000000058733,,,0,0.2,30.0,,,0.0
3390,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.19166666666666665,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,65.54520457355613,39.88233314910861,,tomato,0,1.0,12.0,121.00701856623714,24.000000000043237,,,0,0.2,30.0,,,0.0
3391,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.19166666666666665,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,65.04524255996989,39.888496343961926,,tomato,0,1.0,12.0,122.25701856623742,24.000000000039684,,,0,0.2,30.0,,,0.0
3392,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.19166666666666665,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,64.54528054638365,39.89465953881524,,tomato,0,1.0,12.0,123.5070185662377,24.00000000003613,,,0,0.2,30.0,,,0.0
3393,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.19166666666666665,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,64.04531853279741,39.900822733668555,,tomato,0,1.0,12.0,124.75701856623799,24.00000000003258,,,0,0.2,30.0,,,0.0
3394,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.19166666666666665,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,63.54535651921117,39.90698592852187,,tomato,0,1.0,12.0,126.00701856623827,24.000000000029026,,,0,0.2,30.0,,,0.0
3395,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.19166666666666665,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,63.04539450562493,39.913149123375185,,tomato,0,1.0,12.0,127.25701856623856,24.000000000025473,,,0,0.2,30.0,,,0.0
3396,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.19166666666666665,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,62.545432492038685,39.91931231822871,,tomato,0,1.0,12.0,128.50701856623826,24.00000000002192,,,0,0.2,30.0,,,0.0
3397,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.19166666666666665,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,62.045470478452444,39.92547551308238,,tomato,0,1.0,12.0,129.75701856623712,24.000000000018368,,,0,0.2,30.0,,,0.0
3398,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.19166666666666665,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,61.5455084648662,39.93163870793605,,tomato,0,1.0,12.0,131.00701856623598,24.000000000014815,,,0,0.2,30.0,,,0.0
3399,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.19166666666666665,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,61.04554645127996,39.93780190278972,,tomato,0,1.0,12.0,132.25701856623485,24.00000000001117,,,0,0.2,30.0,,,0.0
3400,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.19166666666666665,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,60.54558443769372,39.94396509764339,,tomato,0,1.0,12.0,133.5070185662337,24.00000000000744,,,0,0.2,30.0,,,0.0
3401,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.19166666666666665,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,60.04562242410748,39.95012829249706,,tomato,0,1.0,12.0,134.75701856623257,24.00000000000371,,,0,0.2,30.0,,,0.0
3402,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.19166666666666665,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,59.545660410521236,39.95629148735073,,tomato,0,1.0,12.0,136.0,24.0,,,0,0.2,30.0,,,0.0
3403,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.19166666666666665,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,59.045698396934995,39.9624546822044,,tomato,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
3404,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.19166666666666665,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,58.54573638334875,39.96861787705807,,tomato,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
3405,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.19166666666666665,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,58.04577436976251,39.97478107191174,,tomato,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
3406,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.19166666666666665,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,57.54581235617627,39.98094426676541,,tomato,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
3407,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.19166666666666665,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,57.04585034259003,39.98710746161908,,tomato,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
3408,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.19166666666666665,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.54588832900379,39.99327065647275,,tomato,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
3409,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.19166666666666665,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.08919750120086,39.89217430216449,,tomato,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
