tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,996494ab285111e6_score,player_41543b16_x,player_41543b16_y,player_41543b16_move_target,player_41543b16_item,player_41543b16_score,player_41543b16_cut_speed,player_41543b16_speed,player_a44d6818_x,player_a44d6818_y,player_a44d6818_move_target,player_a44d6818_item,player_a44d6818_score,player_a44d6818_cut_speed,player_a44d6818_speed,34963b037371f666_score,0d3f90d88e79bc33_message,c13c6d1a4e7e6f46_score
4365,test,True,0,1,tomato_cut,3.7083333333333286,3,0,2,None_cut,3.4583333333333295,3,1,0,None_cut,3.166666666666664,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,88.0,,tomato_salad,1,1.0,30.0,24.0,40.0,,tomato_cut,0,1.0,30.0,,,1.0
4366,test,True,0,1,tomato_cut,3.7083333333333286,3,0,2,None_cut,3.4583333333333295,3,1,0,None_cut,3.166666666666664,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,88.0,,tomato_salad,1,1.0,30.0,24.0,40.0,,tomato_cut,0,1.0,30.0,,,1.0
4367,test,True,0,1,tomato_cut,3.7083333333333286,3,0,2,None_cut,3.4583333333333295,3,1,0,None_cut,3.166666666666664,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,88.0,,tomato_salad,1,1.0,30.0,24.0,40.0,,tomato_cut,0,1.0,30.0,,,1.0
4368,test,True,0,1,tomato_cut,3.7083333333333286,3,0,2,None_cut,3.4583333333333295,3,1,0,None_cut,3.166666666666664,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,88.0,,tomato_salad,1,1.0,30.0,24.0,40.0,,tomato_cut,0,1.0,30.0,,,1.0
4369,test,True,0,1,tomato_cut,3.7083333333333286,3,0,2,None_cut,3.4583333333333295,3,1,0,None_cut,3.166666666666664,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,88.0,,tomato_salad,1,1.0,30.0,24.0,40.0,,tomato_cut,0,1.0,30.0,,,1.0
4370,test,True,0,1,tomato_cut,3.7083333333333286,3,0,2,None_cut,3.4583333333333295,3,1,0,None_cut,3.166666666666664,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,88.0,,tomato_salad,1,1.0,30.0,24.0,40.0,,tomato_cut,0,1.0,30.0,,,1.0
4371,test,True,0,1,tomato_cut,3.7083333333333286,3,0,2,None_cut,3.4583333333333295,3,1,0,None_cut,3.166666666666664,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,88.0,,tomato_salad,1,1.0,30.0,24.0,40.0,,tomato_cut,0,1.0,30.0,,,1.0
4372,test,True,0,1,tomato_cut,3.7083333333333286,3,0,2,None_cut,3.4583333333333295,3,1,0,None_cut,3.166666666666664,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,88.0,,tomato_salad,1,1.0,30.0,24.0,40.0,,tomato_cut,0,1.0,30.0,,,1.0
4373,test,True,0,1,tomato_cut,3.7083333333333286,3,0,2,None_cut,3.4583333333333295,3,1,0,None_cut,3.166666666666664,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,88.0,,tomato_salad,1,1.0,30.0,24.0,40.0,,tomato_cut,0,1.0,30.0,,,1.0
4374,test,True,0,1,tomato_cut,3.7083333333333286,3,0,2,None_cut,3.4583333333333295,3,1,0,None_cut,3.166666666666664,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,86.74999999999972,,tomato_salad,1,1.0,30.0,24.0,41.250000000000284,,tomato_cut,0,1.0,30.0,,,1.0
4375,test,True,0,1,tomato_cut,3.7083333333333286,3,0,2,None_cut,3.4583333333333295,3,1,0,None_cut,3.166666666666664,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,85.49999999999943,,tomato_salad,1,1.0,30.0,24.0,42.50000000000057,,tomato_cut,0,1.0,30.0,,,1.0
4376,test,True,0,1,tomato_cut,3.7083333333333286,3,0,2,None_cut,3.4583333333333295,3,1,0,None_cut,3.166666666666664,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,84.24999999999915,,tomato_salad,1,1.0,30.0,24.0,43.75000000000085,,tomato_cut,0,1.0,30.0,,,1.0
4377,test,True,0,1,tomato_cut,3.7083333333333286,3,0,2,None_cut,3.4583333333333295,3,1,0,None_cut,3.166666666666664,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,82.99999999999886,,tomato_salad,1,1.0,30.0,24.0,45.00000000000114,,tomato_cut,0,1.0,30.0,,,1.0
4378,test,True,0,1,tomato_cut,3.7083333333333286,3,0,2,None_cut,3.4583333333333295,3,1,0,None_cut,3.166666666666664,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,81.74999999999858,,tomato_salad,1,1.0,30.0,24.0,46.25000000000142,,tomato_cut,0,1.0,30.0,,,1.0
4379,test,True,0,1,tomato_cut,3.7083333333333286,3,0,2,None_cut,3.4583333333333295,3,1,0,None_cut,3.166666666666664,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,80.4999999999983,,tomato_salad,1,1.0,30.0,24.0,47.500000000001705,,tomato_cut,0,1.0,30.0,,,1.0
4380,test,True,0,1,tomato_cut,3.7083333333333286,3,0,2,None_cut,3.4583333333333295,3,1,0,None_cut,3.166666666666664,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,79.24999999999801,,tomato_salad,1,1.0,30.0,24.0,48.75000000000199,,tomato_cut,0,1.0,30.0,,,1.0
4381,test,True,0,1,tomato_cut,3.7083333333333286,3,0,2,None_cut,3.4583333333333295,3,1,0,None_cut,3.166666666666664,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,77.99999999999773,,tomato_salad,1,1.0,30.0,24.0,50.000000000002274,,tomato_cut,0,1.0,30.0,,,1.0
4382,test,True,0,1,tomato_cut,3.7083333333333286,3,0,2,None_cut,3.4583333333333295,3,1,0,None_cut,3.166666666666664,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,76.74999999999744,,tomato_salad,1,1.0,30.0,24.0,51.25000000000256,,tomato_cut,0,1.0,30.0,,,1.0
4383,test,True,0,1,tomato_cut,3.7083333333333286,3,0,2,None_cut,3.4583333333333295,3,1,0,None_cut,3.166666666666664,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,75.49999999999716,,tomato_salad,1,1.0,30.0,24.0,52.50000000000284,,tomato_cut,0,1.0,30.0,,,1.0
4384,test,True,0,1,tomato_cut,3.7083333333333286,3,0,2,None_cut,3.4583333333333295,3,1,0,None_cut,3.166666666666664,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,74.24999999999687,,tomato_salad,1,1.0,30.0,24.0,53.750000000003126,,tomato_cut,0,1.0,30.0,,,1.0
4385,test,True,0,1,tomato_cut,3.7083333333333286,3,0,2,None_cut,3.4583333333333295,3,1,0,None_cut,3.166666666666664,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,72.99999999999659,,tomato_salad,1,1.0,30.0,24.0,55.00000000000341,,tomato_cut,0,1.0,30.0,,,1.0
4386,test,True,0,1,tomato_cut,3.7083333333333286,3,0,2,None_cut,3.4583333333333295,3,1,0,None_cut,3.166666666666664,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,71.7499999999963,,tomato_salad,1,1.0,30.0,24.0,56.0,,tomato_cut,0,1.0,30.0,,,1.0
4387,test,True,0,1,tomato_cut,3.7083333333333286,3,0,2,None_cut,3.4583333333333295,3,1,0,None_cut,3.166666666666664,3,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,70.49999999999602,,tomato_salad,1,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,1.0
4388,test,True,0,1,tomato_cut,3.7083333333333286,3,0,2,None_cut,3.4583333333333295,3,1,0,None_cut,3.166666666666664,3,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,69.24999999999574,,tomato_salad,1,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,1.0
4389,test,True,0,1,tomato_cut,3.7083333333333286,3,0,2,None_cut,3.4583333333333295,3,1,0,None_cut,3.166666666666664,3,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,67.99999999999545,,tomato_salad,1,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,1.0
4390,test,True,0,1,tomato_cut,3.7083333333333286,3,0,2,None_cut,3.4583333333333295,3,1,0,None_cut,3.166666666666664,3,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,66.74999999999517,,tomato_salad,1,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,1.0
4391,test,True,0,1,tomato_cut,3.7083333333333286,3,0,2,None_cut,3.4583333333333295,3,1,0,None_cut,3.166666666666664,3,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,65.49999999999488,,tomato_salad,1,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,1.0
4392,test,True,0,1,tomato_cut,3.7083333333333286,3,0,2,None_cut,3.4583333333333295,3,1,0,None_cut,3.166666666666664,3,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,64.2499999999946,,tomato_salad,1,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,1.0
4393,test,True,0,1,tomato_cut,3.7083333333333286,3,0,2,None_cut,3.4583333333333295,3,1,0,None_cut,3.166666666666664,3,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,62.999999999994316,,tomato_salad,1,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,1.0
4394,test,True,0,1,tomato_cut,3.7083333333333286,3,0,2,None_cut,3.4583333333333295,3,1,0,None_cut,3.166666666666664,3,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,61.74999999999403,,tomato_salad,1,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,1.0
4395,test,True,0,1,tomato_cut,3.7083333333333286,3,0,2,None_cut,3.4583333333333295,3,1,0,None_cut,3.166666666666664,3,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,60.49999999999375,,tomato_salad,1,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,1.0
4396,test,True,0,1,tomato_cut,3.7083333333333286,3,0,2,None_cut,3.4583333333333295,3,1,0,None_cut,3.166666666666664,3,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,59.24999999999346,,tomato_salad,1,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,1.0
4397,test,True,0,1,tomato_cut,3.7083333333333286,3,0,2,None_cut,3.4583333333333295,3,1,0,None_cut,3.166666666666664,3,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,57.99999999999318,,tomato_salad,1,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,1.0
4398,test,True,0,1,tomato_cut,3.7083333333333286,3,0,2,None_cut,3.4583333333333295,3,1,0,None_cut,3.166666666666664,3,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.749999999992895,,tomato_salad,1,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,1.0
4399,test,True,0,1,tomato_cut,3.7083333333333286,3,0,2,None_cut,3.4583333333333295,3,1,0,None_cut,3.166666666666664,3,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.49189088134284,55.70196048263347,,tomato_salad,1,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,1.0
4400,test,True,0,1,tomato_cut,3.7083333333333286,3,0,2,None_cut,3.4583333333333295,3,1,0,None_cut,3.166666666666664,3,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,57.37026745516934,54.81260420163471,,tomato_salad,1,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,1.0
4401,test,True,0,1,tomato_cut,3.7083333333333286,3,0,2,None_cut,3.4583333333333295,3,1,0,None_cut,3.166666666666664,3,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,58.24864402899584,53.92324792063596,,tomato_salad,1,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,1.0
4402,test,True,0,1,tomato_cut,3.7083333333333286,3,0,2,None_cut,3.4583333333333295,3,1,0,None_cut,3.166666666666664,3,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,59.12702060282234,53.033891639637005,,tomato_salad,1,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,1.0
4403,test,True,0,1,tomato_cut,3.7083333333333286,3,0,2,None_cut,3.4583333333333295,3,1,0,None_cut,3.166666666666664,3,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,60.00539717664884,52.14453535863804,,tomato_salad,1,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,1.0
4404,test,True,0,1,tomato_cut,3.7083333333333286,3,0,2,None_cut,3.4583333333333295,3,1,0,None_cut,3.166666666666664,3,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,60.88377375047534,51.25517907763907,,tomato_salad,1,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,1.0
4405,test,True,0,1,tomato_cut,3.7083333333333286,3,0,2,None_cut,3.4583333333333295,3,1,0,None_cut,3.166666666666664,3,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,61.76215032430184,50.36582279664011,,tomato_salad,1,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,1.0
4406,test,True,0,1,tomato_cut,3.7083333333333286,3,0,2,None_cut,3.4583333333333295,3,1,0,None_cut,3.166666666666664,3,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,62.64052689812834,49.47646651564114,,tomato_salad,1,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,1.0
4407,test,True,0,1,tomato_cut,3.7083333333333286,3,0,2,None_cut,3.4583333333333295,3,1,0,None_cut,3.166666666666664,3,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,63.51890347195484,48.587110234642175,,tomato_salad,1,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,1.0
4408,test,True,0,1,tomato_cut,3.7083333333333286,3,0,2,None_cut,3.4583333333333295,3,1,0,None_cut,3.166666666666664,3,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,64.39728004578167,47.69775395364299,,tomato_salad,1,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,1.0
4409,test,True,0,1,tomato_cut,3.7083333333333286,3,0,2,None_cut,3.4583333333333295,3,1,0,None_cut,3.166666666666664,3,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,65.27565661960888,46.80839767264352,,tomato_salad,1,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,1.0
4410,test,True,0,1,tomato_cut,3.7083333333333286,3,0,2,None_cut,3.4583333333333295,3,1,0,None_cut,3.166666666666664,3,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,66.15403319343609,45.91904139164406,,tomato_salad,1,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,1.0
4411,test,True,0,1,tomato_cut,3.7083333333333286,3,0,2,None_cut,3.4583333333333295,3,1,0,None_cut,3.166666666666664,3,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,67.0324097672633,45.02968511064459,,tomato_salad,1,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,1.0
4412,test,True,0,1,tomato_cut,3.7083333333333286,3,0,2,None_cut,3.4583333333333295,3,1,0,None_cut,3.166666666666664,3,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,67.91078634109051,44.14032882964513,,tomato_salad,1,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,1.0
4413,test,True,0,1,tomato_cut,3.7083333333333286,3,0,2,None_cut,3.4583333333333295,3,1,0,None_cut,3.166666666666664,3,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,68.78916291491757,43.25097254864566,,tomato_salad,1,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,1.0
4414,test,True,0,1,tomato_cut,3.7083333333333286,3,0,2,None_cut,3.4583333333333295,3,1,0,None_cut,3.166666666666664,3,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,69.66753948874428,42.3616162676462,,tomato_salad,1,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,1.0
4415,test,True,0,1,tomato_cut,3.7083333333333286,3,0,2,None_cut,3.4583333333333295,3,1,0,None_cut,3.166666666666664,3,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,70.545916062571,41.47225998664673,,tomato_salad,1,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,1.0
4416,test,True,0,1,tomato_cut,3.7083333333333286,3,0,2,None_cut,3.4583333333333295,3,1,0,None_cut,3.166666666666664,3,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,71.42429263639771,40.58290370564727,,tomato_salad,1,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,1.0
4417,test,True,0,1,tomato_cut,3.7083333333333286,3,0,2,None_cut,3.4583333333333295,3,1,0,None_cut,3.166666666666664,3,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,72.51072931689528,40.183303562356784,,tomato_salad,1,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,1.0
4418,test,True,0,1,tomato_cut,3.7083333333333286,3,0,2,None_cut,3.4583333333333295,3,1,0,None_cut,3.166666666666664,3,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,73.7606417954914,40.168511812980505,,tomato_salad,1,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,1.0
4419,test,True,0,1,tomato_cut,3.7083333333333286,3,0,2,None_cut,3.4583333333333295,3,1,0,None_cut,3.166666666666664,3,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,75.01055427408751,40.153720063604574,,tomato_salad,1,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,1.0
4420,test,True,0,1,tomato_cut,3.7083333333333286,3,0,2,None_cut,3.4583333333333295,3,1,0,None_cut,3.166666666666664,3,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,76.26046675268363,40.13892831422864,,tomato_salad,1,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,1.0
4421,test,True,0,1,tomato_cut,3.7083333333333286,3,0,2,None_cut,3.4583333333333295,3,1,0,None_cut,3.166666666666664,3,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,77.51037923127974,40.12413656485271,,tomato_salad,1,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,1.0
4422,test,True,0,1,tomato_cut,3.7083333333333286,3,0,2,None_cut,3.4583333333333295,3,1,0,None_cut,3.166666666666664,3,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,78.76029170987586,40.10934481547678,,tomato_salad,1,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,1.0
4423,test,True,0,1,tomato_cut,3.7083333333333286,3,0,2,None_cut,3.4583333333333295,3,1,0,None_cut,3.166666666666664,3,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,80.01020418847197,40.09455306610085,,tomato_salad,1,1.0,30.0,24.0,56.0,,,0,1.0,30.0,,,1.0
