tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,f0a5903710a31cdf_score,player_14a0f1a9_x,player_14a0f1a9_y,player_14a0f1a9_move_target,player_14a0f1a9_item,player_14a0f1a9_score,player_14a0f1a9_cut_speed,player_14a0f1a9_speed,player_66ed9f9d_x,player_66ed9f9d_y,player_66ed9f9d_move_target,player_66ed9f9d_item,player_66ed9f9d_score,player_66ed9f9d_cut_speed,player_66ed9f9d_speed
2616,0,1,,0,2,None_cut,3.8916666666666613,3,0,3,tomato_cut,3.6249999999999956,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,51.764438150714994,35.867723621383334,,tomato_salad,1,1.0,12.0,104.0,24.0,,plate,2,0.2,30.0
2617,0,1,,0,2,None_cut,3.8916666666666613,3,0,3,tomato_cut,3.6249999999999956,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,52.12232824151178,36.216886452895096,,tomato_salad,1,1.0,12.0,104.0,24.0,,plate,2,0.2,30.0
2618,0,1,,0,2,None_cut,3.8916666666666613,3,0,3,tomato_cut,3.6249999999999956,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,52.48021833230857,36.56604928440686,,tomato_salad,1,1.0,12.0,104.0,24.0,,plate,2,0.2,30.0
2619,0,1,,0,2,None_cut,3.8916666666666613,3,0,3,tomato_cut,3.6249999999999956,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,52.83810842310535,36.91521211591862,,tomato_salad,1,1.0,12.0,104.0,24.0,,plate,2,0.2,30.0
2620,0,1,,0,2,None_cut,3.8916666666666613,3,0,3,tomato_cut,3.6249999999999956,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,53.19599851390214,37.26437494743038,,tomato_salad,1,1.0,12.0,102.74999999999972,24.0,,plate,2,0.2,30.0
2621,0,1,,0,2,None_cut,3.8916666666666613,3,0,3,tomato_cut,3.6249999999999956,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,53.553888604698926,37.613537778942145,,tomato_salad,1,1.0,12.0,101.49999999999943,24.0,,plate,2,0.2,30.0
2622,0,1,,0,2,None_cut,3.8916666666666613,3,0,3,tomato_cut,3.6249999999999956,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,53.91177869549571,37.96270061045391,,tomato_salad,1,1.0,12.0,100.24999999999915,24.0,,plate,2,0.2,30.0
2623,0,1,,0,2,None_cut,3.8916666666666613,3,0,3,tomato_cut,3.6249999999999956,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,54.2696687862925,38.3118634419661,,tomato_salad,1,1.0,12.0,98.99999999999886,24.0,,plate,2,0.2,30.0
2624,0,1,,0,2,None_cut,3.8916666666666613,3,0,3,tomato_cut,3.6249999999999956,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,54.627558877089285,38.66102627347834,,tomato_salad,1,1.0,12.0,97.74999999999858,24.0,,plate,2,0.2,30.0
2625,0,1,,0,2,None_cut,3.8916666666666613,3,0,3,tomato_cut,3.6249999999999956,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,54.98544896788607,39.01018910499059,,tomato_salad,1,1.0,12.0,96.4999999999983,24.0,,plate,2,0.2,30.0
2626,0,1,,0,2,None_cut,3.8916666666666613,3,0,3,tomato_cut,3.6249999999999956,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,55.34333905868286,39.359351936502826,,tomato_salad,1,1.0,12.0,95.24999999999801,24.0,,plate,2,0.2,30.0
2627,0,1,,0,2,None_cut,3.8916666666666613,3,0,3,tomato_cut,3.6249999999999956,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,55.701229149479644,39.70851476801507,,tomato_salad,1,1.0,12.0,93.99999999999773,24.0,,plate,2,0.2,30.0
2628,0,1,,0,2,None_cut,3.8916666666666613,3,0,3,tomato_cut,3.6249999999999956,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.16141263420465,39.8105853161325,,tomato_salad,1,1.0,12.0,92.74999999999744,24.0,,plate,2,0.2,30.0
2629,0,1,,0,2,None_cut,3.8916666666666613,3,0,3,tomato_cut,3.6249999999999956,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.66137688323508,39.81656442070751,,tomato_salad,1,1.0,12.0,91.49999999999716,24.0,,plate,2,0.2,30.0
2630,0,1,,0,2,None_cut,3.8916666666666613,3,0,3,tomato_cut,3.6249999999999956,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,57.161341132265505,39.822543525282455,,tomato_salad,1,1.0,12.0,90.24999999999687,24.0,,plate,2,0.2,30.0
2631,0,1,,0,2,None_cut,3.8916666666666613,3,0,3,tomato_cut,3.6249999999999956,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,57.66130538129593,39.828522629857105,,tomato_salad,1,1.0,12.0,88.99999999999659,24.0,,plate,2,0.2,30.0
2632,0,1,,0,2,None_cut,3.8916666666666613,3,0,3,tomato_cut,3.6249999999999956,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,58.16126963032636,39.834501734431754,,tomato_salad,1,1.0,12.0,87.7499999999963,24.0,,plate,2,0.2,30.0
2633,0,1,,0,2,None_cut,3.8916666666666613,3,0,3,tomato_cut,3.6249999999999956,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,58.661233879356786,39.8404808390064,,tomato_salad,1,1.0,12.0,86.49999999999602,24.0,,plate,2,0.2,30.0
2634,0,1,,0,2,None_cut,3.8916666666666613,3,0,3,tomato_cut,3.6249999999999956,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,59.16119812838721,39.84645994358105,,tomato_salad,1,1.0,12.0,85.24999999999574,24.0,,plate,2,0.2,30.0
2635,0,1,,0,2,None_cut,3.8916666666666613,3,0,3,tomato_cut,3.6249999999999956,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,59.66116237741764,39.8524390481557,,tomato_salad,1,1.0,12.0,83.99999999999545,24.0,,plate,2,0.2,30.0
2636,0,1,,0,2,None_cut,3.8916666666666613,3,0,3,tomato_cut,3.6249999999999956,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,60.161126626448066,39.85841815273035,,tomato_salad,1,1.0,12.0,82.74999999999517,24.0,,plate,2,0.2,30.0
2637,0,1,,0,2,None_cut,3.8916666666666613,3,0,3,tomato_cut,3.6249999999999956,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,60.66109087547849,39.86439725730501,,tomato_salad,1,1.0,12.0,81.49999999999488,24.0,,plate,2,0.2,30.0
2638,0,1,,0,2,None_cut,3.8916666666666613,3,0,3,tomato_cut,3.6249999999999956,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,61.16105512450892,39.87037636187966,,tomato_salad,1,1.0,12.0,80.2499999999946,24.0,,plate,2,0.2,30.0
2639,0,1,,0,2,None_cut,3.8916666666666613,3,0,3,tomato_cut,3.6249999999999956,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,61.66101937353935,39.87635546645431,,tomato_salad,1,1.0,12.0,78.99999999999432,24.0,,plate,2,0.2,30.0
2640,0,1,,0,2,None_cut,3.8916666666666613,3,0,3,tomato_cut,3.6249999999999956,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,62.16098362256977,39.882334571028956,,tomato_salad,1,1.0,12.0,77.74999999999403,24.0,,plate,2,0.2,30.0
2641,0,1,,0,2,None_cut,3.8916666666666613,3,0,3,tomato_cut,3.6249999999999956,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,62.6609478716002,39.888313675603605,,tomato_salad,1,1.0,12.0,76.49999999999375,24.0,,plate,2,0.2,30.0
2642,0,1,,0,2,None_cut,3.8916666666666613,3,0,3,tomato_cut,3.6249999999999956,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,63.16091212063063,39.894292780178255,,tomato_salad,1,1.0,12.0,75.24999999999346,24.0,,plate,2,0.2,30.0
2643,0,1,,0,2,None_cut,3.8916666666666613,3,0,3,tomato_cut,3.6249999999999956,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,63.660876369661054,39.900271884752904,,tomato_salad,1,1.0,12.0,73.99999999999318,24.0,,plate,2,0.2,30.0
2644,0,1,,0,2,None_cut,3.8916666666666613,3,0,3,tomato_cut,3.6249999999999956,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,64.16084061869148,39.90625098932755,,tomato_salad,1,1.0,12.0,72.7499999999929,24.0,,plate,2,0.2,30.0
2645,0,1,,0,2,None_cut,3.8916666666666613,3,0,3,tomato_cut,3.6249999999999956,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,64.66080486772191,39.91223009390221,,tomato_salad,1,1.0,12.0,71.70196048263347,24.49189088134284,,plate,2,0.2,30.0
2646,0,1,,0,2,None_cut,3.8916666666666613,3,0,3,tomato_cut,3.6249999999999956,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,65.16076911675233,39.91820919847686,,tomato_salad,1,1.0,12.0,70.81260420163471,25.37026745516934,,plate,2,0.2,30.0
2647,0,1,,0,2,None_cut,3.8916666666666613,3,0,3,tomato_cut,3.6249999999999956,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,65.66073336578276,39.92418830305151,,tomato_salad,1,1.0,12.0,69.92324792063596,26.24864402899584,,plate,2,0.2,30.0
2648,0,1,,0,2,None_cut,3.8916666666666613,3,0,3,tomato_cut,3.6249999999999956,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,66.16069761481319,39.93016740762616,,tomato_salad,1,1.0,12.0,69.0338916396372,27.12702060282234,,plate,2,0.2,30.0
2649,0,1,,0,2,None_cut,3.8916666666666613,3,0,3,tomato_cut,3.6249999999999956,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,66.66066186384361,39.93614651220081,,tomato_salad,1,1.0,12.0,68.14453535863845,28.00539717664884,,plate,2,0.2,30.0
2650,0,1,,0,2,None_cut,3.8916666666666613,3,0,3,tomato_cut,3.6249999999999956,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,67.16062611287404,39.942125616775456,,tomato_salad,1,1.0,12.0,67.2551790776397,28.883773750475342,,plate,2,0.2,30.0
2651,0,1,,0,2,None_cut,3.8916666666666613,3,0,3,tomato_cut,3.6249999999999956,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,67.66059036190447,39.948104721350106,,tomato_salad,1,1.0,12.0,66.36582279664094,29.762150324301842,,plate,2,0.2,30.0
2652,0,1,,0,2,None_cut,3.8916666666666613,3,0,3,tomato_cut,3.6249999999999956,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,68.1605546109349,39.954083825924755,,tomato_salad,1,1.0,12.0,65.47646651564219,30.640526898128343,,plate,2,0.2,30.0
2653,0,1,,0,2,None_cut,3.8916666666666613,3,0,3,tomato_cut,3.6249999999999956,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,68.66051885996532,39.960062930499404,,tomato_salad,1,1.0,12.0,64.58711023464343,31.518903471954843,,plate,2,0.2,30.0
2654,0,1,,0,2,None_cut,3.8916666666666613,3,0,3,tomato_cut,3.6249999999999956,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,69.16048310899575,39.96604203507406,,tomato_salad,1,1.0,12.0,63.69775395364444,32.39728004578134,,plate,2,0.2,30.0
2655,0,1,,0,2,None_cut,3.8916666666666613,3,0,3,tomato_cut,3.6249999999999956,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,69.66044735802618,39.97202113964871,,tomato_salad,1,1.0,12.0,62.80839767264497,33.275656619607844,,plate,2,0.2,30.0
2656,0,1,,0,2,None_cut,3.8916666666666613,3,0,3,tomato_cut,3.6249999999999956,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,70.1604116070566,39.97800024422336,,tomato_salad,1,1.0,12.0,61.91904139164551,34.154033193434344,,plate,2,0.2,30.0
2657,0,1,,0,2,None_cut,3.8916666666666613,3,0,3,tomato_cut,3.6249999999999956,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,70.66037585608703,39.98397934879801,,tomato_salad,1,1.0,12.0,61.02968511064632,35.032409767260845,,plate,2,0.2,30.0
2658,0,1,,0,2,None_cut,3.8916666666666613,3,0,3,tomato_cut,3.6249999999999956,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,71.16034010511746,39.98995845337266,,tomato_salad,1,1.0,12.0,60.14032882964735,35.910786341087345,,plate,2,0.2,30.0
2659,0,1,,0,2,None_cut,3.8916666666666613,3,0,3,tomato_cut,3.6249999999999956,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,71.66030435414788,39.99593755794731,,tomato_salad,1,1.0,12.0,59.25097254864839,36.789162914913845,,plate,2,0.2,30.0
2660,0,1,,0,2,None_cut,3.8916666666666613,3,0,3,tomato_cut,3.6249999999999956,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,72.05640777634764,40.25060559985764,,tomato_salad,1,1.0,12.0,58.361616267649424,37.667539488740346,,plate,2,0.2,30.0
2661,0,1,,0,2,None_cut,3.8916666666666613,3,0,3,tomato_cut,3.6249999999999956,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,72.41212087700214,40.60198600628741,,tomato_salad,1,1.0,12.0,57.47225998665046,38.545916062566846,,plate,2,0.2,30.0
2662,0,1,,0,2,None_cut,3.8916666666666613,3,0,3,tomato_cut,3.6249999999999956,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,72.76783397765664,40.95336641271718,,tomato_salad,1,1.0,12.0,56.582903705651496,39.424292636393346,,plate,2,0.2,30.0
2663,0,1,,0,2,None_cut,3.8916666666666613,3,0,3,tomato_cut,3.6249999999999956,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,73.12354707831113,41.30474681914695,,tomato_salad,1,1.0,12.0,56.0,40.0,,plate,2,0.2,30.0
2664,0,1,,0,2,None_cut,3.8916666666666613,3,0,3,tomato_cut,3.6249999999999956,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,73.47926017896563,41.65612722557672,,tomato_salad,1,1.0,12.0,56.0,40.0,,,2,0.2,30.0
2665,0,1,,0,2,None_cut,3.8916666666666613,3,0,3,tomato_cut,3.6249999999999956,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,73.83497327962013,42.00750763200649,,tomato_salad,1,1.0,12.0,56.0,40.0,,,2,0.2,30.0
2666,0,1,,0,2,None_cut,3.8916666666666613,3,0,3,tomato_cut,3.6249999999999956,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,74.19068638027463,42.358888038436255,,tomato_salad,1,1.0,12.0,56.0,40.0,,,2,0.2,30.0
2667,0,1,,0,2,None_cut,3.8916666666666613,3,0,3,tomato_cut,3.6249999999999956,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,74.54639948092913,42.710268444866024,,tomato_salad,1,1.0,12.0,56.0,40.0,,,2,0.2,30.0
2668,0,1,,0,2,None_cut,3.8916666666666613,3,0,3,tomato_cut,3.6249999999999956,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,74.90211258158362,43.06164885129579,,tomato_salad,1,1.0,12.0,56.0,40.0,,,2,0.2,30.0
2669,0,1,,0,2,None_cut,3.8916666666666613,3,0,3,tomato_cut,3.6249999999999956,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,75.25782568223812,43.41302925772556,,tomato_salad,1,1.0,12.0,56.0,40.0,,,2,0.2,30.0
2670,0,1,,0,2,None_cut,3.8916666666666613,3,0,3,tomato_cut,3.6249999999999956,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,75.61353878289262,43.76440966415533,,tomato_salad,1,1.0,12.0,56.0,40.0,,,2,0.2,30.0
2671,0,1,,0,2,None_cut,3.8916666666666613,3,0,3,tomato_cut,3.6249999999999956,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,75.96925188354712,44.1157900705851,,tomato_salad,1,1.0,12.0,56.0,40.0,,,2,0.2,30.0
2672,0,1,,0,2,None_cut,3.8916666666666613,3,0,3,tomato_cut,3.6249999999999956,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,76.32496498420161,44.46717047701487,,tomato_salad,1,1.0,12.0,56.0,40.0,,,2,0.2,30.0
2673,0,1,,0,2,None_cut,3.8916666666666613,3,0,3,tomato_cut,3.6249999999999956,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,76.68067808485611,44.8185508834447,,tomato_salad,1,1.0,12.0,56.0,40.0,,,2,0.2,30.0
2674,0,1,,0,2,None_cut,3.8916666666666613,3,0,3,tomato_cut,3.6249999999999956,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,77.03639118551061,45.16993128987515,,tomato_salad,1,1.0,12.0,56.0,40.0,,,2,0.2,30.0
2675,0,1,,0,2,None_cut,3.8916666666666613,3,0,3,tomato_cut,3.6249999999999956,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,77.39210428616511,45.5213116963056,,tomato_salad,1,1.0,12.0,56.0,40.0,,,2,0.2,30.0
2676,0,1,,0,2,None_cut,3.8916666666666613,3,0,3,tomato_cut,3.6249999999999956,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,77.7478173868196,45.87269210273605,,tomato_salad,1,1.0,12.0,56.0,40.0,,,2,0.2,30.0
2677,0,1,,0,2,None_cut,3.8916666666666613,3,0,3,tomato_cut,3.6249999999999956,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,78.1035304874741,46.224072509166504,,tomato_salad,1,1.0,12.0,56.0,40.0,,,2,0.2,30.0
2678,0,1,,0,2,None_cut,3.8916666666666613,3,0,3,tomato_cut,3.6249999999999956,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,78.4592435881286,46.57545291559696,,tomato_salad,1,1.0,12.0,56.0,40.0,,,2,0.2,30.0
2679,0,1,,0,2,None_cut,3.8916666666666613,3,0,3,tomato_cut,3.6249999999999956,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,78.8149566887831,46.92683332202741,,tomato_salad,1,1.0,12.0,55.11611652351695,39.11611652351695,,,2,0.2,30.0
2680,0,1,,0,2,None_cut,3.8916666666666613,3,0,3,tomato_cut,3.6249999999999956,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,79.1706697894376,47.278213728457864,,tomato_salad,1,1.0,12.0,54.2322330470339,38.2322330470339,,,2,0.2,30.0
2681,0,1,,0,2,None_cut,3.8916666666666613,3,0,3,tomato_cut,3.6249999999999956,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,79.5263828900921,47.629594134888315,,tomato_salad,1,1.0,12.0,53.34834957055085,37.34834957055085,,,2,0.2,30.0
2682,0,1,,0,2,None_cut,3.8916666666666613,3,0,3,tomato_cut,3.6249999999999956,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,79.88209599074659,47.980974541318766,,tomato_salad,1,1.0,12.0,52.4644660940678,36.4644660940678,,,2,0.2,30.0
2683,0,1,,0,2,None_cut,3.8916666666666613,3,0,3,tomato_cut,3.6249999999999956,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,80.23780909140109,48.33235494774922,,tomato_salad,1,1.0,12.0,51.58058261758475,35.58058261758475,,,2,0.2,30.0
2684,0,1,,0,2,None_cut,3.8916666666666613,3,0,3,tomato_cut,3.6249999999999956,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,80.59352219205559,48.68373535417967,,tomato_salad,1,1.0,12.0,50.6966991411017,34.6966991411017,,,2,0.2,30.0
2685,0,1,,0,2,None_cut,3.8916666666666613,3,0,3,tomato_cut,3.6249999999999956,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,80.94923529271009,49.035115760610125,,tomato_salad,1,1.0,12.0,49.812815664618654,33.812815664618654,,,2,0.2,30.0
2686,0,1,,0,2,None_cut,3.8916666666666613,3,0,3,tomato_cut,3.6249999999999956,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,81.30494839336458,49.386496167040576,,tomato_salad,1,1.0,12.0,48.928932188135605,32.928932188135605,,,2,0.2,30.0
2687,0,1,,0,2,None_cut,3.8916666666666613,3,0,3,tomato_cut,3.6249999999999956,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,81.66066149401908,49.73787657347103,,tomato_salad,1,1.0,12.0,48.045048711652555,32.045048711652555,,,2,0.2,30.0
