tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,f6fdf28e0e04d635_score,player_3c3a1af0_x,player_3c3a1af0_y,player_3c3a1af0_move_target,player_3c3a1af0_item,player_3c3a1af0_score,player_3c3a1af0_cut_speed,player_3c3a1af0_speed,player_8f76aed0_x,player_8f76aed0_y,player_8f76aed0_move_target,player_8f76aed0_item,player_8f76aed0_score,player_8f76aed0_cut_speed,player_8f76aed0_speed
2171,0,1,,0,2,None_cut,3.024999999999992,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,38.194565433036246,25.828002499051042,,,1,1.0,12.0,24.0,40.0,,tomato_cut,0,0.2,30.0
2172,0,1,,0,2,None_cut,3.024999999999992,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,38.545916062566846,25.472259986651327,,,1,1.0,12.0,24.0,40.0,,tomato_cut,0,0.2,30.0
2173,0,1,,0,2,None_cut,3.024999999999992,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,38.897266692097446,25.116517474251612,,,1,1.0,12.0,24.0,40.0,,tomato_cut,0,0.2,30.0
2174,0,1,,0,2,None_cut,3.024999999999992,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,39.248617321628046,24.760774961851897,,,1,1.0,12.0,24.0,40.0,,tomato_cut,0,0.2,30.0
2175,0,1,,0,2,None_cut,3.024999999999992,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,39.599967951158646,24.405032449452182,,,1,1.0,12.0,24.0,40.0,,tomato_cut,0,0.2,30.0
2176,0,1,,0,2,None_cut,3.024999999999992,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.013735514180425,24.196125625563692,,,1,1.0,12.0,24.0,40.0,,tomato_cut,0,0.2,30.0
2177,0,1,,0,2,None_cut,3.024999999999992,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.51369789011859,24.18999189533383,,,1,1.0,12.0,24.0,40.0,,tomato_cut,0,0.2,30.0
2178,0,1,,0,2,None_cut,3.024999999999992,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,41.01366026605676,24.183858165103967,,,1,1.0,12.0,24.0,40.0,,tomato_cut,0,0.2,30.0
2179,0,1,,0,2,None_cut,3.024999999999992,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,41.51362264199493,24.177724434874104,,,1,1.0,12.0,24.0,40.0,,tomato_cut,0,0.2,30.0
2180,0,1,,0,2,None_cut,3.024999999999992,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,42.013585017933096,24.17159070464424,,,1,1.0,12.0,24.0,40.0,,tomato_cut,0,0.2,30.0
2181,0,1,,0,2,None_cut,3.024999999999992,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,42.513547393871264,24.16545697441438,,,1,1.0,12.0,24.0,40.0,,tomato_cut,0,0.2,30.0
2182,0,1,,0,2,None_cut,3.024999999999992,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,43.01350976980943,24.159323244184517,,,1,1.0,12.0,24.0,41.250000000000284,,tomato_cut,0,0.2,30.0
2183,0,1,,0,2,None_cut,3.024999999999992,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,43.5134721457476,24.153189513954654,,,1,1.0,12.0,24.0,42.50000000000057,,tomato_cut,0,0.2,30.0
2184,0,1,,0,2,None_cut,3.024999999999992,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,44.01343452168577,24.14705578372479,,,1,1.0,12.0,24.0,43.75000000000085,,tomato_cut,0,0.2,30.0
2185,0,1,,0,2,None_cut,3.024999999999992,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,44.513396897623934,24.14092205349493,,,1,1.0,12.0,24.0,45.00000000000114,,tomato_cut,0,0.2,30.0
2186,0,1,,0,2,None_cut,3.024999999999992,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,45.0133592735621,24.134788323265067,,,1,1.0,12.0,24.0,46.25000000000142,,tomato_cut,0,0.2,30.0
2187,0,1,,0,2,None_cut,3.024999999999992,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,45.51332164950027,24.128654593035204,,,1,1.0,12.0,24.0,47.500000000001705,,tomato_cut,0,0.2,30.0
2188,0,1,,0,2,None_cut,3.024999999999992,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,46.01328402543844,24.12252086280534,,,1,1.0,12.0,24.0,48.75000000000199,,tomato_cut,0,0.2,30.0
2189,0,1,,0,2,None_cut,3.024999999999992,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,46.513246401376605,24.11638713257548,,,1,1.0,12.0,24.0,50.000000000002274,,tomato_cut,0,0.2,30.0
2190,0,1,,0,2,None_cut,3.024999999999992,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,47.01320877731477,24.110253402345617,,,1,1.0,12.0,24.0,51.25000000000256,,tomato_cut,0,0.2,30.0
2191,0,1,,0,2,None_cut,3.024999999999992,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,47.51317115325294,24.104119672115754,,,1,1.0,12.0,24.0,52.50000000000284,,tomato_cut,0,0.2,30.0
2192,0,1,,0,2,None_cut,3.024999999999992,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,48.01313352919111,24.09798594188589,,,1,1.0,12.0,24.0,53.750000000003126,,tomato_cut,0,0.2,30.0
2193,0,1,,0,2,None_cut,3.024999999999992,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,48.513095905129276,24.09185221165603,,,1,1.0,12.0,24.0,55.00000000000341,,tomato_cut,0,0.2,30.0
2194,0,1,,0,2,None_cut,3.024999999999992,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,49.013058281067444,24.085718481426166,,,1,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
2195,0,1,,0,2,None_cut,3.024999999999992,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,49.51302065700561,24.079584751196304,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2196,0,1,,0,2,None_cut,3.024999999999992,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,50.01298303294378,24.07345102096644,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2197,0,1,,0,2,None_cut,3.024999999999992,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,50.51294540888195,24.06731729073658,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2198,0,1,,0,2,None_cut,3.024999999999992,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,51.012907784820115,24.061183560506716,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2199,0,1,,0,2,None_cut,3.024999999999992,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,51.51287016075828,24.055049830276854,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2200,0,1,,0,2,None_cut,3.024999999999992,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,52.01283253669645,24.04891610004699,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2201,0,1,,0,2,None_cut,3.024999999999992,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,52.51279491263462,24.04278236981713,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2202,0,1,,0,2,None_cut,3.024999999999992,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,53.012757288572786,24.036648639587266,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2203,0,1,,0,2,None_cut,3.024999999999992,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,53.51271966451095,24.030514909357404,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2204,0,1,,0,2,None_cut,3.024999999999992,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,54.01268204044912,24.02438117912754,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2205,0,1,,0,2,None_cut,3.024999999999992,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,54.51264441638729,24.01824744889768,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2206,0,1,,0,2,None_cut,3.024999999999992,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,55.01260679232546,24.012113718667816,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2207,0,1,,0,2,None_cut,3.024999999999992,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,55.512569168263624,24.005979988437954,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2208,0,1,,0,2,None_cut,3.024999999999992,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.01254734395924,24.002391018162168,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2209,0,1,,0,2,None_cut,3.024999999999992,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.512547338367526,24.002316240203765,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2210,0,1,,0,2,None_cut,3.024999999999992,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,57.01254733277581,24.00224146224536,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2211,0,1,,0,2,None_cut,3.024999999999992,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,57.512547327184095,24.00216668428696,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2212,0,1,,0,2,None_cut,3.024999999999992,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,58.01254732159238,24.002091906328555,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2213,0,1,,0,2,None_cut,3.024999999999992,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,58.51254731600066,24.002017128370152,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2214,0,1,,0,2,None_cut,3.024999999999992,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,59.01254731040895,24.00194235041175,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2215,0,1,,0,2,None_cut,3.024999999999992,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,59.51254730481723,24.001867572453346,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2216,0,1,,0,2,None_cut,3.024999999999992,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,60.01254729922552,24.001792794494943,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2217,0,1,,0,2,None_cut,3.024999999999992,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,60.5125472936338,24.00171801653654,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2218,0,1,,0,2,None_cut,3.024999999999992,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,61.012547288042086,24.001643238578175,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2219,0,1,,0,2,None_cut,3.024999999999992,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,61.51254728245037,24.00156846061995,,,1,1.0,12.0,24.0,56.0,,tomato_salad,0,0.2,30.0
2220,0,1,,0,2,None_cut,3.024999999999992,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,62.012547276858655,24.001493682661724,,,1,1.0,12.0,24.0,56.0,,tomato_salad,0,0.2,30.0
2221,0,1,,0,2,None_cut,3.024999999999992,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,62.51254727126694,24.0014189047035,,,1,1.0,12.0,24.0,56.0,,tomato_salad,0,0.2,30.0
2222,0,1,,0,2,None_cut,3.024999999999992,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,63.012547265675224,24.001344126745273,,,1,1.0,12.0,24.0,56.0,,tomato_salad,0,0.2,30.0
2223,0,1,,0,2,None_cut,3.024999999999992,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,63.51254726008351,24.001269348787048,,,1,1.0,12.0,24.0,56.0,,tomato_salad,0,0.2,30.0
2224,0,1,,0,2,None_cut,3.024999999999992,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,64.01254725449178,24.001194570828822,,,1,1.0,12.0,24.0,56.0,,tomato_salad,0,0.2,30.0
2225,0,1,,0,2,None_cut,3.024999999999992,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,64.51254724889935,24.001119792870597,,,1,1.0,12.0,24.0,56.0,,tomato_salad,0,0.2,30.0
2226,0,1,,0,2,None_cut,3.024999999999992,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,65.01254724330693,24.00104501491237,,,1,1.0,12.0,24.0,56.0,,tomato_salad,0,0.2,30.0
2227,0,1,,0,2,None_cut,3.024999999999992,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,65.5125472377145,24.000970236954146,,,1,1.0,12.0,24.0,56.0,,tomato_salad,0,0.2,30.0
2228,0,1,,0,2,None_cut,3.024999999999992,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,66.01254723212207,24.00089545899592,,,1,1.0,12.0,24.0,56.0,,tomato_salad,0,0.2,30.0
2229,0,1,,0,2,None_cut,3.024999999999992,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,66.51254722652965,24.000820681037695,,,1,1.0,12.0,24.0,56.0,,tomato_salad,0,0.2,30.0
2230,0,1,,0,2,None_cut,3.024999999999992,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,67.01254722093722,24.00074590307947,,,1,1.0,12.0,24.0,56.0,,tomato_salad,0,0.2,30.0
2231,0,1,,0,2,None_cut,3.024999999999992,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,67.5125472153448,24.000671125121244,,,1,1.0,12.0,24.0,56.0,,tomato_salad,0,0.2,30.0
2232,0,1,,0,2,None_cut,3.024999999999992,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,68.01254720975237,24.00059634716302,,,1,1.0,12.0,24.0,56.0,,tomato_salad,0,0.2,30.0
2233,0,1,,0,2,None_cut,3.024999999999992,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,68.51254720415994,24.000521569204796,,,1,1.0,12.0,24.0,56.0,,tomato_salad,0,0.2,30.0
2234,0,1,,0,2,None_cut,3.024999999999992,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,69.01254719856752,24.00044679124657,,,1,1.0,12.0,24.0,56.0,,tomato_salad,0,0.2,30.0
2235,0,1,,0,2,None_cut,3.024999999999992,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,69.51254719297509,24.000372013288345,,,1,1.0,12.0,24.0,56.0,,tomato_salad,0,0.2,30.0
2236,0,1,,0,2,None_cut,3.024999999999992,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,70.01254718738267,24.00029723533012,,,1,1.0,12.0,24.0,56.0,,tomato_salad,0,0.2,30.0
2237,0,1,,0,2,None_cut,3.024999999999992,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,70.51254718179024,24.000222457371894,,,1,1.0,12.0,24.0,56.0,,tomato_salad,0,0.2,30.0
2238,0,1,,0,2,None_cut,3.024999999999992,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,71.01254717619781,24.00014767941367,,,1,1.0,12.0,24.0,56.0,,tomato_salad,0,0.2,30.0
2239,0,1,,0,2,None_cut,3.024999999999992,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,71.51254717060539,24.000072901455443,,,1,1.0,12.0,24.0,56.0,,tomato_salad,0,0.2,30.0
2240,0,1,,0,2,None_cut,3.024999999999992,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.01254716736159,24.00002914738004,,,1,1.0,12.0,24.0,56.0,,tomato_salad,0,0.2,30.0
2241,0,1,,0,2,None_cut,3.024999999999992,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.51254716736113,24.000028235809488,,,1,1.0,12.0,24.0,56.0,,tomato_salad,0,0.2,30.0
2242,0,1,,0,2,None_cut,3.024999999999992,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,73.01254716736068,24.000027324238935,,,1,1.0,12.0,24.0,56.0,,tomato_salad,0,0.2,30.0
2243,0,1,,0,2,None_cut,3.024999999999992,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,73.51254716736022,24.000026412668383,,,1,1.0,12.0,24.0,56.0,,tomato_salad,0,0.2,30.0
2244,0,1,,0,2,None_cut,3.024999999999992,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,74.01254716735977,24.00002550109783,,,1,1.0,12.0,24.0,56.0,,tomato_salad,0,0.2,30.0
2245,0,1,,0,2,None_cut,3.024999999999992,3,0,3,tomato_cut,4.0,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,74.51254716735932,24.00002458952728,,,1,1.0,12.0,24.0,56.0,,tomato_salad,0,0.2,30.0
