tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,39e1956aac78bf97_score,player_2d7f2af9_x,player_2d7f2af9_y,player_2d7f2af9_move_target,player_2d7f2af9_item,player_2d7f2af9_score,player_2d7f2af9_cut_speed,player_2d7f2af9_speed,player_a59e63a3_x,player_a59e63a3_y,player_a59e63a3_move_target,player_a59e63a3_item,player_a59e63a3_score,player_a59e63a3_cut_speed,player_a59e63a3_speed,479def6cda307ce9_score,73d7445ef80b7b3a_message,4bcfd290f3ea38a4_score
4252,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,tomato,0.14166666666666666,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,96.25000000001279,24.0,,,0,0.2,30.0,,,0.0
4253,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,tomato,0.14166666666666666,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,97.50000000001307,24.0,,,0,0.2,30.0,,,0.0
4254,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,tomato,0.14166666666666666,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,98.75000000001336,24.0,,,0,0.2,30.0,,,0.0
4255,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,tomato,0.14166666666666666,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,100.00000000001364,24.0,,,0,0.2,30.0,,,0.0
4256,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,tomato,0.14166666666666666,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,101.25000000001393,24.0,,,0,0.2,30.0,,,0.0
4257,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,tomato,0.14166666666666666,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,102.50000000001421,24.0,,,0,0.2,30.0,,,0.0
4258,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,tomato,0.14166666666666666,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,103.7500000000145,24.0,,,0,0.2,30.0,,,0.0
4259,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,tomato,0.14166666666666666,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,105.00000000001478,24.0,,,0,0.2,30.0,,,0.0
4260,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,tomato,0.14166666666666666,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,106.25000000001506,24.0,,,0,0.2,30.0,,,0.0
4261,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,tomato,0.14166666666666666,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,107.50000000001535,24.0,,,0,0.2,30.0,,,0.0
4262,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,tomato,0.14166666666666666,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,108.75000000001563,24.0,,,0,0.2,30.0,,,0.0
4263,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,tomato,0.14166666666666666,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,110.00000000001592,24.0,,,0,0.2,30.0,,,0.0
4264,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,tomato,0.14166666666666666,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,111.2500000000162,24.0,,,0,0.2,30.0,,,0.0
4265,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,tomato,0.14166666666666666,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,112.50000000001648,24.0,,,0,0.2,30.0,,,0.0
4266,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,tomato,0.14166666666666666,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,113.75000000001677,24.0,,,0,0.2,30.0,,,0.0
4267,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,tomato,0.14166666666666666,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,115.00000000001705,24.0,,,0,0.2,30.0,,,0.0
4268,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,tomato,0.14166666666666666,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,116.25000000001734,24.0,,,0,0.2,30.0,,,0.0
4269,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,tomato,0.14166666666666666,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,117.50000000001762,24.0,,,0,0.2,30.0,,,0.0
4270,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,tomato,0.14166666666666666,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,118.7500000000179,24.0,,,0,0.2,30.0,,,0.0
4271,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,tomato,0.14166666666666666,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,120.00000000001819,24.0,,,0,0.2,30.0,,,0.0
4272,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,tomato,0.14166666666666666,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,121.25000000001847,24.0,,,0,0.2,30.0,,,0.0
4273,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,tomato,0.14166666666666666,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,122.50000000001876,24.0,,,0,0.2,30.0,,,0.0
4274,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,tomato,0.14166666666666666,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,123.75000000001904,24.0,,,0,0.2,30.0,,,0.0
4275,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,tomato,0.14166666666666666,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,125.00000000001933,24.0,,,0,0.2,30.0,,,0.0
4276,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,tomato,0.14166666666666666,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,126.25000000001961,24.0,,,0,0.2,30.0,,,0.0
4277,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,tomato,0.14166666666666666,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,127.5000000000199,24.0,,,0,0.2,30.0,,,0.0
4278,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,tomato,0.14166666666666666,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,128.75000000001933,24.0,,,0,0.2,30.0,,,0.0
4279,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,tomato,0.14166666666666666,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,130.0000000000182,24.0,,,0,0.2,30.0,,,0.0
4280,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,tomato,0.14166666666666666,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,131.25000000001705,24.0,,,0,0.2,30.0,,,0.0
4281,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,tomato,0.14166666666666666,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,132.50000000001592,24.0,,,0,0.2,30.0,,,0.0
4282,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,tomato,0.14166666666666666,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,133.75000000001478,24.0,,,0,0.2,30.0,,,0.0
4283,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,tomato,0.14166666666666666,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,135.00000000001364,24.0,,,0,0.2,30.0,,,0.0
4284,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,tomato,0.14166666666666666,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,136.0,24.0,,,0,0.2,30.0,,,0.0
4285,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,tomato,0.14166666666666666,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
4286,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,tomato,0.14166666666666666,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
4287,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,tomato,0.14166666666666666,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
4288,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,tomato,0.14166666666666666,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
4289,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,tomato,0.14166666666666666,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
4290,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,tomato,0.14166666666666666,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
4291,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,tomato,0.14166666666666666,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
4292,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,tomato,0.14166666666666666,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
4293,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,tomato,0.14166666666666666,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
4294,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,tomato,0.14166666666666666,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
4295,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,tomato,0.14166666666666666,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
4296,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,tomato,0.14166666666666666,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
4297,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,tomato,0.14166666666666666,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
4298,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,tomato,0.14166666666666666,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
4299,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,tomato,0.14166666666666666,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
4300,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,tomato,0.14166666666666666,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
4301,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,tomato,0.14166666666666666,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
4302,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,tomato,0.14166666666666666,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
4303,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,tomato,0.14166666666666666,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
4304,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,tomato,0.14166666666666666,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
4305,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,tomato,0.14166666666666666,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
4306,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,tomato,0.14166666666666666,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
4307,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,tomato,0.14166666666666666,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
4308,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,tomato,0.14166666666666666,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
4309,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,tomato,0.14166666666666666,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
4310,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,tomato,0.14166666666666666,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
4311,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,tomato,0.14166666666666666,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
4312,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,tomato,0.14166666666666666,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
4313,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,tomato,0.14166666666666666,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
4314,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,tomato,0.14166666666666666,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
4315,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,tomato,0.14166666666666666,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
4316,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,tomato,0.14166666666666666,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
4317,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,tomato,0.14166666666666666,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
4318,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,tomato,0.14166666666666666,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,134.75000000000114,24.0,,plate,0,0.2,30.0,,,0.0
