tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,af15558a8a857fba_score,player_9e5bc73f_x,player_9e5bc73f_y,player_9e5bc73f_move_target,player_9e5bc73f_item,player_9e5bc73f_score,player_9e5bc73f_cut_speed,player_9e5bc73f_speed,player_724e127c_x,player_724e127c_y,player_724e127c_move_target,player_724e127c_item,player_724e127c_score,player_724e127c_cut_speed,player_724e127c_speed
2371,0,1,,0,2,None_cut,3.62499999999999,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,56.0,68.50000000000284,,tomato,1,0.2,30.0
2372,0,1,,0,2,None_cut,3.62499999999999,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,56.0,69.75000000000313,,tomato,1,0.2,30.0
2373,0,1,,0,2,None_cut,3.62499999999999,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,56.0,71.00000000000341,,tomato,1,0.2,30.0
2374,0,1,,0,2,None_cut,3.62499999999999,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,56.0,72.2500000000037,,tomato,1,0.2,30.0
2375,0,1,,0,2,None_cut,3.62499999999999,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,56.0,73.50000000000398,,tomato,1,0.2,30.0
2376,0,1,,0,2,None_cut,3.62499999999999,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,56.0,74.75000000000426,,tomato,1,0.2,30.0
2377,0,1,,0,2,None_cut,3.62499999999999,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,56.0,76.00000000000455,,tomato,1,0.2,30.0
2378,0,1,,0,2,None_cut,3.62499999999999,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,56.0,77.25000000000483,,tomato,1,0.2,30.0
2379,0,1,,0,2,None_cut,3.62499999999999,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,56.0,78.50000000000512,,tomato,1,0.2,30.0
2380,0,1,,0,2,None_cut,3.62499999999999,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,56.0,79.7500000000054,,tomato,1,0.2,30.0
2381,0,1,,0,2,None_cut,3.62499999999999,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,56.0,81.00000000000568,,tomato,1,0.2,30.0
2382,0,1,,0,2,None_cut,3.62499999999999,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,56.0,82.25000000000597,,tomato,1,0.2,30.0
2383,0,1,,0,2,None_cut,3.62499999999999,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,56.0,83.50000000000625,,tomato,1,0.2,30.0
2384,0,1,,0,2,None_cut,3.62499999999999,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,56.0,84.75000000000654,,tomato,1,0.2,30.0
2385,0,1,,0,2,None_cut,3.62499999999999,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,56.0,86.00000000000682,,tomato,1,0.2,30.0
2386,0,1,,0,2,None_cut,3.62499999999999,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,56.0,87.2500000000071,,tomato,1,0.2,30.0
2387,0,1,,0,2,None_cut,3.62499999999999,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,55.50810911865716,88.29803951736653,,tomato,1,0.2,30.0
2388,0,1,,0,2,None_cut,3.62499999999999,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,54.62973254483066,89.18739579836529,,tomato,1,0.2,30.0
2389,0,1,,0,2,None_cut,3.62499999999999,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,53.75135597100416,90.07675207936404,,tomato,1,0.2,30.0
2390,0,1,,0,2,None_cut,3.62499999999999,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,52.87297939717766,90.9661083603628,,tomato,1,0.2,30.0
2391,0,1,,0,2,None_cut,3.62499999999999,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,51.99460282335116,91.85546464136155,,tomato,1,0.2,30.0
2392,0,1,,0,2,None_cut,3.62499999999999,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,51.11622624952466,92.7448209223603,,tomato,1,0.2,30.0
2393,0,1,,0,2,None_cut,3.62499999999999,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,50.23784967569816,93.63417720335906,,tomato,1,0.2,30.0
2394,0,1,,0,2,None_cut,3.62499999999999,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,49.35947310187166,94.52353348435781,,tomato,1,0.2,30.0
2395,0,1,,0,2,None_cut,3.62499999999999,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,48.48109652804516,95.41288976535657,,tomato,1,0.2,30.0
2396,0,1,,0,2,None_cut,3.62499999999999,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,47.60271995421866,96.30224604635532,,tomato,1,0.2,30.0
2397,0,1,,0,2,None_cut,3.62499999999999,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,46.724343380392156,97.19160232735408,,tomato,1,0.2,30.0
2398,0,1,,0,2,None_cut,3.62499999999999,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,45.845966806565656,98.08095860835283,,tomato,1,0.2,30.0
2399,0,1,,0,2,None_cut,3.62499999999999,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,44.967590232739155,98.97031488935158,,tomato,1,0.2,30.0
2400,0,1,,0,2,None_cut,3.62499999999999,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,44.089213658912655,99.85967117035034,,tomato,1,0.2,30.0
2401,0,1,,0,2,None_cut,3.62499999999999,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,43.210837085086155,100.7490274513491,,tomato,1,0.2,30.0
2402,0,1,,0,2,None_cut,3.62499999999999,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,42.332460511259654,101.63838373234866,,tomato,1,0.2,30.0
2403,0,1,,0,2,None_cut,3.62499999999999,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,41.454083937433154,102.52774001334835,,tomato,1,0.2,30.0
2404,0,1,,0,2,None_cut,3.62499999999999,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,40.575707363606654,103.41709629434803,,tomato,1,0.2,30.0
2405,0,1,,0,2,None_cut,3.62499999999999,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,39.688391623026064,103.31936371188569,,tomato,1,0.2,30.0
2406,0,1,,0,2,None_cut,3.62499999999999,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,38.794052251424404,102.44606130813175,,tomato,1,0.2,30.0
2407,0,1,,0,2,None_cut,3.62499999999999,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,37.899712879822744,101.5727589043778,,tomato,1,0.2,30.0
2408,0,1,,0,2,None_cut,3.62499999999999,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,37.00537350822108,100.69945650062387,,tomato,1,0.2,30.0
2409,0,1,,0,2,None_cut,3.62499999999999,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,36.11103413661942,99.82615409686993,,tomato,1,0.2,30.0
2410,0,1,,0,2,None_cut,3.62499999999999,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,35.21669476501776,98.95285169311599,,tomato,1,0.2,30.0
2411,0,1,,0,2,None_cut,3.62499999999999,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,34.3223553934161,98.07954928936205,,tomato,1,0.2,30.0
2412,0,1,,0,2,None_cut,3.62499999999999,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,33.42801602181444,97.20624688560811,,tomato,1,0.2,30.0
2413,0,1,,0,2,None_cut,3.62499999999999,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,32.53367665021278,96.33294448185417,,tomato,1,0.2,30.0
2414,0,1,,0,2,None_cut,3.62499999999999,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,31.639337278611123,95.45964207810023,,tomato,1,0.2,30.0
2415,0,1,,0,2,None_cut,3.62499999999999,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,30.744997907009463,94.58633967434629,,tomato,1,0.2,30.0
2416,0,1,,0,2,None_cut,3.62499999999999,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,29.850658535407803,93.71303727059235,,tomato,1,0.2,30.0
2417,0,1,,0,2,None_cut,3.62499999999999,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,28.956319163806143,92.83973486683841,,tomato,1,0.2,30.0
2418,0,1,,0,2,None_cut,3.62499999999999,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,28.061979792204546,91.96643246308447,,tomato,1,0.2,30.0
2419,0,1,,0,2,None_cut,3.62499999999999,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,27.16764042060324,91.09313005933053,,tomato,1,0.2,30.0
2420,0,1,,0,2,None_cut,3.62499999999999,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,26.273301049001937,90.21982765557617,,tomato,1,0.2,30.0
2421,0,1,,0,2,None_cut,3.62499999999999,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,25.378961677400632,89.34652525182159,,tomato,1,0.2,30.0
2422,0,1,,0,2,None_cut,3.62499999999999,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,24.484622305799327,88.47322284806702,,tomato,1,0.2,30.0
2423,0,1,,0,2,None_cut,3.62499999999999,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,24.188018835610286,87.34382988687406,,tomato,1,0.2,30.0
2424,0,1,,0,2,None_cut,3.62499999999999,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,24.17270284843878,86.09392372218059,,tomato,1,0.2,30.0
2425,0,1,,0,2,None_cut,3.62499999999999,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,24.157386861267277,84.84401755748712,,tomato,1,0.2,30.0
2426,0,1,,0,2,None_cut,3.62499999999999,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,24.142070874095772,83.59411139279365,,tomato,1,0.2,30.0
2427,0,1,,0,2,None_cut,3.62499999999999,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,24.126754886924267,82.34420522810018,,tomato,1,0.2,30.0
2428,0,1,,0,2,None_cut,3.62499999999999,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,24.111438899752763,81.09429906340671,,tomato,1,0.2,30.0
2429,0,1,,0,2,None_cut,3.62499999999999,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,24.09612291258126,79.84439289871324,,tomato,1,0.2,30.0
2430,0,1,,0,2,None_cut,3.62499999999999,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,24.080806925409924,78.59448673401977,,tomato,1,0.2,30.0
2431,0,1,,0,2,None_cut,3.62499999999999,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,24.06549093823859,77.3445805693263,,tomato,1,0.2,30.0
2432,0,1,,0,2,None_cut,3.62499999999999,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,24.050174951067255,76.09467440463283,,tomato,1,0.2,30.0
2433,0,1,,0,2,None_cut,3.62499999999999,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,24.034858963895918,74.84476823993936,,tomato,1,0.2,30.0
2434,0,1,,0,2,None_cut,3.62499999999999,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,24.019542976724583,73.59486207524589,,tomato,1,0.2,30.0
2435,0,1,,0,2,None_cut,3.62499999999999,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,24.004226989553246,72.34495591055241,,tomato,1,0.2,30.0
2436,0,1,,0,2,None_cut,3.62499999999999,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,24.002226799805207,71.09496718275801,,tomato,1,0.2,30.0
2437,0,1,,0,2,None_cut,3.62499999999999,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,24.00204240061489,69.84496719635894,,tomato,1,0.2,30.0
2438,0,1,,0,2,None_cut,3.62499999999999,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,24.001858001424573,68.59496720995986,,tomato,1,0.2,30.0
2439,0,1,,0,2,None_cut,3.62499999999999,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,24.001673602234256,67.34496722356079,,tomato,1,0.2,30.0
2440,0,1,,0,2,None_cut,3.62499999999999,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,24.00148920304394,66.09496723716171,,tomato,1,0.2,30.0
2441,0,1,,0,2,None_cut,3.62499999999999,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,24.00130480385362,64.84496725076264,,tomato,1,0.2,30.0
2442,0,1,,0,2,None_cut,3.62499999999999,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,24.001120404663304,63.59496726436356,,tomato,1,0.2,30.0
2443,0,1,,0,2,None_cut,3.62499999999999,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,24.000936005472987,62.344967277964486,,tomato,1,0.2,30.0
2444,0,1,,0,2,None_cut,3.62499999999999,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,24.00075160628267,61.09496729156541,,tomato,1,0.2,30.0
2445,0,1,,0,2,None_cut,3.62499999999999,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,24.000567207092352,59.844967305166335,,tomato,1,0.2,30.0
2446,0,1,,0,2,None_cut,3.62499999999999,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,24.000382807902035,58.59496731876726,,tomato,1,0.2,30.0
2447,0,1,,0,2,None_cut,3.62499999999999,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,24.000198408711718,57.344967332368185,,tomato,1,0.2,30.0
2448,0,1,,0,2,None_cut,3.62499999999999,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,24.00002858386167,56.094967344881184,,tomato,1,0.2,30.0
2449,0,1,,0,2,None_cut,3.62499999999999,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,24.000026363923716,54.84496734488303,,tomato,1,0.2,30.0
2450,0,1,,0,2,None_cut,3.62499999999999,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,24.000024143985883,53.59496734488488,,tomato,1,0.2,30.0
2451,0,1,,0,2,None_cut,3.62499999999999,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,24.0,,tomato,0,1.0,12.0,24.00002192404805,52.344967344886726,,tomato,1,0.2,30.0
