tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,1e350d0137cdfd5c_score,player_62c672d6_x,player_62c672d6_y,player_62c672d6_move_target,player_62c672d6_item,player_62c672d6_score,player_62c672d6_cut_speed,player_62c672d6_speed,player_4640a8f4_x,player_4640a8f4_y,player_4640a8f4_move_target,player_4640a8f4_item,player_4640a8f4_score,player_4640a8f4_cut_speed,player_4640a8f4_speed,e8be5c83af8c5dae_score,4ff594504e308050_message,e3a1ac365ebce727_score
6127,test,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.5416666666666625,3,1,0,tomato,1.4583333333333337,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,plate,4,1.0,30.0,24.0,24.0,,tomato_cut,3,1.0,30.0,,,7.0
6128,test,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.5416666666666625,3,1,0,tomato,1.4583333333333337,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,plate,4,1.0,30.0,24.0,24.0,,tomato_cut,3,1.0,30.0,,,7.0
6129,test,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.5416666666666625,3,1,0,tomato,1.4583333333333337,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,plate,4,1.0,30.0,24.0,24.0,,tomato_cut,3,1.0,30.0,,,7.0
6130,test,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.5416666666666625,3,1,0,tomato,1.4583333333333337,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,plate,4,1.0,30.0,24.0,24.0,,tomato_cut,3,1.0,30.0,,,7.0
6131,test,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.5416666666666625,3,1,0,tomato,1.4583333333333337,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,plate,4,1.0,30.0,24.0,24.0,,tomato_cut,3,1.0,30.0,,,7.0
6132,test,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.5416666666666625,3,1,0,tomato,1.4583333333333337,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,plate,4,1.0,30.0,24.0,24.0,,tomato_cut,3,1.0,30.0,,,7.0
6133,test,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.5416666666666625,3,1,0,tomato,1.4583333333333337,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,plate,4,1.0,30.0,24.0,24.0,,tomato_cut,3,1.0,30.0,,,7.0
6134,test,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.5416666666666625,3,1,0,tomato,1.4583333333333337,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,plate,4,1.0,30.0,24.0,24.0,,tomato_cut,3,1.0,30.0,,,7.0
6135,test,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.5416666666666625,3,1,0,tomato,1.4583333333333337,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,plate,4,1.0,30.0,24.0,24.0,,tomato_cut,3,1.0,30.0,,,7.0
6136,test,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.5416666666666625,3,1,0,tomato,1.4583333333333337,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,plate,4,1.0,30.0,24.0,24.0,,tomato_cut,3,1.0,30.0,,,7.0
6137,test,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.5416666666666625,3,1,0,tomato,1.4583333333333337,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,plate,4,1.0,30.0,24.0,24.0,,tomato_cut,3,1.0,30.0,,,7.0
6138,test,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.5416666666666625,3,1,0,tomato,1.4583333333333337,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,plate,4,1.0,30.0,24.0,24.0,,tomato_cut,3,1.0,30.0,,,7.0
6139,test,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.5416666666666625,3,1,0,tomato,1.4583333333333337,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,plate,4,1.0,30.0,24.0,24.0,,tomato_cut,3,1.0,30.0,,,7.0
6140,test,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.5416666666666625,3,1,0,tomato,1.4583333333333337,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,plate,4,1.0,30.0,24.0,24.0,,tomato_cut,3,1.0,30.0,,,7.0
6141,test,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.5416666666666625,3,1,0,tomato,1.4583333333333337,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,plate,4,1.0,30.0,24.0,24.0,,tomato_cut,3,1.0,30.0,,,7.0
6142,test,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.5416666666666625,3,1,0,tomato,1.4583333333333337,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,plate,4,1.0,30.0,24.0,24.0,,tomato_cut,3,1.0,30.0,,,7.0
6143,test,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.5416666666666625,3,1,0,tomato,1.4583333333333337,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,plate,4,1.0,30.0,24.0,24.0,,tomato_cut,3,1.0,30.0,,,7.0
6144,test,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.5416666666666625,3,1,0,tomato,1.4583333333333337,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,plate,4,1.0,30.0,24.0,24.0,,tomato_cut,3,1.0,30.0,,,7.0
6145,test,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.5416666666666625,3,1,0,tomato,1.4583333333333337,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,plate,4,1.0,30.0,24.0,24.0,,tomato_cut,3,1.0,30.0,,,7.0
6146,test,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.5416666666666625,3,1,0,tomato,1.4583333333333337,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,plate,4,1.0,30.0,24.0,24.0,,tomato_cut,3,1.0,30.0,,,7.0
6147,test,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.5416666666666625,3,1,0,tomato,1.4583333333333337,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,plate,4,1.0,30.0,24.0,24.0,,tomato_cut,3,1.0,30.0,,,7.0
6148,test,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.5416666666666625,3,1,0,tomato,1.4583333333333337,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,plate,4,1.0,30.0,24.0,24.0,,tomato_cut,3,1.0,30.0,,,7.0
6149,test,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.5416666666666625,3,1,0,tomato,1.4583333333333337,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,plate,4,1.0,30.0,24.0,24.0,,tomato_cut,3,1.0,30.0,,,7.0
6150,test,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.5416666666666625,3,1,0,tomato,1.4583333333333337,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,plate,4,1.0,30.0,24.0,24.0,,tomato_cut,3,1.0,30.0,,,7.0
6151,test,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.5416666666666625,3,1,0,tomato,1.4583333333333337,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,plate,4,1.0,30.0,24.0,24.0,,tomato_cut,3,1.0,30.0,,,7.0
6152,test,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.5416666666666625,3,1,0,tomato,1.4583333333333337,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,plate,4,1.0,30.0,24.0,24.0,,tomato_cut,3,1.0,30.0,,,7.0
6153,test,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.5416666666666625,3,1,0,tomato,1.4583333333333337,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,plate,4,1.0,30.0,24.0,24.0,,tomato_cut,3,1.0,30.0,,,7.0
6154,test,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.5416666666666625,3,1,0,tomato,1.4583333333333337,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,plate,4,1.0,30.0,24.0,24.0,,tomato_cut,3,1.0,30.0,,,7.0
6155,test,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.5416666666666625,3,1,0,tomato,1.4583333333333337,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,plate,4,1.0,30.0,24.0,24.0,,tomato_cut,3,1.0,30.0,,,7.0
6156,test,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.5416666666666625,3,1,0,tomato,1.4583333333333337,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,plate,4,1.0,30.0,24.0,24.0,,tomato_cut,3,1.0,30.0,,,7.0
6157,test,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.5416666666666625,3,1,0,tomato,1.4583333333333337,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,plate,4,1.0,30.0,24.0,24.0,,tomato_cut,3,1.0,30.0,,,7.0
6158,test,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.5416666666666625,3,1,0,tomato,1.4583333333333337,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,plate,4,1.0,30.0,24.0,24.0,,tomato_cut,3,1.0,30.0,,,7.0
6159,test,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.5416666666666625,3,1,0,tomato,1.4583333333333337,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,plate,4,1.0,30.0,24.0,24.0,,tomato_cut,3,1.0,30.0,,,7.0
6160,test,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.5416666666666625,3,1,0,tomato,1.4583333333333337,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,plate,4,1.0,30.0,24.0,24.0,,tomato_cut,3,1.0,30.0,,,7.0
6161,test,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.5416666666666625,3,1,0,tomato,1.4583333333333337,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,plate,4,1.0,30.0,24.0,24.0,,tomato_cut,3,1.0,30.0,,,7.0
6162,test,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.5416666666666625,3,1,0,tomato,1.4583333333333337,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,plate,4,1.0,30.0,24.0,24.0,,tomato_cut,3,1.0,30.0,,,7.0
6163,test,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.5416666666666625,3,1,0,tomato,1.4583333333333337,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,plate,4,1.0,30.0,24.0,24.0,,tomato_cut,3,1.0,30.0,,,7.0
6164,test,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.5416666666666625,3,1,0,tomato,1.4583333333333337,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,plate,4,1.0,30.0,24.0,24.0,,tomato_cut,3,1.0,30.0,,,7.0
6165,test,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.5416666666666625,3,1,0,tomato,1.4583333333333337,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,plate,4,1.0,30.0,24.0,24.0,,tomato_cut,3,1.0,30.0,,,7.0
6166,test,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.5416666666666625,3,1,0,tomato,1.4583333333333337,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,plate,4,1.0,30.0,24.0,24.0,,tomato_cut,3,1.0,30.0,,,7.0
6167,test,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.5416666666666625,3,1,0,tomato,1.4583333333333337,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,plate,4,1.0,30.0,24.0,24.0,,tomato_cut,3,1.0,30.0,,,7.0
6168,test,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.5416666666666625,3,1,0,tomato,1.4583333333333337,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,plate,4,1.0,30.0,24.0,24.0,,tomato_cut,3,1.0,30.0,,,7.0
6169,test,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.5416666666666625,3,1,0,tomato,1.4583333333333337,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,plate,4,1.0,30.0,24.0,24.0,,tomato_cut,3,1.0,30.0,,,7.0
6170,test,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.5416666666666625,3,1,0,tomato,1.4583333333333337,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,plate,4,1.0,30.0,24.0,24.0,,tomato_cut,3,1.0,30.0,,,7.0
6171,test,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.5416666666666625,3,1,0,tomato,1.4583333333333337,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,plate,4,1.0,30.0,24.0,24.0,,tomato_cut,3,1.0,30.0,,,7.0
6172,test,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.5416666666666625,3,1,0,tomato,1.4583333333333337,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,plate,4,1.0,30.0,24.0,24.0,,tomato_cut,3,1.0,30.0,,,7.0
6173,test,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.5416666666666625,3,1,0,tomato,1.4583333333333337,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,plate,4,1.0,30.0,24.0,24.0,,tomato_cut,3,1.0,30.0,,,7.0
6174,test,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.5416666666666625,3,1,0,tomato,1.4583333333333337,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,plate,4,1.0,30.0,24.0,24.0,,tomato_cut,3,1.0,30.0,,,7.0
6175,test,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.5416666666666625,3,1,0,tomato,1.4583333333333337,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,plate,4,1.0,30.0,24.0,24.0,,tomato_cut,3,1.0,30.0,,,7.0
6176,test,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.5416666666666625,3,1,0,tomato,1.4583333333333337,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,plate,4,1.0,30.0,24.0,24.0,,tomato_cut,3,1.0,30.0,,,7.0
6177,test,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.5416666666666625,3,1,0,tomato,1.4583333333333337,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,plate,4,1.0,30.0,24.0,24.0,,tomato_cut,3,1.0,30.0,,,7.0
6178,test,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.5416666666666625,3,1,0,tomato,1.4583333333333337,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,plate,4,1.0,30.0,24.0,24.0,,tomato_cut,3,1.0,30.0,,,7.0
6179,test,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.5416666666666625,3,1,0,tomato,1.4583333333333337,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,plate,4,1.0,30.0,24.0,24.0,,tomato_cut,3,1.0,30.0,,,7.0
6180,test,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.5416666666666625,3,1,0,tomato,1.4583333333333337,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,plate,4,1.0,30.0,24.0,24.0,,tomato_cut,3,1.0,30.0,,,7.0
6181,test,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.5416666666666625,3,1,0,tomato,1.4583333333333337,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,plate,4,1.0,30.0,24.0,24.0,,tomato_cut,3,1.0,30.0,,,7.0
6182,test,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.5416666666666625,3,1,0,tomato,1.4583333333333337,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,plate,4,1.0,30.0,24.0,24.0,,tomato_cut,3,1.0,30.0,,,7.0
6183,test,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.5416666666666625,3,1,0,tomato,1.4583333333333337,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,plate,4,1.0,30.0,24.0,24.0,,tomato_cut,3,1.0,30.0,,,7.0
6184,test,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.5416666666666625,3,1,0,tomato,1.4583333333333337,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,plate,4,1.0,30.0,24.0,24.0,,tomato_cut,3,1.0,30.0,,,7.0
6185,test,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.5416666666666625,3,1,0,tomato,1.4583333333333337,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,plate,4,1.0,30.0,24.0,24.0,,tomato_cut,3,1.0,30.0,,,7.0
6186,test,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.5416666666666625,3,1,0,tomato,1.4583333333333337,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,plate,4,1.0,30.0,24.0,24.0,,tomato_cut,3,1.0,30.0,,,7.0
6187,test,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.5416666666666625,3,1,0,tomato,1.4583333333333337,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,plate,4,1.0,30.0,24.0,24.0,,tomato_cut,3,1.0,30.0,,,7.0
6188,test,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.5416666666666625,3,1,0,tomato,1.4583333333333337,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,plate,4,1.0,30.0,24.0,24.0,,tomato_cut,3,1.0,30.0,,,7.0
6189,test,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.5416666666666625,3,1,0,tomato,1.4583333333333337,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,plate,4,1.0,30.0,24.0,24.0,,tomato_cut,3,1.0,30.0,,,7.0
6190,test,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.5416666666666625,3,1,0,tomato,1.4583333333333337,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,plate,4,1.0,30.0,24.0,24.0,,tomato_cut,3,1.0,30.0,,,7.0
