tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,315e575dfd493cba_score,player_67129212_x,player_67129212_y,player_67129212_move_target,player_67129212_item,player_67129212_score,player_67129212_cut_speed,player_67129212_speed,player_0d0067ba_x,player_0d0067ba_y,player_0d0067ba_move_target,player_0d0067ba_item,player_0d0067ba_score,player_0d0067ba_cut_speed,player_0d0067ba_speed
2008,0,1,,0,2,tomato_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.001636722396196,67.0949672262814,,,2,1.0,30.0,72.0,24.0,,tomato,1,1.0,30.0
2009,0,1,,0,2,tomato_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.00145232320588,65.84496723988232,,,2,1.0,30.0,72.0,24.0,,tomato,1,1.0,30.0
2010,0,1,,0,2,tomato_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.00126792401556,64.59496725348325,,,2,1.0,30.0,72.0,24.0,,tomato,1,1.0,30.0
2011,0,1,,0,2,tomato_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.001083524825244,63.34496726708417,,,2,1.0,30.0,72.0,24.0,,tomato,1,1.0,30.0
2012,0,1,,0,2,tomato_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.000899125634927,62.0949672806851,,,2,1.0,30.0,72.0,24.0,,tomato,1,1.0,30.0
2013,0,1,,0,2,tomato_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.00071472644461,60.84496729428602,,,2,1.0,30.0,72.0,25.24999999999993,,tomato,1,1.0,30.0
2014,0,1,,0,2,tomato_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.000530327254292,59.59496730788695,,,2,1.0,30.0,72.0,26.499999999999858,,tomato,1,1.0,30.0
2015,0,1,,0,2,tomato_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.000345928063975,58.34496732148787,,,2,1.0,30.0,72.0,27.749999999999787,,tomato,1,1.0,30.0
2016,0,1,,0,2,tomato_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.000161528873658,57.094967335088796,,,2,1.0,30.0,72.0,28.999999999999716,,tomato,1,1.0,30.0
2017,0,1,,0,2,tomato_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.00002813987407,55.84496734488198,,,2,1.0,30.0,72.0,30.249999999999645,,tomato,1,1.0,30.0
2018,0,1,,0,2,tomato_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.00002591993615,54.59496734488383,,,2,1.0,30.0,72.0,31.499999999999574,,tomato,1,1.0,30.0
2019,0,1,,0,2,tomato_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.000023699998316,53.344967344885674,,,2,1.0,30.0,72.0,32.749999999999716,,tomato,1,1.0,30.0
2020,0,1,,0,2,tomato_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.000021480060482,52.09496734488752,,,2,1.0,30.0,72.0,34.0,,tomato,1,1.0,30.0
2021,0,1,,0,2,tomato_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.00001926012265,50.84496734488937,,,2,1.0,30.0,72.0,35.250000000000284,,tomato,1,1.0,30.0
2022,0,1,,0,2,tomato_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.000017040184815,49.59496734489122,,,2,1.0,30.0,72.0,36.50000000000057,,tomato,1,1.0,30.0
2023,0,1,,0,2,tomato_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.00001482024698,48.344967344893064,,,2,1.0,30.0,72.0,37.75000000000085,,tomato,1,1.0,30.0
2024,0,1,,0,2,tomato_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.000012600309148,47.09496734489491,,,2,1.0,30.0,72.0,39.00000000000114,,tomato,1,1.0,30.0
2025,0,1,,0,2,tomato_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.000010380371315,45.84496734489676,,,2,1.0,30.0,72.0,40.25000000000142,,tomato,1,1.0,30.0
2026,0,1,,0,2,tomato_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.00000816043348,44.594967344898606,,,2,1.0,30.0,72.0,41.500000000001705,,tomato,1,1.0,30.0
2027,0,1,,0,2,tomato_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.000005940495647,43.344967344900454,,,2,1.0,30.0,72.0,42.75000000000199,,tomato,1,1.0,30.0
2028,0,1,,0,2,tomato_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.000003720557814,42.0949673449023,,,2,1.0,30.0,72.0,44.000000000002274,,tomato,1,1.0,30.0
2029,0,1,,0,2,tomato_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.00000150061998,40.84496734490415,,,2,1.0,30.0,72.0,45.25000000000256,,tomato,1,1.0,30.0
2030,0,1,,0,2,tomato_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,2,1.0,30.0,72.0,46.50000000000284,,tomato,1,1.0,30.0
2031,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,tomato_cut,2,1.0,30.0,72.0,47.750000000003126,,tomato,1,1.0,30.0
2032,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,tomato_cut,2,1.0,30.0,72.0,49.00000000000341,,tomato,1,1.0,30.0
2033,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,tomato_cut,2,1.0,30.0,72.0,50.250000000003695,,tomato,1,1.0,30.0
2034,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,tomato_cut,2,1.0,30.0,72.0,51.50000000000398,,tomato,1,1.0,30.0
2035,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,tomato_cut,2,1.0,30.0,72.0,52.75000000000426,,tomato,1,1.0,30.0
2036,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,tomato_cut,2,1.0,30.0,72.0,54.00000000000455,,tomato,1,1.0,30.0
2037,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,tomato_cut,2,1.0,30.0,72.0,55.25000000000483,,tomato,1,1.0,30.0
2038,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,tomato_cut,2,1.0,30.0,71.50810911865676,56.29803951736466,,tomato,1,1.0,30.0
2039,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,tomato_cut,2,1.0,30.0,70.62973254482955,57.18739579836412,,tomato,1,1.0,30.0
2040,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,tomato_cut,2,1.0,30.0,69.75135597100234,58.07675207936359,,tomato,1,1.0,30.0
2041,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,tomato_cut,2,1.0,30.0,68.87297939717513,58.96610836036305,,tomato,1,1.0,30.0
2042,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,tomato_cut,2,1.0,30.0,67.99460282334792,59.855464641362516,,tomato,1,1.0,30.0
2043,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,tomato_cut,2,1.0,30.0,67.11622624952071,60.74482092236198,,tomato,1,1.0,30.0
2044,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,tomato_cut,2,1.0,30.0,66.2378496756935,61.634177203361446,,tomato,1,1.0,30.0
2045,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,tomato_cut,2,1.0,30.0,65.35947310186661,62.52353348436091,,tomato,1,1.0,30.0
2046,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,2,1.0,30.0,64.4810965280399,63.412889765360376,,tomato,1,1.0,30.0
2047,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,2,1.0,30.0,63.6027199542133,64.3022460463596,,tomato,1,1.0,30.0
2048,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,2,1.0,30.0,62.7243433803868,65.19160232735835,,tomato,1,1.0,30.0
2049,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,2,1.0,30.0,61.8459668065603,66.08095860835711,,tomato,1,1.0,30.0
2050,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,2,1.0,30.0,60.9675902327338,66.97031488935586,,tomato,1,1.0,30.0
2051,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,2,1.0,30.0,60.0892136589073,67.85967117035472,,tomato,1,1.0,30.0
2052,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,2,1.0,30.0,59.2108370850808,68.74902745135441,,tomato,1,1.0,30.0
2053,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,2,1.0,30.0,58.3324605112543,69.63838373235409,,tomato,1,1.0,30.0
2054,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,2,1.0,30.0,57.4540839374278,70.52774001335376,,tomato,1,1.0,30.0
2055,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,2,1.0,30.0,56.575707363601296,71.41709629435346,,tomato,1,1.0,30.0
2056,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,2,1.0,30.0,56.0,72.0,,tomato,1,1.0,30.0
2057,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,2,1.0,30.0,56.0,72.0,,,1,1.0,30.0
2058,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,2,1.0,30.0,56.0,72.0,,,1,1.0,30.0
2059,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,2,1.0,30.0,56.0,72.0,,,1,1.0,30.0
2060,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,2,1.0,30.0,56.0,72.0,,,1,1.0,30.0
2061,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,2,1.0,30.0,56.0,72.0,,,1,1.0,30.0
2062,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,2,1.0,30.0,56.0,72.0,,,1,1.0,30.0
2063,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,2,1.0,30.0,56.0,72.0,,,1,1.0,30.0
2064,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,2,1.0,30.0,56.0,72.0,,,1,1.0,30.0
2065,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,2,1.0,30.0,56.0,72.0,,,1,1.0,30.0
2066,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,tomato_salad,2,1.0,30.0,56.0,72.0,,,1,1.0,30.0
2067,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,tomato_salad,2,1.0,30.0,56.0,72.0,,,1,1.0,30.0
2068,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,tomato_salad,2,1.0,30.0,56.0,72.0,,,1,1.0,30.0
2069,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,tomato_salad,2,1.0,30.0,56.0,72.0,,,1,1.0,30.0
2070,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,tomato_salad,2,1.0,30.0,56.0,72.0,,,1,1.0,30.0
2071,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,tomato_salad,2,1.0,30.0,56.0,72.0,,,1,1.0,30.0
2072,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,tomato_salad,2,1.0,30.0,56.0,72.0,,,1,1.0,30.0
2073,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,tomato_salad,2,1.0,30.0,56.0,72.0,,,1,1.0,30.0
2074,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,tomato_salad,2,1.0,30.0,56.0,72.0,,,1,1.0,30.0
2075,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,tomato_salad,2,1.0,30.0,56.0,72.0,,,1,1.0,30.0
2076,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,tomato_salad,2,1.0,30.0,56.0,72.0,,,1,1.0,30.0
2077,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,tomato_salad,2,1.0,30.0,56.0,72.0,,,1,1.0,30.0
2078,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,tomato_salad,2,1.0,30.0,56.0,72.0,,,1,1.0,30.0
2079,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,tomato_salad,2,1.0,30.0,56.0,72.0,,,1,1.0,30.0
2080,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,tomato_salad,2,1.0,30.0,56.0,72.0,,,1,1.0,30.0
2081,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,tomato_salad,2,1.0,30.0,56.0,72.0,,,1,1.0,30.0
2082,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,tomato_salad,2,1.0,30.0,56.0,72.0,,,1,1.0,30.0
2083,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,tomato_salad,2,1.0,30.0,56.0,72.0,,,1,1.0,30.0
