tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,Counter_02_slot_x,Counter_02_slot_y,Counter_02_item,Counter_03_slot_x,Counter_03_slot_y,Counter_03_item,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,CuttingBoard_20_slot_x,CuttingBoard_20_slot_y,CuttingBoard_20_item,CuttingBoard_20_cut_time_accumulated,CuttingBoard_20_cut_stage,Counter_32_slot_x,Counter_32_slot_y,Counter_32_item,Counter_33_slot_x,Counter_33_slot_y,Counter_33_item,Counter_34_slot_x,Counter_34_slot_y,Counter_34_item,Counter_35_slot_x,Counter_35_slot_y,Counter_35_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,cc063dfec76dedaa_score,player_1897de74_x,player_1897de74_y,player_1897de74_move_target,player_1897de74_item,player_1897de74_score,player_1897de74_cut_speed,player_1897de74_speed,player_87a0e3b4_x,player_87a0e3b4_y,player_87a0e3b4_move_target,player_87a0e3b4_item,player_87a0e3b4_score,player_87a0e3b4_cut_speed,player_87a0e3b4_speed
1694,0,1,tomato,0,2,,0,3,,1,0,,0,0,2,0,tomato_cut,3.9999999999999942,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,72.0,,,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
1695,0,1,tomato,0,2,,0,3,,1,0,,0,0,2,0,tomato_cut,3.9999999999999942,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,72.0,,,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
1696,0,1,tomato,0,2,,0,3,,1,0,,0,0,2,0,tomato_cut,3.9999999999999942,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,72.0,,,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
1697,0,1,tomato,0,2,,0,3,,1,0,,0,0,2,0,tomato_cut,3.9999999999999942,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,72.0,,,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
1698,0,1,tomato,0,2,,0,3,,1,0,,0,0,2,0,tomato_cut,3.9999999999999942,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,72.0,,,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
1699,0,1,tomato,0,2,,0,3,,1,0,,0,0,2,0,tomato_cut,3.9999999999999942,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.0,72.0,,,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
1700,0,1,tomato,0,2,,0,3,,1,0,,0,0,2,0,tomato_cut,3.9999999999999942,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.44194173824224,71.55805826175776,,,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
1701,0,1,tomato,0,2,,0,3,,1,0,,0,0,2,0,tomato_cut,3.9999999999999942,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,72.88388347648447,71.11611652351553,,,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
1702,0,1,tomato,0,2,,0,3,,1,0,,0,0,2,0,tomato_cut,3.9999999999999942,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,73.3258252147267,70.6741747852733,,,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
1703,0,1,tomato,0,2,,0,3,,1,0,,0,0,2,0,tomato_cut,3.9999999999999942,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,73.76776695296894,70.23223304703106,,,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
1704,0,1,tomato,0,2,,0,3,,1,0,,0,0,2,0,tomato_cut,3.9999999999999942,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,74.20970869121118,69.79029130878882,,,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
1705,0,1,tomato,0,2,,0,3,,1,0,,0,0,2,0,tomato_cut,3.9999999999999942,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,74.65165042945341,69.34834957054659,,,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
1706,0,1,tomato,0,2,,0,3,,1,0,,0,0,2,0,tomato_cut,3.9999999999999942,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,75.09359216769565,68.90640783230435,,,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
1707,0,1,tomato,0,2,,0,3,,1,0,,0,0,2,0,tomato_cut,3.9999999999999942,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,75.53553390593788,68.46446609406212,,,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
1708,0,1,tomato,0,2,,0,3,,1,0,,0,0,2,0,tomato_cut,3.9999999999999942,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,75.97747564418012,68.02252435581988,,,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
1709,0,1,tomato,0,2,,0,3,,1,0,,0,0,2,0,tomato_cut,3.9999999999999942,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,76.41941738242235,67.58058261757765,,,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
1710,0,1,tomato,0,2,,0,3,,1,0,,0,0,2,0,tomato_cut,3.9999999999999942,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,76.86135912066459,67.13864087933541,,,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
1711,0,1,tomato,0,2,,0,3,,1,0,,0,0,2,0,tomato_cut,3.9999999999999942,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,77.30330085890682,66.69669914109318,,,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
1712,0,1,tomato,0,2,,0,3,,1,0,,0,0,2,0,tomato_cut,3.9999999999999942,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,77.74524259714906,66.25475740285094,,,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
1713,0,1,tomato,0,2,,0,3,,1,0,,0,0,2,0,tomato_cut,3.9999999999999942,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,78.1871843353913,65.8128156646087,,,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
1714,0,1,tomato,0,2,,0,3,,1,0,,0,0,2,0,tomato_cut,3.9999999999999942,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,78.62912607363353,65.37087392636647,,,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
1715,0,1,tomato,0,2,,0,3,,1,0,,0,0,2,0,tomato_cut,3.9999999999999942,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,79.07106781187576,64.92893218812424,,,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
1716,0,1,tomato,0,2,,0,3,,1,0,,0,0,2,0,tomato_cut,3.9999999999999942,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,79.513009550118,64.486990449882,,,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
1717,0,1,tomato,0,2,,0,3,,1,0,,0,0,2,0,tomato_cut,3.9999999999999942,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,79.95495128836023,64.04504871163977,,,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
1718,0,1,tomato,0,2,,0,3,,1,0,,0,0,2,0,tomato_cut,3.9999999999999942,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,80.39689302660247,63.60310697339817,,,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
1719,0,1,tomato,0,2,,0,3,,1,0,,0,0,2,0,tomato_cut,3.9999999999999942,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,80.8388347648447,63.161165235156645,,,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
1720,0,1,tomato,0,2,,0,3,,1,0,,0,0,2,0,tomato_cut,3.9999999999999942,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,81.28077650308694,62.71922349691512,,,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
1721,0,1,tomato,0,2,,0,3,,1,0,,0,0,2,0,tomato_cut,3.9999999999999942,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,81.72271824132832,62.277281758673595,,,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
1722,0,1,tomato,0,2,,0,3,,1,0,,0,0,2,0,tomato_cut,3.9999999999999942,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,82.16465997956972,61.83534002043207,,,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
1723,0,1,tomato,0,2,,0,3,,1,0,,0,0,2,0,tomato_cut,3.9999999999999942,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,82.6066017178111,61.393398282190546,,,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
1724,0,1,tomato,0,2,,0,3,,1,0,,0,0,2,0,tomato_cut,3.9999999999999942,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,83.0485434560525,60.95145654394902,,,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
1725,0,1,tomato,0,2,,0,3,,1,0,,0,0,2,0,tomato_cut,3.9999999999999942,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,83.49048519429388,60.5095148057075,,,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
1726,0,1,tomato,0,2,,0,3,,1,0,,0,0,2,0,tomato_cut,3.9999999999999942,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,83.93242693253526,60.06757306746597,,,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
1727,0,1,tomato,0,2,,0,3,,1,0,,0,0,2,0,tomato_cut,3.9999999999999942,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,84.37436867077666,59.62563132922445,,,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
1728,0,1,tomato,0,2,,0,3,,1,0,,0,0,2,0,tomato_cut,3.9999999999999942,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,84.81631040901806,59.18368959098292,,,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
1729,0,1,tomato,0,2,,0,3,,1,0,,0,0,2,0,tomato_cut,3.9999999999999942,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,85.25825214725944,58.7417478527414,,,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
1730,0,1,tomato,0,2,,0,3,,1,0,,0,0,2,0,tomato_cut,3.9999999999999942,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,85.70019388550082,58.29980611449987,,,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
1731,0,1,tomato,0,2,,0,3,,1,0,,0,0,2,0,tomato_cut,3.9999999999999942,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,86.14213562374222,57.85786437625835,,,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
1732,0,1,tomato,0,2,,0,3,,1,0,,0,0,2,0,tomato_cut,3.9999999999999942,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,86.58407736198362,57.41592263801682,,,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
1733,0,1,tomato,0,2,,0,3,,1,0,,0,0,2,0,tomato_cut,3.9999999999999942,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,87.026019100225,56.9739808997753,,,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
1734,0,1,tomato,0,2,,0,3,,1,0,,0,0,2,0,tomato_cut,3.9999999999999942,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,87.4679608384664,56.532039161533774,,,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
1735,0,1,tomato,0,2,,0,3,,1,0,,0,0,2,0,tomato_cut,3.9999999999999942,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,87.80565318469668,56.046174441296884,,,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
1736,0,1,tomato,0,2,,0,3,,1,0,,0,0,2,0,tomato_cut,3.9999999999999942,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,87.81322245622518,55.42122027807467,,,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
1737,0,1,tomato,0,2,,0,3,,1,0,,0,0,2,0,tomato_cut,3.9999999999999942,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,87.82079172775367,54.79626611485246,,,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
1738,0,1,tomato,0,2,,0,3,,1,0,,0,0,2,0,tomato_cut,3.9999999999999942,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,87.82836099928217,54.171311951630244,,,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
1739,0,1,tomato,0,2,,0,3,,1,0,,0,0,2,0,tomato_cut,3.9999999999999942,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,87.83593027081066,53.54635778840803,,,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
1740,0,1,tomato,0,2,,0,3,,1,0,,0,0,2,0,tomato_cut,3.9999999999999942,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,87.84349954233916,52.92140362518582,,,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
1741,0,1,tomato,0,2,,0,3,,1,0,,0,0,2,0,tomato_cut,3.9999999999999942,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,87.85106881386766,52.296449461963604,,,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
1742,0,1,tomato,0,2,,0,3,,1,0,,0,0,2,0,tomato_cut,3.9999999999999942,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,87.85863808539615,51.67149529874139,,,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
1743,0,1,tomato,0,2,,0,3,,1,0,,0,0,2,0,tomato_cut,3.9999999999999942,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,87.86620735692465,51.04654113551918,,,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
1744,0,1,tomato,0,2,,0,3,,1,0,,0,0,2,0,tomato_cut,3.9999999999999942,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,87.87377662845314,50.421586972296964,,,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
1745,0,1,tomato,0,2,,0,3,,1,0,,0,0,2,0,tomato_cut,3.9999999999999942,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,87.88134589998154,49.79663280907475,,,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
1746,0,1,tomato,0,2,,0,3,,1,0,,0,0,2,0,tomato_cut,3.9999999999999942,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,87.88891517150932,49.17167864585254,,,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
1747,0,1,tomato,0,2,,0,3,,1,0,,0,0,2,0,tomato_cut,3.9999999999999942,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,87.89648444303712,48.546724482630324,,,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
1748,0,1,tomato,0,2,,0,3,,1,0,,0,0,2,0,tomato_cut,3.9999999999999942,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,87.90405371456491,47.92177031940811,,,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
1749,0,1,tomato,0,2,,0,3,,1,0,,0,0,2,0,tomato_cut,3.9999999999999942,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,87.9116229860927,47.2968161561859,,,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
1750,0,1,tomato,0,2,,0,3,,1,0,,0,0,2,0,tomato_cut,3.9999999999999942,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,87.91919225762048,46.671861992963684,,,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
1751,0,1,tomato,0,2,,0,3,,1,0,,0,0,2,0,tomato_cut,3.9999999999999942,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,87.92676152914827,46.04690782974147,,,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
1752,0,1,tomato,0,2,,0,3,,1,0,,0,0,2,0,tomato_cut,3.9999999999999942,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,87.93433080067605,45.42195366651926,,,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
1753,0,1,tomato,0,2,,0,3,,1,0,,0,0,2,0,tomato_cut,3.9999999999999942,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,87.94190007220385,44.796999503297044,,,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
1754,0,1,tomato,0,2,,0,3,,1,0,,0,0,2,0,tomato_cut,3.9999999999999942,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,87.94946934373164,44.17204534007483,,,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
1755,0,1,tomato,0,2,,0,3,,1,0,,0,0,2,0,tomato_cut,3.9999999999999942,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,87.95703861525942,43.54709117685262,,,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
1756,0,1,tomato,0,2,,0,3,,1,0,,0,0,2,0,tomato_cut,3.9999999999999942,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,87.9646078867872,42.922137013630405,,,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
1757,0,1,tomato,0,2,,0,3,,1,0,,0,0,2,0,tomato_cut,3.9999999999999942,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,87.97217715831499,42.29718285040819,,,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
1758,0,1,tomato,0,2,,0,3,,1,0,,0,0,2,0,tomato_cut,3.9999999999999942,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,87.97974642984278,41.67222868718598,,,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
1759,0,1,tomato,0,2,,0,3,,1,0,,0,0,2,0,tomato_cut,3.9999999999999942,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,87.98731570137058,41.047274523963765,,,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
1760,0,1,tomato,0,2,,0,3,,1,0,,0,0,2,0,tomato_cut,3.9999999999999942,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,87.99488497289836,40.42232036074155,,,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
1761,0,1,tomato,0,2,,0,3,,1,0,,0,0,2,0,tomato_cut,3.9999999999999942,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.27873505658086,39.91278695014812,,,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
1762,0,1,tomato,0,2,,0,3,,1,0,,0,0,2,0,tomato_cut,3.9999999999999942,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.71799309710038,39.46817771290837,,,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
1763,0,1,tomato,0,2,,0,3,,1,0,,0,0,2,0,tomato_cut,3.9999999999999942,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,89.1572511376199,39.023568475668625,,,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
1764,0,1,tomato,0,2,,0,3,,1,0,,0,0,2,0,tomato_cut,3.9999999999999942,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,89.59650917813941,38.57895923842888,,,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
1765,0,1,tomato,0,2,,0,3,,1,0,,0,0,2,0,tomato_cut,3.9999999999999942,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,90.03576721865893,38.13435000118946,,,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
1766,0,1,tomato,0,2,,0,3,,1,0,,0,0,2,0,tomato_cut,3.9999999999999942,3,3,2,tomato,3,3,tomato,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,90.47502525917845,37.689740763950425,,,0,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
