tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,Counter_02_slot_x,Counter_02_slot_y,Counter_02_item,Counter_03_slot_x,Counter_03_slot_y,Counter_03_item,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,CuttingBoard_20_slot_x,CuttingBoard_20_slot_y,CuttingBoard_20_item,CuttingBoard_20_cut_time_accumulated,CuttingBoard_20_cut_stage,Counter_32_slot_x,Counter_32_slot_y,Counter_32_item,Counter_33_slot_x,Counter_33_slot_y,Counter_33_item,Counter_34_slot_x,Counter_34_slot_y,Counter_34_item,Counter_35_slot_x,Counter_35_slot_y,Counter_35_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,ad3ae65de2639a98_score,player_64c238d2_x,player_64c238d2_y,player_64c238d2_move_target,player_64c238d2_item,player_64c238d2_score,player_64c238d2_cut_speed,player_64c238d2_speed,player_f505bb64_x,player_f505bb64_y,player_f505bb64_move_target,player_f505bb64_item,player_f505bb64_score,player_f505bb64_cut_speed,player_f505bb64_speed
2246,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,tomato,0.8749999999999997,0,3,2,,3,3,tomato_cut,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0,24.0,,,0,1.0,15.0,72.0,30.249999999999645,,tomato,4,0.5,30.0
2247,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,tomato,0.9166666666666663,0,3,2,,3,3,tomato_cut,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0,24.0,,,0,1.0,15.0,72.0,31.499999999999574,,tomato,4,0.5,30.0
2248,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,tomato,0.9583333333333329,0,3,2,,3,3,tomato_cut,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0,24.0,,,0,1.0,15.0,72.0,32.749999999999716,,tomato,4,0.5,30.0
2249,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,tomato,0.9999999999999996,0,3,2,,3,3,tomato_cut,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0,24.0,,,0,1.0,15.0,72.0,34.0,,tomato,4,0.5,30.0
2250,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,tomato,1.0416666666666663,1,3,2,,3,3,tomato_cut,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0,24.0,,,0,1.0,15.0,72.0,35.250000000000284,,tomato,4,0.5,30.0
2251,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,tomato,1.083333333333333,1,3,2,,3,3,tomato_cut,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0,24.0,,,0,1.0,15.0,72.0,36.50000000000057,,tomato,4,0.5,30.0
2252,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,tomato,1.1249999999999998,1,3,2,,3,3,tomato_cut,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0,24.0,,,0,1.0,15.0,72.0,37.75000000000085,,tomato,4,0.5,30.0
2253,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,tomato,1.1666666666666665,1,3,2,,3,3,tomato_cut,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0,24.0,,,0,1.0,15.0,72.0,39.00000000000114,,tomato,4,0.5,30.0
2254,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,tomato,1.2083333333333333,1,3,2,,3,3,tomato_cut,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0,24.0,,,0,1.0,15.0,72.0,40.0,,tomato,4,0.5,30.0
2255,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,tomato,1.25,1,3,2,tomato,3,3,tomato_cut,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0,24.0,,,0,1.0,15.0,72.0,40.0,,,4,0.5,30.0
2256,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,tomato,1.2916666666666667,1,3,2,tomato,3,3,tomato_cut,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0,24.0,,,0,1.0,15.0,72.0,40.0,,,4,0.5,30.0
2257,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,tomato,1.3333333333333335,1,3,2,tomato,3,3,tomato_cut,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0,24.0,,,0,1.0,15.0,72.0,40.0,,,4,0.5,30.0
2258,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,tomato,1.3750000000000002,1,3,2,tomato,3,3,tomato_cut,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0,24.0,,,0,1.0,15.0,72.0,40.0,,,4,0.5,30.0
2259,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,tomato,1.416666666666667,1,3,2,tomato,3,3,tomato_cut,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0,24.0,,,0,1.0,15.0,72.0,40.0,,,4,0.5,30.0
2260,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,tomato,1.4583333333333337,1,3,2,tomato,3,3,tomato_cut,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0,24.0,,,0,1.0,15.0,72.0,40.0,,,4,0.5,30.0
2261,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,tomato,1.5000000000000004,1,3,2,tomato,3,3,tomato_cut,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0,24.0,,,0,1.0,15.0,72.0,40.0,,,4,0.5,30.0
2262,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,tomato,1.5416666666666672,1,3,2,tomato,3,3,tomato_cut,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0,24.0,,,0,1.0,15.0,72.0,40.0,,,4,0.5,30.0
2263,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,tomato,1.583333333333334,1,3,2,tomato,3,3,tomato_cut,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0,24.0,,,0,1.0,15.0,72.0,40.0,,,4,0.5,30.0
2264,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,tomato,1.6250000000000007,1,3,2,tomato,3,3,tomato_cut,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0,24.0,,,0,1.0,15.0,72.0,40.0,,,4,0.5,30.0
2265,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,tomato,1.6666666666666674,1,3,2,tomato,3,3,tomato_cut,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0,24.0,,,0,1.0,15.0,72.0,40.0,,,4,0.5,30.0
2266,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,tomato,1.7083333333333341,1,3,2,tomato,3,3,tomato_cut,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0,24.0,,,0,1.0,15.0,72.0,40.0,,,4,0.5,30.0
2267,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,tomato,1.7500000000000009,1,3,2,tomato,3,3,tomato_cut,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0,24.0,,,0,1.0,15.0,72.0,40.0,,,4,0.5,30.0
2268,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,tomato,1.7916666666666676,1,3,2,tomato,3,3,tomato_cut,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0,24.0,,,0,1.0,15.0,72.0,40.0,,,4,0.5,30.0
2269,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,tomato,1.8333333333333344,1,3,2,tomato,3,3,tomato_cut,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0,24.0,,,0,1.0,15.0,72.0,40.0,,,4,0.5,30.0
2270,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,tomato,1.875000000000001,1,3,2,tomato,3,3,tomato_cut,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0,24.0,,,0,1.0,15.0,72.0,40.0,,,4,0.5,30.0
2271,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,tomato,1.9166666666666679,1,3,2,tomato,3,3,tomato_cut,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0,24.0,,,0,1.0,15.0,72.0,40.0,,,4,0.5,30.0
2272,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,tomato,1.9583333333333346,1,3,2,tomato,3,3,tomato_cut,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0,24.0,,,0,1.0,15.0,72.0,40.0,,,4,0.5,30.0
2273,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,tomato,2.0000000000000013,2,3,2,tomato,3,3,tomato_cut,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0,24.0,,,0,1.0,15.0,72.0,40.0,,,4,0.5,30.0
2274,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,tomato,2.041666666666668,2,3,2,tomato,3,3,tomato_cut,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0,24.0,,,0,1.0,15.0,72.88388347648305,39.11611652351695,,,4,0.5,30.0
2275,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,tomato,2.0833333333333344,2,3,2,tomato,3,3,tomato_cut,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0,24.0,,,0,1.0,15.0,73.7677669529661,38.2322330470339,,,4,0.5,30.0
2276,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,tomato,2.125000000000001,2,3,2,tomato,3,3,tomato_cut,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0,24.0,,,0,1.0,15.0,74.65165042944915,37.34834957055085,,,4,0.5,30.0
2277,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,tomato,2.1666666666666674,2,3,2,tomato,3,3,tomato_cut,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0,24.0,,,0,1.0,15.0,75.5355339059322,36.4644660940678,,,4,0.5,30.0
2278,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,tomato,2.208333333333334,2,3,2,tomato,3,3,tomato_cut,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0,24.0,,,0,1.0,15.0,76.41941738241525,35.58058261758475,,,4,0.5,30.0
2279,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,tomato,2.2500000000000004,2,3,2,tomato,3,3,tomato_cut,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0,24.0,,,0,1.0,15.0,77.3033008588983,34.6966991411017,,,4,0.5,30.0
2280,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,tomato,2.291666666666667,2,3,2,tomato,3,3,tomato_cut,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0,24.0,,,0,1.0,15.0,78.18718433538135,33.812815664618654,,,4,0.5,30.0
2281,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,tomato,2.3333333333333335,2,3,2,tomato,3,3,tomato_cut,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0,24.0,,,0,1.0,15.0,79.0710678118644,32.928932188135605,,,4,0.5,30.0
2282,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,tomato,2.375,2,3,2,tomato,3,3,tomato_cut,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0,24.0,,,0,1.0,15.0,79.95495128834744,32.045048711652555,,,4,0.5,30.0
2283,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,tomato,2.4166666666666665,2,3,2,tomato,3,3,tomato_cut,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0,24.0,,,0,1.0,15.0,80.8388347648305,31.161165235169506,,,4,0.5,30.0
2284,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,tomato,2.458333333333333,2,3,2,tomato,3,3,tomato_cut,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0,24.0,,,0,1.0,15.0,81.72271824131354,30.277281758686456,,,4,0.5,30.0
2285,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,tomato,2.4999999999999996,2,3,2,tomato,3,3,tomato_cut,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0,24.0,,,0,1.0,15.0,82.6066017177966,29.393398282203407,,,4,0.5,30.0
2286,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,tomato,2.541666666666666,2,3,2,tomato,3,3,tomato_cut,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0,24.0,,,0,1.0,15.0,83.49048519427964,28.509514805720357,,,4,0.5,30.0
2287,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,tomato,2.5833333333333326,2,3,2,tomato,3,3,tomato_cut,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0,24.0,,,0,1.0,15.0,84.37436867076269,27.625631329237308,,,4,0.5,30.0
2288,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,tomato,2.624999999999999,2,3,2,tomato,3,3,tomato_cut,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0,24.0,,,0,1.0,15.0,85.25825214724574,26.74174785275426,,,4,0.5,30.0
2289,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,tomato,2.6666666666666656,2,3,2,tomato,3,3,tomato_cut,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0,24.0,,,0,1.0,15.0,86.14213562372879,25.85786437627121,,,4,0.5,30.0
2290,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,tomato,2.708333333333332,2,3,2,tomato,3,3,tomato_cut,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0,24.0,,,0,1.0,15.0,87.02601910021184,24.97398089978816,,,4,0.5,30.0
2291,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,tomato,2.7499999999999987,2,3,2,tomato,3,3,tomato_cut,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0,24.0,,,0,1.0,15.0,88.0,24.0,,,4,0.5,30.0
2292,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,tomato,2.791666666666665,2,3,2,tomato,3,3,tomato_cut,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0,24.0,,,0,1.0,15.0,88.0,24.0,,tomato,4,0.5,30.0
2293,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,tomato,2.8333333333333317,2,3,2,tomato,3,3,tomato_cut,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0,24.0,,,0,1.0,15.0,88.0,24.0,,tomato,4,0.5,30.0
2294,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,tomato,2.8749999999999982,2,3,2,tomato,3,3,tomato_cut,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0,24.0,,,0,1.0,15.0,88.0,24.0,,tomato,4,0.5,30.0
2295,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,tomato,2.9166666666666647,2,3,2,tomato,3,3,tomato_cut,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0,24.0,,,0,1.0,15.0,88.0,24.0,,tomato,4,0.5,30.0
2296,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,tomato,2.9583333333333313,2,3,2,tomato,3,3,tomato_cut,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0,24.0,,,0,1.0,15.0,88.0,24.0,,tomato,4,0.5,30.0
2297,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,tomato,2.999999999999998,2,3,2,tomato,3,3,tomato_cut,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0,24.0,,,0,1.0,15.0,88.0,24.0,,tomato,4,0.5,30.0
2298,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,tomato_cut,3.0416666666666643,3,3,2,tomato,3,3,tomato_cut,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0,24.0,,,0,1.0,15.0,88.0,24.0,,tomato,4,0.5,30.0
2299,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,tomato_cut,3.083333333333331,3,3,2,tomato,3,3,tomato_cut,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0,24.0,,,0,1.0,15.0,88.0,24.0,,tomato,4,0.5,30.0
2300,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,tomato_cut,3.1249999999999973,3,3,2,tomato,3,3,tomato_cut,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0,24.0,,,0,1.0,15.0,88.0,24.0,,tomato,4,0.5,30.0
2301,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,tomato_cut,3.166666666666664,3,3,2,tomato,3,3,tomato_cut,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0,24.0,,,0,1.0,15.0,88.0,24.0,,tomato,4,0.5,30.0
2302,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,tomato_cut,3.2083333333333304,3,3,2,tomato,3,3,tomato_cut,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0,24.0,,,0,1.0,15.0,88.0,24.0,,tomato,4,0.5,30.0
2303,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,tomato_cut,3.249999999999997,3,3,2,tomato,3,3,tomato_cut,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0,24.0,,,0,1.0,15.0,88.0,24.0,,tomato,4,0.5,30.0
2304,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,tomato_cut,3.2916666666666634,3,3,2,tomato,3,3,tomato_cut,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0,24.0,,,0,1.0,15.0,88.0,24.0,,tomato,4,0.5,30.0
2305,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,tomato_cut,3.33333333333333,3,3,2,tomato,3,3,tomato_cut,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0,24.0,,,0,1.0,15.0,88.0,24.0,,tomato,4,0.5,30.0
2306,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,tomato_cut,3.3749999999999964,3,3,2,tomato,3,3,tomato_cut,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0,24.0,,,0,1.0,15.0,88.0,24.0,,tomato,4,0.5,30.0
2307,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,tomato_cut,3.416666666666663,3,3,2,tomato,3,3,tomato_cut,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0,24.0,,,0,1.0,15.0,88.0,24.0,,tomato,4,0.5,30.0
2308,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,tomato_cut,3.4583333333333295,3,3,2,tomato,3,3,tomato_cut,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0,24.0,,,0,1.0,15.0,88.0,24.0,,tomato,4,0.5,30.0
2309,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,tomato_cut,3.499999999999996,3,3,2,tomato,3,3,tomato_cut,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0,24.0,,,0,1.0,15.0,88.0,24.0,,tomato,4,0.5,30.0
2310,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,tomato_cut,3.5416666666666625,3,3,2,tomato,3,3,tomato_cut,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0,24.0,,,0,1.0,15.0,88.0,25.24999999999993,,tomato,4,0.5,30.0
2311,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,tomato_cut,3.583333333333329,3,3,2,tomato,3,3,tomato_cut,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0,24.0,,,0,1.0,15.0,88.0,26.499999999999858,,tomato,4,0.5,30.0
2312,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,tomato_cut,3.6249999999999956,3,3,2,tomato,3,3,tomato_cut,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0,24.0,,,0,1.0,15.0,88.0,27.749999999999787,,tomato,4,0.5,30.0
2313,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,tomato_cut,3.666666666666662,3,3,2,tomato,3,3,tomato_cut,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0,24.0,,,0,1.0,15.0,88.0,28.999999999999716,,tomato,4,0.5,30.0
2314,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,tomato_cut,3.7083333333333286,3,3,2,tomato,3,3,tomato_cut,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0,24.0,,,0,1.0,15.0,88.0,30.249999999999645,,tomato,4,0.5,30.0
2315,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,tomato_cut,3.749999999999995,3,3,2,tomato,3,3,tomato_cut,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0,24.0,,,0,1.0,15.0,88.0,31.499999999999574,,tomato,4,0.5,30.0
2316,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,tomato_cut,3.7916666666666616,3,3,2,tomato,3,3,tomato_cut,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0,24.0,,,0,1.0,15.0,88.0,32.749999999999716,,tomato,4,0.5,30.0
2317,0,1,,0,2,,0,3,,1,0,None_cut,3.5000000000000075,3,2,0,tomato_cut,3.833333333333328,3,3,2,tomato,3,3,tomato_cut,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,40.0,24.0,,,0,1.0,15.0,88.0,34.0,,tomato,4,0.5,30.0
