tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,74c025cfc5a4e20e_score,player_03f3a839_x,player_03f3a839_y,player_03f3a839_move_target,player_03f3a839_item,player_03f3a839_score,player_03f3a839_cut_speed,player_03f3a839_speed,player_48b03849_x,player_48b03849_y,player_48b03849_move_target,player_48b03849_item,player_48b03849_score,player_48b03849_cut_speed,player_48b03849_speed
1950,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,82.00000000000546,,tomato_salad,0,1.0,12.0,24.0,88.0,,,0,0.2,30.0
1951,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,81.50000000000591,,tomato_salad,0,1.0,12.0,24.0,88.0,,,0,0.2,30.0
1952,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,81.00000000000637,,tomato_salad,0,1.0,12.0,24.0,88.0,,,0,0.2,30.0
1953,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,80.50000000000682,,tomato_salad,0,1.0,12.0,24.0,88.0,,,0,0.2,30.0
1954,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,80.00000000000728,,tomato_salad,0,1.0,12.0,24.0,88.0,,,0,0.2,30.0
1955,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,79.50000000000773,,tomato_salad,0,1.0,12.0,24.0,88.0,,,0,0.2,30.0
1956,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,79.00000000000819,,tomato_salad,0,1.0,12.0,24.0,88.0,,,0,0.2,30.0
1957,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,78.50000000000864,,tomato_salad,0,1.0,12.0,24.0,88.0,,,0,0.2,30.0
1958,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,78.0000000000091,,tomato_salad,0,1.0,12.0,24.0,88.0,,,0,0.2,30.0
1959,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,77.50000000000955,,tomato_salad,0,1.0,12.0,24.0,88.0,,,0,0.2,30.0
1960,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,77.00000000001,,tomato_salad,0,1.0,12.0,24.0,88.0,,,0,0.2,30.0
1961,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,76.50000000001046,,tomato_salad,0,1.0,12.0,24.0,88.0,,,0,0.2,30.0
1962,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,76.00000000001091,,tomato_salad,0,1.0,12.0,24.0,88.0,,,0,0.2,30.0
1963,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,75.50000000001137,,tomato_salad,0,1.0,12.0,24.0,88.0,,,0,0.2,30.0
1964,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,75.00000000001182,,tomato_salad,0,1.0,12.0,24.0,88.0,,,0,0.2,30.0
1965,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,74.50000000001228,,tomato_salad,0,1.0,12.0,24.0,88.0,,,0,0.2,30.0
1966,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,74.00000000001273,,tomato_salad,0,1.0,12.0,24.0,88.0,,,0,0.2,30.0
1967,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,73.50000000001319,,tomato_salad,0,1.0,12.0,24.0,88.0,,,0,0.2,30.0
1968,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,73.00000000001364,,tomato_salad,0,1.0,12.0,24.0,88.0,,,0,0.2,30.0
1969,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.5000000000141,,tomato_salad,0,1.0,12.0,24.0,88.0,,,0,0.2,30.0
1970,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.00000000001455,,tomato_salad,0,1.0,12.0,24.0,88.0,,,0,0.2,30.0
1971,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,71.500000000015,,tomato_salad,0,1.0,12.0,24.0,88.0,,,0,0.2,30.0
1972,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,71.00000000001546,,tomato_salad,0,1.0,12.0,24.0,88.0,,,0,0.2,30.0
1973,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,70.50000000001592,,tomato_salad,0,1.0,12.0,24.0,88.0,,,0,0.2,30.0
1974,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,70.00000000001637,,tomato_salad,0,1.0,12.0,24.0,88.0,,,0,0.2,30.0
1975,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,70.50000000001592,,tomato_salad,0,1.0,12.0,24.0,88.0,,,0,0.2,30.0
1976,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,71.00000000001546,,tomato_salad,0,1.0,12.0,24.0,88.0,,,0,0.2,30.0
1977,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,71.500000000015,,tomato_salad,0,1.0,12.0,24.0,88.0,,,0,0.2,30.0
1978,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.00000000001455,,tomato_salad,0,1.0,12.0,24.0,88.0,,,0,0.2,30.0
1979,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.5000000000141,,tomato_salad,0,1.0,12.0,24.0,88.0,,,0,0.2,30.0
1980,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,73.00000000001364,,tomato_salad,0,1.0,12.0,24.0,88.0,,,0,0.2,30.0
1981,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,73.50000000001319,,tomato_salad,0,1.0,12.0,24.0,88.0,,,0,0.2,30.0
1982,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,74.00000000001273,,tomato_salad,0,1.0,12.0,24.0,88.0,,,0,0.2,30.0
1983,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,74.50000000001228,,tomato_salad,0,1.0,12.0,24.0,88.0,,,0,0.2,30.0
1984,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,75.00000000001182,,tomato_salad,0,1.0,12.0,24.0,88.0,,,0,0.2,30.0
1985,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,75.50000000001137,,tomato_salad,0,1.0,12.0,24.0,88.0,,,0,0.2,30.0
1986,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,76.00000000001091,,tomato_salad,0,1.0,12.0,24.0,88.0,,,0,0.2,30.0
1987,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,76.50000000001046,,tomato_salad,0,1.0,12.0,24.0,88.0,,,0,0.2,30.0
1988,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,77.00000000001,,tomato_salad,0,1.0,12.0,24.0,88.0,,,0,0.2,30.0
1989,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,77.50000000000955,,tomato_salad,0,1.0,12.0,24.0,88.0,,,0,0.2,30.0
1990,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,78.0000000000091,,tomato_salad,0,1.0,12.0,24.0,88.0,,,0,0.2,30.0
1991,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,78.50000000000864,,tomato_salad,0,1.0,12.0,24.0,88.0,,,0,0.2,30.0
1992,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,79.00000000000819,,tomato_salad,0,1.0,12.0,24.0,88.0,,,0,0.2,30.0
1993,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,79.50000000000773,,tomato_salad,0,1.0,12.0,24.0,88.0,,,0,0.2,30.0
1994,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,80.00000000000728,,tomato_salad,0,1.0,12.0,24.0,88.0,,,0,0.2,30.0
1995,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,80.50000000000682,,tomato_salad,0,1.0,12.0,24.0,86.74999999999972,,,0,0.2,30.0
1996,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,81.00000000000637,,tomato_salad,0,1.0,12.0,24.0,85.49999999999943,,,0,0.2,30.0
1997,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,81.50000000000591,,tomato_salad,0,1.0,12.0,24.0,84.24999999999915,,,0,0.2,30.0
1998,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,82.00000000000546,,tomato_salad,0,1.0,12.0,24.0,82.99999999999886,,,0,0.2,30.0
1999,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,82.500000000005,,tomato_salad,0,1.0,12.0,24.0,81.74999999999858,,,0,0.2,30.0
2000,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,83.00000000000455,,tomato_salad,0,1.0,12.0,24.0,80.4999999999983,,,0,0.2,30.0
2001,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,83.50000000000409,,tomato_salad,0,1.0,12.0,24.0,79.24999999999801,,,0,0.2,30.0
2002,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,84.00000000000364,,tomato_salad,0,1.0,12.0,24.0,77.99999999999773,,,0,0.2,30.0
2003,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,84.50000000000318,,tomato_salad,0,1.0,12.0,24.0,76.74999999999744,,,0,0.2,30.0
2004,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,85.00000000000273,,tomato_salad,0,1.0,12.0,24.0,75.49999999999716,,,0,0.2,30.0
2005,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,85.50000000000227,,tomato_salad,0,1.0,12.0,24.0,74.24999999999687,,,0,0.2,30.0
2006,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,86.00000000000182,,tomato_salad,0,1.0,12.0,24.0,72.99999999999659,,,0,0.2,30.0
2007,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,86.50000000000136,,tomato_salad,0,1.0,12.0,24.0,72.0,,,0,0.2,30.0
2008,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,87.00000000000091,,tomato_salad,0,1.0,12.0,24.0,72.0,,,0,0.2,30.0
2009,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,87.50000000000045,,tomato_salad,0,1.0,12.0,24.0,72.0,,,0,0.2,30.0
2010,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.14054025181224,87.94229700496021,,tomato_salad,0,1.0,12.0,24.0,72.0,,,0,0.2,30.0
2011,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.49189088134284,88.29803951736028,,tomato_salad,0,1.0,12.0,24.0,72.0,,,0,0.2,30.0
2012,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.84324151087344,88.65378202976035,,tomato_salad,0,1.0,12.0,24.0,72.0,,,0,0.2,30.0
2013,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,25.19459214040404,89.00952454216042,,tomato_salad,0,1.0,12.0,24.0,72.0,,,0,0.2,30.0
2014,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,25.54594276993464,89.36526705456049,,tomato_salad,0,1.0,12.0,24.0,72.0,,,0,0.2,30.0
2015,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,25.89729339946524,89.72100956696056,,tomato_salad,0,1.0,12.0,24.0,72.0,,,0,0.2,30.0
2016,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,26.24864402899584,90.07675207936063,,tomato_salad,0,1.0,12.0,24.0,72.0,,,0,0.2,30.0
2017,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,26.59999465852644,90.4324945917607,,tomato_salad,0,1.0,12.0,24.0,72.0,,,0,0.2,30.0
2018,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,26.95134528805704,90.78823710416077,,tomato_salad,0,1.0,12.0,24.0,72.0,,,0,0.2,30.0
2019,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,27.30269591758764,91.14397961656084,,tomato_salad,0,1.0,12.0,24.0,72.0,,,0,0.2,30.0
2020,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,27.65404654711824,91.49972212896091,,tomato_salad,0,1.0,12.0,24.0,72.0,,,0,0.2,30.0
2021,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,28.00539717664884,91.85546464136098,,tomato_salad,0,1.0,12.0,24.0,72.0,,,0,0.2,30.0
2022,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,28.356747806179442,92.21120715376105,,tomato_salad,0,1.0,12.0,24.0,72.0,,,0,0.2,30.0
2023,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,28.708098435710042,92.56694966616112,,tomato_salad,0,1.0,12.0,24.0,72.0,,,0,0.2,30.0
2024,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,29.059449065240642,92.92269217856119,,tomato_salad,0,1.0,12.0,24.0,72.0,,,0,0.2,30.0
2025,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,29.410799694771242,93.27843469096126,,tomato_salad,0,1.0,12.0,24.0,72.0,,,0,0.2,30.0
2026,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,29.762150324301842,93.63417720336133,,tomato_salad,0,1.0,12.0,24.0,72.0,,,0,0.2,30.0
