tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,e024d16cc3d7c22a_score,player_c36a2e6a_x,player_c36a2e6a_y,player_c36a2e6a_move_target,player_c36a2e6a_item,player_c36a2e6a_score,player_c36a2e6a_cut_speed,player_c36a2e6a_speed,player_7a56e8ca_x,player_7a56e8ca_y,player_7a56e8ca_move_target,player_7a56e8ca_item,player_7a56e8ca_score,player_7a56e8ca_cut_speed,player_7a56e8ca_speed,14fc87e2583a97c6_score,5b3d0a292f31efe4_message,4c9af337c1baebb3_score
3966,test,True,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,plate,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,30.249999999999645,,,0,1.0,30.0,63.954951288347445,48.045048711652555,,,0,1.0,30.0,,,0.0
3967,test,True,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,plate,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,31.499999999999574,,,0,1.0,30.0,64.8388347648305,47.161165235169506,,,0,1.0,30.0,,,0.0
3968,test,True,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,plate,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,32.749999999999716,,,0,1.0,30.0,65.72271824131354,46.277281758686456,,,0,1.0,30.0,,,0.0
3969,test,True,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,plate,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,34.0,,,0,1.0,30.0,66.6066017177966,45.39339828220341,,,0,1.0,30.0,,,0.0
3970,test,True,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,plate,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,35.250000000000284,,,0,1.0,30.0,67.49048519427964,44.50951480572036,,,0,1.0,30.0,,,0.0
3971,test,True,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,plate,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,36.50000000000057,,,0,1.0,30.0,68.37436867076269,43.62563132923731,,,0,1.0,30.0,,,0.0
3972,test,True,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,plate,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,37.75000000000085,,,0,1.0,30.0,69.25825214724574,42.74174785275426,,,0,1.0,30.0,,,0.0
3973,test,True,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,plate,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,39.00000000000114,,,0,1.0,30.0,70.14213562372879,41.85786437627121,,,0,1.0,30.0,,,0.0
3974,test,True,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,plate,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.25000000000142,,,0,1.0,30.0,71.02601910021184,40.97398089978816,,,0,1.0,30.0,,,0.0
3975,test,True,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,plate,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,41.500000000001705,,,0,1.0,30.0,71.95382555869026,40.19434681531624,,,0,1.0,30.0,,,0.0
3976,test,True,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,plate,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,42.75000000000199,,,0,1.0,30.0,73.20373388513468,40.179208272259245,,,0,1.0,30.0,,,0.0
3977,test,True,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,plate,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,44.000000000002274,,,0,1.0,30.0,74.45364221157911,40.164069729202254,,,0,1.0,30.0,,,0.0
3978,test,True,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,plate,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,45.25000000000256,,,0,1.0,30.0,75.70355053802353,40.14893118614526,,,0,1.0,30.0,,,0.0
3979,test,True,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,plate,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,46.50000000000284,,,0,1.0,30.0,76.95345886446796,40.13379264308827,,,0,1.0,30.0,,,0.0
3980,test,True,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,plate,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,47.750000000003126,,,0,1.0,30.0,78.20336719091239,40.11865410003128,,,0,1.0,30.0,,,0.0
3981,test,True,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,plate,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,49.00000000000341,,,0,1.0,30.0,79.45327551735681,40.10351555697429,,,0,1.0,30.0,,,0.0
3982,test,True,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,plate,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,50.250000000003695,,,0,1.0,30.0,80.70318384380124,40.088377013917295,,,0,1.0,30.0,,,0.0
3983,test,True,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,plate,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,51.50000000000398,,,0,1.0,30.0,81.95309217024567,40.0732384708603,,,0,1.0,30.0,,,0.0
3984,test,True,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,plate,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,52.75000000000426,,,0,1.0,30.0,83.2030004966901,40.05809992780313,,,0,1.0,30.0,,,0.0
3985,test,True,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,plate,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,54.00000000000455,,,0,1.0,30.0,84.45290882313452,40.04296138474578,,,0,1.0,30.0,,,0.0
3986,test,True,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,plate,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,55.25000000000483,,,0,1.0,30.0,85.70281714957895,40.027822841688426,,,0,1.0,30.0,,,0.0
3987,test,True,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,plate,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,86.95272547602337,40.01268429863107,,,0,1.0,30.0,,,0.0
3988,test,True,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,tomato,0,1.0,30.0,88.08721304983902,39.72126494341936,,,0,1.0,30.0,,,0.0
3989,test,True,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,tomato,0,1.0,30.0,88.97643152431851,38.84274886237961,,,0,1.0,30.0,,,0.0
3990,test,True,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,tomato,0,1.0,30.0,89.865649998798,37.96423278133986,,,0,1.0,30.0,,,0.0
3991,test,True,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,tomato,0,1.0,30.0,90.7548684732775,37.08571670030011,,,0,1.0,30.0,,,0.0
3992,test,True,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,tomato,0,1.0,30.0,91.64408694775699,36.20720061926036,,,0,1.0,30.0,,,0.0
3993,test,True,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,tomato,0,1.0,30.0,92.53330542223648,35.328684538220614,,,0,1.0,30.0,,,0.0
3994,test,True,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,tomato,0,1.0,30.0,93.42252389671597,34.450168457180865,,,0,1.0,30.0,,,0.0
3995,test,True,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,tomato,0,1.0,30.0,94.31174237119546,33.57165237614112,,,0,1.0,30.0,,,0.0
3996,test,True,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,tomato,0,1.0,30.0,95.20096084567496,32.69313629510137,,,0,1.0,30.0,,,0.0
3997,test,True,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,tomato,0,1.0,30.0,96.09017932015445,31.814620214061698,,,0,1.0,30.0,,,0.0
3998,test,True,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,tomato,0,1.0,30.0,96.97939779463394,30.936104133022305,,,0,1.0,30.0,,,0.0
3999,test,True,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,tomato,0,1.0,30.0,97.86861626911343,30.05758805198291,,,0,1.0,30.0,,,0.0
4000,test,True,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,tomato,0,1.0,30.0,98.75783474359292,29.179071970943518,,,0,1.0,30.0,,,0.0
4001,test,True,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,tomato,0,1.0,30.0,99.64705321807241,28.300555889904125,,,0,1.0,30.0,,,0.0
4002,test,True,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,tomato,0,1.0,30.0,100.5362716925519,27.4220398088646,,,0,1.0,30.0,,,0.0
4003,test,True,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,tomato,0,1.0,30.0,101.4254901670314,26.54352372782485,,,0,1.0,30.0,,,0.0
4004,test,True,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,tomato,0,1.0,30.0,102.31470864151089,25.665007646785103,,,0,1.0,30.0,,,0.0
4005,test,True,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,tomato,0,1.0,30.0,103.20392711599006,24.786491565745354,,,0,1.0,30.0,,,0.0
4006,test,True,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,tomato,0,1.0,30.0,104.0,24.0,,,0,1.0,30.0,,,0.0
4007,test,True,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,54.749999999999716,,tomato,0,1.0,30.0,104.0,24.0,,tomato,0,1.0,30.0,,,0.0
4008,test,True,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,53.49999999999943,,tomato,0,1.0,30.0,104.0,24.0,,tomato,0,1.0,30.0,,,0.0
4009,test,True,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,52.24999999999915,,tomato,0,1.0,30.0,104.0,24.0,,tomato,0,1.0,30.0,,,0.0
4010,test,True,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,50.99999999999886,,tomato,0,1.0,30.0,104.0,24.0,,tomato,0,1.0,30.0,,,0.0
4011,test,True,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,49.74999999999858,,tomato,0,1.0,30.0,104.0,24.0,,tomato,0,1.0,30.0,,,0.0
4012,test,True,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,48.499999999998295,,tomato,0,1.0,30.0,104.0,24.0,,tomato,0,1.0,30.0,,,0.0
4013,test,True,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,47.24999999999801,,tomato,0,1.0,30.0,103.11611652351695,24.88388347648305,,tomato,0,1.0,30.0,,,0.0
4014,test,True,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,45.999999999997726,,tomato,0,1.0,30.0,102.2322330470339,25.7677669529661,,tomato,0,1.0,30.0,,,0.0
4015,test,True,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,44.74999999999744,,tomato,0,1.0,30.0,101.34834957055085,26.65165042944915,,tomato,0,1.0,30.0,,,0.0
4016,test,True,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,43.49999999999716,,tomato,0,1.0,30.0,100.4644660940678,27.535533905932198,,tomato,0,1.0,30.0,,,0.0
4017,test,True,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,42.249999999996874,,tomato,0,1.0,30.0,99.58058261758475,28.419417382415247,,tomato,0,1.0,30.0,,,0.0
4018,test,True,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.99999999999659,,tomato,0,1.0,30.0,98.6966991411017,29.303300858898297,,tomato,0,1.0,30.0,,,0.0
4019,test,True,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,tomato,0,1.0,30.0,97.81281566461865,30.187184335381346,,tomato,0,1.0,30.0,,,0.0
4020,test,True,0,1,tomato_cut,4.0,3,0,2,tomato,0.0,0,1,0,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,96.9289321881356,31.071067811864395,,tomato,0,1.0,30.0,,,0.0
4021,test,True,0,1,tomato_cut,4.0,3,0,2,tomato,0.041666666666666664,0,1,0,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,96.04504871165256,31.954951288347445,,tomato,0,1.0,30.0,,,0.0
4022,test,True,0,1,tomato_cut,4.0,3,0,2,tomato,0.08333333333333333,0,1,0,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,95.1611652351695,32.838834764830494,,tomato,0,1.0,30.0,,,0.0
4023,test,True,0,1,tomato_cut,4.0,3,0,2,tomato,0.125,0,1,0,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,94.27728175868646,33.722718241313544,,tomato,0,1.0,30.0,,,0.0
4024,test,True,0,1,tomato_cut,4.0,3,0,2,tomato,0.16666666666666666,0,1,0,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,93.3933982822034,34.60660171779659,,tomato,0,1.0,30.0,,,0.0
4025,test,True,0,1,tomato_cut,4.0,3,0,2,tomato,0.20833333333333331,0,1,0,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,92.50951480572036,35.49048519427964,,tomato,0,1.0,30.0,,,0.0
4026,test,True,0,1,tomato_cut,4.0,3,0,2,tomato,0.24999999999999997,0,1,0,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,91.62563132923731,36.37436867076269,,tomato,0,1.0,30.0,,,0.0
4027,test,True,0,1,tomato_cut,4.0,3,0,2,tomato,0.29166666666666663,0,1,0,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,90.74174785275426,37.25825214724574,,tomato,0,1.0,30.0,,,0.0
4028,test,True,0,1,tomato_cut,4.0,3,0,2,tomato,0.3333333333333333,0,1,0,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,89.85786437627121,38.14213562372879,,tomato,0,1.0,30.0,,,0.0
4029,test,True,0,1,tomato_cut,4.0,3,0,2,tomato,0.375,0,1,0,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,88.97398089978816,39.02601910021184,,tomato,0,1.0,30.0,,,0.0
