tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,05042afdbd5b1ace_score,player_e67df8da_x,player_e67df8da_y,player_e67df8da_move_target,player_e67df8da_item,player_e67df8da_score,player_e67df8da_cut_speed,player_e67df8da_speed,player_cb82cf0c_x,player_cb82cf0c_y,player_cb82cf0c_move_target,player_cb82cf0c_item,player_cb82cf0c_score,player_cb82cf0c_cut_speed,player_cb82cf0c_speed,d6925a2388fac2dc_score,89e79227f9ce828f_message,d622163fae78e168_score
2810,train,True,0,1,None_cut,3.6249999999999956,3,0,2,None_cut,3.9999999999999942,3,1,0,None_cut,3.33333333333333,3,2,2,tomato_salad,2,3,tomato_cut,2,4,tomato,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,101.50000000001535,,tomato_cut,0,1.0,30.0,56.00001107541267,97.96460022931215,,plate,0,1.0,30.0,,,
2811,train,True,0,1,None_cut,3.6249999999999956,3,0,2,None_cut,3.9999999999999942,3,1,0,None_cut,3.33333333333333,3,2,2,tomato_salad,2,3,tomato_cut,2,4,tomato,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,102.75000000001563,,tomato_cut,0,1.0,30.0,56.000008781568624,99.2146002293096,,plate,0,1.0,30.0,,,
2812,train,True,0,1,None_cut,3.6249999999999956,3,0,2,None_cut,3.9999999999999942,3,1,0,None_cut,3.33333333333333,3,2,2,tomato_salad,2,3,tomato_cut,2,4,tomato,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,104.0,,tomato_cut,0,1.0,30.0,56.000006487724576,100.46460022930704,,plate,0,1.0,30.0,,,
2813,train,True,0,1,None_cut,3.6249999999999956,3,0,2,None_cut,3.9999999999999942,3,1,0,None_cut,3.33333333333333,3,2,2,tomato_salad,2,3,tomato_cut,2,4,tomato,2,5,tomato_cut,2,6,tomato_cut,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,104.0,,,0,1.0,30.0,56.00000419388053,101.71460022930448,,plate,0,1.0,30.0,,,
2814,train,True,0,1,None_cut,3.6249999999999956,3,0,2,None_cut,3.9999999999999942,3,1,0,None_cut,3.33333333333333,3,2,2,tomato_salad,2,3,tomato_cut,2,4,tomato,2,5,tomato_cut,2,6,tomato_cut,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,104.0,,,0,1.0,30.0,56.00000190003648,102.96460022930192,,plate,0,1.0,30.0,,,
2815,train,True,0,1,None_cut,3.6249999999999956,3,0,2,None_cut,3.9999999999999942,3,1,0,None_cut,3.33333333333333,3,2,2,tomato_salad,2,3,tomato_cut,2,4,tomato,2,5,tomato_cut,2,6,tomato_cut,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,104.0,,,0,1.0,30.0,56.0,104.0,,plate,0,1.0,30.0,,,
2816,train,True,0,1,None_cut,3.6249999999999956,3,0,2,None_cut,3.9999999999999942,3,1,0,None_cut,3.33333333333333,3,2,2,tomato_salad,2,3,tomato_cut,2,4,tomato,2,5,tomato_cut,2,6,tomato_salad,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,104.0,,,0,1.0,30.0,56.0,104.0,,,0,1.0,30.0,,,
2817,train,True,0,1,None_cut,3.6249999999999956,3,0,2,None_cut,3.9999999999999942,3,1,0,None_cut,3.33333333333333,3,2,2,tomato_salad,2,3,tomato_cut,2,4,tomato,2,5,tomato_cut,2,6,tomato_salad,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,104.0,,,0,1.0,30.0,56.0,104.0,,,0,1.0,30.0,,,
2818,train,True,0,1,None_cut,3.6249999999999956,3,0,2,None_cut,3.9999999999999942,3,1,0,None_cut,3.33333333333333,3,2,2,tomato_salad,2,3,tomato_cut,2,4,tomato,2,5,tomato_cut,2,6,tomato_salad,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,104.0,,,0,1.0,30.0,56.0,104.0,,,0,1.0,30.0,,,
2819,train,True,0,1,None_cut,3.6249999999999956,3,0,2,None_cut,3.9999999999999942,3,1,0,None_cut,3.33333333333333,3,2,2,tomato_salad,2,3,tomato_cut,2,4,tomato,2,5,tomato_cut,2,6,tomato_salad,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,104.0,,,0,1.0,30.0,56.0,104.0,,,0,1.0,30.0,,,
2820,train,True,0,1,None_cut,3.6249999999999956,3,0,2,None_cut,3.9999999999999942,3,1,0,None_cut,3.33333333333333,3,2,2,tomato_salad,2,3,tomato_cut,2,4,tomato,2,5,tomato_cut,2,6,tomato_salad,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,104.0,,,0,1.0,30.0,56.0,104.0,,,0,1.0,30.0,,,
2821,train,True,0,1,None_cut,3.6249999999999956,3,0,2,None_cut,3.9999999999999942,3,1,0,None_cut,3.33333333333333,3,2,2,tomato_salad,2,3,tomato_cut,2,4,tomato,2,5,tomato_cut,2,6,tomato_salad,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,104.0,,,0,1.0,30.0,56.0,104.0,,,0,1.0,30.0,,,
2822,train,True,0,1,None_cut,3.6249999999999956,3,0,2,None_cut,3.9999999999999942,3,1,0,None_cut,3.33333333333333,3,2,2,tomato_salad,2,3,tomato_cut,2,4,tomato,2,5,tomato_cut,2,6,tomato_salad,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,104.0,,,0,1.0,30.0,56.0,104.0,,,0,1.0,30.0,,,
2823,train,True,0,1,None_cut,3.6249999999999956,3,0,2,None_cut,3.9999999999999942,3,1,0,None_cut,3.33333333333333,3,2,2,tomato_salad,2,3,tomato_cut,2,4,tomato,2,5,tomato_cut,2,6,tomato_salad,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,104.0,,,0,1.0,30.0,56.0,104.0,,,0,1.0,30.0,,,
2824,train,True,0,1,None_cut,3.6249999999999956,3,0,2,None_cut,3.9999999999999942,3,1,0,None_cut,3.33333333333333,3,2,2,tomato_salad,2,3,tomato_cut,2,4,tomato,2,5,tomato_cut,2,6,tomato_salad,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,104.0,,,0,1.0,30.0,56.0,104.0,,,0,1.0,30.0,,,
2825,train,True,0,1,None_cut,3.6249999999999956,3,0,2,None_cut,3.9999999999999942,3,1,0,None_cut,3.33333333333333,3,2,2,tomato_salad,2,3,tomato_cut,2,4,tomato,2,5,tomato_cut,2,6,tomato_salad,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,104.0,,,0,1.0,30.0,56.0,104.0,,,0,1.0,30.0,,,
2826,train,True,0,1,None_cut,3.6249999999999956,3,0,2,None_cut,3.9999999999999942,3,1,0,None_cut,3.33333333333333,3,2,2,tomato_salad,2,3,tomato_cut,2,4,tomato,2,5,tomato_cut,2,6,tomato_salad,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,104.0,,,0,1.0,30.0,56.0,104.0,,,0,1.0,30.0,,,
2827,train,True,0,1,None_cut,3.6249999999999956,3,0,2,None_cut,3.9999999999999942,3,1,0,None_cut,3.33333333333333,3,2,2,tomato_salad,2,3,tomato_cut,2,4,tomato,2,5,tomato_cut,2,6,tomato_salad,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,104.0,,,0,1.0,30.0,56.0,104.0,,,0,1.0,30.0,,,
2828,train,True,0,1,None_cut,3.6249999999999956,3,0,2,None_cut,3.9999999999999942,3,1,0,None_cut,3.33333333333333,3,2,2,tomato_salad,2,3,tomato_cut,2,4,tomato,2,5,tomato_cut,2,6,tomato_salad,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,104.0,,,0,1.0,30.0,56.0,104.0,,,0,1.0,30.0,,,
2829,train,True,0,1,None_cut,3.6249999999999956,3,0,2,None_cut,3.9999999999999942,3,1,0,None_cut,3.33333333333333,3,2,2,tomato_salad,2,3,tomato_cut,2,4,tomato,2,5,tomato_cut,2,6,tomato_salad,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,104.0,,,0,1.0,30.0,56.0,104.0,,,0,1.0,30.0,,,
2830,train,True,0,1,None_cut,3.6249999999999956,3,0,2,None_cut,3.9999999999999942,3,1,0,None_cut,3.33333333333333,3,2,2,tomato_salad,2,3,tomato_cut,2,4,tomato,2,5,tomato_cut,2,6,tomato_salad,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,104.0,,,0,1.0,30.0,56.0,104.0,,,0,1.0,30.0,,,
2831,train,True,0,1,None_cut,3.6249999999999956,3,0,2,None_cut,3.9999999999999942,3,1,0,None_cut,3.33333333333333,3,2,2,tomato_salad,2,3,tomato_cut,2,4,tomato,2,5,tomato_cut,2,6,tomato_salad,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,104.0,,,0,1.0,30.0,56.0,104.0,,,0,1.0,30.0,,,
2832,train,True,0,1,None_cut,3.6249999999999956,3,0,2,None_cut,3.9999999999999942,3,1,0,None_cut,3.33333333333333,3,2,2,tomato_salad,2,3,tomato_cut,2,4,tomato,2,5,tomato_cut,2,6,tomato_salad,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,104.0,,,0,1.0,30.0,56.0,104.0,,,0,1.0,30.0,,,
2833,train,True,0,1,None_cut,3.6249999999999956,3,0,2,None_cut,3.9999999999999942,3,1,0,None_cut,3.33333333333333,3,2,2,tomato_salad,2,3,tomato_cut,2,4,tomato,2,5,tomato_cut,2,6,tomato_salad,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,104.0,,,0,1.0,30.0,56.0,104.0,,,0,1.0,30.0,,,
2834,train,True,0,1,None_cut,3.6249999999999956,3,0,2,None_cut,3.9999999999999942,3,1,0,None_cut,3.33333333333333,3,2,2,tomato_salad,2,3,tomato_cut,2,4,tomato,2,5,tomato_cut,2,6,tomato_salad,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,104.0,,,0,1.0,30.0,56.0,104.0,,,0,1.0,30.0,,,
2835,train,True,0,1,None_cut,3.6249999999999956,3,0,2,None_cut,3.9999999999999942,3,1,0,None_cut,3.33333333333333,3,2,2,tomato_salad,2,3,tomato_cut,2,4,tomato,2,5,tomato_cut,2,6,tomato_salad,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,104.0,,,0,1.0,30.0,56.0,104.0,,,0,1.0,30.0,,,
2836,train,True,0,1,None_cut,3.6249999999999956,3,0,2,None_cut,3.9999999999999942,3,1,0,None_cut,3.33333333333333,3,2,2,tomato_salad,2,3,tomato_cut,2,4,tomato,2,5,tomato_cut,2,6,tomato_salad,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,104.0,,,0,1.0,30.0,56.0,104.0,,,0,1.0,30.0,,,
2837,train,True,0,1,None_cut,3.6249999999999956,3,0,2,None_cut,3.9999999999999942,3,1,0,None_cut,3.33333333333333,3,2,2,tomato_salad,2,3,tomato_cut,2,4,tomato,2,5,tomato_cut,2,6,tomato_salad,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,104.0,,,0,1.0,30.0,56.0,104.0,,,0,1.0,30.0,,,
2838,train,True,0,1,None_cut,3.6249999999999956,3,0,2,None_cut,3.9999999999999942,3,1,0,None_cut,3.33333333333333,3,2,2,tomato_salad,2,3,tomato_cut,2,4,tomato,2,5,tomato_cut,2,6,tomato_salad,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,104.0,,,0,1.0,30.0,56.0,104.0,,,0,1.0,30.0,,,
2839,train,True,0,1,None_cut,3.6249999999999956,3,0,2,None_cut,3.9999999999999942,3,1,0,None_cut,3.33333333333333,3,2,2,tomato_salad,2,3,tomato_cut,2,4,tomato,2,5,tomato_cut,2,6,tomato_salad,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,104.0,,,0,1.0,30.0,56.0,104.0,,,0,1.0,30.0,,,
2840,train,True,0,1,None_cut,3.6249999999999956,3,0,2,None_cut,3.9999999999999942,3,1,0,None_cut,3.33333333333333,3,2,2,tomato_salad,2,3,tomato_cut,2,4,tomato,2,5,tomato_cut,2,6,tomato_salad,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,104.0,,,0,1.0,30.0,56.0,104.0,,,0,1.0,30.0,,,
2841,train,True,0,1,None_cut,3.6249999999999956,3,0,2,None_cut,3.9999999999999942,3,1,0,None_cut,3.33333333333333,3,2,2,tomato_salad,2,3,tomato_cut,2,4,tomato,2,5,tomato_cut,2,6,tomato_salad,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,104.0,,,0,1.0,30.0,56.0,104.0,,,0,1.0,30.0,,,
2842,train,True,0,1,None_cut,3.6249999999999956,3,0,2,None_cut,3.9999999999999942,3,1,0,None_cut,3.33333333333333,3,2,2,tomato_salad,2,3,tomato_cut,2,4,tomato,2,5,tomato_cut,2,6,tomato_salad,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,104.0,,,0,1.0,30.0,56.0,104.0,,,0,1.0,30.0,,,
2843,train,True,0,1,None_cut,3.6249999999999956,3,0,2,None_cut,3.9999999999999942,3,1,0,None_cut,3.33333333333333,3,2,2,tomato_salad,2,3,tomato_cut,2,4,tomato,2,5,tomato_cut,2,6,tomato_salad,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,104.0,,,0,1.0,30.0,56.0,104.0,,,0,1.0,30.0,,,
2844,train,True,0,1,None_cut,3.6249999999999956,3,0,2,None_cut,3.9999999999999942,3,1,0,None_cut,3.33333333333333,3,2,2,tomato_salad,2,3,tomato_cut,2,4,tomato,2,5,tomato_cut,2,6,tomato_salad,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,104.0,,,0,1.0,30.0,56.0,104.0,,,0,1.0,30.0,,,
2845,train,True,0,1,None_cut,3.6249999999999956,3,0,2,None_cut,3.9999999999999942,3,1,0,None_cut,3.33333333333333,3,2,2,tomato_salad,2,3,tomato_cut,2,4,tomato,2,5,tomato_cut,2,6,tomato_salad,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,104.0,,,0,1.0,30.0,56.0,104.0,,,0,1.0,30.0,,,
2846,train,True,0,1,None_cut,3.6249999999999956,3,0,2,None_cut,3.9999999999999942,3,1,0,None_cut,3.33333333333333,3,2,2,tomato_salad,2,3,tomato_cut,2,4,tomato,2,5,tomato_cut,2,6,tomato_salad,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,104.0,,,0,1.0,30.0,56.0,104.0,,,0,1.0,30.0,,,
2847,train,True,0,1,None_cut,3.6249999999999956,3,0,2,None_cut,3.9999999999999942,3,1,0,None_cut,3.33333333333333,3,2,2,tomato_salad,2,3,tomato_cut,2,4,tomato,2,5,tomato_cut,2,6,tomato_salad,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,104.0,,,0,1.0,30.0,56.0,104.0,,,0,1.0,30.0,,,
2848,train,True,0,1,None_cut,3.6249999999999956,3,0,2,None_cut,3.9999999999999942,3,1,0,None_cut,3.33333333333333,3,2,2,tomato_salad,2,3,tomato_cut,2,4,tomato,2,5,tomato_cut,2,6,tomato_salad,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,104.0,,,0,1.0,30.0,56.0,104.0,,,0,1.0,30.0,,,
2849,train,True,0,1,None_cut,3.6249999999999956,3,0,2,None_cut,3.9999999999999942,3,1,0,None_cut,3.33333333333333,3,2,2,tomato_salad,2,3,tomato_cut,2,4,tomato,2,5,tomato_cut,2,6,tomato_salad,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,104.0,,,0,1.0,30.0,56.0,104.0,,,0,1.0,30.0,,,
2850,train,True,0,1,None_cut,3.6249999999999956,3,0,2,None_cut,3.9999999999999942,3,1,0,None_cut,3.33333333333333,3,2,2,tomato_salad,2,3,tomato_cut,2,4,tomato,2,5,tomato_cut,2,6,tomato_salad,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,104.0,,,0,1.0,30.0,56.0,104.0,,,0,1.0,30.0,,,
2851,train,True,0,1,None_cut,3.6249999999999956,3,0,2,None_cut,3.9999999999999942,3,1,0,None_cut,3.33333333333333,3,2,2,tomato_salad,2,3,tomato_cut,2,4,tomato,2,5,tomato_cut,2,6,tomato_salad,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,104.0,,,0,1.0,30.0,56.0,104.0,,,0,1.0,30.0,,,
2852,train,True,0,1,None_cut,3.6249999999999956,3,0,2,None_cut,3.9999999999999942,3,1,0,None_cut,3.33333333333333,3,2,2,tomato_salad,2,3,tomato_cut,2,4,tomato,2,5,tomato_cut,2,6,tomato_salad,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,104.0,,,0,1.0,30.0,56.0,104.0,,,0,1.0,30.0,,,
2853,train,True,0,1,None_cut,3.6249999999999956,3,0,2,None_cut,3.9999999999999942,3,1,0,None_cut,3.33333333333333,3,2,2,tomato_salad,2,3,tomato_cut,2,4,tomato,2,5,tomato_cut,2,6,tomato_salad,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,104.0,,,0,1.0,30.0,56.0,104.0,,,0,1.0,30.0,,,
2854,train,True,0,1,None_cut,3.6249999999999956,3,0,2,None_cut,3.9999999999999942,3,1,0,None_cut,3.33333333333333,3,2,2,tomato_salad,2,3,tomato_cut,2,4,tomato,2,5,tomato_cut,2,6,tomato_salad,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,104.0,,,0,1.0,30.0,56.0,104.0,,,0,1.0,30.0,,,
2855,train,True,0,1,None_cut,3.6249999999999956,3,0,2,None_cut,3.9999999999999942,3,1,0,None_cut,3.33333333333333,3,2,2,tomato_salad,2,3,tomato_cut,2,4,tomato,2,5,tomato_cut,2,6,tomato_salad,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,104.0,,,0,1.0,30.0,56.0,104.0,,,0,1.0,30.0,,,
2856,train,True,0,1,None_cut,3.6249999999999956,3,0,2,None_cut,3.9999999999999942,3,1,0,None_cut,3.33333333333333,3,2,2,tomato_salad,2,3,tomato_cut,2,4,tomato,2,5,tomato_cut,2,6,tomato_salad,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,104.0,,,0,1.0,30.0,56.0,104.0,,,0,1.0,30.0,,,
2857,train,True,0,1,None_cut,3.6249999999999956,3,0,2,None_cut,3.9999999999999942,3,1,0,None_cut,3.33333333333333,3,2,2,tomato_salad,2,3,tomato_cut,2,4,tomato,2,5,tomato_cut,2,6,tomato_salad,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,104.0,,,0,1.0,30.0,56.0,104.0,,,0,1.0,30.0,,,
2858,train,True,0,1,None_cut,3.6249999999999956,3,0,2,None_cut,3.9999999999999942,3,1,0,None_cut,3.33333333333333,3,2,2,tomato_salad,2,3,tomato_cut,2,4,tomato,2,5,tomato_cut,2,6,tomato_salad,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,104.0,,,0,1.0,30.0,56.0,104.0,,,0,1.0,30.0,,,
2859,train,True,0,1,None_cut,3.6249999999999956,3,0,2,None_cut,3.9999999999999942,3,1,0,None_cut,3.33333333333333,3,2,2,tomato_salad,2,3,tomato_cut,2,4,tomato,2,5,tomato_cut,2,6,tomato_salad,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,104.0,,,0,1.0,30.0,56.0,104.0,,,0,1.0,30.0,,,
2860,train,True,0,1,None_cut,3.6249999999999956,3,0,2,None_cut,3.9999999999999942,3,1,0,None_cut,3.33333333333333,3,2,2,tomato_salad,2,3,tomato_cut,2,4,tomato,2,5,tomato_cut,2,6,tomato_salad,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,104.0,,,0,1.0,30.0,56.0,104.0,,,0,1.0,30.0,,,
2861,train,True,0,1,None_cut,3.6249999999999956,3,0,2,None_cut,3.9999999999999942,3,1,0,None_cut,3.33333333333333,3,2,2,tomato_salad,2,3,tomato_cut,2,4,tomato,2,5,tomato_cut,2,6,tomato_salad,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,104.0,,,0,1.0,30.0,56.0,104.0,,,0,1.0,30.0,,,
2862,train,True,0,1,None_cut,3.6249999999999956,3,0,2,None_cut,3.9999999999999942,3,1,0,None_cut,3.33333333333333,3,2,2,tomato_salad,2,3,tomato_cut,2,4,tomato,2,5,tomato_cut,2,6,tomato_salad,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,104.0,,,0,1.0,30.0,56.0,104.0,,,0,1.0,30.0,,,
2863,train,True,0,1,None_cut,3.6249999999999956,3,0,2,None_cut,3.9999999999999942,3,1,0,None_cut,3.33333333333333,3,2,2,tomato_salad,2,3,tomato_cut,2,4,tomato,2,5,tomato_cut,2,6,tomato_salad,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,104.0,,,0,1.0,30.0,56.0,104.0,,,0,1.0,30.0,,,
2864,train,True,0,1,None_cut,3.6249999999999956,3,0,2,None_cut,3.9999999999999942,3,1,0,None_cut,3.33333333333333,3,2,2,tomato_salad,2,3,tomato_cut,2,4,tomato,2,5,tomato_cut,2,6,tomato_salad,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,104.0,,,0,1.0,30.0,56.0,104.0,,,0,1.0,30.0,,,
2865,train,True,0,1,None_cut,3.6249999999999956,3,0,2,None_cut,3.9999999999999942,3,1,0,None_cut,3.33333333333333,3,2,2,tomato_salad,2,3,tomato_cut,2,4,tomato,2,5,tomato_cut,2,6,tomato_salad,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,104.0,,,0,1.0,30.0,56.0,104.0,,,0,1.0,30.0,,,
2866,train,True,0,1,None_cut,3.6249999999999956,3,0,2,None_cut,3.9999999999999942,3,1,0,None_cut,3.33333333333333,3,2,2,tomato_salad,2,3,tomato_cut,2,4,tomato,2,5,tomato_cut,2,6,tomato_salad,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,104.0,,,0,1.0,30.0,56.0,104.0,,,0,1.0,30.0,,,
