tick,phase,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,d004fba2c2b434f5_score,player_bfb0ec10_x,player_bfb0ec10_y,player_bfb0ec10_move_target,player_bfb0ec10_item,player_bfb0ec10_score,player_bfb0ec10_cut_speed,player_bfb0ec10_speed,player_8804da5f_x,player_8804da5f_y,player_8804da5f_move_target,player_8804da5f_item,player_8804da5f_score,player_8804da5f_cut_speed,player_8804da5f_speed,2bc32dad107a727f_score,5631befea182f42c_message,a8ab49591b05749d_score
4528,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,86.25000000001052,,tomato_salad,1,1.0,30.0,24.0,56.0,,tomato_salad,0,1.0,30.0,,,1.0
4529,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,87.5000000000108,,tomato_salad,1,1.0,30.0,24.0,56.0,,tomato_salad,0,1.0,30.0,,,1.0
4530,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,88.75000000001108,,tomato_salad,1,1.0,30.0,24.0,56.0,,tomato_salad,0,1.0,30.0,,,1.0
4531,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,90.00000000001137,,tomato_salad,1,1.0,30.0,24.0,56.0,,tomato_salad,0,1.0,30.0,,,1.0
4532,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,91.25000000001165,,tomato_salad,1,1.0,30.0,24.0,56.0,,tomato_salad,0,1.0,30.0,,,1.0
4533,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,92.50000000001194,,tomato_salad,1,1.0,30.0,24.0,56.0,,tomato_salad,0,1.0,30.0,,,1.0
4534,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,93.75000000001222,,tomato_salad,1,1.0,30.0,24.0,56.0,,tomato_salad,0,1.0,30.0,,,1.0
4535,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,95.0000000000125,,tomato_salad,1,1.0,30.0,24.0,56.0,,tomato_salad,0,1.0,30.0,,,1.0
4536,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,96.25000000001279,,tomato_salad,1,1.0,30.0,24.0,56.0,,tomato_salad,0,1.0,30.0,,,1.0
4537,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,97.50000000001307,,tomato_salad,1,1.0,30.0,24.0,56.0,,tomato_salad,0,1.0,30.0,,,1.0
4538,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,98.75000000001336,,tomato_salad,1,1.0,30.0,24.0,56.0,,tomato_salad,0,1.0,30.0,,,1.0
4539,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,100.00000000001364,,tomato_salad,1,1.0,30.0,24.0,56.0,,tomato_salad,0,1.0,30.0,,,1.0
4540,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,101.25000000001393,,tomato_salad,1,1.0,30.0,24.0,56.0,,tomato_salad,0,1.0,30.0,,,1.0
4541,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,102.50000000001421,,tomato_salad,1,1.0,30.0,24.0,56.0,,tomato_salad,0,1.0,30.0,,,1.0
4542,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,103.7500000000145,,tomato_salad,1,1.0,30.0,24.0,56.0,,tomato_salad,0,1.0,30.0,,,1.0
4543,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,105.00000000001478,,tomato_salad,1,1.0,30.0,24.0,56.0,,tomato_salad,0,1.0,30.0,,,1.0
4544,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,106.25000000001506,,tomato_salad,1,1.0,30.0,24.0,56.0,,tomato_salad,0,1.0,30.0,,,1.0
4545,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,107.50000000001535,,tomato_salad,1,1.0,30.0,24.0,56.0,,tomato_salad,0,1.0,30.0,,,1.0
4546,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,108.75000000001563,,tomato_salad,1,1.0,30.0,24.0,56.0,,tomato_salad,0,1.0,30.0,,,1.0
4547,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,110.00000000001592,,tomato_salad,1,1.0,30.0,24.0,56.0,,tomato_salad,0,1.0,30.0,,,1.0
4548,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,111.2500000000162,,tomato_salad,1,1.0,30.0,24.0,56.0,,tomato_salad,0,1.0,30.0,,,1.0
4549,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,112.50000000001648,,tomato_salad,1,1.0,30.0,24.0,56.0,,tomato_salad,0,1.0,30.0,,,1.0
4550,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,113.75000000001677,,tomato_salad,1,1.0,30.0,24.0,56.0,,tomato_salad,0,1.0,30.0,,,1.0
4551,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,115.00000000001705,,tomato_salad,1,1.0,30.0,24.0,56.0,,tomato_salad,0,1.0,30.0,,,1.0
4552,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,116.25000000001734,,tomato_salad,1,1.0,30.0,24.0,56.0,,tomato_salad,0,1.0,30.0,,,1.0
4553,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,117.50000000001762,,tomato_salad,1,1.0,30.0,24.0,56.0,,tomato_salad,0,1.0,30.0,,,1.0
4554,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,118.7500000000179,,tomato_salad,1,1.0,30.0,24.0,56.0,,tomato_salad,0,1.0,30.0,,,1.0
4555,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.140540251812297,119.94229700497795,,tomato_salad,1,1.0,30.0,24.0,56.0,,tomato_salad,0,1.0,30.0,,,1.0
4556,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,25.018916825639153,120.8316532859767,,tomato_salad,1,1.0,30.0,24.0,56.0,,tomato_salad,0,1.0,30.0,,,1.0
4557,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,25.897293399466008,121.72100956697545,,tomato_salad,1,1.0,30.0,24.0,56.0,,tomato_salad,0,1.0,30.0,,,1.0
4558,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,26.775669973292864,122.61036584797421,,tomato_salad,1,1.0,30.0,24.0,56.0,,tomato_salad,0,1.0,30.0,,,1.0
4559,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,27.65404654711972,123.49972212897296,,tomato_salad,1,1.0,30.0,24.0,56.0,,tomato_salad,0,1.0,30.0,,,1.0
4560,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,28.532423120946575,124.38907840997172,,tomato_salad,1,1.0,30.0,24.0,56.0,,tomato_salad,0,1.0,30.0,,,1.0
4561,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,29.41079969477343,125.27843469097047,,tomato_salad,1,1.0,30.0,24.0,56.0,,tomato_salad,0,1.0,30.0,,,1.0
4562,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,30.289176268600286,126.16779097196923,,tomato_salad,1,1.0,30.0,24.0,56.0,,tomato_salad,0,1.0,30.0,,,1.0
4563,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,31.167552842427142,127.05714725296798,,tomato_salad,1,1.0,30.0,24.0,56.0,,tomato_salad,0,1.0,30.0,,,1.0
4564,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,32.04592941625402,127.94650353396673,,tomato_salad,1,1.0,30.0,24.0,57.250000000000284,,tomato_salad,0,1.0,30.0,,,1.0
4565,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,32.92430599008123,128.8358598149655,,tomato_salad,1,1.0,30.0,24.0,58.50000000000057,,tomato_salad,0,1.0,30.0,,,1.0
4566,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,33.80268256390844,129.72521609596424,,tomato_salad,1,1.0,30.0,24.0,59.75000000000085,,tomato_salad,0,1.0,30.0,,,1.0
4567,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,34.68105913773565,130.614572376963,,tomato_salad,1,1.0,30.0,24.0,61.00000000000114,,tomato_salad,0,1.0,30.0,,,1.0
4568,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,35.55943571156286,131.50392865796175,,tomato_salad,1,1.0,30.0,24.0,62.25000000000142,,tomato_salad,0,1.0,30.0,,,1.0
4569,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,36.437812285389924,132.3932849389605,,tomato_salad,1,1.0,30.0,24.0,63.500000000001705,,tomato_salad,0,1.0,30.0,,,1.0
4570,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,37.31618885921664,133.28264121995926,,tomato_salad,1,1.0,30.0,24.0,64.75000000000199,,tomato_salad,0,1.0,30.0,,,1.0
4571,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,38.194565433043344,134.171997500958,,tomato_salad,1,1.0,30.0,24.0,66.00000000000227,,tomato_salad,0,1.0,30.0,,,1.0
4572,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,39.07294200687006,135.06135378195677,,tomato_salad,1,1.0,30.0,24.0,67.25000000000256,,tomato_salad,0,1.0,30.0,,,1.0
4573,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,39.95387262834076,135.66868467339486,,tomato_salad,1,1.0,30.0,24.0,68.50000000000284,,tomato_salad,0,1.0,30.0,,,1.0
4574,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,40.84821199994242,134.7953822696395,,tomato_salad,1,1.0,30.0,24.0,69.75000000000313,,tomato_salad,0,1.0,30.0,,,1.0
4575,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,41.74255137154408,133.92207986588414,,tomato_salad,1,1.0,30.0,24.0,71.00000000000341,,tomato_salad,0,1.0,30.0,,,1.0
4576,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,42.63689074314574,133.04877746212878,,tomato_salad,1,1.0,30.0,24.0,72.2500000000037,,tomato_salad,0,1.0,30.0,,,1.0
4577,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,43.5312301147474,132.17547505837342,,tomato_salad,1,1.0,30.0,24.0,73.50000000000398,,tomato_salad,0,1.0,30.0,,,1.0
4578,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,44.42556948634906,131.30217265461806,,tomato_salad,1,1.0,30.0,24.0,74.75000000000426,,tomato_salad,0,1.0,30.0,,,1.0
4579,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,45.31990885795072,130.4288702508627,,tomato_salad,1,1.0,30.0,24.0,76.00000000000455,,tomato_salad,0,1.0,30.0,,,1.0
4580,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,46.21424822955238,129.55556784710734,,tomato_salad,1,1.0,30.0,24.0,77.25000000000483,,tomato_salad,0,1.0,30.0,,,1.0
4581,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,47.10858760115404,128.68226544335198,,tomato_salad,1,1.0,30.0,24.0,78.50000000000512,,tomato_salad,0,1.0,30.0,,,1.0
4582,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,48.0029269727557,127.80896303959693,,tomato_salad,1,1.0,30.0,24.0,79.7500000000054,,tomato_salad,0,1.0,30.0,,,1.0
4583,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,48.89726634435736,126.93566063584299,,tomato_salad,1,1.0,30.0,24.0,81.00000000000568,,tomato_salad,0,1.0,30.0,,,1.0
4584,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,49.79160571595902,126.06235823208905,,tomato_salad,1,1.0,30.0,24.0,82.25000000000597,,tomato_salad,0,1.0,30.0,,,1.0
4585,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,50.68594508756068,125.18905582833484,,tomato_salad,1,1.0,30.0,24.0,83.50000000000625,,tomato_salad,0,1.0,30.0,,,1.0
4586,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,51.58028445916234,124.31575342457992,,tomato_salad,1,1.0,30.0,24.0,84.75000000000654,,tomato_salad,0,1.0,30.0,,,1.0
4587,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,52.474623830764,123.442451020825,,tomato_salad,1,1.0,30.0,24.0,86.00000000000682,,tomato_salad,0,1.0,30.0,,,1.0
4588,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,53.36896320236566,122.56914861707008,,tomato_salad,1,1.0,30.0,24.0,87.2500000000071,,tomato_salad,0,1.0,30.0,,,1.0
4589,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,54.26330257396732,121.69584621331515,,tomato_salad,1,1.0,30.0,24.0,88.50000000000739,,tomato_salad,0,1.0,30.0,,,1.0
4590,test,0,1,None_cut,3.7916666666666616,3,0,2,None_cut,4.0,3,1,0,,0.0,0,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.15764194556898,120.82254380956023,,tomato_salad,1,1.0,30.0,24.0,89.75000000000767,,tomato_salad,0,1.0,30.0,,,1.0
