tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,Counter_02_slot_x,Counter_02_slot_y,Counter_02_item,Counter_03_slot_x,Counter_03_slot_y,Counter_03_item,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,CuttingBoard_20_slot_x,CuttingBoard_20_slot_y,CuttingBoard_20_item,CuttingBoard_20_cut_time_accumulated,CuttingBoard_20_cut_stage,Counter_32_slot_x,Counter_32_slot_y,Counter_32_item,Counter_33_slot_x,Counter_33_slot_y,Counter_33_item,Counter_34_slot_x,Counter_34_slot_y,Counter_34_item,Counter_35_slot_x,Counter_35_slot_y,Counter_35_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,b515cf55edfbcba8_score,player_3fbf3a32_x,player_3fbf3a32_y,player_3fbf3a32_move_target,player_3fbf3a32_item,player_3fbf3a32_score,player_3fbf3a32_cut_speed,player_3fbf3a32_speed,player_53e52b93_x,player_53e52b93_y,player_53e52b93_move_target,player_53e52b93_item,player_53e52b93_score,player_53e52b93_cut_speed,player_53e52b93_speed
1860,0,1,,0,2,,0,3,tomato_cut,1,0,None_cut,3.166666666666664,3,2,0,tomato,2.041666666666668,2,3,2,plate,3,3,tomato_cut,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,56.0,,,0,1.0,30.0,104.0,24.0,,plate,1,1.0,30.0
1861,0,1,,0,2,,0,3,tomato_cut,1,0,None_cut,3.166666666666664,3,2,0,tomato,2.041666666666668,2,3,2,plate,3,3,tomato_cut,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,56.0,,,0,1.0,30.0,104.0,24.0,,plate,1,1.0,30.0
1862,0,1,,0,2,,0,3,tomato_cut,1,0,None_cut,3.166666666666664,3,2,0,tomato,2.041666666666668,2,3,2,plate,3,3,tomato_cut,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,56.0,,,0,1.0,30.0,104.0,24.0,,plate,1,1.0,30.0
1863,0,1,,0,2,,0,3,tomato_cut,1,0,None_cut,3.166666666666664,3,2,0,tomato,2.041666666666668,2,3,2,plate,3,3,tomato_cut,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,56.0,,,0,1.0,30.0,104.0,24.0,,plate,1,1.0,30.0
1864,0,1,,0,2,,0,3,tomato_cut,1,0,None_cut,3.166666666666664,3,2,0,tomato,2.041666666666668,2,3,2,plate,3,3,tomato_cut,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,56.0,,,0,1.0,30.0,103.11611652351695,24.88388347648305,,plate,1,1.0,30.0
1865,0,1,,0,2,,0,3,tomato_cut,1,0,None_cut,3.166666666666664,3,2,0,tomato,2.041666666666668,2,3,2,plate,3,3,tomato_cut,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,56.0,,,0,1.0,30.0,102.2322330470339,25.7677669529661,,plate,1,1.0,30.0
1866,0,1,,0,2,,0,3,tomato_cut,1,0,None_cut,3.166666666666664,3,2,0,tomato,2.041666666666668,2,3,2,plate,3,3,tomato_cut,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,56.0,,,0,1.0,30.0,101.34834957055085,26.65165042944915,,plate,1,1.0,30.0
1867,0,1,,0,2,,0,3,tomato_cut,1,0,None_cut,3.166666666666664,3,2,0,tomato,2.041666666666668,2,3,2,plate,3,3,tomato_cut,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,56.0,,,0,1.0,30.0,100.4644660940678,27.535533905932198,,plate,1,1.0,30.0
1868,0,1,,0,2,,0,3,tomato_cut,1,0,None_cut,3.166666666666664,3,2,0,tomato,2.041666666666668,2,3,2,plate,3,3,tomato_cut,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,56.0,,,0,1.0,30.0,99.58058261758475,28.419417382415247,,plate,1,1.0,30.0
1869,0,1,,0,2,,0,3,tomato_cut,1,0,None_cut,3.166666666666664,3,2,0,tomato,2.041666666666668,2,3,2,plate,3,3,tomato_cut,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,56.0,,,0,1.0,30.0,98.6966991411017,29.303300858898297,,plate,1,1.0,30.0
1870,0,1,,0,2,,0,3,tomato_cut,1,0,None_cut,3.166666666666664,3,2,0,tomato,2.041666666666668,2,3,2,plate,3,3,tomato_cut,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,56.0,,,0,1.0,30.0,97.81281566461865,30.187184335381346,,plate,1,1.0,30.0
1871,0,1,,0,2,,0,3,tomato_cut,1,0,None_cut,3.166666666666664,3,2,0,tomato,2.041666666666668,2,3,2,plate,3,3,tomato_cut,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,56.0,,,0,1.0,30.0,96.9289321881356,31.071067811864395,,plate,1,1.0,30.0
1872,0,1,,0,2,,0,3,tomato_cut,1,0,None_cut,3.166666666666664,3,2,0,tomato,2.041666666666668,2,3,2,plate,3,3,tomato_cut,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,56.0,,,0,1.0,30.0,96.04504871165256,31.954951288347445,,plate,1,1.0,30.0
1873,0,1,,0,2,,0,3,tomato_cut,1,0,None_cut,3.166666666666664,3,2,0,tomato,2.041666666666668,2,3,2,plate,3,3,tomato_cut,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,56.0,,,0,1.0,30.0,95.1611652351695,32.838834764830494,,plate,1,1.0,30.0
1874,0,1,,0,2,,0,3,tomato_cut,1,0,None_cut,3.166666666666664,3,2,0,tomato,2.041666666666668,2,3,2,plate,3,3,tomato_cut,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,56.0,,,0,1.0,30.0,94.27728175868646,33.722718241313544,,plate,1,1.0,30.0
1875,0,1,,0,2,,0,3,tomato_cut,1,0,None_cut,3.166666666666664,3,2,0,tomato,2.041666666666668,2,3,2,plate,3,3,tomato_cut,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,56.0,,,0,1.0,30.0,93.3933982822034,34.60660171779659,,plate,1,1.0,30.0
1876,0,1,,0,2,,0,3,tomato_cut,1,0,None_cut,3.166666666666664,3,2,0,tomato,2.041666666666668,2,3,2,plate,3,3,tomato_cut,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,56.0,,,0,1.0,30.0,92.50951480572036,35.49048519427964,,plate,1,1.0,30.0
1877,0,1,,0,2,,0,3,tomato_cut,1,0,None_cut,3.166666666666664,3,2,0,tomato,2.041666666666668,2,3,2,plate,3,3,tomato_cut,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,56.0,,,0,1.0,30.0,91.62563132923731,36.37436867076269,,plate,1,1.0,30.0
1878,0,1,,0,2,,0,3,tomato_cut,1,0,None_cut,3.166666666666664,3,2,0,tomato,2.041666666666668,2,3,2,plate,3,3,tomato_cut,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,56.0,,,0,1.0,30.0,90.74174785275426,37.25825214724574,,plate,1,1.0,30.0
1879,0,1,,0,2,,0,3,tomato_cut,1,0,None_cut,3.166666666666664,3,2,0,tomato,2.041666666666668,2,3,2,plate,3,3,tomato_cut,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,56.0,,,0,1.0,30.0,89.85786437627121,38.14213562372879,,plate,1,1.0,30.0
1880,0,1,,0,2,,0,3,tomato_cut,1,0,None_cut,3.166666666666664,3,2,0,tomato,2.041666666666668,2,3,2,plate,3,3,tomato_cut,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,56.0,,,0,1.0,30.0,88.97398089978816,39.02601910021184,,plate,1,1.0,30.0
1881,0,1,,0,2,,0,3,tomato_cut,1,0,None_cut,3.166666666666664,3,2,0,tomato,2.041666666666668,2,3,2,plate,3,3,tomato_cut,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,56.0,,,0,1.0,30.0,88.19434681531624,39.95382555869017,,plate,1,1.0,30.0
1882,0,1,,0,2,,0,3,tomato_cut,1,0,None_cut,3.166666666666664,3,2,0,tomato,2.041666666666668,2,3,2,plate,3,3,tomato_cut,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,56.0,,,0,1.0,30.0,88.17920827225925,41.203733885133886,,plate,1,1.0,30.0
1883,0,1,,0,2,,0,3,tomato_cut,1,0,None_cut,3.166666666666664,3,2,0,tomato,2.041666666666668,2,3,2,plate,3,3,,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,56.0,,tomato_cut,0,1.0,30.0,88.16406972920225,42.4536422115776,,plate,1,1.0,30.0
1884,0,1,,0,2,,0,3,tomato_cut,1,0,None_cut,3.166666666666664,3,2,0,tomato,2.041666666666668,2,3,2,plate,3,3,,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,56.0,,tomato_cut,0,1.0,30.0,88.14893118614526,43.70355053802132,,plate,1,1.0,30.0
1885,0,1,,0,2,,0,3,tomato_cut,1,0,None_cut,3.166666666666664,3,2,0,tomato,2.041666666666668,2,3,2,plate,3,3,,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,56.0,,tomato_cut,0,1.0,30.0,88.13379264308827,44.953458864465034,,plate,1,1.0,30.0
1886,0,1,,0,2,,0,3,tomato_cut,1,0,None_cut,3.166666666666664,3,2,0,tomato,2.041666666666668,2,3,2,plate,3,3,,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,56.0,,tomato_cut,0,1.0,30.0,88.11865410003128,46.20336719090875,,plate,1,1.0,30.0
1887,0,1,,0,2,,0,3,tomato_cut,1,0,None_cut,3.166666666666664,3,2,0,tomato,2.041666666666668,2,3,2,plate,3,3,,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,56.0,,tomato_cut,0,1.0,30.0,88.10351555697429,47.453275517352466,,plate,1,1.0,30.0
1888,0,1,,0,2,,0,3,tomato_cut,1,0,None_cut,3.166666666666664,3,2,0,tomato,2.041666666666668,2,3,2,plate,3,3,,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,56.0,,tomato_cut,0,1.0,30.0,88.0883770139173,48.70318384379618,,plate,1,1.0,30.0
1889,0,1,,0,2,,0,3,tomato_cut,1,0,None_cut,3.166666666666664,3,2,0,tomato,2.041666666666668,2,3,2,plate,3,3,,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,56.0,,tomato_cut,0,1.0,30.0,88.0732384708603,49.9530921702399,,plate,1,1.0,30.0
1890,0,1,,0,2,,0,3,tomato_cut,1,0,None_cut,3.166666666666664,3,2,0,tomato,2.041666666666668,2,3,2,plate,3,3,,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,56.0,,tomato_cut,0,1.0,30.0,88.05809992780331,51.203000496683615,,plate,1,1.0,30.0
1891,0,1,,0,2,,0,3,tomato_cut,1,0,None_cut,3.166666666666664,3,2,0,tomato,2.041666666666668,2,3,2,plate,3,3,,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,56.0,,tomato_cut,0,1.0,30.0,88.04296138474632,52.45290882312733,,plate,1,1.0,30.0
1892,0,1,,0,2,,0,3,tomato_cut,1,0,None_cut,3.166666666666664,3,2,0,tomato,2.041666666666668,2,3,2,plate,3,3,,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,56.0,,tomato_cut,0,1.0,30.0,88.02782284168917,53.70281714957105,,plate,1,1.0,30.0
1893,0,1,,0,2,,0,3,tomato_cut,1,0,None_cut,3.166666666666664,3,2,0,tomato,2.041666666666668,2,3,2,plate,3,3,,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,56.0,,tomato_cut,0,1.0,30.0,88.01268429863147,54.95272547601476,,plate,1,1.0,30.0
1894,0,1,,0,2,,0,3,tomato_cut,1,0,None_cut,3.166666666666664,3,2,0,tomato,2.041666666666668,2,3,2,plate,3,3,,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,56.0,,tomato_cut,0,1.0,30.0,88.00233106509788,56.20266313364169,,plate,1,1.0,30.0
1895,0,1,,0,2,,0,3,tomato_cut,1,0,None_cut,3.166666666666664,3,2,0,tomato,2.041666666666668,2,3,2,plate,3,3,,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,56.0,,tomato_cut,0,1.0,30.0,88.00214661430297,57.45266312003295,,plate,1,1.0,30.0
1896,0,1,,0,2,,0,3,tomato_cut,1,0,None_cut,3.166666666666664,3,2,0,tomato,2.041666666666668,2,3,2,plate,3,3,,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,56.0,,tomato_cut,0,1.0,30.0,88.00196216350807,58.70266310642421,,plate,1,1.0,30.0
1897,0,1,,0,2,,0,3,tomato_cut,1,0,None_cut,3.166666666666664,3,2,0,tomato,2.041666666666668,2,3,2,plate,3,3,,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,56.0,,tomato_cut,0,1.0,30.0,88.00177771271316,59.95266309281547,,plate,1,1.0,30.0
1898,0,1,,0,2,,0,3,tomato_cut,1,0,None_cut,3.166666666666664,3,2,0,tomato,2.041666666666668,2,3,2,plate,3,3,,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,56.0,,tomato_cut,0,1.0,30.0,88.00159326191826,61.20266307920673,,plate,1,1.0,30.0
1899,0,1,,0,2,,0,3,tomato_cut,1,0,None_cut,3.166666666666664,3,2,0,tomato,2.041666666666668,2,3,2,plate,3,3,,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,56.0,,tomato_cut,0,1.0,30.0,88.00140881112335,62.45266306559799,,plate,1,1.0,30.0
1900,0,1,,0,2,,0,3,tomato_cut,1,0,None_cut,3.166666666666664,3,2,0,tomato,2.041666666666668,2,3,2,plate,3,3,,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,56.0,,tomato_cut,0,1.0,30.0,88.00122436032845,63.70266305198925,,plate,1,1.0,30.0
1901,0,1,,0,2,,0,3,tomato_cut,1,0,None_cut,3.166666666666664,3,2,0,tomato,2.041666666666668,2,3,2,plate,3,3,,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,56.0,,tomato_cut,0,1.0,30.0,88.00103990953355,64.95266303837997,,plate,1,1.0,30.0
1902,0,1,,0,2,,0,3,tomato_cut,1,0,None_cut,3.166666666666664,3,2,0,tomato,2.041666666666668,2,3,2,plate,3,3,,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,56.0,,tomato_cut,0,1.0,30.0,88.00085545873864,66.20266302477052,,plate,1,1.0,30.0
1903,0,1,,0,2,,0,3,tomato_cut,1,0,None_cut,3.166666666666664,3,2,0,tomato,2.041666666666668,2,3,2,plate,3,3,,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,56.0,,tomato_cut,0,1.0,30.0,88.00067100794374,67.45266301116106,,plate,1,1.0,30.0
1904,0,1,,0,2,,0,3,tomato_cut,1,0,None_cut,3.166666666666664,3,2,0,tomato,2.041666666666668,2,3,2,plate,3,3,,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,56.0,,tomato_cut,0,1.0,30.0,88.00048655714883,68.70266299755161,,plate,1,1.0,30.0
1905,0,1,,0,2,,0,3,tomato_cut,1,0,None_cut,3.166666666666664,3,2,0,tomato,2.041666666666668,2,3,2,plate,3,3,,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,56.0,,tomato_cut,0,1.0,30.0,88.00030210635417,69.95266298394216,,plate,1,1.0,30.0
1906,0,1,,0,2,,0,3,tomato_cut,1,0,None_cut,3.166666666666664,3,2,0,tomato,2.041666666666668,2,3,2,plate,3,3,,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,56.0,,tomato_cut,0,1.0,30.0,88.00011765555998,71.20266297033271,,plate,1,1.0,30.0
1907,0,1,,0,2,,0,3,tomato_cut,1,0,None_cut,3.166666666666664,3,2,0,tomato,2.041666666666668,2,3,2,plate,3,3,,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,56.0,,tomato_cut,0,1.0,30.0,87.54323487120497,72.2650902716208,,plate,1,1.0,30.0
1908,0,1,,0,2,,0,3,tomato_cut,1,0,None_cut,3.166666666666664,3,2,0,tomato,2.041666666666668,2,3,2,plate,3,3,,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,56.0,,tomato_cut,0,1.0,30.0,86.6647843943323,73.15437355589125,,plate,1,1.0,30.0
1909,0,1,,0,2,,0,3,tomato_cut,1,0,None_cut,3.166666666666664,3,2,0,tomato,2.041666666666668,2,3,2,plate,3,3,,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,56.0,,tomato_cut,0,1.0,30.0,85.78633391745963,74.0436568401617,,plate,1,1.0,30.0
1910,0,1,,0,2,,0,3,tomato_cut,1,0,None_cut,3.166666666666664,3,2,0,tomato,2.041666666666668,2,3,2,plate,3,3,,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,56.0,,tomato_cut,0,1.0,30.0,84.90788344058696,74.93294012443215,,plate,1,1.0,30.0
1911,0,1,,0,2,,0,3,tomato_cut,1,0,None_cut,3.166666666666664,3,2,0,tomato,2.041666666666668,2,3,2,plate,3,3,,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,56.0,,tomato_cut,0,1.0,30.0,84.02943296371429,75.8222234087026,,plate,1,1.0,30.0
1912,0,1,,0,2,,0,3,tomato_cut,1,0,None_cut,3.166666666666664,3,2,0,tomato,2.041666666666668,2,3,2,plate,3,3,,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,56.0,,tomato_cut,0,1.0,30.0,83.15098248684161,76.71150669297305,,plate,1,1.0,30.0
1913,0,1,,0,2,,0,3,tomato_cut,1,0,None_cut,3.166666666666664,3,2,0,tomato,2.041666666666668,2,3,2,plate,3,3,,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,56.0,,tomato_cut,0,1.0,30.0,82.27253200996894,77.6007899772435,,plate,1,1.0,30.0
1914,0,1,,0,2,,0,3,tomato_cut,1,0,None_cut,3.166666666666664,3,2,0,tomato,2.041666666666668,2,3,2,plate,3,3,,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,56.0,,tomato_cut,0,1.0,30.0,81.39408153309627,78.49007326151394,,plate,1,1.0,30.0
1915,0,1,,0,2,,0,3,tomato_cut,1,0,None_cut,3.166666666666664,3,2,0,tomato,2.041666666666668,2,3,2,plate,3,3,,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,56.0,,tomato_cut,0,1.0,30.0,80.5156310562236,79.37935654578439,,plate,1,1.0,30.0
1916,0,1,,0,2,,0,3,tomato_cut,1,0,None_cut,3.166666666666664,3,2,0,tomato,2.041666666666668,2,3,2,plate,3,3,,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,56.0,,tomato_cut,0,1.0,30.0,79.63718057935093,80.26863983005384,,plate,1,1.0,30.0
1917,0,1,,0,2,,0,3,tomato_cut,1,0,None_cut,3.166666666666664,3,2,0,tomato,2.041666666666668,2,3,2,plate,3,3,,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,56.0,,tomato_cut,0,1.0,30.0,78.75873010247825,81.15792311432324,,plate,1,1.0,30.0
1918,0,1,,0,2,,0,3,tomato_cut,1,0,None_cut,3.166666666666664,3,2,0,tomato,2.041666666666668,2,3,2,plate,3,3,,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,56.0,,tomato_cut,0,1.0,30.0,77.88027962560558,82.04720639859262,,plate,1,1.0,30.0
1919,0,1,,0,2,,0,3,tomato_cut,1,0,None_cut,3.166666666666664,3,2,0,tomato,2.041666666666668,2,3,2,plate,3,3,,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,56.0,,tomato_cut,0,1.0,30.0,77.00182914873291,82.93648968286202,,plate,1,1.0,30.0
1920,0,1,,0,2,,0,3,tomato_cut,1,0,None_cut,3.166666666666664,3,2,0,tomato,2.041666666666668,2,3,2,plate,3,3,,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,56.0,,tomato_cut,0,1.0,30.0,76.12337867186024,83.8257729671314,,plate,1,1.0,30.0
1921,0,1,,0,2,,0,3,tomato_cut,1,0,None_cut,3.166666666666664,3,2,0,tomato,2.041666666666668,2,3,2,plate,3,3,,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,56.0,,tomato_cut,0,1.0,30.0,75.24492819498757,84.7150562514008,,plate,1,1.0,30.0
1922,0,1,,0,2,,0,3,tomato_cut,1,0,None_cut,3.166666666666664,3,2,0,tomato,2.041666666666668,2,3,2,plate,3,3,,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,56.0,,tomato_cut,0,1.0,30.0,74.3664777181149,85.60433953567018,,plate,1,1.0,30.0
1923,0,1,,0,2,,0,3,tomato_cut,1,0,None_cut,3.166666666666664,3,2,0,tomato,2.041666666666668,2,3,2,plate,3,3,,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,56.0,,tomato_cut,0,1.0,30.0,73.48802724124222,86.49362281993957,,plate,1,1.0,30.0
1924,0,1,,0,2,,0,3,tomato_cut,1,0,None_cut,3.166666666666664,3,2,0,tomato,2.041666666666668,2,3,2,plate,3,3,,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,56.0,,tomato_cut,0,1.0,30.0,72.60957676436955,87.38290610420896,,plate,1,1.0,30.0
1925,0,1,,0,2,,0,3,tomato_cut,1,0,None_cut,3.166666666666664,3,2,0,tomato,2.041666666666668,2,3,2,plate,3,3,,3,4,tomato_cut,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,56.0,,tomato_cut,0,1.0,30.0,72.0,88.0,,plate,1,1.0,30.0
1926,0,1,,0,2,,0,3,tomato_cut,1,0,None_cut,3.166666666666664,3,2,0,tomato,2.041666666666668,2,3,2,plate,3,3,,3,4,tomato_cut,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,56.0,,tomato_cut,0,1.0,30.0,72.0,88.0,,,1,1.0,30.0
