tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,4fe680d0e7f4ba9f_score,player_bc17c76e_x,player_bc17c76e_y,player_bc17c76e_move_target,player_bc17c76e_item,player_bc17c76e_score,player_bc17c76e_cut_speed,player_bc17c76e_speed,player_303da1c2_x,player_303da1c2_y,player_303da1c2_move_target,player_303da1c2_item,player_303da1c2_score,player_303da1c2_cut_speed,player_303da1c2_speed
3191,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,45.999999999994884,,,0,1.0,12.0,61.3033008588983,50.6966991411017,,,4,0.2,30.0
3192,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,45.49999999999463,,,0,1.0,12.0,62.187184335381346,49.812815664618654,,,4,0.2,30.0
3193,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,44.99999999999437,,,0,1.0,12.0,63.071067811864395,48.928932188135605,,,4,0.2,30.0
3194,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,44.49999999999412,,,0,1.0,12.0,63.954951288347445,48.045048711652555,,,4,0.2,30.0
3195,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,43.99999999999386,,,0,1.0,12.0,64.8388347648305,47.161165235169506,,,4,0.2,30.0
3196,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,43.499999999993605,,,0,1.0,12.0,65.72271824131354,46.277281758686456,,,4,0.2,30.0
3197,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,42.99999999999335,,,0,1.0,12.0,66.6066017177966,45.39339828220341,,,4,0.2,30.0
3198,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,42.49999999999309,,,0,1.0,12.0,67.49048519427964,44.50951480572036,,,4,0.2,30.0
3199,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,41.99999999999284,,,0,1.0,12.0,68.37436867076269,43.62563132923731,,,4,0.2,30.0
3200,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,41.49999999999258,,,0,1.0,12.0,69.25825214724574,42.74174785275426,,,4,0.2,30.0
3201,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,40.999999999992326,,,0,1.0,12.0,70.14213562372879,41.85786437627121,,,4,0.2,30.0
3202,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,40.49999999999207,,,0,1.0,12.0,71.02601910021184,40.97398089978816,,,4,0.2,30.0
3203,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,40.0,,,0,1.0,12.0,71.95382555869026,40.19434681531624,,,4,0.2,30.0
3204,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,40.0,,tomato,0,1.0,12.0,73.20373388513468,40.179208272259245,,,4,0.2,30.0
3205,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,40.0,,tomato,0,1.0,12.0,74.45364221157911,40.164069729202254,,,4,0.2,30.0
3206,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,40.0,,tomato,0,1.0,12.0,75.70355053802353,40.14893118614526,,,4,0.2,30.0
3207,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,40.0,,tomato,0,1.0,12.0,76.95345886446796,40.13379264308827,,,4,0.2,30.0
3208,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,40.0,,tomato,0,1.0,12.0,78.20336719091239,40.11865410003128,,,4,0.2,30.0
3209,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,40.0,,tomato,0,1.0,12.0,79.45327551735681,40.10351555697429,,,4,0.2,30.0
3210,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,40.0,,tomato,0,1.0,12.0,80.70318384380124,40.088377013917295,,,4,0.2,30.0
3211,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,40.0,,tomato,0,1.0,12.0,81.95309217024567,40.0732384708603,,,4,0.2,30.0
3212,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,40.0,,tomato,0,1.0,12.0,83.2030004966901,40.05809992780313,,,4,0.2,30.0
3213,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,40.0,,tomato,0,1.0,12.0,84.45290882313452,40.04296138474578,,,4,0.2,30.0
3214,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,40.0,,tomato,0,1.0,12.0,85.70281714957895,40.027822841688426,,,4,0.2,30.0
3215,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,40.0,,tomato,0,1.0,12.0,86.95272547602337,40.01268429863107,,,4,0.2,30.0
3216,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,40.0,,tomato,0,1.0,12.0,88.08721304983902,39.72126494341936,,,4,0.2,30.0
3217,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,40.0,,tomato,0,1.0,12.0,88.97643152431851,38.84274886237961,,,4,0.2,30.0
3218,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,40.0,,tomato,0,1.0,12.0,89.865649998798,37.96423278133986,,,4,0.2,30.0
3219,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,40.0,,tomato,0,1.0,12.0,90.7548684732775,37.08571670030011,,,4,0.2,30.0
3220,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,40.0,,tomato,0,1.0,12.0,91.64408694775699,36.20720061926036,,,4,0.2,30.0
3221,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,40.0,,tomato,0,1.0,12.0,92.53330542223648,35.328684538220614,,,4,0.2,30.0
3222,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,40.0,,tomato,0,1.0,12.0,93.42252389671597,34.450168457180865,,,4,0.2,30.0
3223,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,40.0,,tomato,0,1.0,12.0,94.31174237119546,33.57165237614112,,,4,0.2,30.0
3224,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,40.0,,tomato,0,1.0,12.0,95.20096084567496,32.69313629510137,,,4,0.2,30.0
3225,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,40.0,,tomato,0,1.0,12.0,96.09017932015445,31.814620214061698,,,4,0.2,30.0
3226,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,40.0,,tomato,0,1.0,12.0,96.97939779463394,30.936104133022305,,,4,0.2,30.0
3227,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,40.0,,tomato,0,1.0,12.0,97.86861626911343,30.05758805198291,,,4,0.2,30.0
3228,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,40.0,,tomato,0,1.0,12.0,98.75783474359292,29.179071970943518,,,4,0.2,30.0
3229,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,40.500000000000256,,tomato,0,1.0,12.0,99.64705321807241,28.300555889904125,,,4,0.2,30.0
3230,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,41.00000000000051,,tomato,0,1.0,12.0,100.5362716925519,27.4220398088646,,,4,0.2,30.0
3231,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,41.50000000000077,,tomato,0,1.0,12.0,101.4254901670314,26.54352372782485,,,4,0.2,30.0
3232,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,42.00000000000102,,tomato,0,1.0,12.0,102.31470864151089,25.665007646785103,,,4,0.2,30.0
3233,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,42.50000000000128,,tomato,0,1.0,12.0,103.20392711599006,24.786491565745354,,,4,0.2,30.0
3234,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,43.000000000001535,,tomato,0,1.0,12.0,104.0,24.0,,,4,0.2,30.0
3235,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,43.50000000000179,,tomato,0,1.0,12.0,104.0,24.0,,plate,4,0.2,30.0
3236,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,44.000000000002046,,tomato,0,1.0,12.0,104.0,24.0,,plate,4,0.2,30.0
3237,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,44.5000000000023,,tomato,0,1.0,12.0,104.0,24.0,,plate,4,0.2,30.0
3238,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,45.00000000000256,,tomato,0,1.0,12.0,104.0,24.0,,plate,4,0.2,30.0
3239,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,45.500000000002814,,tomato,0,1.0,12.0,104.0,24.0,,plate,4,0.2,30.0
3240,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,46.00000000000307,,tomato,0,1.0,12.0,104.0,24.0,,plate,4,0.2,30.0
3241,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,46.500000000003325,,tomato,0,1.0,12.0,104.0,24.0,,plate,4,0.2,30.0
3242,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,47.00000000000358,,tomato,0,1.0,12.0,104.0,24.0,,plate,4,0.2,30.0
3243,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,47.50000000000384,,tomato,0,1.0,12.0,104.0,24.0,,plate,4,0.2,30.0
3244,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,48.00000000000409,,tomato,0,1.0,12.0,104.0,24.0,,plate,4,0.2,30.0
3245,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,48.50000000000435,,tomato,0,1.0,12.0,104.0,24.0,,plate,4,0.2,30.0
3246,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,49.000000000004604,,tomato,0,1.0,12.0,104.0,24.0,,plate,4,0.2,30.0
3247,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,49.50000000000486,,tomato,0,1.0,12.0,104.0,24.0,,plate,4,0.2,30.0
3248,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,50.000000000005116,,tomato,0,1.0,12.0,104.0,24.0,,plate,4,0.2,30.0
3249,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,50.50000000000537,,tomato,0,1.0,12.0,104.0,24.0,,plate,4,0.2,30.0
3250,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,51.00000000000563,,tomato,0,1.0,12.0,104.0,24.0,,plate,4,0.2,30.0
3251,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,51.50000000000588,,tomato,0,1.0,12.0,104.0,24.0,,plate,4,0.2,30.0
3252,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,52.00000000000614,,tomato,0,1.0,12.0,104.0,24.0,,plate,4,0.2,30.0
3253,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,52.500000000006395,,tomato,0,1.0,12.0,104.0,24.0,,plate,4,0.2,30.0
3254,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,53.00000000000665,,tomato,0,1.0,12.0,104.0,24.0,,plate,4,0.2,30.0
3255,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,53.50000000000691,,tomato,0,1.0,12.0,104.0,24.0,,plate,4,0.2,30.0
3256,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,54.00000000000716,,tomato,0,1.0,12.0,104.0,24.0,,plate,4,0.2,30.0
3257,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,54.50000000000742,,tomato,0,1.0,12.0,104.0,24.0,,plate,4,0.2,30.0
3258,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,55.000000000007674,,tomato,0,1.0,12.0,104.0,24.0,,plate,4,0.2,30.0
3259,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,55.50000000000793,,tomato,0,1.0,12.0,104.0,24.0,,plate,4,0.2,30.0
3260,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato,0,1.0,12.0,102.74999999999972,24.0,,plate,4,0.2,30.0
3261,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.0,0,2,2,,2,3,tomato,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,0,1.0,12.0,101.49999999999943,24.0,,plate,4,0.2,30.0
3262,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.041666666666666664,0,2,2,,2,3,tomato,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,0,1.0,12.0,100.24999999999915,24.0,,plate,4,0.2,30.0
3263,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.08333333333333333,0,2,2,,2,3,tomato,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,0,1.0,12.0,98.99999999999886,24.0,,plate,4,0.2,30.0
3264,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.125,0,2,2,,2,3,tomato,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,0,1.0,12.0,97.74999999999858,24.0,,plate,4,0.2,30.0
3265,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.16666666666666666,0,2,2,,2,3,tomato,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,0,1.0,12.0,96.4999999999983,24.0,,plate,4,0.2,30.0
3266,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.20833333333333331,0,2,2,,2,3,tomato,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,0,1.0,12.0,95.24999999999801,24.0,,plate,4,0.2,30.0
