tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,Counter_02_slot_x,Counter_02_slot_y,Counter_02_item,Counter_03_slot_x,Counter_03_slot_y,Counter_03_item,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,CuttingBoard_20_slot_x,CuttingBoard_20_slot_y,CuttingBoard_20_item,CuttingBoard_20_cut_time_accumulated,CuttingBoard_20_cut_stage,Counter_32_slot_x,Counter_32_slot_y,Counter_32_item,Counter_33_slot_x,Counter_33_slot_y,Counter_33_item,Counter_34_slot_x,Counter_34_slot_y,Counter_34_item,Counter_35_slot_x,Counter_35_slot_y,Counter_35_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,aa7a187db59a7650_score,player_d74aab69_x,player_d74aab69_y,player_d74aab69_move_target,player_d74aab69_item,player_d74aab69_score,player_d74aab69_cut_speed,player_d74aab69_speed,player_876a9d55_x,player_876a9d55_y,player_876a9d55_move_target,player_876a9d55_item,player_876a9d55_score,player_876a9d55_cut_speed,player_876a9d55_speed
2053,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,None_cut,3.583333333333329,3,3,2,tomato,3,3,tomato,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,47.00000000000341,,tomato,0,1.0,15.0,40.0,60.49999999999375,,,2,0.5,30.0
2054,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,None_cut,3.583333333333329,3,3,2,tomato,3,3,tomato,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,46.37500000000327,,tomato,0,1.0,15.0,40.0,59.24999999999346,,,2,0.5,30.0
2055,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,None_cut,3.583333333333329,3,3,2,tomato,3,3,tomato,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,45.750000000003126,,tomato,0,1.0,15.0,40.0,57.99999999999318,,,2,0.5,30.0
2056,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,None_cut,3.583333333333329,3,3,2,tomato,3,3,tomato,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,45.125000000002984,,tomato,0,1.0,15.0,40.0,56.749999999992895,,,2,0.5,30.0
2057,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,None_cut,3.583333333333329,3,3,2,tomato,3,3,tomato,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,44.50000000000284,,tomato,0,1.0,15.0,40.0,56.0,,,2,0.5,30.0
2058,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,None_cut,3.583333333333329,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,43.8750000000027,,tomato,0,1.0,15.0,40.0,56.0,,tomato,2,0.5,30.0
2059,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,None_cut,3.583333333333329,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,43.25000000000256,,tomato,0,1.0,15.0,40.0,56.0,,tomato,2,0.5,30.0
2060,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,None_cut,3.583333333333329,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,42.625000000002416,,tomato,0,1.0,15.0,40.0,56.0,,tomato,2,0.5,30.0
2061,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,None_cut,3.583333333333329,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,42.000000000002274,,tomato,0,1.0,15.0,40.0,56.0,,tomato,2,0.5,30.0
2062,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,None_cut,3.583333333333329,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,41.37500000000213,,tomato,0,1.0,15.0,40.0,56.0,,tomato,2,0.5,30.0
2063,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,None_cut,3.583333333333329,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,40.75000000000199,,tomato,0,1.0,15.0,40.0,56.0,,tomato,2,0.5,30.0
2064,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,None_cut,3.583333333333329,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,40.12500000000185,,tomato,0,1.0,15.0,40.0,56.0,,tomato,2,0.5,30.0
2065,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,None_cut,3.583333333333329,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,39.500000000001705,,tomato,0,1.0,15.0,40.0,56.0,,tomato,2,0.5,30.0
2066,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,None_cut,3.583333333333329,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,38.87500000000156,,tomato,0,1.0,15.0,40.0,56.0,,tomato,2,0.5,30.0
2067,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,None_cut,3.583333333333329,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,38.25000000000142,,tomato,0,1.0,15.0,40.0,56.0,,tomato,2,0.5,30.0
2068,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,None_cut,3.583333333333329,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,37.62500000000128,,tomato,0,1.0,15.0,40.0,56.0,,tomato,2,0.5,30.0
2069,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,None_cut,3.583333333333329,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,37.00000000000114,,tomato,0,1.0,15.0,40.0,56.0,,tomato,2,0.5,30.0
2070,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,None_cut,3.583333333333329,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,36.375000000000995,,tomato,0,1.0,15.0,40.0,56.0,,tomato,2,0.5,30.0
2071,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,None_cut,3.583333333333329,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,35.75000000000085,,tomato,0,1.0,15.0,40.0,56.0,,tomato,2,0.5,30.0
2072,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,None_cut,3.583333333333329,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,35.12500000000071,,tomato,0,1.0,15.0,40.0,56.0,,tomato,2,0.5,30.0
2073,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,None_cut,3.583333333333329,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,34.50000000000057,,tomato,0,1.0,15.0,40.0,56.0,,tomato,2,0.5,30.0
2074,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,None_cut,3.583333333333329,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,33.875000000000426,,tomato,0,1.0,15.0,40.0,56.0,,tomato,2,0.5,30.0
2075,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,None_cut,3.583333333333329,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,33.250000000000284,,tomato,0,1.0,15.0,40.0,56.0,,tomato,2,0.5,30.0
2076,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,None_cut,3.583333333333329,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,32.62500000000014,,tomato,0,1.0,15.0,40.0,56.0,,tomato,2,0.5,30.0
2077,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,None_cut,3.583333333333329,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,32.0,,tomato,0,1.0,15.0,40.0,56.0,,tomato,2,0.5,30.0
2078,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,None_cut,3.583333333333329,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,31.374999999999858,,tomato,0,1.0,15.0,40.0,56.0,,tomato,2,0.5,30.0
2079,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,None_cut,3.583333333333329,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,30.749999999999716,,tomato,0,1.0,15.0,40.0,56.0,,tomato,2,0.5,30.0
2080,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,None_cut,3.583333333333329,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,30.124999999999574,,tomato,0,1.0,15.0,40.0,56.0,,tomato,2,0.5,30.0
2081,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,None_cut,3.583333333333329,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,29.49999999999943,,tomato,0,1.0,15.0,40.0,56.0,,tomato,2,0.5,30.0
2082,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,None_cut,3.583333333333329,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,28.87499999999929,,tomato,0,1.0,15.0,40.0,56.0,,tomato,2,0.5,30.0
2083,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,None_cut,3.583333333333329,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,28.249999999999147,,tomato,0,1.0,15.0,40.0,56.0,,tomato,2,0.5,30.0
2084,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,None_cut,3.583333333333329,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,27.624999999999005,,tomato,0,1.0,15.0,40.0,56.0,,tomato,2,0.5,30.0
2085,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,None_cut,3.583333333333329,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,26.999999999998863,,tomato,0,1.0,15.0,40.0,54.749999999999716,,tomato,2,0.5,30.0
2086,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,None_cut,3.583333333333329,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,26.37499999999872,,tomato,0,1.0,15.0,40.0,53.49999999999943,,tomato,2,0.5,30.0
2087,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,None_cut,3.583333333333329,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,25.74999999999858,,tomato,0,1.0,15.0,40.0,52.24999999999915,,tomato,2,0.5,30.0
2088,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,None_cut,3.583333333333329,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,25.124999999998437,,tomato,0,1.0,15.0,40.0,50.99999999999886,,tomato,2,0.5,30.0
2089,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,None_cut,3.583333333333329,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,24.499999999998295,,tomato,0,1.0,15.0,40.0,49.74999999999858,,tomato,2,0.5,30.0
2090,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,None_cut,3.583333333333329,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,24.0,,tomato,0,1.0,15.0,40.0,48.499999999998295,,tomato,2,0.5,30.0
2091,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,0.0,0,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,24.0,,,0,1.0,15.0,40.0,47.24999999999801,,tomato,2,0.5,30.0
2092,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,0.041666666666666664,0,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,24.0,,,0,1.0,15.0,40.0,45.999999999997726,,tomato,2,0.5,30.0
2093,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,0.08333333333333333,0,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,24.0,,,0,1.0,15.0,40.0,44.74999999999744,,tomato,2,0.5,30.0
2094,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,0.125,0,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,24.0,,,0,1.0,15.0,40.0,43.49999999999716,,tomato,2,0.5,30.0
2095,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,0.16666666666666666,0,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,24.0,,,0,1.0,15.0,40.0,42.249999999996874,,tomato,2,0.5,30.0
2096,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,0.20833333333333331,0,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,24.0,,,0,1.0,15.0,40.0,40.99999999999659,,tomato,2,0.5,30.0
2097,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,0.24999999999999997,0,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,24.0,,,0,1.0,15.0,39.68378443342246,39.8798317388366,,tomato,2,0.5,30.0
2098,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,0.29166666666666663,0,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,24.0,,,0,1.0,15.0,38.80540785959596,38.990475457837135,,tomato,2,0.5,30.0
2099,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,0.3333333333333333,0,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,24.0,,,0,1.0,15.0,37.92703128576946,38.10111917683767,,tomato,2,0.5,30.0
2100,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,0.375,0,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,24.0,,,0,1.0,15.0,37.04865471194296,37.211762895838206,,tomato,2,0.5,30.0
2101,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,0.4166666666666667,0,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,24.0,,,0,1.0,15.0,36.17027813811646,36.32240661483874,,tomato,2,0.5,30.0
2102,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,0.45833333333333337,0,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,24.0,,,0,1.0,15.0,35.29190156428996,35.433050333839276,,tomato,2,0.5,30.0
2103,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,0.5,0,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,24.0,,,0,1.0,15.0,34.41352499046346,34.543694052839896,,tomato,2,0.5,30.0
2104,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,0.5416666666666666,0,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,24.0,,,0,1.0,15.0,33.53514841663696,33.654337771840936,,tomato,2,0.5,30.0
2105,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,0.5833333333333333,0,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,24.0,,,0,1.0,15.0,32.65677184281046,32.76498149084197,,tomato,2,0.5,30.0
2106,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,0.6249999999999999,0,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,24.0,,,0,1.0,15.0,31.778395268983957,31.875625209842987,,tomato,2,0.5,30.0
2107,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,0.6666666666666665,0,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,24.0,,,0,1.0,15.0,30.900018695157456,30.986268928843877,,tomato,2,0.5,30.0
2108,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,0.7083333333333331,0,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,24.0,,,0,1.0,15.0,30.021642121330956,30.096912647844768,,tomato,2,0.5,30.0
2109,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,0.7499999999999998,0,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,24.0,,,0,1.0,15.0,29.143265547504406,29.207556366845658,,tomato,2,0.5,30.0
2110,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,0.7916666666666664,0,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,24.0,,,0,1.0,15.0,28.264888973677692,28.31820008584655,,tomato,2,0.5,30.0
2111,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,0.833333333333333,0,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,24.0,,,0,1.0,15.0,27.386512399850982,27.42884380484744,,tomato,2,0.5,30.0
2112,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,0.8749999999999997,0,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,24.0,,,0,1.0,15.0,26.508135826024272,26.53948752384833,,tomato,2,0.5,30.0
2113,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,0.9166666666666663,0,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,24.0,,,0,1.0,15.0,25.62975925219756,25.65013124284922,,tomato,2,0.5,30.0
2114,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,0.9583333333333329,0,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,24.0,,,0,1.0,15.0,24.75138267837085,24.76077496185011,,tomato,2,0.5,30.0
2115,0,1,,0,2,,0,3,,1,0,None_cut,3.39583333333334,3,2,0,tomato,0.9999999999999996,0,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,24.0,,,0,1.0,15.0,24.0,24.0,,tomato,2,0.5,30.0
2116,0,1,,0,2,,0,3,,1,0,tomato,0.0,0,2,0,tomato,1.0416666666666663,1,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,24.0,,,0,1.0,15.0,24.0,24.0,,,2,0.5,30.0
2117,0,1,,0,2,,0,3,,1,0,tomato,0.020833333333333332,0,2,0,tomato,1.083333333333333,1,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,24.0,,,0,1.0,15.0,24.0,24.0,,,2,0.5,30.0
2118,0,1,,0,2,,0,3,,1,0,tomato,0.041666666666666664,0,2,0,tomato,1.1249999999999998,1,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,24.0,,,0,1.0,15.0,24.0,24.0,,,2,0.5,30.0
2119,0,1,,0,2,,0,3,,1,0,tomato,0.0625,0,2,0,tomato,1.1666666666666665,1,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,24.0,,,0,1.0,15.0,24.0,24.0,,,2,0.5,30.0
2120,0,1,,0,2,,0,3,,1,0,tomato,0.08333333333333333,0,2,0,tomato,1.2083333333333333,1,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,24.0,,,0,1.0,15.0,24.0,24.0,,,2,0.5,30.0
2121,0,1,,0,2,,0,3,,1,0,tomato,0.10416666666666666,0,2,0,tomato,1.25,1,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,24.0,,,0,1.0,15.0,24.0,24.0,,,2,0.5,30.0
2122,0,1,,0,2,,0,3,,1,0,tomato,0.12499999999999999,0,2,0,tomato,1.2916666666666667,1,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,24.0,,,0,1.0,15.0,24.0,24.0,,,2,0.5,30.0
2123,0,1,,0,2,,0,3,,1,0,tomato,0.14583333333333331,0,2,0,tomato,1.3333333333333335,1,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.0,24.0,,,0,1.0,15.0,24.0,24.0,,,2,0.5,30.0
