tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,Counter_02_slot_x,Counter_02_slot_y,Counter_02_item,Counter_03_slot_x,Counter_03_slot_y,Counter_03_item,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,CuttingBoard_20_slot_x,CuttingBoard_20_slot_y,CuttingBoard_20_item,CuttingBoard_20_cut_time_accumulated,CuttingBoard_20_cut_stage,Counter_32_slot_x,Counter_32_slot_y,Counter_32_item,Counter_33_slot_x,Counter_33_slot_y,Counter_33_item,Counter_34_slot_x,Counter_34_slot_y,Counter_34_item,Counter_35_slot_x,Counter_35_slot_y,Counter_35_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,0731e93530d74a73_score,player_c83be0e0_x,player_c83be0e0_y,player_c83be0e0_move_target,player_c83be0e0_item,player_c83be0e0_score,player_c83be0e0_cut_speed,player_c83be0e0_speed,player_5facc147_x,player_5facc147_y,player_5facc147_move_target,player_5facc147_item,player_5facc147_score,player_5facc147_cut_speed,player_5facc147_speed
2548,0,1,,0,2,,0,3,,1,0,tomato,1.9166666666666679,1,2,0,None_cut,3.7083333333333286,3,3,2,tomato_salad,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,,2,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2549,0,1,,0,2,,0,3,,1,0,tomato,1.9583333333333346,1,2,0,None_cut,3.7083333333333286,3,3,2,tomato_salad,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,,2,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2550,0,1,,0,2,,0,3,,1,0,tomato,2.0000000000000013,2,2,0,None_cut,3.7083333333333286,3,3,2,tomato_salad,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,,2,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2551,0,1,,0,2,,0,3,,1,0,tomato,2.041666666666668,2,2,0,None_cut,3.7083333333333286,3,3,2,tomato_salad,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,,2,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2552,0,1,,0,2,,0,3,,1,0,tomato,2.0833333333333344,2,2,0,None_cut,3.7083333333333286,3,3,2,tomato_salad,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,,2,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2553,0,1,,0,2,,0,3,,1,0,tomato,2.125000000000001,2,2,0,None_cut,3.7083333333333286,3,3,2,tomato_salad,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,,2,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2554,0,1,,0,2,,0,3,,1,0,tomato,2.1666666666666674,2,2,0,None_cut,3.7083333333333286,3,3,2,tomato_salad,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,,2,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2555,0,1,,0,2,,0,3,,1,0,tomato,2.208333333333334,2,2,0,None_cut,3.7083333333333286,3,3,2,tomato_salad,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,,2,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2556,0,1,,0,2,,0,3,,1,0,tomato,2.2500000000000004,2,2,0,None_cut,3.7083333333333286,3,3,2,tomato_salad,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,,2,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2557,0,1,,0,2,,0,3,,1,0,tomato,2.291666666666667,2,2,0,None_cut,3.7083333333333286,3,3,2,tomato_salad,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,,2,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2558,0,1,,0,2,,0,3,,1,0,tomato,2.3333333333333335,2,2,0,None_cut,3.7083333333333286,3,3,2,tomato_salad,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,,2,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2559,0,1,,0,2,,0,3,,1,0,tomato,2.375,2,2,0,None_cut,3.7083333333333286,3,3,2,tomato_salad,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,,2,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2560,0,1,,0,2,,0,3,,1,0,tomato,2.4166666666666665,2,2,0,None_cut,3.7083333333333286,3,3,2,tomato_salad,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,,2,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2561,0,1,,0,2,,0,3,,1,0,tomato,2.458333333333333,2,2,0,None_cut,3.7083333333333286,3,3,2,tomato_salad,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,,2,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2562,0,1,,0,2,,0,3,,1,0,tomato,2.4999999999999996,2,2,0,None_cut,3.7083333333333286,3,3,2,tomato_salad,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,,2,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2563,0,1,,0,2,,0,3,,1,0,tomato,2.541666666666666,2,2,0,None_cut,3.7083333333333286,3,3,2,tomato_salad,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,,2,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2564,0,1,,0,2,,0,3,,1,0,tomato,2.5833333333333326,2,2,0,None_cut,3.7083333333333286,3,3,2,tomato_salad,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,,2,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2565,0,1,,0,2,,0,3,,1,0,tomato,2.624999999999999,2,2,0,None_cut,3.7083333333333286,3,3,2,tomato_salad,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,,2,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2566,0,1,,0,2,,0,3,,1,0,tomato,2.6666666666666656,2,2,0,None_cut,3.7083333333333286,3,3,2,tomato_salad,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,,2,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2567,0,1,,0,2,,0,3,,1,0,tomato,2.708333333333332,2,2,0,None_cut,3.7083333333333286,3,3,2,tomato_salad,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,,2,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2568,0,1,,0,2,,0,3,,1,0,tomato,2.7499999999999987,2,2,0,None_cut,3.7083333333333286,3,3,2,tomato_salad,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,,2,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2569,0,1,,0,2,,0,3,,1,0,tomato,2.791666666666665,2,2,0,None_cut,3.7083333333333286,3,3,2,tomato_salad,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,,2,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2570,0,1,,0,2,,0,3,,1,0,tomato,2.8333333333333317,2,2,0,None_cut,3.7083333333333286,3,3,2,tomato_salad,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,,2,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2571,0,1,,0,2,,0,3,,1,0,tomato,2.8749999999999982,2,2,0,None_cut,3.7083333333333286,3,3,2,tomato_salad,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,,2,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2572,0,1,,0,2,,0,3,,1,0,tomato,2.9166666666666647,2,2,0,None_cut,3.7083333333333286,3,3,2,tomato_salad,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,,2,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2573,0,1,,0,2,,0,3,,1,0,tomato,2.9583333333333313,2,2,0,None_cut,3.7083333333333286,3,3,2,tomato_salad,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,,2,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2574,0,1,,0,2,,0,3,,1,0,tomato,2.999999999999998,2,2,0,None_cut,3.7083333333333286,3,3,2,tomato_salad,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,,2,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2575,0,1,,0,2,,0,3,,1,0,tomato_cut,3.0416666666666643,3,2,0,None_cut,3.7083333333333286,3,3,2,tomato_salad,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,,2,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2576,0,1,,0,2,,0,3,,1,0,tomato_cut,3.083333333333331,3,2,0,None_cut,3.7083333333333286,3,3,2,tomato_salad,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,,2,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2577,0,1,,0,2,,0,3,,1,0,tomato_cut,3.1249999999999973,3,2,0,None_cut,3.7083333333333286,3,3,2,tomato_salad,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,,2,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2578,0,1,,0,2,,0,3,,1,0,tomato_cut,3.166666666666664,3,2,0,None_cut,3.7083333333333286,3,3,2,tomato_salad,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,,2,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2579,0,1,,0,2,,0,3,,1,0,tomato_cut,3.2083333333333304,3,2,0,None_cut,3.7083333333333286,3,3,2,tomato_salad,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,,2,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2580,0,1,,0,2,,0,3,,1,0,tomato_cut,3.249999999999997,3,2,0,None_cut,3.7083333333333286,3,3,2,tomato_salad,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,,2,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2581,0,1,,0,2,,0,3,,1,0,tomato_cut,3.2916666666666634,3,2,0,None_cut,3.7083333333333286,3,3,2,tomato_salad,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,,2,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2582,0,1,,0,2,,0,3,,1,0,tomato_cut,3.33333333333333,3,2,0,None_cut,3.7083333333333286,3,3,2,tomato_salad,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,,2,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2583,0,1,,0,2,,0,3,,1,0,tomato_cut,3.3749999999999964,3,2,0,None_cut,3.7083333333333286,3,3,2,tomato_salad,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,,2,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2584,0,1,,0,2,,0,3,,1,0,tomato_cut,3.416666666666663,3,2,0,None_cut,3.7083333333333286,3,3,2,tomato_salad,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,,2,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2585,0,1,,0,2,,0,3,,1,0,tomato_cut,3.4583333333333295,3,2,0,None_cut,3.7083333333333286,3,3,2,tomato_salad,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,,2,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2586,0,1,,0,2,,0,3,,1,0,tomato_cut,3.499999999999996,3,2,0,None_cut,3.7083333333333286,3,3,2,tomato_salad,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,,2,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2587,0,1,,0,2,,0,3,,1,0,tomato_cut,3.5416666666666625,3,2,0,None_cut,3.7083333333333286,3,3,2,tomato_salad,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,,2,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2588,0,1,,0,2,,0,3,,1,0,tomato_cut,3.5416666666666625,3,2,0,None_cut,3.7083333333333286,3,3,2,tomato_salad,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,,2,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2589,0,1,,0,2,,0,3,,1,0,tomato_cut,3.5416666666666625,3,2,0,None_cut,3.7083333333333286,3,3,2,tomato_salad,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,,2,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2590,0,1,,0,2,,0,3,,1,0,tomato_cut,3.5416666666666625,3,2,0,None_cut,3.7083333333333286,3,3,2,tomato_salad,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,,2,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2591,0,1,,0,2,,0,3,,1,0,None_cut,3.5416666666666625,3,2,0,None_cut,3.7083333333333286,3,3,2,tomato_salad,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,tomato_cut,2,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2592,0,1,,0,2,,0,3,,1,0,None_cut,3.5416666666666625,3,2,0,None_cut,3.7083333333333286,3,3,2,tomato_salad,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,tomato_cut,2,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2593,0,1,,0,2,,0,3,,1,0,None_cut,3.5416666666666625,3,2,0,None_cut,3.7083333333333286,3,3,2,tomato_salad,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,tomato_cut,2,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2594,0,1,,0,2,,0,3,,1,0,None_cut,3.5416666666666625,3,2,0,None_cut,3.7083333333333286,3,3,2,tomato_salad,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,tomato_cut,2,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2595,0,1,,0,2,,0,3,,1,0,None_cut,3.5416666666666625,3,2,0,None_cut,3.7083333333333286,3,3,2,tomato_salad,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,tomato_cut,2,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2596,0,1,,0,2,,0,3,,1,0,None_cut,3.5416666666666625,3,2,0,None_cut,3.7083333333333286,3,3,2,tomato_salad,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,tomato_cut,2,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2597,0,1,,0,2,,0,3,,1,0,None_cut,3.5416666666666625,3,2,0,None_cut,3.7083333333333286,3,3,2,tomato_salad,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,tomato_cut,2,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2598,0,1,,0,2,,0,3,,1,0,None_cut,3.5416666666666625,3,2,0,None_cut,3.7083333333333286,3,3,2,tomato_salad,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,tomato_cut,2,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2599,0,1,,0,2,,0,3,,1,0,None_cut,3.5416666666666625,3,2,0,None_cut,3.7083333333333286,3,3,2,tomato_salad,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,tomato_cut,2,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2600,0,1,,0,2,,0,3,,1,0,None_cut,3.5416666666666625,3,2,0,None_cut,3.7083333333333286,3,3,2,tomato_salad,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,tomato_cut,2,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2601,0,1,,0,2,,0,3,,1,0,None_cut,3.5416666666666625,3,2,0,None_cut,3.7083333333333286,3,3,2,tomato_salad,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,tomato_cut,2,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2602,0,1,,0,2,,0,3,,1,0,None_cut,3.5416666666666625,3,2,0,None_cut,3.7083333333333286,3,3,2,tomato_salad,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.625000000000142,,tomato_cut,2,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2603,0,1,,0,2,,0,3,,1,0,None_cut,3.5416666666666625,3,2,0,None_cut,3.7083333333333286,3,3,2,tomato_salad,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,25.250000000000284,,tomato_cut,2,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2604,0,1,,0,2,,0,3,,1,0,None_cut,3.5416666666666625,3,2,0,None_cut,3.7083333333333286,3,3,2,tomato_salad,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,25.875000000000426,,tomato_cut,2,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2605,0,1,,0,2,,0,3,,1,0,None_cut,3.5416666666666625,3,2,0,None_cut,3.7083333333333286,3,3,2,tomato_salad,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,26.50000000000057,,tomato_cut,2,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2606,0,1,,0,2,,0,3,,1,0,None_cut,3.5416666666666625,3,2,0,None_cut,3.7083333333333286,3,3,2,tomato_salad,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,27.12500000000071,,tomato_cut,2,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2607,0,1,,0,2,,0,3,,1,0,None_cut,3.5416666666666625,3,2,0,None_cut,3.7083333333333286,3,3,2,tomato_salad,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,27.750000000000853,,tomato_cut,2,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2608,0,1,,0,2,,0,3,,1,0,None_cut,3.5416666666666625,3,2,0,None_cut,3.7083333333333286,3,3,2,tomato_salad,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,28.375000000000995,,tomato_cut,2,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2609,0,1,,0,2,,0,3,,1,0,None_cut,3.5416666666666625,3,2,0,None_cut,3.7083333333333286,3,3,2,tomato_salad,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,29.000000000001137,,tomato_cut,2,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2610,0,1,,0,2,,0,3,,1,0,None_cut,3.5416666666666625,3,2,0,None_cut,3.7083333333333286,3,3,2,tomato_salad,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,29.62500000000128,,tomato_cut,2,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2611,0,1,,0,2,,0,3,,1,0,None_cut,3.5416666666666625,3,2,0,None_cut,3.7083333333333286,3,3,2,tomato_salad,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,30.25000000000142,,tomato_cut,2,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2612,0,1,,0,2,,0,3,,1,0,None_cut,3.5416666666666625,3,2,0,None_cut,3.7083333333333286,3,3,2,tomato_salad,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,30.875000000001563,,tomato_cut,2,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2613,0,1,,0,2,,0,3,,1,0,None_cut,3.5416666666666625,3,2,0,None_cut,3.7083333333333286,3,3,2,tomato_salad,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,31.500000000001705,,tomato_cut,2,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2614,0,1,,0,2,,0,3,,1,0,None_cut,3.5416666666666625,3,2,0,None_cut,3.7083333333333286,3,3,2,tomato_salad,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,32.12500000000185,,tomato_cut,2,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2615,0,1,,0,2,,0,3,,1,0,None_cut,3.5416666666666625,3,2,0,None_cut,3.7083333333333286,3,3,2,tomato_salad,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,32.75000000000199,,tomato_cut,2,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2616,0,1,,0,2,,0,3,,1,0,None_cut,3.5416666666666625,3,2,0,None_cut,3.7083333333333286,3,3,2,tomato_salad,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,33.37500000000213,,tomato_cut,2,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2617,0,1,,0,2,,0,3,,1,0,None_cut,3.5416666666666625,3,2,0,None_cut,3.7083333333333286,3,3,2,tomato_salad,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,34.000000000002274,,tomato_cut,2,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2618,0,1,,0,2,,0,3,,1,0,None_cut,3.5416666666666625,3,2,0,None_cut,3.7083333333333286,3,3,2,tomato_salad,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,34.625000000002416,,tomato_cut,2,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2619,0,1,,0,2,,0,3,,1,0,None_cut,3.5416666666666625,3,2,0,None_cut,3.7083333333333286,3,3,2,tomato_salad,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,35.25000000000256,,tomato_cut,2,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
