tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,8a35a72a9fde883f_score,player_5ad43900_x,player_5ad43900_y,player_5ad43900_move_target,player_5ad43900_item,player_5ad43900_score,player_5ad43900_cut_speed,player_5ad43900_speed,player_60610ce8_x,player_60610ce8_y,player_60610ce8_move_target,player_60610ce8_item,player_60610ce8_score,player_60610ce8_cut_speed,player_60610ce8_speed,67628da1211a4a33_score,1f310bb58082e736_message,08b63ad0a533d08b_score
266,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,29.249999999987427,24.0,,tomato,0,1.0,30.0,59.995202648248224,39.999429569568036,,plate,0,1.0,30.0,,,
267,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,27.999999999987498,24.0,,tomato,0,1.0,30.0,58.74520266098939,39.9996080431261,,plate,0,1.0,30.0,,,
268,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,26.74999999998757,24.0,,tomato,0,1.0,30.0,57.49520267373056,39.99978651668443,,plate,0,1.0,30.0,,,
269,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,25.49999999998764,24.0,,tomato,0,1.0,30.0,56.24520268647173,39.99996499024285,,plate,0,1.0,30.0,,,
270,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.24999999998771,24.0,,tomato,0,1.0,30.0,56.0,40.0,,plate,0,1.0,30.0,,,
271,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,tomato,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,
272,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.0,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,
273,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.041666666666666664,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,
274,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.08333333333333333,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,
275,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.125,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,
276,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.16666666666666666,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,
277,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.20833333333333331,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,
278,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.24999999999999997,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,
279,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.29166666666666663,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,
280,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.3333333333333333,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,
281,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.375,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,
282,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.4166666666666667,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,
283,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.45833333333333337,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,
284,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.5,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,
285,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.5416666666666666,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,
286,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.5833333333333333,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,
287,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.6249999999999999,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,
288,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.6666666666666665,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,
289,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.7083333333333331,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,
290,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.7499999999999998,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,
291,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.7916666666666664,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,
292,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.833333333333333,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,
293,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.8749999999999997,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,
294,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.9166666666666663,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,
295,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.9583333333333329,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,
296,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.9999999999999996,0,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,
297,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,1.0416666666666663,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,
298,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,1.083333333333333,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,
299,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,1.1249999999999998,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,
300,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,1.1666666666666665,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,
301,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,1.2083333333333333,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,
302,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,1.25,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,
303,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,1.2916666666666667,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,
304,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,1.3333333333333335,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,
305,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,1.3750000000000002,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,
306,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,1.416666666666667,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,
307,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,1.4583333333333337,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,
308,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,1.5000000000000004,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,
309,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,1.5416666666666672,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,
310,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,1.583333333333334,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,
311,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,1.6250000000000007,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,
312,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,1.6666666666666674,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,
313,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,1.7083333333333341,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,
314,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,1.7500000000000009,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,
315,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,1.7916666666666676,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,
316,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,1.8333333333333344,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,
317,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,1.875000000000001,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,
318,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,1.9166666666666679,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,
319,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,1.9583333333333346,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,
320,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.0000000000000013,2,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,
321,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.041666666666668,2,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,
322,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.0833333333333344,2,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,
323,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.125000000000001,2,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,
324,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.1666666666666674,2,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,
325,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.208333333333334,2,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,
326,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.2500000000000004,2,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,
327,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.291666666666667,2,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,
328,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.3333333333333335,2,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,
329,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.375,2,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,
330,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.4166666666666665,2,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,
331,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.458333333333333,2,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,
332,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.4999999999999996,2,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,
333,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.541666666666666,2,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,
334,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.5833333333333326,2,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,
335,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.624999999999999,2,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,
336,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.6666666666666656,2,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,
337,train,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.708333333333332,2,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,0.0,24.0,24.0,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,
