tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,2863ac0944714eb0_score,player_201031c0_x,player_201031c0_y,player_201031c0_move_target,player_201031c0_item,player_201031c0_score,player_201031c0_cut_speed,player_201031c0_speed,player_bdcd4953_x,player_bdcd4953_y,player_bdcd4953_move_target,player_bdcd4953_item,player_bdcd4953_score,player_bdcd4953_cut_speed,player_bdcd4953_speed
1834,0,1,,0,2,None_cut,3.2833333333333243,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,85.99999999998408,,tomato_cut,1,1.0,12.0,24.0,40.0,,tomato_cut,0,0.2,30.0
1835,0,1,,0,2,None_cut,3.2833333333333243,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,86.49999999998363,,tomato_cut,1,1.0,12.0,24.0,40.0,,tomato_cut,0,0.2,30.0
1836,0,1,,0,2,None_cut,3.2833333333333243,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,86.99999999998317,,tomato_cut,1,1.0,12.0,24.0,40.0,,tomato_cut,0,0.2,30.0
1837,0,1,,0,2,None_cut,3.2833333333333243,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,87.49999999998272,,tomato_cut,1,1.0,12.0,24.0,40.0,,tomato_cut,0,0.2,30.0
1838,0,1,,0,2,None_cut,3.2833333333333243,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,88.0,,tomato_cut,1,1.0,12.0,24.0,40.0,,tomato_cut,0,0.2,30.0
1839,0,1,,0,2,None_cut,3.2833333333333243,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,,2,4,plate,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,88.0,,,1,1.0,12.0,24.0,40.0,,tomato_cut,0,0.2,30.0
1840,0,1,,0,2,None_cut,3.2833333333333243,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,,2,4,plate,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,88.0,,,1,1.0,12.0,24.0,40.0,,tomato_cut,0,0.2,30.0
1841,0,1,,0,2,None_cut,3.2833333333333243,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,,2,4,plate,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,88.0,,,1,1.0,12.0,24.0,40.0,,tomato_cut,0,0.2,30.0
1842,0,1,,0,2,None_cut,3.2833333333333243,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,,2,4,plate,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,88.0,,,1,1.0,12.0,24.0,41.250000000000284,,tomato_cut,0,0.2,30.0
1843,0,1,,0,2,None_cut,3.2833333333333243,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,,2,4,plate,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,88.0,,,1,1.0,12.0,24.0,42.50000000000057,,tomato_cut,0,0.2,30.0
1844,0,1,,0,2,None_cut,3.2833333333333243,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,,2,4,plate,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,88.0,,,1,1.0,12.0,24.0,43.75000000000085,,tomato_cut,0,0.2,30.0
1845,0,1,,0,2,None_cut,3.2833333333333243,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,,2,4,plate,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,88.0,,,1,1.0,12.0,24.0,45.00000000000114,,tomato_cut,0,0.2,30.0
1846,0,1,,0,2,None_cut,3.2833333333333243,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,,2,4,plate,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,88.0,,,1,1.0,12.0,24.0,46.25000000000142,,tomato_cut,0,0.2,30.0
1847,0,1,,0,2,None_cut,3.2833333333333243,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,,2,4,plate,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,88.0,,,1,1.0,12.0,24.0,47.500000000001705,,tomato_cut,0,0.2,30.0
1848,0,1,,0,2,None_cut,3.2833333333333243,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,,2,4,plate,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,88.0,,,1,1.0,12.0,24.0,48.75000000000199,,tomato_cut,0,0.2,30.0
1849,0,1,,0,2,None_cut,3.2833333333333243,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,,2,4,plate,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,88.0,,,1,1.0,12.0,24.0,50.000000000002274,,tomato_cut,0,0.2,30.0
1850,0,1,,0,2,None_cut,3.2833333333333243,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,,2,4,plate,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,88.0,,,1,1.0,12.0,24.0,51.25000000000256,,tomato_cut,0,0.2,30.0
1851,0,1,,0,2,None_cut,3.2833333333333243,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,,2,4,plate,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,88.0,,,1,1.0,12.0,24.0,52.50000000000284,,tomato_cut,0,0.2,30.0
1852,0,1,,0,2,None_cut,3.2833333333333243,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,,2,4,plate,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,88.0,,,1,1.0,12.0,24.0,53.750000000003126,,tomato_cut,0,0.2,30.0
1853,0,1,,0,2,None_cut,3.2833333333333243,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,,2,4,plate,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,88.0,,,1,1.0,12.0,24.0,55.00000000000341,,tomato_cut,0,0.2,30.0
1854,0,1,,0,2,None_cut,3.2833333333333243,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,,2,4,plate,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,88.0,,,1,1.0,12.0,24.0,56.250000000003695,,tomato_cut,0,0.2,30.0
1855,0,1,,0,2,None_cut,3.2833333333333243,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,,2,4,plate,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,88.0,,,1,1.0,12.0,24.0,57.50000000000398,,tomato_cut,0,0.2,30.0
1856,0,1,,0,2,None_cut,3.2833333333333243,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,,2,4,plate,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,88.0,,,1,1.0,12.0,24.0,58.75000000000426,,tomato_cut,0,0.2,30.0
1857,0,1,,0,2,None_cut,3.2833333333333243,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,,2,4,plate,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,88.0,,,1,1.0,12.0,24.0,60.00000000000455,,tomato_cut,0,0.2,30.0
1858,0,1,,0,2,None_cut,3.2833333333333243,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,,2,4,plate,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,88.0,,,1,1.0,12.0,24.0,61.25000000000483,,tomato_cut,0,0.2,30.0
1859,0,1,,0,2,None_cut,3.2833333333333243,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,,2,4,plate,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,88.0,,,1,1.0,12.0,24.0,62.500000000005116,,tomato_cut,0,0.2,30.0
1860,0,1,,0,2,None_cut,3.2833333333333243,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,,2,4,plate,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,88.0,,,1,1.0,12.0,24.0,63.7500000000054,,tomato_cut,0,0.2,30.0
1861,0,1,,0,2,None_cut,3.2833333333333243,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,88.0,,tomato_salad,1,1.0,12.0,24.0,65.00000000000568,,tomato_cut,0,0.2,30.0
1862,0,1,,0,2,None_cut,3.2833333333333243,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,88.0,,tomato_salad,1,1.0,12.0,24.0,66.25000000000597,,tomato_cut,0,0.2,30.0
1863,0,1,,0,2,None_cut,3.2833333333333243,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,88.0,,tomato_salad,1,1.0,12.0,24.0,67.50000000000625,,tomato_cut,0,0.2,30.0
1864,0,1,,0,2,None_cut,3.2833333333333243,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,88.0,,tomato_salad,1,1.0,12.0,24.0,68.75000000000654,,tomato_cut,0,0.2,30.0
1865,0,1,,0,2,None_cut,3.2833333333333243,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,88.0,,tomato_salad,1,1.0,12.0,24.0,70.00000000000682,,tomato_cut,0,0.2,30.0
1866,0,1,,0,2,None_cut,3.2833333333333243,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,88.0,,tomato_salad,1,1.0,12.0,24.0,71.2500000000071,,tomato_cut,0,0.2,30.0
1867,0,1,,0,2,None_cut,3.2833333333333243,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,88.0,,tomato_salad,1,1.0,12.0,24.0,72.0,,tomato_cut,0,0.2,30.0
1868,0,1,,0,2,None_cut,3.2833333333333243,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,88.0,,tomato_salad,1,1.0,12.0,24.0,72.0,,,0,0.2,30.0
1869,0,1,,0,2,None_cut,3.2833333333333243,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,88.0,,tomato_salad,1,1.0,12.0,24.0,72.0,,,0,0.2,30.0
1870,0,1,,0,2,None_cut,3.2833333333333243,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,88.0,,tomato_salad,1,1.0,12.0,24.0,72.0,,,0,0.2,30.0
1871,0,1,,0,2,None_cut,3.2833333333333243,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,88.0,,tomato_salad,1,1.0,12.0,24.0,72.0,,,0,0.2,30.0
1872,0,1,,0,2,None_cut,3.2833333333333243,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,88.0,,tomato_salad,1,1.0,12.0,24.0,72.0,,,0,0.2,30.0
1873,0,1,,0,2,None_cut,3.2833333333333243,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,88.0,,tomato_salad,1,1.0,12.0,24.0,72.0,,,0,0.2,30.0
1874,0,1,,0,2,None_cut,3.2833333333333243,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,88.0,,tomato_salad,1,1.0,12.0,24.0,72.0,,,0,0.2,30.0
1875,0,1,,0,2,None_cut,3.2833333333333243,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,88.0,,tomato_salad,1,1.0,12.0,24.0,72.0,,,0,0.2,30.0
1876,0,1,,0,2,None_cut,3.2833333333333243,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,88.0,,tomato_salad,1,1.0,12.0,24.0,72.0,,,0,0.2,30.0
1877,0,1,,0,2,None_cut,3.2833333333333243,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,88.0,,tomato_salad,1,1.0,12.0,24.0,72.0,,,0,0.2,30.0
1878,0,1,,0,2,None_cut,3.2833333333333243,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,88.0,,tomato_salad,1,1.0,12.0,24.0,72.0,,,0,0.2,30.0
1879,0,1,,0,2,None_cut,3.2833333333333243,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,88.0,,tomato_salad,1,1.0,12.0,24.0,72.0,,,0,0.2,30.0
1880,0,1,,0,2,None_cut,3.2833333333333243,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,88.0,,tomato_salad,1,1.0,12.0,24.0,72.0,,,0,0.2,30.0
1881,0,1,,0,2,None_cut,3.2833333333333243,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,88.0,,tomato_salad,1,1.0,12.0,24.0,72.0,,,0,0.2,30.0
1882,0,1,,0,2,None_cut,3.2833333333333243,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,88.0,,tomato_salad,1,1.0,12.0,24.0,72.0,,,0,0.2,30.0
1883,0,1,,0,2,None_cut,3.2833333333333243,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,88.0,,tomato_salad,1,1.0,12.0,24.0,72.0,,,0,0.2,30.0
1884,0,1,,0,2,None_cut,3.2833333333333243,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,88.0,,tomato_salad,1,1.0,12.0,24.0,72.0,,,0,0.2,30.0
1885,0,1,,0,2,None_cut,3.2833333333333243,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.35355339059322,88.35355339059322,,tomato_salad,1,1.0,12.0,24.0,72.0,,,0,0.2,30.0
1886,0,1,,0,2,None_cut,3.2833333333333243,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.70710678118644,88.70710678118644,,tomato_salad,1,1.0,12.0,24.0,72.0,,,0,0.2,30.0
1887,0,1,,0,2,None_cut,3.2833333333333243,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,25.06066017177966,89.06066017177966,,tomato_salad,1,1.0,12.0,24.0,72.0,,,0,0.2,30.0
1888,0,1,,0,2,None_cut,3.2833333333333243,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,25.41421356237288,89.41421356237288,,tomato_salad,1,1.0,12.0,24.0,72.0,,,0,0.2,30.0
1889,0,1,,0,2,None_cut,3.2833333333333243,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,25.7677669529661,89.7677669529661,,tomato_salad,1,1.0,12.0,24.0,72.0,,,0,0.2,30.0
1890,0,1,,0,2,None_cut,3.2833333333333243,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,26.12132034355932,90.12132034355932,,tomato_salad,1,1.0,12.0,24.0,72.0,,,0,0.2,30.0
1891,0,1,,0,2,None_cut,3.2833333333333243,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,26.47487373415254,90.47487373415254,,tomato_salad,1,1.0,12.0,24.0,72.0,,,0,0.2,30.0
1892,0,1,,0,2,None_cut,3.2833333333333243,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,26.828427124745758,90.82842712474576,,tomato_salad,1,1.0,12.0,24.0,72.0,,,0,0.2,30.0
1893,0,1,,0,2,None_cut,3.2833333333333243,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,27.181980515338978,91.18198051533898,,tomato_salad,1,1.0,12.0,24.0,72.0,,,0,0.2,30.0
1894,0,1,,0,2,None_cut,3.2833333333333243,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,27.535533905932198,91.5355339059322,,tomato_salad,1,1.0,12.0,24.0,72.0,,,0,0.2,30.0
1895,0,1,,0,2,None_cut,3.2833333333333243,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,27.889087296525418,91.88908729652542,,tomato_salad,1,1.0,12.0,24.0,72.0,,,0,0.2,30.0
1896,0,1,,0,2,None_cut,3.2833333333333243,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,28.242640687118637,92.24264068711864,,tomato_salad,1,1.0,12.0,24.0,72.0,,,0,0.2,30.0
1897,0,1,,0,2,None_cut,3.2833333333333243,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,28.596194077711857,92.59619407771186,,tomato_salad,1,1.0,12.0,24.0,72.0,,,0,0.2,30.0
1898,0,1,,0,2,None_cut,3.2833333333333243,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,28.949747468305077,92.94974746830508,,tomato_salad,1,1.0,12.0,24.0,72.0,,,0,0.2,30.0
1899,0,1,,0,2,None_cut,3.2833333333333243,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,29.303300858898297,93.3033008588983,,tomato_salad,1,1.0,12.0,24.0,72.0,,,0,0.2,30.0
1900,0,1,,0,2,None_cut,3.2833333333333243,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,29.656854249491516,93.65685424949152,,tomato_salad,1,1.0,12.0,24.0,72.0,,,0,0.2,30.0
1901,0,1,,0,2,None_cut,3.2833333333333243,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,30.010407640084736,94.01040764008474,,tomato_salad,1,1.0,12.0,24.0,72.0,,,0,0.2,30.0
1902,0,1,,0,2,None_cut,3.2833333333333243,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,30.363961030677956,94.36396103067796,,tomato_salad,1,1.0,12.0,24.0,72.0,,,0,0.2,30.0
1903,0,1,,0,2,None_cut,3.2833333333333243,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,30.717514421271176,94.71751442127118,,tomato_salad,1,1.0,12.0,24.0,72.0,,,0,0.2,30.0
1904,0,1,,0,2,None_cut,3.2833333333333243,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,31.071067811864395,95.0710678118644,,tomato_salad,1,1.0,12.0,24.0,72.0,,,0,0.2,30.0
1905,0,1,,0,2,None_cut,3.2833333333333243,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,31.424621202457615,95.42462120245762,,tomato_salad,1,1.0,12.0,24.0,72.0,,,0,0.2,30.0
1906,0,1,,0,2,None_cut,3.2833333333333243,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,31.778174593050835,95.77817459305084,,tomato_salad,1,1.0,12.0,24.0,72.0,,,0,0.2,30.0
1907,0,1,,0,2,None_cut,3.2833333333333243,3,0,3,None_cut,3.8749999999999947,3,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,32.131727983644055,96.13172798364405,,tomato_salad,1,1.0,12.0,24.0,72.0,,,0,0.2,30.0
