tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,dbd7193e4b53ba87_score,player_cd92f76a_x,player_cd92f76a_y,player_cd92f76a_move_target,player_cd92f76a_item,player_cd92f76a_score,player_cd92f76a_cut_speed,player_cd92f76a_speed,player_6837ad13_x,player_6837ad13_y,player_6837ad13_move_target,player_6837ad13_item,player_6837ad13_score,player_6837ad13_cut_speed,player_6837ad13_speed,06f6c2a2be351568_score,a07f9bbf7c829a06_message,73722fcf1f2c9f64_score
4070,test,True,0,1,None_cut,3.9999999999999942,3,0,2,tomato,2.041666666666668,2,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,92.25000000000824,40.0,,,1,1.0,30.0,29.393398282203407,34.60660171779659,,,0,1.0,30.0,,,1.0
4071,test,True,0,1,None_cut,3.9999999999999942,3,0,2,tomato,2.041666666666668,2,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,93.50000000000853,40.0,,,1,1.0,30.0,28.509514805720357,35.49048519427964,,,0,1.0,30.0,,,1.0
4072,test,True,0,1,None_cut,3.9999999999999942,3,0,2,tomato,2.041666666666668,2,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,94.75000000000881,40.0,,,1,1.0,30.0,27.625631329237308,36.37436867076269,,,0,1.0,30.0,,,1.0
4073,test,True,0,1,None_cut,3.9999999999999942,3,0,2,tomato,2.041666666666668,2,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,96.0000000000091,40.0,,,1,1.0,30.0,26.74174785275426,37.25825214724574,,,0,1.0,30.0,,,1.0
4074,test,True,0,1,None_cut,3.9999999999999942,3,0,2,tomato,2.041666666666668,2,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,97.25000000000938,40.0,,,1,1.0,30.0,25.85786437627121,38.14213562372879,,,0,1.0,30.0,,,1.0
4075,test,True,0,1,None_cut,3.9999999999999942,3,0,2,tomato,2.041666666666668,2,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,98.50000000000966,40.0,,,1,1.0,30.0,24.97398089978816,39.02601910021184,,,0,1.0,30.0,,,1.0
4076,test,True,0,1,None_cut,3.9999999999999942,3,0,2,tomato,2.041666666666668,2,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,99.75000000000995,40.0,,,1,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,1.0
4077,test,True,0,1,None_cut,3.9999999999999942,3,0,2,tomato,2.041666666666668,2,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,101.00000000001023,40.0,,,1,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,1.0
4078,test,True,0,1,None_cut,3.9999999999999942,3,0,2,tomato,2.0833333333333344,2,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,102.25000000001052,40.0,,,1,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,1.0
4079,test,True,0,1,None_cut,3.9999999999999942,3,0,2,tomato,2.125000000000001,2,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,103.5000000000108,40.0,,,1,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,1.0
4080,test,True,0,1,None_cut,3.9999999999999942,3,0,2,tomato,2.1666666666666674,2,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.75000000001108,40.0,,,1,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,1.0
4081,test,True,0,1,None_cut,3.9999999999999942,3,0,2,tomato,2.208333333333334,2,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,106.00000000001137,40.0,,,1,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,1.0
4082,test,True,0,1,None_cut,3.9999999999999942,3,0,2,tomato,2.2500000000000004,2,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,107.25000000001165,40.0,,,1,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,1.0
4083,test,True,0,1,None_cut,3.9999999999999942,3,0,2,tomato,2.291666666666667,2,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,108.50000000001194,40.0,,,1,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,1.0
4084,test,True,0,1,None_cut,3.9999999999999942,3,0,2,tomato,2.3333333333333335,2,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,109.75000000001222,40.0,,,1,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,1.0
4085,test,True,0,1,None_cut,3.9999999999999942,3,0,2,tomato,2.375,2,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,111.0000000000125,40.0,,,1,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,1.0
4086,test,True,0,1,None_cut,3.9999999999999942,3,0,2,tomato,2.4166666666666665,2,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,112.25000000001279,40.0,,,1,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,1.0
4087,test,True,0,1,None_cut,3.9999999999999942,3,0,2,tomato,2.458333333333333,2,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,113.50000000001307,40.0,,,1,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,1.0
4088,test,True,0,1,None_cut,3.9999999999999942,3,0,2,tomato,2.4999999999999996,2,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,114.75000000001336,40.0,,,1,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,1.0
4089,test,True,0,1,None_cut,3.9999999999999942,3,0,2,tomato,2.541666666666666,2,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,116.00000000001364,40.0,,,1,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,1.0
4090,test,True,0,1,None_cut,3.9999999999999942,3,0,2,tomato,2.5833333333333326,2,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,117.25000000001393,40.0,,,1,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,1.0
4091,test,True,0,1,None_cut,3.9999999999999942,3,0,2,tomato,2.624999999999999,2,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,118.50000000001421,40.0,,,1,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,1.0
4092,test,True,0,1,None_cut,3.9999999999999942,3,0,2,tomato,2.6666666666666656,2,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,119.7500000000145,40.0,,,1,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,1.0
4093,test,True,0,1,None_cut,3.9999999999999942,3,0,2,tomato,2.708333333333332,2,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,120.65378202977331,39.15675848912626,,,1,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,1.0
4094,test,True,0,1,None_cut,3.9999999999999942,3,0,2,tomato,2.7499999999999987,2,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,121.54313831077206,38.278381915299555,,,1,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,1.0
4095,test,True,0,1,None_cut,3.9999999999999942,3,0,2,tomato,2.791666666666665,2,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,122.43249459177082,37.40000534147284,,,1,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,1.0
4096,test,True,0,1,None_cut,3.9999999999999942,3,0,2,tomato,2.8333333333333317,2,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,123.32185087276957,36.52162876764613,,,1,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,1.0
4097,test,True,0,1,None_cut,3.9999999999999942,3,0,2,tomato,2.8749999999999982,2,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,124.21120715376833,35.643252193819414,,,1,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,1.0
4098,test,True,0,1,None_cut,3.9999999999999942,3,0,2,tomato,2.9166666666666647,2,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,125.10056343476708,34.76487561999271,,,1,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,1.0
4099,test,True,0,1,None_cut,3.9999999999999942,3,0,2,tomato,2.9583333333333313,2,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,125.98991971576584,33.886499046165994,,,1,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,1.0
4100,test,True,0,1,None_cut,3.9999999999999942,3,0,2,tomato,2.999999999999998,2,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,126.87927599676459,33.00812247233928,,,1,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,1.0
4101,test,True,0,1,None_cut,3.9999999999999942,3,0,2,tomato_cut,3.0416666666666643,3,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,127.76863227776334,32.12974589851257,,,1,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,1.0
4102,test,True,0,1,None_cut,3.9999999999999942,3,0,2,tomato_cut,3.083333333333331,3,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,128.6579885587621,31.251369324685733,,,1,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,1.0
4103,test,True,0,1,None_cut,3.9999999999999942,3,0,2,tomato_cut,3.1249999999999973,3,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,129.54734483976085,30.372992750858877,,,1,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,1.0
4104,test,True,0,1,None_cut,3.9999999999999942,3,0,2,tomato_cut,3.166666666666664,3,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,130.4367011207596,29.49461617703202,,,1,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,1.0
4105,test,True,0,1,None_cut,3.9999999999999942,3,0,2,tomato_cut,3.2083333333333304,3,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,131.32605740175836,28.616239603205166,,,1,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,1.0
4106,test,True,0,1,None_cut,3.9999999999999942,3,0,2,tomato_cut,3.249999999999997,3,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,132.21541368275712,27.73786302937831,,,1,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,1.0
4107,test,True,0,1,None_cut,3.9999999999999942,3,0,2,tomato_cut,3.2916666666666634,3,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,133.10476996375587,26.859486455551455,,,1,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,1.0
4108,test,True,0,1,None_cut,3.9999999999999942,3,0,2,tomato_cut,3.33333333333333,3,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,133.99412624475463,25.98110988172474,,,1,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,1.0
4109,test,True,0,1,None_cut,3.9999999999999942,3,0,2,tomato_cut,3.3749999999999964,3,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,134.88348252575338,25.10273330789824,,,1,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,1.0
4110,test,True,0,1,None_cut,3.9999999999999942,3,0,2,tomato_cut,3.416666666666663,3,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,135.77283880675213,24.224356734071804,,,1,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,1.0
4111,test,True,0,1,None_cut,3.9999999999999942,3,0,2,tomato_cut,3.4583333333333295,3,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,,1,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,1.0
4112,test,True,0,1,None_cut,3.9999999999999942,3,0,2,tomato_cut,3.499999999999996,3,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,1.0
4113,test,True,0,1,None_cut,3.9999999999999942,3,0,2,tomato_cut,3.5416666666666625,3,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,1.0
4114,test,True,0,1,None_cut,3.9999999999999942,3,0,2,tomato_cut,3.583333333333329,3,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,1.0
4115,test,True,0,1,None_cut,3.9999999999999942,3,0,2,tomato_cut,3.6249999999999956,3,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,1.0
4116,test,True,0,1,None_cut,3.9999999999999942,3,0,2,tomato_cut,3.666666666666662,3,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,1.0
4117,test,True,0,1,None_cut,3.9999999999999942,3,0,2,tomato_cut,3.7083333333333286,3,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,1.0
4118,test,True,0,1,None_cut,3.9999999999999942,3,0,2,tomato_cut,3.749999999999995,3,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,1.0
4119,test,True,0,1,None_cut,3.9999999999999942,3,0,2,tomato_cut,3.7916666666666616,3,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,1.0
4120,test,True,0,1,None_cut,3.9999999999999942,3,0,2,tomato_cut,3.833333333333328,3,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,134.75000000000114,24.0,,plate,1,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,1.0
4121,test,True,0,1,None_cut,3.9999999999999942,3,0,2,tomato_cut,3.8749999999999947,3,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,133.50000000000227,24.0,,plate,1,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,1.0
4122,test,True,0,1,None_cut,3.9999999999999942,3,0,2,tomato_cut,3.916666666666661,3,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,132.2500000000034,24.0,,plate,1,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,1.0
4123,test,True,0,1,None_cut,3.9999999999999942,3,0,2,tomato_cut,3.9583333333333277,3,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,131.00000000000455,24.0,,plate,1,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,1.0
4124,test,True,0,1,None_cut,3.9999999999999942,3,0,2,tomato_cut,3.9999999999999942,3,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,129.75000000000568,24.0,,plate,1,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,1.0
4125,test,True,0,1,None_cut,3.9999999999999942,3,0,2,tomato_cut,4.0,3,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,128.50000000000682,24.0,,plate,1,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,1.0
4126,test,True,0,1,None_cut,3.9999999999999942,3,0,2,tomato_cut,4.0,3,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,127.2500000000071,24.0,,plate,1,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,1.0
4127,test,True,0,1,None_cut,3.9999999999999942,3,0,2,tomato_cut,4.0,3,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,126.00000000000682,24.0,,plate,1,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,1.0
4128,test,True,0,1,None_cut,3.9999999999999942,3,0,2,tomato_cut,4.0,3,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,124.75000000000654,24.0,,plate,1,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,1.0
4129,test,True,0,1,None_cut,3.9999999999999942,3,0,2,tomato_cut,4.0,3,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,123.50000000000625,24.0,,plate,1,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,1.0
4130,test,True,0,1,None_cut,3.9999999999999942,3,0,2,tomato_cut,4.0,3,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,122.25000000000597,24.0,,plate,1,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,1.0
4131,test,True,0,1,None_cut,3.9999999999999942,3,0,2,tomato_cut,4.0,3,1,0,None_cut,3.9583333333333277,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,121.00000000000568,24.0,,plate,1,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,1.0
