tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,f270f9eabe5b04ee_score,player_d9af9193_x,player_d9af9193_y,player_d9af9193_move_target,player_d9af9193_item,player_d9af9193_score,player_d9af9193_cut_speed,player_d9af9193_speed,player_5058b816_x,player_5058b816_y,player_5058b816_move_target,player_5058b816_item,player_5058b816_score,player_5058b816_cut_speed,player_5058b816_speed
1882,0,1,,0,2,None_cut,3.7499999999999925,3,0,3,None_cut,3.024999999999992,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,63.50000000001202,,tomato_cut,0,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
1883,0,1,,0,2,None_cut,3.7499999999999925,3,0,3,None_cut,3.024999999999992,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,64.00000000001228,,tomato_cut,0,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
1884,0,1,,0,2,None_cut,3.7499999999999925,3,0,3,None_cut,3.024999999999992,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,64.50000000001182,,tomato_cut,0,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
1885,0,1,,0,2,None_cut,3.7499999999999925,3,0,3,None_cut,3.024999999999992,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,65.00000000001137,,tomato_cut,0,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
1886,0,1,,0,2,None_cut,3.7499999999999925,3,0,3,None_cut,3.024999999999992,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,65.50000000001091,,tomato_cut,0,1.0,12.0,103.11611652351695,24.88388347648305,,plate,1,0.2,30.0
1887,0,1,,0,2,None_cut,3.7499999999999925,3,0,3,None_cut,3.024999999999992,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,66.00000000001046,,tomato_cut,0,1.0,12.0,102.2322330470339,25.7677669529661,,plate,1,0.2,30.0
1888,0,1,,0,2,None_cut,3.7499999999999925,3,0,3,None_cut,3.024999999999992,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,66.50000000001,,tomato_cut,0,1.0,12.0,101.34834957055085,26.65165042944915,,plate,1,0.2,30.0
1889,0,1,,0,2,None_cut,3.7499999999999925,3,0,3,None_cut,3.024999999999992,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,67.00000000000955,,tomato_cut,0,1.0,12.0,100.4644660940678,27.535533905932198,,plate,1,0.2,30.0
1890,0,1,,0,2,None_cut,3.7499999999999925,3,0,3,None_cut,3.024999999999992,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,67.5000000000091,,tomato_cut,0,1.0,12.0,99.58058261758475,28.419417382415247,,plate,1,0.2,30.0
1891,0,1,,0,2,None_cut,3.7499999999999925,3,0,3,None_cut,3.024999999999992,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,68.00000000000864,,tomato_cut,0,1.0,12.0,98.6966991411017,29.303300858898297,,plate,1,0.2,30.0
1892,0,1,,0,2,None_cut,3.7499999999999925,3,0,3,None_cut,3.024999999999992,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,68.50000000000819,,tomato_cut,0,1.0,12.0,97.81281566461865,30.187184335381346,,plate,1,0.2,30.0
1893,0,1,,0,2,None_cut,3.7499999999999925,3,0,3,None_cut,3.024999999999992,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,69.00000000000773,,tomato_cut,0,1.0,12.0,96.9289321881356,31.071067811864395,,plate,1,0.2,30.0
1894,0,1,,0,2,None_cut,3.7499999999999925,3,0,3,None_cut,3.024999999999992,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,69.50000000000728,,tomato_cut,0,1.0,12.0,96.04504871165256,31.954951288347445,,plate,1,0.2,30.0
1895,0,1,,0,2,None_cut,3.7499999999999925,3,0,3,None_cut,3.024999999999992,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,70.00000000000682,,tomato_cut,0,1.0,12.0,95.1611652351695,32.838834764830494,,plate,1,0.2,30.0
1896,0,1,,0,2,None_cut,3.7499999999999925,3,0,3,None_cut,3.024999999999992,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,70.50000000000637,,tomato_cut,0,1.0,12.0,94.27728175868646,33.722718241313544,,plate,1,0.2,30.0
1897,0,1,,0,2,None_cut,3.7499999999999925,3,0,3,None_cut,3.024999999999992,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,71.00000000000591,,tomato_cut,0,1.0,12.0,93.3933982822034,34.60660171779659,,plate,1,0.2,30.0
1898,0,1,,0,2,None_cut,3.7499999999999925,3,0,3,None_cut,3.024999999999992,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,71.50000000000546,,tomato_cut,0,1.0,12.0,92.50951480572036,35.49048519427964,,plate,1,0.2,30.0
1899,0,1,,0,2,None_cut,3.7499999999999925,3,0,3,None_cut,3.024999999999992,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,72.000000000005,,tomato_cut,0,1.0,12.0,91.62563132923731,36.37436867076269,,plate,1,0.2,30.0
1900,0,1,,0,2,None_cut,3.7499999999999925,3,0,3,None_cut,3.024999999999992,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,72.50000000000455,,tomato_cut,0,1.0,12.0,90.74174785275426,37.25825214724574,,plate,1,0.2,30.0
1901,0,1,,0,2,None_cut,3.7499999999999925,3,0,3,None_cut,3.024999999999992,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,73.00000000000409,,tomato_cut,0,1.0,12.0,89.85786437627121,38.14213562372879,,plate,1,0.2,30.0
1902,0,1,,0,2,None_cut,3.7499999999999925,3,0,3,None_cut,3.024999999999992,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,73.50000000000364,,tomato_cut,0,1.0,12.0,88.97398089978816,39.02601910021184,,plate,1,0.2,30.0
1903,0,1,,0,2,None_cut,3.7499999999999925,3,0,3,None_cut,3.024999999999992,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,74.00000000000318,,tomato_cut,0,1.0,12.0,88.04617444130974,39.80565318468376,,plate,1,0.2,30.0
1904,0,1,,0,2,None_cut,3.7499999999999925,3,0,3,None_cut,3.024999999999992,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,74.50000000000273,,tomato_cut,0,1.0,12.0,86.79626611486532,39.820791727740755,,plate,1,0.2,30.0
1905,0,1,,0,2,None_cut,3.7499999999999925,3,0,3,None_cut,3.024999999999992,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,75.00000000000227,,tomato_cut,0,1.0,12.0,85.54635778842089,39.835930270797746,,plate,1,0.2,30.0
1906,0,1,,0,2,None_cut,3.7499999999999925,3,0,3,None_cut,3.024999999999992,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,75.50000000000182,,tomato_cut,0,1.0,12.0,84.29644946197647,39.85106881385474,,plate,1,0.2,30.0
1907,0,1,,0,2,None_cut,3.7499999999999925,3,0,3,None_cut,3.024999999999992,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,76.00000000000136,,tomato_cut,0,1.0,12.0,83.04654113553204,39.86620735691173,,plate,1,0.2,30.0
1908,0,1,,0,2,None_cut,3.7499999999999925,3,0,3,None_cut,3.024999999999992,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,76.50000000000091,,tomato_cut,0,1.0,12.0,81.79663280908761,39.88134589996872,,plate,1,0.2,30.0
1909,0,1,,0,2,None_cut,3.7499999999999925,3,0,3,None_cut,3.024999999999992,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,77.00000000000045,,tomato_cut,0,1.0,12.0,80.54672448264319,39.89648444302571,,plate,1,0.2,30.0
1910,0,1,,0,2,None_cut,3.7499999999999925,3,0,3,None_cut,3.024999999999992,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,77.5,,tomato_cut,0,1.0,12.0,79.29681615619876,39.911622986082705,,plate,1,0.2,30.0
1911,0,1,,0,2,None_cut,3.7499999999999925,3,0,3,None_cut,3.024999999999992,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,77.99999999999955,,tomato_cut,0,1.0,12.0,78.04690782975433,39.9267615291397,,plate,1,0.2,30.0
1912,0,1,,0,2,None_cut,3.7499999999999925,3,0,3,None_cut,3.024999999999992,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,78.49999999999909,,tomato_cut,0,1.0,12.0,76.7969995033099,39.94190007219687,,plate,1,0.2,30.0
1913,0,1,,0,2,None_cut,3.7499999999999925,3,0,3,None_cut,3.024999999999992,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,78.99999999999864,,tomato_cut,0,1.0,12.0,75.54709117686548,39.95703861525422,,plate,1,0.2,30.0
1914,0,1,,0,2,None_cut,3.7499999999999925,3,0,3,None_cut,3.024999999999992,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,79.49999999999818,,tomato_cut,0,1.0,12.0,74.29718285042105,39.972177158311574,,plate,1,0.2,30.0
1915,0,1,,0,2,None_cut,3.7499999999999925,3,0,3,None_cut,3.024999999999992,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,79.99999999999773,,tomato_cut,0,1.0,12.0,73.04727452397663,39.98731570136893,,plate,1,0.2,30.0
1916,0,1,,0,2,None_cut,3.7499999999999925,3,0,3,None_cut,3.024999999999992,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,80.49999999999727,,tomato_cut,0,1.0,12.0,71.91278695016098,40.27873505658064,,plate,1,0.2,30.0
1917,0,1,,0,2,None_cut,3.7499999999999925,3,0,3,None_cut,3.024999999999992,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,80.99999999999682,,tomato_cut,0,1.0,12.0,71.02356847568149,41.15725113762039,,plate,1,0.2,30.0
1918,0,1,,0,2,None_cut,3.7499999999999925,3,0,3,None_cut,3.024999999999992,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,81.49999999999636,,tomato_cut,0,1.0,12.0,70.134350001202,42.03576721866014,,plate,1,0.2,30.0
1919,0,1,,0,2,None_cut,3.7499999999999925,3,0,3,None_cut,3.024999999999992,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,81.99999999999591,,tomato_cut,0,1.0,12.0,69.2451315267225,42.91428329969989,,plate,1,0.2,30.0
1920,0,1,,0,2,None_cut,3.7499999999999925,3,0,3,None_cut,3.024999999999992,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,82.49999999999545,,tomato_cut,0,1.0,12.0,68.35591305224301,43.79279938073964,,plate,1,0.2,30.0
1921,0,1,,0,2,None_cut,3.7499999999999925,3,0,3,None_cut,3.024999999999992,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,82.999999999995,,tomato_cut,0,1.0,12.0,67.46669457776352,44.671315461779386,,plate,1,0.2,30.0
1922,0,1,,0,2,None_cut,3.7499999999999925,3,0,3,None_cut,3.024999999999992,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,83.49999999999454,,tomato_cut,0,1.0,12.0,66.57747610328403,45.549831542819135,,plate,1,0.2,30.0
1923,0,1,,0,2,None_cut,3.7499999999999925,3,0,3,None_cut,3.024999999999992,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,83.99999999999409,,tomato_cut,0,1.0,12.0,65.68825762880454,46.42834762385888,,plate,1,0.2,30.0
1924,0,1,,0,2,None_cut,3.7499999999999925,3,0,3,None_cut,3.024999999999992,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,84.49999999999363,,tomato_cut,0,1.0,12.0,64.79903915432504,47.30686370489863,,plate,1,0.2,30.0
1925,0,1,,0,2,None_cut,3.7499999999999925,3,0,3,None_cut,3.024999999999992,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,84.99999999999318,,tomato_cut,0,1.0,12.0,63.90982067984555,48.18537978593838,,plate,1,0.2,30.0
1926,0,1,,0,2,None_cut,3.7499999999999925,3,0,3,None_cut,3.024999999999992,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,85.49999999999272,,tomato_cut,0,1.0,12.0,63.02060220536606,49.06389586697813,,plate,1,0.2,30.0
1927,0,1,,0,2,None_cut,3.7499999999999925,3,0,3,None_cut,3.024999999999992,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,85.99999999999227,,tomato_cut,0,1.0,12.0,62.13138373088657,49.94241194801788,,plate,1,0.2,30.0
1928,0,1,,0,2,None_cut,3.7499999999999925,3,0,3,None_cut,3.024999999999992,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,86.49999999999181,,tomato_cut,0,1.0,12.0,61.24216525640708,50.82092802905757,,plate,1,0.2,30.0
1929,0,1,,0,2,None_cut,3.7499999999999925,3,0,3,None_cut,3.024999999999992,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,86.99999999999136,,tomato_cut,0,1.0,12.0,60.352946781927585,51.69944411009722,,plate,1,0.2,30.0
1930,0,1,,0,2,None_cut,3.7499999999999925,3,0,3,None_cut,3.024999999999992,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,87.4999999999909,,tomato_cut,0,1.0,12.0,59.46372830744809,52.57796019113686,,plate,1,0.2,30.0
1931,0,1,,0,2,None_cut,3.7499999999999925,3,0,3,None_cut,3.024999999999992,3,2,2,,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,88.0,,tomato_cut,0,1.0,12.0,58.5745098329686,53.4564762721765,,plate,1,0.2,30.0
1932,0,1,,0,2,None_cut,3.7499999999999925,3,0,3,None_cut,3.024999999999992,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,88.0,,,0,1.0,12.0,57.68529135848911,54.334992353216144,,plate,1,0.2,30.0
1933,0,1,,0,2,None_cut,3.7499999999999925,3,0,3,None_cut,3.024999999999992,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,88.0,,,0,1.0,12.0,56.79607288400962,55.213508434255786,,plate,1,0.2,30.0
1934,0,1,,0,2,None_cut,3.7499999999999925,3,0,3,None_cut,3.024999999999992,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,88.0,,,0,1.0,12.0,56.0,56.0,,plate,1,0.2,30.0
1935,0,1,,0,2,None_cut,3.7499999999999925,3,0,3,None_cut,3.024999999999992,3,2,2,,2,3,plate,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,88.0,,,0,1.0,12.0,56.0,56.0,,,1,0.2,30.0
1936,0,1,,0,2,None_cut,3.7499999999999925,3,0,3,None_cut,3.024999999999992,3,2,2,,2,3,plate,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,88.0,,,0,1.0,12.0,56.0,56.0,,,1,0.2,30.0
1937,0,1,,0,2,None_cut,3.7499999999999925,3,0,3,None_cut,3.024999999999992,3,2,2,,2,3,plate,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,88.0,,,0,1.0,12.0,56.0,56.0,,,1,0.2,30.0
1938,0,1,,0,2,None_cut,3.7499999999999925,3,0,3,None_cut,3.024999999999992,3,2,2,,2,3,plate,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,88.0,,,0,1.0,12.0,56.0,56.0,,,1,0.2,30.0
1939,0,1,,0,2,None_cut,3.7499999999999925,3,0,3,None_cut,3.024999999999992,3,2,2,,2,3,plate,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,88.0,,,0,1.0,12.0,56.0,56.0,,,1,0.2,30.0
1940,0,1,,0,2,None_cut,3.7499999999999925,3,0,3,None_cut,3.024999999999992,3,2,2,,2,3,plate,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,88.0,,,0,1.0,12.0,56.0,56.0,,,1,0.2,30.0
1941,0,1,,0,2,None_cut,3.7499999999999925,3,0,3,None_cut,3.024999999999992,3,2,2,,2,3,plate,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,88.0,,,0,1.0,12.0,56.0,56.0,,,1,0.2,30.0
1942,0,1,,0,2,None_cut,3.7499999999999925,3,0,3,None_cut,3.024999999999992,3,2,2,,2,3,plate,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,88.0,,,0,1.0,12.0,56.0,56.0,,,1,0.2,30.0
1943,0,1,,0,2,None_cut,3.7499999999999925,3,0,3,None_cut,3.024999999999992,3,2,2,,2,3,plate,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,88.0,,,0,1.0,12.0,56.0,56.0,,,1,0.2,30.0
1944,0,1,,0,2,None_cut,3.7499999999999925,3,0,3,None_cut,3.024999999999992,3,2,2,,2,3,plate,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,88.0,,,0,1.0,12.0,56.0,56.0,,,1,0.2,30.0
1945,0,1,,0,2,None_cut,3.7499999999999925,3,0,3,None_cut,3.024999999999992,3,2,2,,2,3,plate,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,88.0,,,0,1.0,12.0,56.0,56.0,,,1,0.2,30.0
1946,0,1,,0,2,None_cut,3.7499999999999925,3,0,3,None_cut,3.024999999999992,3,2,2,,2,3,plate,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,88.0,,,0,1.0,12.0,56.0,56.0,,,1,0.2,30.0
1947,0,1,,0,2,None_cut,3.7499999999999925,3,0,3,None_cut,3.024999999999992,3,2,2,,2,3,plate,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,88.0,,,0,1.0,12.0,56.0,56.0,,,1,0.2,30.0
1948,0,1,,0,2,None_cut,3.7499999999999925,3,0,3,None_cut,3.024999999999992,3,2,2,,2,3,plate,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,88.0,,,0,1.0,12.0,56.0,56.0,,,1,0.2,30.0
1949,0,1,,0,2,None_cut,3.7499999999999925,3,0,3,None_cut,3.024999999999992,3,2,2,,2,3,plate,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,88.0,,,0,1.0,12.0,56.0,56.0,,,1,0.2,30.0
1950,0,1,,0,2,None_cut,3.7499999999999925,3,0,3,None_cut,3.024999999999992,3,2,2,,2,3,plate,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,88.0,,,0,1.0,12.0,56.0,56.0,,,1,0.2,30.0
1951,0,1,,0,2,None_cut,3.7499999999999925,3,0,3,None_cut,3.024999999999992,3,2,2,,2,3,plate,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,88.0,,,0,1.0,12.0,56.0,56.0,,,1,0.2,30.0
1952,0,1,,0,2,None_cut,3.7499999999999925,3,0,3,None_cut,3.024999999999992,3,2,2,,2,3,plate,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,88.0,,,0,1.0,12.0,56.0,56.0,,,1,0.2,30.0
1953,0,1,,0,2,None_cut,3.7499999999999925,3,0,3,None_cut,3.024999999999992,3,2,2,,2,3,plate,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,88.0,,,0,1.0,12.0,56.0,56.0,,,1,0.2,30.0
1954,0,1,,0,2,None_cut,3.7499999999999925,3,0,3,None_cut,3.024999999999992,3,2,2,,2,3,plate,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,88.0,,,0,1.0,12.0,56.0,56.0,,,1,0.2,30.0
1955,0,1,,0,2,None_cut,3.7499999999999925,3,0,3,None_cut,3.024999999999992,3,2,2,,2,3,plate,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,88.0,,,0,1.0,12.0,56.0,56.0,,,1,0.2,30.0
1956,0,1,,0,2,None_cut,3.7499999999999925,3,0,3,None_cut,3.024999999999992,3,2,2,,2,3,plate,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,88.0,,,0,1.0,12.0,56.0,54.749999999999716,,,1,0.2,30.0
