tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,788768df31396c6f_score,player_250d61a3_x,player_250d61a3_y,player_250d61a3_move_target,player_250d61a3_item,player_250d61a3_score,player_250d61a3_cut_speed,player_250d61a3_speed,player_2f2dab36_x,player_2f2dab36_y,player_2f2dab36_move_target,player_2f2dab36_item,player_2f2dab36_score,player_2f2dab36_cut_speed,player_2f2dab36_speed,4af49c87ace5791f_score,1a78da0ba1536867_message,80d813779f1fafee_score
4661,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.0416666666666643,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,77.43186659937619,34.56967742162722,,,1,1.0,30.0,82.99999999999886,40.0,,,2,1.0,30.0,,,3.0
4662,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.0416666666666643,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,78.31568550983134,33.685729383831486,,,1,1.0,30.0,82.99999999999886,40.0,,,2,1.0,30.0,,,3.0
4663,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.0416666666666643,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,79.19950442028649,32.80178134603575,,,1,1.0,30.0,82.99999999999886,40.0,,,2,1.0,30.0,,,3.0
4664,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.0416666666666643,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,80.08332333074164,31.917833308240056,,,1,1.0,30.0,82.99999999999886,40.0,,,2,1.0,30.0,,,3.0
4665,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.0416666666666643,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,80.96714224119678,31.03388527044462,,,1,1.0,30.0,81.74999999999858,40.0,,,2,1.0,30.0,,,3.0
4666,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.0416666666666643,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,81.85096115165193,30.149937232649187,,,1,1.0,30.0,80.4999999999983,40.0,,,2,1.0,30.0,,,3.0
4667,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.0416666666666643,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,82.73478006210708,29.265989194853752,,,1,1.0,30.0,79.24999999999801,40.0,,,2,1.0,30.0,,,3.0
4668,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.0416666666666643,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,83.61859897256222,28.382041157058318,,,1,1.0,30.0,77.99999999999773,40.0,,,2,1.0,30.0,,,3.0
4669,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.0416666666666643,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,84.50241788301737,27.498093119262826,,,1,1.0,30.0,76.74999999999744,40.0,,,2,1.0,30.0,,,3.0
4670,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.0416666666666643,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,85.38623679347252,26.614145081467036,,,1,1.0,30.0,75.49999999999716,40.0,,,2,1.0,30.0,,,3.0
4671,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.0416666666666643,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,86.27005570392767,25.730197043671247,,,1,1.0,30.0,74.24999999999687,40.0,,,2,1.0,30.0,,,3.0
4672,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.0416666666666643,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,87.15387461438233,24.846249005875457,,,1,1.0,30.0,72.99999999999659,40.0,,,2,1.0,30.0,,,3.0
4673,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.0416666666666643,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.1328777321201,24.18827143978313,,,1,1.0,30.0,72.0,40.0,,,2,1.0,30.0,,,3.0
4674,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.0416666666666643,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,89.38278974751056,24.17344060084681,,,1,1.0,30.0,72.0,40.0,,,2,1.0,30.0,,,3.0
4675,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.0416666666666643,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,90.63270176290102,24.15860976191049,,,1,1.0,30.0,72.0,40.0,,,2,1.0,30.0,,,3.0
4676,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.0416666666666643,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,91.88261377829149,24.14377892297417,,,1,1.0,30.0,72.0,40.0,,,2,1.0,30.0,,,3.0
4677,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.0416666666666643,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,93.13252579368195,24.12894808403785,,,1,1.0,30.0,72.0,40.0,,,2,1.0,30.0,,,3.0
4678,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.0416666666666643,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,94.38243780907241,24.11411724510135,,,1,1.0,30.0,72.0,40.0,,,2,1.0,30.0,,,3.0
4679,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.0416666666666643,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,95.63234982446288,24.09928640616485,,,1,1.0,30.0,72.0,40.0,,,2,1.0,30.0,,,3.0
4680,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.0416666666666643,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,96.88226183985334,24.084455567228346,,,1,1.0,30.0,71.11611652351695,40.88388347648305,,,2,1.0,30.0,,,3.0
4681,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.0416666666666643,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,98.1321738552438,24.069624728291846,,,1,1.0,30.0,70.2322330470339,41.7677669529661,,,2,1.0,30.0,,,3.0
4682,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.0416666666666643,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,99.38208587063427,24.054793889355345,,,1,1.0,30.0,69.34834957055085,42.65165042944915,,,2,1.0,30.0,,,3.0
4683,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.0416666666666643,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,100.63199788602473,24.03996305041884,,,1,1.0,30.0,68.4644660940678,43.5355339059322,,,2,1.0,30.0,,,3.0
4684,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.0416666666666643,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,101.8819099014152,24.02513221148234,,,1,1.0,30.0,67.58058261758475,44.41941738241525,,,2,1.0,30.0,,,3.0
4685,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.0416666666666643,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,103.13182191680566,24.01030137254584,,,1,1.0,30.0,66.6966991411017,45.3033008588983,,,2,1.0,30.0,,,3.0
4686,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.0416666666666643,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.38177439935298,24.002211308086494,,,1,1.0,30.0,65.81281566461865,46.187184335381346,,,2,1.0,30.0,,,3.0
4687,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.0416666666666643,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,105.63177438682355,24.00203432670903,,,1,1.0,30.0,64.9289321881356,47.071067811864395,,,2,1.0,30.0,,,3.0
4688,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.0416666666666643,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,106.88177437429412,24.001857345331565,,,1,1.0,30.0,64.04504871165256,47.954951288347445,,,2,1.0,30.0,,,3.0
4689,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.0416666666666643,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,108.1317743617647,24.0016803639541,,,1,1.0,30.0,63.161165235169506,48.838834764830494,,,2,1.0,30.0,,,3.0
4690,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.0416666666666643,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,109.38177434923527,24.001503382576637,,,1,1.0,30.0,62.277281758686456,49.722718241313544,,,2,1.0,30.0,,,3.0
4691,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.0416666666666643,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,110.63177433670585,24.001326401199172,,,1,1.0,30.0,61.39339828220341,50.60660171779659,,,2,1.0,30.0,,,3.0
4692,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.0416666666666643,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,111.88177432417642,24.001149419821708,,,1,1.0,30.0,60.50951480572036,51.49048519427964,,,2,1.0,30.0,,,3.0
4693,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.0416666666666643,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,113.13177431164699,24.000972438444244,,,1,1.0,30.0,59.62563132923731,52.37436867076269,,,2,1.0,30.0,,,3.0
4694,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.0416666666666643,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,114.38177429911757,24.00079545706678,,,1,1.0,30.0,58.74174785275426,53.25825214724574,,,2,1.0,30.0,,,3.0
4695,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.0416666666666643,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,115.63177428658814,24.000618475689315,,,1,1.0,30.0,57.85786437627121,54.14213562372879,,,2,1.0,30.0,,,3.0
4696,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.0416666666666643,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,116.88177427405871,24.00044149431185,,,1,1.0,30.0,56.97398089978816,55.02601910021184,,,2,1.0,30.0,,,3.0
4697,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.0416666666666643,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,118.13177426152929,24.000264512934386,,,1,1.0,30.0,56.0,56.0,,,2,1.0,30.0,,,3.0
4698,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.0416666666666643,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,119.38177424899986,24.00008753155692,,,1,1.0,30.0,56.0,56.0,,tomato,2,1.0,30.0,,,3.0
4699,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.0416666666666643,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,120.6317742447391,24.000025964079825,,,1,1.0,30.0,56.0,56.0,,tomato,2,1.0,30.0,,,3.0
4700,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.0416666666666643,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,121.88177424473797,24.000023852248404,,,1,1.0,30.0,56.0,56.0,,tomato,2,1.0,30.0,,,3.0
4701,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.0416666666666643,3,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,123.13177424473683,24.000021740416983,,,1,1.0,30.0,56.0,56.0,,tomato,2,1.0,30.0,,,3.0
4702,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.0416666666666643,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,124.3817742447357,24.00001962858571,,,1,1.0,30.0,56.0,56.0,,,2,1.0,30.0,,,3.0
4703,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.0416666666666643,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,125.63177424473456,24.00001751675447,,,1,1.0,30.0,56.0,56.0,,,2,1.0,30.0,,,3.0
4704,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.0416666666666643,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,126.88177424473342,24.000015404923225,,,1,1.0,30.0,56.0,56.0,,,2,1.0,30.0,,,3.0
4705,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.0416666666666643,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,128.13177424473227,24.000013293091982,,,1,1.0,30.0,56.0,56.0,,,2,1.0,30.0,,,3.0
4706,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.0416666666666643,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,129.38177424473113,24.00001118126074,,,1,1.0,30.0,56.0,56.0,,,2,1.0,30.0,,,3.0
4707,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.0416666666666643,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,130.63177424473,24.000009069429495,,,1,1.0,30.0,56.0,56.0,,,2,1.0,30.0,,,3.0
4708,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.0416666666666643,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,131.88177424472886,24.000006957598252,,,1,1.0,30.0,56.0,56.0,,,2,1.0,30.0,,,3.0
4709,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.0416666666666643,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,133.13177424472772,24.00000484576701,,,1,1.0,30.0,56.0,56.0,,,2,1.0,30.0,,,3.0
4710,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.0416666666666643,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,134.38177424472659,24.000002733935766,,,1,1.0,30.0,56.0,56.0,,,2,1.0,30.0,,,3.0
4711,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.0416666666666643,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,135.63177424472545,24.000000622104523,,,1,1.0,30.0,56.0,56.0,,,2,1.0,30.0,,,3.0
4712,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.0416666666666643,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,,1,1.0,30.0,56.0,56.0,,,2,1.0,30.0,,,3.0
4713,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.0416666666666643,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,56.0,56.0,,,2,1.0,30.0,,,3.0
4714,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.0416666666666643,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,56.0,56.0,,,2,1.0,30.0,,,3.0
4715,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.0416666666666643,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,56.0,56.0,,,2,1.0,30.0,,,3.0
4716,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.0416666666666643,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,56.0,56.0,,,2,1.0,30.0,,,3.0
4717,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.0416666666666643,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,56.0,56.0,,,2,1.0,30.0,,,3.0
4718,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.0416666666666643,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,56.0,56.0,,,2,1.0,30.0,,,3.0
4719,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.0416666666666643,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,56.0,56.0,,,2,1.0,30.0,,,3.0
4720,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.0416666666666643,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,56.0,56.0,,,2,1.0,30.0,,,3.0
4721,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.0416666666666643,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,56.0,56.0,,,2,1.0,30.0,,,3.0
4722,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.0416666666666643,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,56.0,56.0,,,2,1.0,30.0,,,3.0
4723,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.0416666666666643,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,56.0,56.0,,,2,1.0,30.0,,,3.0
4724,test,True,0,1,None_cut,4.0,3,0,2,None_cut,3.0416666666666643,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,56.0,56.0,,,2,1.0,30.0,,,3.0
