tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,d9144cee99502820_score,player_cb6d75f5_x,player_cb6d75f5_y,player_cb6d75f5_move_target,player_cb6d75f5_item,player_cb6d75f5_score,player_cb6d75f5_cut_speed,player_cb6d75f5_speed,player_3cb37f5d_x,player_3cb37f5d_y,player_3cb37f5d_move_target,player_3cb37f5d_item,player_3cb37f5d_score,player_3cb37f5d_cut_speed,player_3cb37f5d_speed
1992,0,1,,0,2,None_cut,3.274999999999991,3,0,3,tomato,1.0083333333333322,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,79.76957115645806,64.22990657282102,,tomato_salad,0,1.0,12.0,24.0,56.0,,,1,0.2,30.0
1993,0,1,,0,2,None_cut,3.274999999999991,3,0,3,tomato,1.0166666666666655,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,80.12313576478451,63.87636440031748,,tomato_salad,0,1.0,12.0,24.0,56.0,,,1,0.2,30.0
1994,0,1,,0,2,None_cut,3.274999999999991,3,0,3,tomato,1.0249999999999988,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,80.47670037311096,63.52282222781347,,tomato_salad,0,1.0,12.0,24.0,56.0,,,1,0.2,30.0
1995,0,1,,0,2,None_cut,3.274999999999991,3,0,3,tomato,1.033333333333332,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,80.83026498143741,63.169280055309464,,tomato_salad,0,1.0,12.0,24.0,56.0,,,1,0.2,30.0
1996,0,1,,0,2,None_cut,3.274999999999991,3,0,3,tomato,1.0416666666666654,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,81.18382958976386,62.81573788280546,,tomato_salad,0,1.0,12.0,24.0,56.0,,,1,0.2,30.0
1997,0,1,,0,2,None_cut,3.274999999999991,3,0,3,tomato,1.0499999999999987,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,81.53739419809031,62.46219571030145,,tomato_salad,0,1.0,12.0,24.0,56.0,,,1,0.2,30.0
1998,0,1,,0,2,None_cut,3.274999999999991,3,0,3,tomato,1.058333333333332,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,81.89095880641676,62.108653537797444,,tomato_salad,0,1.0,12.0,24.0,56.0,,,1,0.2,30.0
1999,0,1,,0,2,None_cut,3.274999999999991,3,0,3,tomato,1.0666666666666653,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,82.24452341474321,61.75511136529344,,tomato_salad,0,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2000,0,1,,0,2,None_cut,3.274999999999991,3,0,3,tomato,1.0749999999999986,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,82.59808802306966,61.40156919278943,,tomato_salad,0,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2001,0,1,,0,2,None_cut,3.274999999999991,3,0,3,tomato,1.083333333333332,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,82.95165263139612,61.048027020285424,,tomato_salad,0,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2002,0,1,,0,2,None_cut,3.274999999999991,3,0,3,tomato,1.0916666666666652,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,83.30521723972257,60.69448484778142,,tomato_salad,0,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2003,0,1,,0,2,None_cut,3.274999999999991,3,0,3,tomato,1.0999999999999985,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,83.65878184804902,60.34094267527741,,tomato_salad,0,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2004,0,1,,0,2,None_cut,3.274999999999991,3,0,3,tomato,1.1083333333333318,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,84.01234645637547,59.987400502773404,,tomato_salad,0,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2005,0,1,,0,2,None_cut,3.274999999999991,3,0,3,tomato,1.1166666666666651,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,84.36591106470192,59.6338583302694,,tomato_salad,0,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2006,0,1,,0,2,None_cut,3.274999999999991,3,0,3,tomato,1.1249999999999984,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,84.71947567302837,59.28031615776539,,tomato_salad,0,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2007,0,1,,0,2,None_cut,3.274999999999991,3,0,3,tomato,1.1333333333333317,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,85.07304028135482,58.9267739852614,,tomato_salad,0,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2008,0,1,,0,2,None_cut,3.274999999999991,3,0,3,tomato,1.141666666666665,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,85.42660488968127,58.5732318127581,,tomato_salad,0,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2009,0,1,,0,2,None_cut,3.274999999999991,3,0,3,tomato,1.1499999999999984,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,85.78016949800772,58.219689640254806,,tomato_salad,0,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2010,0,1,,0,2,None_cut,3.274999999999991,3,0,3,tomato,1.1583333333333317,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,86.13373410633417,57.86614746775151,,tomato_salad,0,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2011,0,1,,0,2,None_cut,3.274999999999991,3,0,3,tomato,1.166666666666665,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,86.48729871466062,57.512605295248214,,tomato_salad,0,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2012,0,1,,0,2,None_cut,3.274999999999991,3,0,3,tomato,1.1749999999999983,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,86.84086332298708,57.15906312274492,,tomato_salad,0,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2013,0,1,,0,2,None_cut,3.274999999999991,3,0,3,tomato,1.1833333333333316,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,87.19442793131357,56.80552095024162,,tomato_salad,0,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2014,0,1,,0,2,None_cut,3.274999999999991,3,0,3,tomato,1.1916666666666649,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,87.54799253964057,56.451978777738326,,tomato_salad,0,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2015,0,1,,0,2,None_cut,3.274999999999991,3,0,3,tomato,1.1999999999999982,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,tomato_salad,0,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2016,0,1,,0,2,None_cut,3.274999999999991,3,0,3,tomato,1.2083333333333315,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.0,,,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2017,0,1,,0,2,None_cut,3.274999999999991,3,0,3,tomato,1.2166666666666648,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.0,,,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2018,0,1,,0,2,None_cut,3.274999999999991,3,0,3,tomato,1.224999999999998,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.0,,,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2019,0,1,,0,2,None_cut,3.274999999999991,3,0,3,tomato,1.2333333333333314,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.0,,,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2020,0,1,,0,2,None_cut,3.274999999999991,3,0,3,tomato,1.2416666666666647,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.0,,,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2021,0,1,,0,2,None_cut,3.274999999999991,3,0,3,tomato,1.249999999999998,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.0,,,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2022,0,1,,0,2,None_cut,3.274999999999991,3,0,3,tomato,1.2583333333333313,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.0,,,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2023,0,1,,0,2,None_cut,3.274999999999991,3,0,3,tomato,1.2666666666666646,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.0,,,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2024,0,1,,0,2,None_cut,3.274999999999991,3,0,3,tomato,1.274999999999998,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.0,,,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2025,0,1,,0,2,None_cut,3.274999999999991,3,0,3,tomato,1.2833333333333312,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.0,,,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2026,0,1,,0,2,None_cut,3.274999999999991,3,0,3,tomato,1.2916666666666645,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.0,,,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2027,0,1,,0,2,None_cut,3.274999999999991,3,0,3,tomato,1.2999999999999978,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.0,,,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2028,0,1,,0,2,None_cut,3.274999999999991,3,0,3,tomato,1.3083333333333311,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.0,,,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2029,0,1,,0,2,None_cut,3.274999999999991,3,0,3,tomato,1.3166666666666644,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.0,,,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2030,0,1,,0,2,None_cut,3.274999999999991,3,0,3,tomato,1.3249999999999977,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.0,,,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2031,0,1,,0,2,None_cut,3.274999999999991,3,0,3,tomato,1.333333333333331,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.0,,,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2032,0,1,,0,2,None_cut,3.274999999999991,3,0,3,tomato,1.3416666666666643,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.0,,,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2033,0,1,,0,2,None_cut,3.274999999999991,3,0,3,tomato,1.3499999999999976,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.0,,,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2034,0,1,,0,2,None_cut,3.274999999999991,3,0,3,tomato,1.358333333333331,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.0,,,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2035,0,1,,0,2,None_cut,3.274999999999991,3,0,3,tomato,1.3666666666666643,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.0,,,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2036,0,1,,0,2,None_cut,3.274999999999991,3,0,3,tomato,1.3749999999999976,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.0,,,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2037,0,1,,0,2,None_cut,3.274999999999991,3,0,3,tomato,1.3833333333333309,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.0,,,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2038,0,1,,0,2,None_cut,3.274999999999991,3,0,3,tomato,1.3916666666666642,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.0,,,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2039,0,1,,0,2,None_cut,3.274999999999991,3,0,3,tomato,1.3999999999999975,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.0,,,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2040,0,1,,0,2,None_cut,3.274999999999991,3,0,3,tomato,1.4083333333333308,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.0,,,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2041,0,1,,0,2,None_cut,3.274999999999991,3,0,3,tomato,1.416666666666664,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.0,,,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2042,0,1,,0,2,None_cut,3.274999999999991,3,0,3,tomato,1.4249999999999974,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.0,,,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2043,0,1,,0,2,None_cut,3.274999999999991,3,0,3,tomato,1.4333333333333307,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.0,,,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2044,0,1,,0,2,None_cut,3.274999999999991,3,0,3,tomato,1.441666666666664,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.0,,,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2045,0,1,,0,2,None_cut,3.274999999999991,3,0,3,tomato,1.4499999999999973,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.0,,,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2046,0,1,,0,2,None_cut,3.274999999999991,3,0,3,tomato,1.4583333333333306,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.0,,,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2047,0,1,,0,2,None_cut,3.274999999999991,3,0,3,tomato,1.466666666666664,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.0,,,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2048,0,1,,0,2,None_cut,3.274999999999991,3,0,3,tomato,1.4749999999999972,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.0,,,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2049,0,1,,0,2,None_cut,3.274999999999991,3,0,3,tomato,1.4833333333333305,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.0,,,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2050,0,1,,0,2,None_cut,3.274999999999991,3,0,3,tomato,1.4916666666666638,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.0,,,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2051,0,1,,0,2,None_cut,3.274999999999991,3,0,3,tomato,1.4999999999999971,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.0,,,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2052,0,1,,0,2,None_cut,3.274999999999991,3,0,3,tomato,1.5083333333333304,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.0,,,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2053,0,1,,0,2,None_cut,3.274999999999991,3,0,3,tomato,1.5166666666666637,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.0,,,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2054,0,1,,0,2,None_cut,3.274999999999991,3,0,3,tomato,1.524999999999997,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.0,,,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2055,0,1,,0,2,None_cut,3.274999999999991,3,0,3,tomato,1.5333333333333303,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.0,,,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2056,0,1,,0,2,None_cut,3.274999999999991,3,0,3,tomato,1.5416666666666636,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.0,,,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2057,0,1,,0,2,None_cut,3.274999999999991,3,0,3,tomato,1.549999999999997,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.0,,,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2058,0,1,,0,2,None_cut,3.274999999999991,3,0,3,tomato,1.5583333333333302,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.0,,,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2059,0,1,,0,2,None_cut,3.274999999999991,3,0,3,tomato,1.5666666666666635,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.0,,,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2060,0,1,,0,2,None_cut,3.274999999999991,3,0,3,tomato,1.5749999999999968,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.0,,,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2061,0,1,,0,2,None_cut,3.274999999999991,3,0,3,tomato,1.5833333333333302,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.0,,,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2062,0,1,,0,2,None_cut,3.274999999999991,3,0,3,tomato,1.5916666666666635,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.0,,,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2063,0,1,,0,2,None_cut,3.274999999999991,3,0,3,tomato,1.5999999999999968,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.0,,,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2064,0,1,,0,2,None_cut,3.274999999999991,3,0,3,tomato,1.60833333333333,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.0,,,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2065,0,1,,0,2,None_cut,3.274999999999991,3,0,3,tomato,1.6166666666666634,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.0,,,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2066,0,1,,0,2,None_cut,3.274999999999991,3,0,3,tomato,1.6249999999999967,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.0,,,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2067,0,1,,0,2,None_cut,3.274999999999991,3,0,3,tomato,1.63333333333333,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.0,,,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2068,0,1,,0,2,None_cut,3.274999999999991,3,0,3,tomato,1.6416666666666633,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.0,,,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2069,0,1,,0,2,None_cut,3.274999999999991,3,0,3,tomato,1.6499999999999966,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.0,,,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2070,0,1,,0,2,None_cut,3.274999999999991,3,0,3,tomato,1.6583333333333299,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.0,,,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2071,0,1,,0,2,None_cut,3.274999999999991,3,0,3,tomato,1.6666666666666632,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.0,,,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2072,0,1,,0,2,None_cut,3.274999999999991,3,0,3,tomato,1.6749999999999965,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.0,,,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
