tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,d17fc942cea6c001_score,player_e05275e4_x,player_e05275e4_y,player_e05275e4_move_target,player_e05275e4_item,player_e05275e4_score,player_e05275e4_cut_speed,player_e05275e4_speed,player_354ca59f_x,player_354ca59f_y,player_354ca59f_move_target,player_354ca59f_item,player_354ca59f_score,player_354ca59f_cut_speed,player_354ca59f_speed
3262,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,88.0,,plate,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
3263,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,88.0,,plate,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
3264,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,88.0,,plate,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
3265,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,88.0,,plate,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
3266,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,88.0,,plate,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
3267,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,88.0,,plate,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
3268,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,88.0,,plate,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
3269,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,88.0,,plate,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
3270,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,88.0,,plate,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
3271,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,88.0,,plate,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
3272,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,88.0,,plate,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
3273,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,88.0,,plate,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
3274,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,88.0,,plate,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
3275,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,88.0,,plate,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
3276,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,88.0,,plate,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
3277,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,88.0,,plate,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
3278,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,88.0,,plate,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
3279,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,88.0,,plate,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
3280,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,88.0,,plate,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
3281,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,88.0,,plate,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
3282,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,88.0,,plate,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
3283,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,88.0,,plate,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
3284,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,88.0,,plate,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
3285,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,88.0,,plate,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
3286,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,88.0,,plate,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
3287,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,88.0,,plate,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
3288,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,88.0,,plate,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
3289,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,88.0,,plate,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
3290,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,88.0,,plate,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
3291,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,88.0,,plate,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
3292,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,88.0,,plate,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
3293,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,88.0,,plate,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
3294,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,88.0,,plate,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
3295,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,88.0,,plate,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
3296,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,88.0,,plate,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
3297,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,88.0,,plate,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
3298,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,88.0,,plate,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
3299,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,88.0,,plate,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
3300,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,88.0,,plate,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
3301,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,88.0,,plate,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
3302,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,88.0,,plate,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
3303,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,88.0,,plate,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
3304,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,88.0,,plate,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
3305,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,88.0,,plate,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
3306,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,88.0,,plate,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
3307,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,88.0,,plate,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
3308,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,88.0,,plate,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
3309,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,87.50000000000045,,plate,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
3310,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,87.00000000000091,,plate,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
3311,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,86.50000000000136,,plate,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
3312,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,86.00000000000182,,plate,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
3313,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,85.50000000000227,,plate,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
3314,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,85.00000000000273,,plate,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
3315,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,84.50000000000318,,plate,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
3316,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,84.00000000000364,,plate,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
3317,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,83.50000000000409,,plate,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
3318,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,83.00000000000455,,plate,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
3319,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,82.500000000005,,plate,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
3320,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,82.00000000000546,,plate,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
3321,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,81.50000000000591,,plate,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
3322,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,81.00000000000637,,plate,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
3323,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,80.50000000000682,,plate,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
3324,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,80.00000000000728,,plate,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
3325,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,79.50000000000773,,plate,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
3326,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,79.00000000000819,,plate,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
3327,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,78.50000000000864,,plate,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
3328,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,78.0000000000091,,plate,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
3329,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,77.50000000000955,,plate,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
3330,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,77.00000000001,,plate,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
3331,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,76.50000000001046,,plate,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
3332,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,76.00000000001091,,plate,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
3333,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,75.50000000001137,,plate,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
3334,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,75.00000000001182,,plate,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
3335,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,74.50000000001228,,plate,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
3336,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,74.00000000001273,,plate,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
3337,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,73.50000000001319,,plate,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
3338,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,73.00000000001364,,plate,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
3339,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.5000000000141,,plate,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
3340,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,72.00000000001455,,plate,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
3341,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,71.500000000015,,plate,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
3342,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,71.00000000001546,,plate,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
3343,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,70.50000000001592,,plate,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
3344,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,70.00000000001637,,plate,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
3345,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,69.50000000001683,,plate,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
3346,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,69.00000000001728,,plate,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
3347,0,1,,0,2,,0,0,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,68.50000000001774,,plate,0,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
