tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,a0384daeda61a322_score,player_1bb120b0_x,player_1bb120b0_y,player_1bb120b0_move_target,player_1bb120b0_item,player_1bb120b0_score,player_1bb120b0_cut_speed,player_1bb120b0_speed,player_e5654a8f_x,player_e5654a8f_y,player_e5654a8f_move_target,player_e5654a8f_item,player_e5654a8f_score,player_e5654a8f_cut_speed,player_e5654a8f_speed,2de0e11e02e7f590_score,d3bf28d6687c7b1d_message,cd1b5411be429c0c_score
3950,test,True,0,1,,0,0,0,2,None_cut,3.9583333333333277,3,1,0,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,1,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,1.0
3951,test,True,0,1,,0,0,0,2,None_cut,3.9583333333333277,3,1,0,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,1,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,1.0
3952,test,True,0,1,,0,0,0,2,None_cut,3.9583333333333277,3,1,0,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,1,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,1.0
3953,test,True,0,1,,0,0,0,2,None_cut,3.9583333333333277,3,1,0,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,1,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,1.0
3954,test,True,0,1,,0,0,0,2,None_cut,3.9583333333333277,3,1,0,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,1,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,1.0
3955,test,True,0,1,,0,0,0,2,None_cut,3.9583333333333277,3,1,0,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,1,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,1.0
3956,test,True,0,1,,0,0,0,2,None_cut,3.9583333333333277,3,1,0,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,1,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,1.0
3957,test,True,0,1,,0,0,0,2,None_cut,3.9583333333333277,3,1,0,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,1,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,1.0
3958,test,True,0,1,,0,0,0,2,None_cut,3.9583333333333277,3,1,0,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,1,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,1.0
3959,test,True,0,1,,0,0,0,2,None_cut,3.9583333333333277,3,1,0,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,,1,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,1.0
3960,test,True,0,1,,0,0,0,2,None_cut,3.9583333333333277,3,1,0,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,38.749999999999716,,,1,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,1.0
3961,test,True,0,1,,0,0,0,2,None_cut,3.9583333333333277,3,1,0,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,37.49999999999943,,,1,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,1.0
3962,test,True,0,1,,0,0,0,2,None_cut,3.9583333333333277,3,1,0,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,36.24999999999915,,,1,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,1.0
3963,test,True,0,1,,0,0,0,2,None_cut,3.9583333333333277,3,1,0,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,34.99999999999886,,,1,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,1.0
3964,test,True,0,1,,0,0,0,2,None_cut,3.9583333333333277,3,1,0,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,33.74999999999858,,,1,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,1.0
3965,test,True,0,1,,0,0,0,2,None_cut,3.9583333333333277,3,1,0,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,32.499999999998295,,,1,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,1.0
3966,test,True,0,1,,0,0,0,2,None_cut,3.9583333333333277,3,1,0,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,31.249999999998227,,,1,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,1.0
3967,test,True,0,1,,0,0,0,2,None_cut,3.9583333333333277,3,1,0,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,29.9999999999983,,,1,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,1.0
3968,test,True,0,1,,0,0,0,2,None_cut,3.9583333333333277,3,1,0,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,28.74999999999837,,,1,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,1.0
3969,test,True,0,1,,0,0,0,2,None_cut,3.9583333333333277,3,1,0,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,27.49999999999844,,,1,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,1.0
3970,test,True,0,1,,0,0,0,2,None_cut,3.9583333333333277,3,1,0,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,26.24999999999851,,,1,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,1.0
3971,test,True,0,1,,0,0,0,2,None_cut,3.9583333333333277,3,1,0,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.999999999998582,,,1,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,1.0
3972,test,True,0,1,,0,0,0,2,None_cut,3.9583333333333277,3,1,0,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,,1,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,1.0
3973,test,True,0,1,,0,0,0,2,None_cut,3.9583333333333277,3,1,0,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,1,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,1.0
3974,test,True,0,1,,0,0,0,2,None_cut,3.9583333333333277,3,1,0,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,1,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,1.0
3975,test,True,0,1,,0,0,0,2,None_cut,3.9583333333333277,3,1,0,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,1,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,1.0
3976,test,True,0,1,,0,0,0,2,None_cut,3.9583333333333277,3,1,0,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,1,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,1.0
3977,test,True,0,1,,0,0,0,2,None_cut,3.9583333333333277,3,1,0,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,1,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,1.0
3978,test,True,0,1,,0,0,0,2,None_cut,3.9583333333333277,3,1,0,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,1,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,1.0
3979,test,True,0,1,,0,0,0,2,None_cut,3.9583333333333277,3,1,0,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,1,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,1.0
3980,test,True,0,1,,0,0,0,2,None_cut,3.9583333333333277,3,1,0,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,1,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,1.0
3981,test,True,0,1,,0,0,0,2,None_cut,3.9583333333333277,3,1,0,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,1,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,1.0
3982,test,True,0,1,,0,0,0,2,None_cut,3.9583333333333277,3,1,0,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,1,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,1.0
3983,test,True,0,1,,0,0,0,2,None_cut,3.9583333333333277,3,1,0,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,1,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,1.0
3984,test,True,0,1,,0,0,0,2,None_cut,3.9583333333333277,3,1,0,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,1,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,1.0
3985,test,True,0,1,,0,0,0,2,None_cut,3.9583333333333277,3,1,0,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,1,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,1.0
3986,test,True,0,1,,0,0,0,2,None_cut,3.9583333333333277,3,1,0,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,1,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,1.0
3987,test,True,0,1,,0,0,0,2,None_cut,3.9583333333333277,3,1,0,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,1,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,1.0
3988,test,True,0,1,,0,0,0,2,None_cut,3.9583333333333277,3,1,0,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,1,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,1.0
3989,test,True,0,1,,0,0,0,2,None_cut,3.9583333333333277,3,1,0,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,1,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,1.0
3990,test,True,0,1,,0,0,0,2,None_cut,3.9583333333333277,3,1,0,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,1,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,1.0
3991,test,True,0,1,,0,0,0,2,None_cut,3.9583333333333277,3,1,0,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,1,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,1.0
3992,test,True,0,1,,0,0,0,2,None_cut,3.9583333333333277,3,1,0,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,1,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,1.0
3993,test,True,0,1,,0,0,0,2,None_cut,3.9583333333333277,3,1,0,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,1,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,1.0
3994,test,True,0,1,,0,0,0,2,None_cut,3.9583333333333277,3,1,0,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,1,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,1.0
3995,test,True,0,1,,0,0,0,2,None_cut,3.9583333333333277,3,1,0,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,1,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,1.0
3996,test,True,0,1,,0,0,0,2,None_cut,3.9583333333333277,3,1,0,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,1,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,1.0
3997,test,True,0,1,,0,0,0,2,None_cut,3.9583333333333277,3,1,0,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,1,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,1.0
3998,test,True,0,1,,0,0,0,2,None_cut,3.9583333333333277,3,1,0,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,1,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,1.0
3999,test,True,0,1,,0,0,0,2,None_cut,3.9583333333333277,3,1,0,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,1,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,1.0
4000,test,True,0,1,,0,0,0,2,None_cut,3.9583333333333277,3,1,0,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,1,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,1.0
4001,test,True,0,1,,0,0,0,2,None_cut,3.9583333333333277,3,1,0,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,1,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,1.0
4002,test,True,0,1,,0,0,0,2,None_cut,3.9583333333333277,3,1,0,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,1,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,1.0
4003,test,True,0,1,,0,0,0,2,None_cut,3.9583333333333277,3,1,0,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,1,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,1.0
4004,test,True,0,1,,0,0,0,2,None_cut,3.9583333333333277,3,1,0,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,1,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,1.0
4005,test,True,0,1,,0,0,0,2,None_cut,3.9583333333333277,3,1,0,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,1,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,1.0
4006,test,True,0,1,,0,0,0,2,None_cut,3.9583333333333277,3,1,0,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,1,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,1.0
4007,test,True,0,1,,0,0,0,2,None_cut,3.9583333333333277,3,1,0,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,1,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,1.0
4008,test,True,0,1,,0,0,0,2,None_cut,3.9583333333333277,3,1,0,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,1,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,1.0
4009,test,True,0,1,,0,0,0,2,None_cut,3.9583333333333277,3,1,0,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,1,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,1.0
4010,test,True,0,1,,0,0,0,2,None_cut,3.9583333333333277,3,1,0,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,1,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,1.0
4011,test,True,0,1,,0,0,0,2,None_cut,3.9583333333333277,3,1,0,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,1,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,1.0
4012,test,True,0,1,,0,0,0,2,None_cut,3.9583333333333277,3,1,0,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,1,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,1.0
4013,test,True,0,1,,0,0,0,2,None_cut,3.9583333333333277,3,1,0,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,1,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,1.0
4014,test,True,0,1,,0,0,0,2,None_cut,3.9583333333333277,3,1,0,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,1,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,1.0
4015,test,True,0,1,,0,0,0,2,None_cut,3.9583333333333277,3,1,0,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,1,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,1.0
4016,test,True,0,1,,0,0,0,2,None_cut,3.9583333333333277,3,1,0,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,1,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,1.0
4017,test,True,0,1,,0,0,0,2,None_cut,3.9583333333333277,3,1,0,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,1,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,1.0
4018,test,True,0,1,,0,0,0,2,None_cut,3.9583333333333277,3,1,0,,0.0,0,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,1,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,1.0
