tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,5c2bc400d9941536_score,player_4e68e61f_x,player_4e68e61f_y,player_4e68e61f_move_target,player_4e68e61f_item,player_4e68e61f_score,player_4e68e61f_cut_speed,player_4e68e61f_speed,player_3c9daf43_x,player_3c9daf43_y,player_3c9daf43_move_target,player_3c9daf43_item,player_3c9daf43_score,player_3c9daf43_cut_speed,player_3c9daf43_speed
2423,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,3.166666666666664,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,plate,2,1.0,30.0,75.62956783226512,43.631431819734715,,tomato_cut,1,1.0,30.0
2424,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,3.166666666666664,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,plate,2,1.0,30.0,76.51351790342248,44.515248696526314,,tomato_cut,1,1.0,30.0
2425,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,3.166666666666664,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,plate,2,1.0,30.0,77.39746797457984,45.39906557331791,,tomato_cut,1,1.0,30.0
2426,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,3.166666666666664,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,plate,2,1.0,30.0,78.28141804573642,46.28288245010951,,tomato_cut,1,1.0,30.0
2427,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,3.166666666666664,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,plate,2,1.0,30.0,79.16536811689278,47.16669932690111,,tomato_cut,1,1.0,30.0
2428,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,3.166666666666664,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,2,1.0,30.0,80.04931818804914,48.05051620369271,,tomato_cut,1,1.0,30.0
2429,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,3.166666666666664,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,2,1.0,30.0,80.9332682592055,48.93433308048431,,tomato_cut,1,1.0,30.0
2430,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,3.166666666666664,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,2,1.0,30.0,81.81721833036187,49.81814995727591,,tomato_cut,1,1.0,30.0
2431,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,3.166666666666664,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,2,1.0,30.0,82.70116840151823,50.701966834067505,,tomato_cut,1,1.0,30.0
2432,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,3.166666666666664,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,2,1.0,30.0,83.5851184726746,51.585783710859104,,tomato_cut,1,1.0,30.0
2433,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,3.166666666666664,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,2,1.0,30.0,84.46906854383096,52.4696005876507,,tomato_cut,1,1.0,30.0
2434,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,3.166666666666664,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,2,1.0,30.0,85.35301861498732,53.3534174644423,,tomato_cut,1,1.0,30.0
2435,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,3.166666666666664,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,2,1.0,30.0,86.23696868614368,54.2372343412339,,tomato_cut,1,1.0,30.0
2436,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,3.166666666666664,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,2,1.0,30.0,87.12091875730005,55.1210512180255,,tomato_cut,1,1.0,30.0
2437,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,3.166666666666664,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,2,1.0,30.0,88.0,56.0,,tomato_cut,1,1.0,30.0
2438,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,3.166666666666664,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,2,1.0,30.0,88.0,56.0,,tomato_cut,1,1.0,30.0
2439,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,3.166666666666664,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,2,1.0,30.0,88.0,56.0,,tomato_cut,1,1.0,30.0
2440,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,3.166666666666664,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,2,1.0,30.0,88.0,56.0,,tomato_cut,1,1.0,30.0
2441,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,3.166666666666664,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,2,1.0,30.0,88.0,56.0,,tomato_cut,1,1.0,30.0
2442,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,3.166666666666664,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,2,1.0,30.0,88.0,56.0,,tomato_cut,1,1.0,30.0
2443,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,3.166666666666664,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,2,1.0,30.0,88.0,56.0,,tomato_cut,1,1.0,30.0
2444,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,3.166666666666664,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,2,1.0,30.0,88.0,56.0,,tomato_cut,1,1.0,30.0
2445,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,3.166666666666664,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,2,1.0,30.0,88.0,56.0,,tomato_cut,1,1.0,30.0
2446,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,3.166666666666664,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,2,1.0,30.0,88.0,56.0,,tomato_cut,1,1.0,30.0
2447,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,3.166666666666664,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,2,1.0,30.0,88.0,56.0,,tomato_cut,1,1.0,30.0
2448,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,3.166666666666664,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,2,1.0,30.0,88.0,56.0,,tomato_cut,1,1.0,30.0
2449,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,3.166666666666664,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,2,1.0,30.0,88.0,56.0,,tomato_cut,1,1.0,30.0
2450,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,3.166666666666664,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,2,1.0,30.0,88.0,56.0,,tomato_cut,1,1.0,30.0
2451,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,3.166666666666664,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,2,1.0,30.0,88.0,56.0,,tomato_cut,1,1.0,30.0
2452,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,3.166666666666664,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,2,1.0,30.0,88.0,56.0,,tomato_cut,1,1.0,30.0
2453,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,3.166666666666664,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,2,1.0,30.0,88.0,56.0,,tomato_cut,1,1.0,30.0
2454,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,3.166666666666664,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,2,1.0,30.0,88.0,56.0,,tomato_cut,1,1.0,30.0
2455,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,3.166666666666664,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,2,1.0,30.0,88.0,56.0,,tomato_cut,1,1.0,30.0
2456,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,3.166666666666664,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.0,,,2,1.0,30.0,88.0,56.0,,tomato_cut,1,1.0,30.0
2457,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,3.166666666666664,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.88388347648305,39.11611652351695,,,2,1.0,30.0,88.0,56.0,,tomato_cut,1,1.0,30.0
2458,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,3.166666666666664,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,25.7677669529661,38.2322330470339,,,2,1.0,30.0,88.0,56.0,,tomato_cut,1,1.0,30.0
2459,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,3.166666666666664,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,26.65165042944915,37.34834957055085,,,2,1.0,30.0,88.0,56.0,,tomato_cut,1,1.0,30.0
2460,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,3.166666666666664,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,27.535533905932198,36.4644660940678,,,2,1.0,30.0,88.0,56.0,,tomato_cut,1,1.0,30.0
2461,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,3.166666666666664,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,28.419417382415247,35.58058261758475,,,2,1.0,30.0,88.0,56.0,,tomato_cut,1,1.0,30.0
2462,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,3.166666666666664,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,29.303300858898297,34.6966991411017,,,2,1.0,30.0,88.0,56.0,,tomato_cut,1,1.0,30.0
2463,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,3.166666666666664,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,30.187184335381346,33.812815664618654,,,2,1.0,30.0,88.0,56.0,,tomato_cut,1,1.0,30.0
2464,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,3.166666666666664,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,31.071067811864395,32.928932188135605,,,2,1.0,30.0,88.0,56.0,,tomato_cut,1,1.0,30.0
2465,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,3.166666666666664,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,31.954951288347445,32.045048711652555,,,2,1.0,30.0,88.0,56.0,,tomato_cut,1,1.0,30.0
2466,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,3.166666666666664,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,32.838834764830494,31.161165235169506,,,2,1.0,30.0,88.0,56.0,,tomato_cut,1,1.0,30.0
2467,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,3.166666666666664,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,33.722718241313544,30.277281758686456,,,2,1.0,30.0,88.0,56.0,,tomato_cut,1,1.0,30.0
2468,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,3.166666666666664,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,34.60660171779659,29.393398282203407,,,2,1.0,30.0,88.0,56.0,,tomato_cut,1,1.0,30.0
2469,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,3.166666666666664,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,35.49048519427964,28.509514805720357,,,2,1.0,30.0,88.0,56.0,,tomato_cut,1,1.0,30.0
2470,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,3.166666666666664,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,36.37436867076269,27.625631329237308,,,2,1.0,30.0,88.0,56.0,,tomato_cut,1,1.0,30.0
2471,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,3.166666666666664,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,37.25825214724574,26.74174785275426,,,2,1.0,30.0,88.0,56.0,,tomato_cut,1,1.0,30.0
2472,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,3.166666666666664,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,38.14213562372879,25.85786437627121,,,2,1.0,30.0,88.0,56.0,,tomato_cut,1,1.0,30.0
2473,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,3.166666666666664,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,39.02601910021184,24.97398089978816,,,2,1.0,30.0,88.0,56.0,,tomato_cut,1,1.0,30.0
2474,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,3.166666666666664,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,39.95382555869017,24.194346815316237,,,2,1.0,30.0,88.0,56.0,,tomato_cut,1,1.0,30.0
2475,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,3.166666666666664,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,41.203733885133886,24.179208272259245,,,2,1.0,30.0,88.0,56.0,,tomato_cut,1,1.0,30.0
2476,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,3.166666666666664,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,42.4536422115776,24.164069729202254,,,2,1.0,30.0,88.0,56.0,,tomato_cut,1,1.0,30.0
2477,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,3.166666666666664,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,43.70355053802132,24.148931186145262,,,2,1.0,30.0,88.0,56.0,,tomato_cut,1,1.0,30.0
2478,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,3.166666666666664,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,44.953458864465034,24.13379264308827,,,2,1.0,30.0,88.0,56.0,,tomato_cut,1,1.0,30.0
2479,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,3.166666666666664,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,46.20336719090875,24.11865410003119,,,2,1.0,30.0,88.0,56.0,,tomato_cut,1,1.0,30.0
2480,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,3.166666666666664,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,47.453275517352466,24.103515556974024,,,2,1.0,30.0,88.0,56.0,,tomato_cut,1,1.0,30.0
2481,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,3.166666666666664,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,48.70318384379618,24.08837701391686,,,2,1.0,30.0,88.0,56.0,,tomato_cut,1,1.0,30.0
2482,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,3.166666666666664,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,49.9530921702399,24.073238470859692,,,2,1.0,30.0,88.0,56.0,,tomato_cut,1,1.0,30.0
2483,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,3.166666666666664,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,51.203000496683615,24.058099927802527,,,2,1.0,30.0,88.0,56.0,,tomato_cut,1,1.0,30.0
2484,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,3.166666666666664,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,52.45290882312733,24.04296138474536,,,2,1.0,30.0,88.0,56.0,,tomato_cut,1,1.0,30.0
2485,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,3.166666666666664,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,53.70281714957105,24.027822841688195,,,2,1.0,30.0,88.0,56.0,,tomato_cut,1,1.0,30.0
2486,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,3.166666666666664,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,54.95272547601476,24.01268429863103,,,2,1.0,30.0,88.0,56.0,,tomato_cut,1,1.0,30.0
2487,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,3.166666666666664,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.20266313364169,24.00233106509779,,,2,1.0,30.0,88.0,56.0,,tomato_cut,1,1.0,30.0
2488,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,3.166666666666664,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,57.45266312003295,24.002146614302884,,,2,1.0,30.0,88.0,56.0,,tomato_cut,1,1.0,30.0
2489,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,3.166666666666664,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,58.70266310642421,24.00196216350798,,,2,1.0,30.0,88.0,56.0,,tomato_cut,1,1.0,30.0
2490,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,3.166666666666664,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,59.95266309281547,24.001777712713075,,,2,1.0,30.0,88.0,56.0,,tomato_cut,1,1.0,30.0
2491,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,3.166666666666664,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,61.20266307920673,24.00159326191817,,,2,1.0,30.0,88.0,56.0,,tomato_cut,1,1.0,30.0
2492,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,3.166666666666664,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,62.45266306559799,24.001408811123397,,,2,1.0,30.0,88.0,56.0,,tomato_cut,1,1.0,30.0
2493,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,3.166666666666664,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,63.70266305198925,24.00122436032867,,,2,1.0,30.0,88.0,56.0,,tomato_cut,1,1.0,30.0
2494,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,3.166666666666664,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,64.95266303837997,24.001039909533944,,,2,1.0,30.0,88.0,56.0,,tomato_cut,1,1.0,30.0
2495,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,3.166666666666664,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,66.20266302477052,24.000855458739217,,,2,1.0,30.0,88.0,56.0,,tomato_cut,1,1.0,30.0
2496,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,3.166666666666664,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,67.45266301116106,24.00067100794449,,,2,1.0,30.0,88.0,56.0,,tomato_cut,1,1.0,30.0
2497,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,3.166666666666664,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,68.70266299755161,24.000486557149763,,,2,1.0,30.0,88.0,56.0,,tomato_cut,1,1.0,30.0
2498,0,1,,0,2,None_cut,3.249999999999997,3,0,3,None_cut,3.166666666666664,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,69.95266298394216,24.000302106355036,,,2,1.0,30.0,88.0,56.0,,tomato_cut,1,1.0,30.0
