tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,c6e64e9138dfb738_score,player_c7938254_x,player_c7938254_y,player_c7938254_move_target,player_c7938254_item,player_c7938254_score,player_c7938254_cut_speed,player_c7938254_speed,player_b87d2d2a_x,player_b87d2d2a_y,player_b87d2d2a_move_target,player_b87d2d2a_item,player_b87d2d2a_score,player_b87d2d2a_cut_speed,player_b87d2d2a_speed,b3b2261e732c2acd_score,55b5b6daef6373fe_message,ee2811b03c7966b7_score
3686,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,72.0,,tomato,0,1.0,30.0,24.0,40.0,,tomato,0,1.0,30.0,,,0.0
3687,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,72.0,,tomato,0,1.0,30.0,24.0,40.0,,tomato,0,1.0,30.0,,,0.0
3688,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,72.0,,tomato,0,1.0,30.0,24.0,40.0,,tomato,0,1.0,30.0,,,0.0
3689,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,72.0,,tomato,0,1.0,30.0,24.0,40.0,,tomato,0,1.0,30.0,,,0.0
3690,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,72.0,,tomato,0,1.0,30.0,24.0,40.0,,tomato,0,1.0,30.0,,,0.0
3691,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,72.0,,tomato,0,1.0,30.0,24.0,40.0,,tomato,0,1.0,30.0,,,0.0
3692,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,72.0,,tomato,0,1.0,30.0,24.0,40.0,,tomato,0,1.0,30.0,,,0.0
3693,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,72.0,,tomato,0,1.0,30.0,24.0,40.0,,tomato,0,1.0,30.0,,,0.0
3694,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,72.0,,tomato,0,1.0,30.0,24.0,40.0,,tomato,0,1.0,30.0,,,0.0
3695,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,72.0,,tomato,0,1.0,30.0,24.0,40.0,,tomato,0,1.0,30.0,,,0.0
3696,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,72.0,,tomato,0,1.0,30.0,24.0,40.0,,tomato,0,1.0,30.0,,,0.0
3697,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,72.0,,tomato,0,1.0,30.0,24.0,40.0,,tomato,0,1.0,30.0,,,0.0
3698,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,72.0,,tomato,0,1.0,30.0,24.0,40.0,,tomato,0,1.0,30.0,,,0.0
3699,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,72.0,,tomato,0,1.0,30.0,24.0,40.0,,tomato,0,1.0,30.0,,,0.0
3700,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,72.0,,tomato,0,1.0,30.0,24.0,40.0,,tomato,0,1.0,30.0,,,0.0
3701,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,72.0,,tomato,0,1.0,30.0,24.0,40.0,,tomato,0,1.0,30.0,,,0.0
3702,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,72.0,,tomato,0,1.0,30.0,24.0,40.0,,tomato,0,1.0,30.0,,,0.0
3703,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,72.0,,tomato,0,1.0,30.0,24.0,40.0,,tomato,0,1.0,30.0,,,0.0
3704,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,72.0,,tomato,0,1.0,30.0,24.0,40.0,,tomato,0,1.0,30.0,,,0.0
3705,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,73.25000000000028,,tomato,0,1.0,30.0,24.0,40.0,,tomato,0,1.0,30.0,,,0.0
3706,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,74.50000000000057,,tomato,0,1.0,30.0,24.0,40.0,,tomato,0,1.0,30.0,,,0.0
3707,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,75.75000000000085,,tomato,0,1.0,30.0,24.0,40.0,,tomato,0,1.0,30.0,,,0.0
3708,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,77.00000000000114,,tomato,0,1.0,30.0,24.0,40.0,,tomato,0,1.0,30.0,,,0.0
3709,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,78.25000000000142,,tomato,0,1.0,30.0,24.0,40.0,,tomato,0,1.0,30.0,,,0.0
3710,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,79.5000000000017,,tomato,0,1.0,30.0,24.0,40.0,,tomato,0,1.0,30.0,,,0.0
3711,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,80.75000000000199,,tomato,0,1.0,30.0,24.0,40.0,,tomato,0,1.0,30.0,,,0.0
3712,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,82.00000000000227,,tomato,0,1.0,30.0,24.0,40.0,,tomato,0,1.0,30.0,,,0.0
3713,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,83.25000000000256,,tomato,0,1.0,30.0,24.0,40.0,,tomato,0,1.0,30.0,,,0.0
3714,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,84.50000000000284,,tomato,0,1.0,30.0,24.0,40.0,,tomato,0,1.0,30.0,,,0.0
3715,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,85.75000000000313,,tomato,0,1.0,30.0,24.0,40.0,,tomato,0,1.0,30.0,,,0.0
3716,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,87.00000000000341,,tomato,0,1.0,30.0,24.0,40.0,,tomato,0,1.0,30.0,,,0.0
3717,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,88.2500000000037,,tomato,0,1.0,30.0,24.0,40.0,,tomato,0,1.0,30.0,,,0.0
3718,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,89.50000000000398,,tomato,0,1.0,30.0,24.0,40.0,,tomato,0,1.0,30.0,,,0.0
3719,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,90.75000000000426,,tomato,0,1.0,30.0,24.0,40.0,,tomato,0,1.0,30.0,,,0.0
3720,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,92.00000000000455,,tomato,0,1.0,30.0,24.0,40.0,,tomato,0,1.0,30.0,,,0.0
3721,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,93.25000000000483,,tomato,0,1.0,30.0,24.0,40.0,,tomato,0,1.0,30.0,,,0.0
3722,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,94.50000000000512,,tomato,0,1.0,30.0,24.0,40.0,,tomato,0,1.0,30.0,,,0.0
3723,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,95.7500000000054,,tomato,0,1.0,30.0,24.0,40.0,,tomato,0,1.0,30.0,,,0.0
3724,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,97.00000000000568,,tomato,0,1.0,30.0,24.0,40.0,,tomato,0,1.0,30.0,,,0.0
3725,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,98.25000000000597,,tomato,0,1.0,30.0,24.0,40.0,,tomato,0,1.0,30.0,,,0.0
3726,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,99.50000000000625,,tomato,0,1.0,30.0,24.0,40.0,,tomato,0,1.0,30.0,,,0.0
3727,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,100.75000000000654,,tomato,0,1.0,30.0,24.0,40.0,,tomato,0,1.0,30.0,,,0.0
3728,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,102.00000000000682,,tomato,0,1.0,30.0,24.0,40.0,,tomato,0,1.0,30.0,,,0.0
3729,test,True,0,1,,0.0,0,0,2,tomato,0.0,0,1,0,,0,0,2,2,,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,103.2500000000071,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,0.0
3730,test,True,0,1,,0.0,0,0,2,tomato,0.041666666666666664,0,1,0,,0,0,2,2,,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,104.50000000000739,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,0.0
3731,test,True,0,1,,0.0,0,0,2,tomato,0.08333333333333333,0,1,0,,0,0,2,2,,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,105.75000000000767,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,0.0
3732,test,True,0,1,,0.0,0,0,2,tomato,0.125,0,1,0,,0,0,2,2,,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,107.00000000000796,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,0.0
3733,test,True,0,1,,0.0,0,0,2,tomato,0.16666666666666666,0,1,0,,0,0,2,2,,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,108.25000000000824,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,0.0
3734,test,True,0,1,,0.0,0,0,2,tomato,0.20833333333333331,0,1,0,,0,0,2,2,,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,109.50000000000853,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,0.0
3735,test,True,0,1,,0.0,0,0,2,tomato,0.24999999999999997,0,1,0,,0,0,2,2,,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,110.75000000000881,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,0.0
3736,test,True,0,1,,0.0,0,0,2,tomato,0.29166666666666663,0,1,0,,0,0,2,2,,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,112.0000000000091,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,0.0
3737,test,True,0,1,,0.0,0,0,2,tomato,0.3333333333333333,0,1,0,,0,0,2,2,,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,113.25000000000938,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,0.0
3738,test,True,0,1,,0.0,0,0,2,tomato,0.375,0,1,0,,0,0,2,2,,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,114.50000000000966,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,0.0
3739,test,True,0,1,,0.0,0,0,2,tomato,0.4166666666666667,0,1,0,,0,0,2,2,,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,115.75000000000995,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,0.0
3740,test,True,0,1,,0.0,0,0,2,tomato,0.45833333333333337,0,1,0,,0,0,2,2,,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,117.00000000001023,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,0.0
3741,test,True,0,1,,0.0,0,0,2,tomato,0.5,0,1,0,,0,0,2,2,,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,118.25000000001052,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,0.0
3742,test,True,0,1,,0.0,0,0,2,tomato,0.5416666666666666,0,1,0,,0,0,2,2,,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,119.5000000000108,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,0.0
3743,test,True,0,1,,0.0,0,0,2,tomato,0.5833333333333333,0,1,0,,0,0,2,2,,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.33243380389186,120.47591077356992,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,0.0
3744,test,True,0,1,,0.0,0,0,2,tomato,0.6249999999999999,0,1,0,,0,0,2,2,,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,54.45405723006536,121.36526705456868,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,0.0
3745,test,True,0,1,,0.0,0,0,2,tomato,0.6666666666666665,0,1,0,,0,0,2,2,,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,53.57568065623886,122.25462333556743,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,0.0
3746,test,True,0,1,,0.0,0,0,2,tomato,0.7083333333333331,0,1,0,,0,0,2,2,,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,52.69730408241236,123.14397961656618,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,0.0
3747,test,True,0,1,,0.0,0,0,2,tomato,0.7499999999999998,0,1,0,,0,0,2,2,,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,51.81892750858586,124.03333589756494,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,0.0
3748,test,True,0,1,,0.0,0,0,2,tomato,0.7916666666666664,0,1,0,,0,0,2,2,,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,50.94055093475936,124.9226921785637,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,0.0
3749,test,True,0,1,,0.0,0,0,2,tomato,0.833333333333333,0,1,0,,0,0,2,2,,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,50.06217436093286,125.81204845956245,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,0.0
3750,test,True,0,1,,0.0,0,0,2,tomato,0.8749999999999997,0,1,0,,0,0,2,2,,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,49.18379778710636,126.7014047405612,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,0.0
3751,test,True,0,1,,0.0,0,0,2,tomato,0.9166666666666663,0,1,0,,0,0,2,2,,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,48.30542121327986,127.59076102155996,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,0.0
3752,test,True,0,1,,0.0,0,0,2,tomato,0.9583333333333329,0,1,0,,0,0,2,2,,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,47.42704463945336,128.4801173025587,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,0.0
3753,test,True,0,1,,0.0,0,0,2,tomato,0.9999999999999996,0,1,0,,0,0,2,2,,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,46.548668065626856,129.36947358355746,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,0.0
3754,test,True,0,1,,0.0,0,0,2,tomato,1.0416666666666663,1,1,0,,0,0,2,2,,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,45.670291491800356,130.25882986455622,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,0.0
3755,test,True,0,1,,0.0,0,0,2,tomato,1.083333333333333,1,1,0,,0,0,2,2,,2,3,tomato,2,4,,2,5,plate,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,44.791914917973855,131.14818614555497,,tomato,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,0.0
