tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,56412e92fa7a041e_score,player_806848ab_x,player_806848ab_y,player_806848ab_move_target,player_806848ab_item,player_806848ab_score,player_806848ab_cut_speed,player_806848ab_speed,player_3df65e36_x,player_3df65e36_y,player_3df65e36_move_target,player_3df65e36_item,player_3df65e36_score,player_3df65e36_cut_speed,player_3df65e36_speed
1782,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1749999999999914,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,42.458416240943876,101.2096831831726,,tomato_salad,0,1.0,12.0,88.0,72.0,,,1,0.2,30.0
1783,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1749999999999914,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,42.81632859090655,100.86054316864612,,tomato_salad,0,1.0,12.0,88.0,72.0,,,1,0.2,30.0
1784,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1749999999999914,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,43.174240940869225,100.51140315411963,,tomato_salad,0,1.0,12.0,88.0,72.0,,,1,0.2,30.0
1785,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1749999999999914,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,43.5321532908319,100.16226313959315,,tomato_salad,0,1.0,12.0,88.0,72.0,,,1,0.2,30.0
1786,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1749999999999914,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,43.890065640794575,99.81312312506667,,tomato_salad,0,1.0,12.0,88.0,72.0,,,1,0.2,30.0
1787,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1749999999999914,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,44.24797799075725,99.46398311054018,,tomato_salad,0,1.0,12.0,88.0,72.0,,,1,0.2,30.0
1788,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1749999999999914,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,44.605890340719924,99.1148430960137,,tomato_salad,0,1.0,12.0,88.0,72.0,,,1,0.2,30.0
1789,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1749999999999914,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,44.9638026906826,98.76570308148722,,tomato_salad,0,1.0,12.0,88.0,72.0,,,1,0.2,30.0
1790,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1749999999999914,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,45.32171504064527,98.41656306696073,,tomato_salad,0,1.0,12.0,88.0,72.0,,,1,0.2,30.0
1791,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1749999999999914,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,45.67962739060795,98.06742305243425,,tomato_salad,0,1.0,12.0,88.0,72.0,,,1,0.2,30.0
1792,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1749999999999914,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,46.03753974057062,97.71828303790777,,tomato_salad,0,1.0,12.0,88.0,72.0,,,1,0.2,30.0
1793,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1749999999999914,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,46.3954520905333,97.36914302338128,,tomato_salad,0,1.0,12.0,88.0,72.0,,,1,0.2,30.0
1794,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1749999999999914,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,46.75336444049597,97.0200030088548,,tomato_salad,0,1.0,12.0,88.0,72.0,,,1,0.2,30.0
1795,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1749999999999914,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,47.111276790458646,96.67086299432832,,tomato_salad,0,1.0,12.0,88.0,72.0,,,1,0.2,30.0
1796,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1749999999999914,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,47.46918914042132,96.32172297980183,,tomato_salad,0,1.0,12.0,88.0,72.0,,,1,0.2,30.0
1797,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1749999999999914,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,47.827101490383995,95.97258296527535,,tomato_salad,0,1.0,12.0,88.0,72.0,,,1,0.2,30.0
1798,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1749999999999914,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,48.18501384034667,95.62344295074887,,tomato_salad,0,1.0,12.0,88.0,72.0,,,1,0.2,30.0
1799,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1749999999999914,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,48.542926190309345,95.27430293622238,,tomato_salad,0,1.0,12.0,88.0,72.0,,,1,0.2,30.0
1800,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1749999999999914,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,48.90083854027202,94.9251629216959,,tomato_salad,0,1.0,12.0,88.0,72.0,,,1,0.2,30.0
1801,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1749999999999914,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,49.258750890234694,94.57602290716942,,tomato_salad,0,1.0,12.0,88.0,72.0,,,1,0.2,30.0
1802,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1749999999999914,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,49.61666324019737,94.22688289264286,,tomato_salad,0,1.0,12.0,88.0,72.0,,,1,0.2,30.0
1803,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1749999999999914,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,49.97457559016004,93.87774287811587,,tomato_salad,0,1.0,12.0,88.0,72.0,,,1,0.2,30.0
1804,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1749999999999914,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,50.33248794012272,93.52860286358887,,tomato_salad,0,1.0,12.0,88.0,72.0,,,1,0.2,30.0
1805,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1749999999999914,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,50.69040029008539,93.17946284906188,,tomato_salad,0,1.0,12.0,88.0,72.0,,,1,0.2,30.0
1806,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1749999999999914,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,51.04831264004807,92.83032283453488,,tomato_salad,0,1.0,12.0,88.0,72.0,,,1,0.2,30.0
1807,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1749999999999914,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,51.40622499001074,92.48118282000789,,tomato_salad,0,1.0,12.0,88.0,72.0,,,1,0.2,30.0
1808,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1749999999999914,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,51.764137339973416,92.1320428054809,,tomato_salad,0,1.0,12.0,88.0,72.0,,,1,0.2,30.0
1809,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1749999999999914,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,52.12204968993609,91.78290279095391,,tomato_salad,0,1.0,12.0,88.0,72.0,,,1,0.2,30.0
1810,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1749999999999914,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,52.479962039898766,91.43376277642692,,tomato_salad,0,1.0,12.0,88.0,72.0,,,1,0.2,30.0
1811,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1749999999999914,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,52.83787438986144,91.08462276189992,,tomato_salad,0,1.0,12.0,88.0,72.0,,,1,0.2,30.0
1812,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1749999999999914,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,53.195786739824115,90.73548274737293,,tomato_salad,0,1.0,12.0,88.0,72.0,,,1,0.2,30.0
1813,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1749999999999914,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,53.55369908978679,90.38634273284593,,tomato_salad,0,1.0,12.0,88.0,72.0,,,1,0.2,30.0
1814,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1749999999999914,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,53.911611439749464,90.03720271831894,,tomato_salad,0,1.0,12.0,88.0,72.0,,,1,0.2,30.0
1815,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1749999999999914,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,54.26952378971214,89.68806270379194,,tomato_salad,0,1.0,12.0,88.0,72.0,,,1,0.2,30.0
1816,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1749999999999914,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,54.62743613967481,89.33892268926495,,tomato_salad,0,1.0,12.0,88.0,72.0,,,1,0.2,30.0
1817,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1749999999999914,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,54.98534848963749,88.98978267473795,,tomato_salad,0,1.0,12.0,88.0,72.0,,,1,0.2,30.0
1818,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1749999999999914,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,55.34326083960016,88.64064266021096,,tomato_salad,0,1.0,12.0,88.0,72.0,,,1,0.2,30.0
1819,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1749999999999914,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,55.70117318956284,88.29150264568396,,tomato_salad,0,1.0,12.0,88.0,72.0,,,1,0.2,30.0
1820,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1749999999999914,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.055985340851095,87.93922325820911,,tomato_salad,0,1.0,12.0,88.0,72.0,,,1,0.2,30.0
1821,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1749999999999914,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.40959185932152,87.58572300347676,,tomato_salad,0,1.0,12.0,88.0,72.0,,,1,0.2,30.0
1822,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1749999999999914,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.76319837779195,87.2322227487444,,tomato_salad,0,1.0,12.0,88.0,72.0,,,1,0.2,30.0
1823,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1749999999999914,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,57.11680489626238,86.87872249401205,,tomato_salad,0,1.0,12.0,88.0,72.0,,,1,0.2,30.0
1824,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1749999999999914,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,57.47041141473281,86.5252222392797,,tomato_salad,0,1.0,12.0,88.0,72.0,,,1,0.2,30.0
1825,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1749999999999914,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,57.82401793320324,86.17172198454735,,tomato_salad,0,1.0,12.0,88.0,72.0,,,1,0.2,30.0
1826,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1749999999999914,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,58.177624451673665,85.818221729815,,tomato_salad,0,1.0,12.0,88.0,72.0,,,1,0.2,30.0
1827,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1749999999999914,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,58.531230970144094,85.46472147508264,,tomato_salad,0,1.0,12.0,88.0,72.0,,,1,0.2,30.0
1828,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1749999999999914,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,58.88483748861452,85.11122122035054,,tomato_salad,0,1.0,12.0,88.0,72.0,,,1,0.2,30.0
1829,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1749999999999914,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,59.23844400708495,84.75772096561874,,tomato_salad,0,1.0,12.0,88.0,72.0,,,1,0.2,30.0
1830,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1749999999999914,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,59.59205052555538,84.40422071088693,,tomato_salad,0,1.0,12.0,88.0,72.0,,,1,0.2,30.0
1831,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1749999999999914,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,59.94565704402581,84.05072045615513,,tomato_salad,0,1.0,12.0,88.0,72.0,,,1,0.2,30.0
1832,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1749999999999914,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,60.299263562496236,83.69722020142333,,tomato_salad,0,1.0,12.0,88.0,72.0,,,1,0.2,30.0
1833,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1749999999999914,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,60.652870080966665,83.34371994669154,,tomato_salad,0,1.0,12.0,88.0,72.0,,,1,0.2,30.0
1834,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1749999999999914,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,61.00647659943709,82.99021969195972,,tomato_salad,0,1.0,12.0,88.0,72.0,,,1,0.2,30.0
1835,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1749999999999914,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,61.36008311790752,82.63671943722792,,tomato_salad,0,1.0,12.0,88.0,72.0,,,1,0.2,30.0
1836,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1749999999999914,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,61.71368963637795,82.28321918249613,,tomato_salad,0,1.0,12.0,88.0,72.0,,,1,0.2,30.0
1837,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1749999999999914,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,62.06729615484838,81.92971892776431,,tomato_salad,0,1.0,12.0,88.0,72.0,,,1,0.2,30.0
1838,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1749999999999914,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,62.42090267331881,81.57621867303251,,tomato_salad,0,1.0,12.0,88.0,72.0,,,1,0.2,30.0
1839,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1749999999999914,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,62.774509191789235,81.22271841830072,,tomato_salad,0,1.0,12.0,88.0,72.0,,,1,0.2,30.0
1840,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1749999999999914,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,63.128115710259664,80.86921816356892,,tomato_salad,0,1.0,12.0,88.0,72.0,,,1,0.2,30.0
1841,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1749999999999914,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,63.48172222873009,80.5157179088371,,tomato_salad,0,1.0,12.0,88.0,72.0,,,1,0.2,30.0
1842,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1749999999999914,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,63.83532874720052,80.1622176541053,,tomato_salad,0,1.0,12.0,88.0,72.0,,,1,0.2,30.0
1843,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1749999999999914,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,64.18893526567095,79.8087173993735,,tomato_salad,0,1.0,12.0,88.0,72.0,,,1,0.2,30.0
1844,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1749999999999914,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,64.54254178414138,79.4552171446417,,tomato_salad,0,1.0,12.0,88.0,70.74999999999972,,,1,0.2,30.0
1845,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1749999999999914,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,64.8961483026118,79.1017168899099,,tomato_salad,0,1.0,12.0,88.0,69.49999999999943,,,1,0.2,30.0
1846,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1749999999999914,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,65.24975482108223,78.7482166351781,,tomato_salad,0,1.0,12.0,88.0,68.24999999999915,,,1,0.2,30.0
1847,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1749999999999914,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,65.60336133955266,78.3947163804463,,tomato_salad,0,1.0,12.0,88.0,66.99999999999886,,,1,0.2,30.0
1848,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1749999999999914,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,65.95696785802309,78.04121612571448,,tomato_salad,0,1.0,12.0,88.0,65.74999999999858,,,1,0.2,30.0
1849,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1749999999999914,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,66.31057437649352,77.68771587098269,,tomato_salad,0,1.0,12.0,88.0,64.4999999999983,,,1,0.2,30.0
1850,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1749999999999914,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,66.66418089496395,77.33421561625089,,tomato_salad,0,1.0,12.0,88.0,63.24999999999801,,,1,0.2,30.0
1851,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1749999999999914,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,67.01778741343438,76.98071536151907,,tomato_salad,0,1.0,12.0,88.0,61.999999999997726,,,1,0.2,30.0
1852,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1749999999999914,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,67.3713939319048,76.62721510678728,,tomato_salad,0,1.0,12.0,88.0,60.74999999999744,,,1,0.2,30.0
1853,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1749999999999914,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,67.72500045037523,76.27371485205548,,tomato_salad,0,1.0,12.0,88.0,59.49999999999716,,,1,0.2,30.0
1854,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1749999999999914,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,68.07860696884566,75.92021459732366,,tomato_salad,0,1.0,12.0,88.0,58.249999999996874,,,1,0.2,30.0
1855,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1749999999999914,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,68.43221348731609,75.56671434259187,,tomato_salad,0,1.0,12.0,88.0,56.99999999999659,,,1,0.2,30.0
1856,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1749999999999914,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,68.78582000578652,75.21321408786007,,tomato_salad,0,1.0,12.0,88.0,55.749999999996305,,,1,0.2,30.0
1857,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1749999999999914,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,69.13942652425695,74.85971383312827,,tomato_salad,0,1.0,12.0,88.0,54.49999999999602,,,1,0.2,30.0
1858,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1749999999999914,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,69.49303304272738,74.50621357839645,,tomato_salad,0,1.0,12.0,88.0,53.24999999999574,,,1,0.2,30.0
